Tag No,Old No,T1,T2,X,Y,Family,genus,species,Old Tree Notes,"D 2013.1","POM 2013.1","F1 2013.1","F2 2013.1","Height 2013.1","F5 2013.1","F3 2013.1","F4 2013.1","LI 2013.1","CI 2013.1","Census Notes 2013.1","D 2014.2","POM 2014.2",F1,F2,"Height 2014.2",F5,F3,F4,"LI 2014.2","CI 2014.2",Tree ID,"D 2015.1","POM 2015.1",F1,F2,"Height 2015.1",F5,F3,F4,"LI 2015.1","CI 2015.1",Census Notes,Tree ID,New Tag No
408,,11,,,,Cunoniaceae,Weinmannia,fagaroides,,149,1300,a,1,7,4,0,0,0,1,,153,1300,c,1,,,0,0,,,1105790,153,1300,c,1,10000,,0,0,0,2c,,1105790,
409,,11,,,,Cunoniaceae,Weinmannia,fagaroides,,259,1300,a,1,15,4,0,0,0,1,,264,1300,a,1,,,0,0,,,1105791,265,1300,a,1,15000,,0,0,0,5,,1105791,
410,,11,,,,Melastomataceae,Miconia,setulosa,,280,1300,a,1,12,4,0,0,0,1,,285,1300,d,1,,,0,0,,,1105792,284,1300,dh,1,10000,,0,0,0,2c,,1105792,
411,,11,410,,,Melastomataceae,Miconia,setulosa,,203,1300,a,1,7,4,0,0,0,1,,210,1300,ch,1,,,0,0,,,1105793,212,1300,ch,1,12000,,0,0,0,2c,,1105793,
412,,11,410,,,Melastomataceae,Miconia,setulosa,,212,1300,a,1,6,4,0,0,0,1,,0,1300,0,mru,,,0,0,,,1105794,0,1300,0,mru,0,,0,0,,,,1105794,
413,,11,,,,Cunoniaceae,Weinmannia,fagaroides,,460,1300,a,1,13,4,0,0,0,1,,484,1300,a,1,,,0,0,,,1105795,575,1300,a,1,13000,,0,0,0,4,,1105795,
414,,11,,,,Clethraceae,Clethra,cuneata,,362,1300,a,1,13,4,0,0,0,1,,364,1300,a,1,,,0,0,,,1105796,366,1300,a,1,12000,,0,0,0,5,,1105796,
415,,11,,,,Symplocaceae,Symplocos,quitensis,,235,1300,a,1,10,4,0,0,0,1,,235,1300,c,1,,,0,0,,,1105797,225,1300,dm,1,8000,,0,0,2,3a,,1105797,
416,,11,,,,Melastomataceae,Miconia,indet,,172,1300,a,1,8,4,0,0,0,1,,173,1300,c,1,,,0,0,,,1105798,173,1300,c,1,8000,,0,0,1,3b,,1105798,
417,,12,,,,Melastomataceae,Miconia,indet,,131,1300,a,1,8,4,0,0,0,1,,135,1300,a,1,,,0,0,,,1105799,138,1300,c,1,7000,,0,0,0,2b,,1105799,
418,,12,,,,Symplocaceae,Symplocos,baehnii,,183,1300,a,1,10,4,0,0,0,1,,186,1300,c,1,,,0,0,,,1105800,188,1300,c,1,7000,,0,0,0,3b,,1105800,
419,,12,,,,Melastomataceae,Miconia,alpina,,131,1300,a,1,5,4,0,0,0,1,,132,1300,ah,1,,,0,0,,,1105801,134,1300,ah,1,9000,,0,0,0,2a,,1105801,
420,,12,419,,,Melastomataceae,Miconia,alpina,,115,1300,a,1,6,4,0,0,0,1,,117,1300,ah,1,,,0,0,,,1105802,119,1300,chi,1,8000,,0,0,0,2a,,1105802,
421,,12,,,,Symplocaceae,Symplocos,baehnii,,112,1300,a,1,6,4,0,0,0,1,,116,1300,c,1,,,0,0,,,1105803,118,1300,c,1,6000,,0,0,0,3a,,1105803,
422,,12,,,,Melastomataceae,Miconia,indet,,106,1300,a,1,8,4,0,0,0,1,,108,1300,a,1,,,0,0,,,1105804,108,1300,c,1,6000,,0,0,0,2b,,1105804,
423,,12,,,,Symplocaceae,Symplocos,quitensis,,146,1300,a,1,9,4,0,0,0,1,,149,1300,c,1,,,0,0,,,1105805,154,1300,a,1,7000,,0,0,2,4,,1105805,
424,,12,,,,Symplocaceae,Symplocos,quitensis,,114,1300,a,1,9,4,0,0,0,1,,117,1300,a,1,,,0,0,,,1105806,129,1300,c,1,8000,,0,0,2,2b,,1105806,
425,,12,,,,Symplocaceae,Symplocos,quitensis,,145,1300,a,1,10,4,0,0,0,1,,153,1300,a,1,,,0,0,,,1105807,156,1300,a,1,8000,,0,0,2,3b,,1105807,
426,,12,,,,Solanaceae,Sessea,dependens,,102,1300,a,1,14,4,0,0,0,1,,0,1300,0,kru,,,0,0,,,1105808,0,1300,0,kr,0,,0,0,,,,1105808,
427,,12,,,,Chloranthaceae,Hedyosmum,indet,,400,1300,a,1,10,4,0,0,0,1,,405,1300,ah,1,,,0,0,,,1105809,410,1300,ch,1,9000,,0,0,1,2b,,1105809,
428,,12,427,,,Chloranthaceae,Hedyosmum,indet,,178,1300,a,1,12,4,0,0,0,1,,181,1300,ah,1,,,0,0,,,1105810,178,1300,c,1,7000,,0,0,0,2b,,1105810,
429,,12,,,,Symplocaceae,Symplocos,quitensis,,190,1300,a,1,12,4,0,0,0,1,,194,1300,ah,1,,,0,0,,,1105811,194,1300,ah,1,12000,,0,0,0,4,,1105811,
430,,12,,,,Symplocaceae,Symplocos,quitensis,,124,1300,a,1,13,4,0,0,0,1,,131,1300,ah,1,,,0,0,,,1105812,132,1300,ih,1,110000,,0,0,0,3b,,1105812,
431,,12,,,,Symplocaceae,Symplocos,quitensis,,108,1300,a,1,12,4,0,0,0,1,,111,1300,c,1,,,0,0,,,1105813,114,1300,a,1,7000,,0,0,1,3a,,1105813,
432,,12,,,,Cunoniaceae,Weinmannia,fagaroides,,398,1300,a,1,10,4,0,0,0,1,,402,1300,c,1,,,0,0,,,1105814,403,1300,a,1,8000,,0,0,2,5,,1105814,
433,,12,,,,Clethraceae,Clethra,cuneata,,150,1300,a,1,9,4,0,0,0,1,,150,1300,c,1,,,0,0,,,1105815,151,1300,cm,1,10000,,0,0,2,1,,1105815,
434,,12,,,,Clethraceae,Clethra,cuneata,,101,1300,a,1,9,4,0,0,0,1,,104,1300,a,1,,,0,0,,,1105816,106,1300,a,1,6000,,0,0,0,3b,,1105816,
435,,12,,,,Clethraceae,Clethra,cuneata,,170,1300,a,1,9,4,0,0,0,1,,172,1300,a,1,,,0,0,,,1105817,172,1300,a,1,7000,,0,0,0,4,,1105817,
436,,12,,,,Cunoniaceae,Weinmannia,fagaroides,,109,1300,a,1,7,4,0,0,0,1,,0,1300,0,kqu,,,0,0,,,1105818,0,1300,0,kr,0,,0,0,,,,1105818,
437,,12,,,,Symplocaceae,Symplocos,quitensis,,140,1300,a,1,8,4,0,0,0,1,,140,1300,c,1,,,0,0,,,1105819,139,1300,cbg,1,6000,,0,0,0,2a,,1105819,
438,,12,,,,Chloranthaceae,Hedyosmum,indet,,265,1300,a,1,10,4,0,0,0,1,,275,1300,c,1,,,0,0,,,1105820,285,1300,c,1,13000,,0,0,1,2b,,1105820,
439,,12,,,,Chloranthaceae,Hedyosmum,indet,,555,1300,a,1,10,4,0,0,0,1,,564,1300,c,1,,,0,0,,,1105821,536,1300,c,1,11000,,0,0,1,2b,,1105821,
440,,13,,,,Melastomataceae,Miconia,indet,,260,1300,a,1,12,4,0,0,0,1,,263,1300,c,1,,,0,0,,,1105822,269,1300,a,1,10000,,0,0,0,3b,,1105822,
441,,13,,,,Chloranthaceae,Hedyosmum,indet,,439,1300,a,1,14,4,0,0,0,1,,456,1300,c,1,,,0,0,,,1105823,448,1300,c,1,11000,,0,0,0,3b,,1105823,
442,,13,,,,Melastomataceae,Miconia,indet,,125,1300,a,1,5,4,0,0,0,1,,127,1300,c,1,,,0,0,,,1105824,121,1300,cs,1,4000,,0,0,0,3b,,1105824,
443,,13,,,,Cunoniaceae,Weinmannia,fagaroides,,520,1300,a,1,14,4,0,0,0,1,,522,1300,c,1,,,0,0,,,1105825,521,1300,c,1,14000,,0,0,4,3b,,1105825,
444,,13,,,,Melastomataceae,Miconia,indet,,175,1300,a,1,8,4,0,0,0,1,,181,1300,a,1,,,0,0,,,1105826,188,1300,c,1,7000,,0,0,0,2c,,1105826,
445,,13,,,,Chloranthaceae,Hedyosmum,indet,,120,1300,a,1,6,4,0,0,0,1,,131,1300,a,1,,,0,0,,,1105827,149,1300,a,1,8000,,0,0,0,4,,1105827,
446,,13,,,,Melastomataceae,Miconia,indet,,315,1300,a,1,8,4,0,0,0,1,,315,1300,c,1,,,0,0,,,1105828,315,1300,c,1,8000,,0,0,0,2c,,1105828,
447,,13,,,,Symplocaceae,Symplocos,baehnii,,212,1300,a,1,9,4,0,0,0,1,,216,1300,ah,1,,,0,0,,,1105829,218,1300,ah,1,12000,,0,0,0,3a,,1105829,
448,,13,447,,,Symplocaceae,Symplocos,baehnii,,368,1300,a,1,10,4,0,0,0,1,,394,1300,ch,1,,,0,0,,,1105830,381,1300,ch,1,15000,,0,0,2,4,,1105830,
449,,13,,,,Melastomataceae,Miconia,indet,,117,1300,a,1,6,4,0,0,0,1,,115,1300,a,1,,,0,0,,,1105831,115,1300,a,1,6000,,0,0,0,3a,,1105831,
450,,13,,,,Symplocaceae,Symplocos,quitensis,,124,1300,a,1,8,4,0,0,0,1,,132,1300,c,1,,,0,0,,,1105832,125,1300,c,1,7000,,0,0,0,3a,,1105832,
451,,13,,,,Symplocaceae,Symplocos,quitensis,,111,1300,a,1,6,4,0,0,0,1,,108,1300,a,1,,,0,0,,,1105833,0,1300,bps,1,0,,0,0,,,,1105833,
452,,13,,,,Melastomataceae,Miconia,indet,,237,1300,a,1,10,4,0,0,0,1,,244,1300,c,1,,,0,0,,,1105834,249,1300,c,1,12000,,0,0,0,2b,,1105834,
453,,13,,,,Symplocaceae,Symplocos,quitensis,,259,1300,a,1,15,4,0,0,0,1,,361,1300,a,1,,,0,0,,,1105835,361,1300,a,1,12000,,0,0,1,4,,1105835,
454,,13,,,,Clethraceae,Clethra,cuneata,,201,1300,a,1,12,4,0,0,0,1,,206,1300,c,1,,,0,0,,,1105836,206,1300,c,1,10000,,0,0,1,3b,,1105836,
455,,13,,,,Melastomataceae,Miconia,indet,,141,1300,a,1,6,4,0,0,0,1,,145,1300,c,1,,,0,0,,,1105837,154,1300,c,1,10000,,0,0,0,2a,,1105837,
456,,13,,,,Symplocaceae,Symplocos,quitensis,,379,1300,a,1,12,4,0,0,0,1,,385,1300,c,1,,,0,0,,,1105838,385,1300,c,1,10000,,0,0,2,4,,1105838,
457,,13,,,,Symplocaceae,Symplocos,quitensis,,277,1300,a,1,13,4,0,0,0,1,,286,1300,a,1,,,0,0,,,1105839,283,1300,c,1,11000,,0,0,2,4,,1105839,
458,,13,,,,Melastomataceae,Miconia,alpina,,393,1300,a,1,9,4,0,0,0,1,,398,1300,c,1,,,0,0,,,1105840,398,1300,c,1,9000,,0,0,0,3b,,1105840,
459,,14,,,,Chloranthaceae,Hedyosmum,indet,,113,1300,a,1,5,4,0,0,0,1,,117,1300,c,1,,,0,0,,,1105841,140,1300,c,1,6000,,0,0,0,3a,,1105841,
460,,14,,,,Clethraceae,Clethra,cuneata,,198,1300,a,1,9,4,0,0,0,1,,208,1300,a,1,,,0,0,,,1105842,213,1300,a,1,10000,,0,0,0,4,,1105842,
461,,14,,,,Symplocaceae,Symplocos,quitensis,,142,1300,a,1,9,4,0,0,0,1,,142,1300,a,1,,,0,0,,,1105843,146,1300,a,1,12000,,0,0,0,4,,1105843,
462,,14,,,,Cunoniaceae,Weinmannia,fagaroides,,380,1300,a,1,9,4,0,0,0,1,,0,1300,0,kru,,,0,0,,,1105844,0,1300,0,kr,0,,0,0,,,,1105844,
463,,14,,,,Clethraceae,Clethra,cuneata,,325,1300,a,1,10,4,0,0,0,1,,0,1300,0,kru,,,0,0,,,1105845,0,1300,0,kr,0,,0,0,,,,1105845,
464,,14,,,,Symplocaceae,Symplocos,baehnii,,166,1300,a,1,8,4,0,0,0,1,,165,1300,c,1,,,0,0,,,1105846,165,1300,c,1,11000,,0,0,1,2a,,1105846,
465,,14,,,,Clethraceae,Clethra,cuneata,,230,1300,a,1,9,4,0,0,0,1,,233,1300,c,1,,,0,0,,,1105847,230,1300,c,1,12000,,0,0,2,3b,,1105847,
466,,14,,,,Melastomataceae,Miconia,setulosa,,212,1300,a,1,9,4,0,0,0,1,,222,1300,a,1,,,0,0,,,1105848,220,1300,c,1,12000,,0,0,1,2b,,1105848,
467,,14,,,,Melastomataceae,Miconia,setulosa,,110,1300,a,1,6,4,0,0,0,1,,112,1300,a,1,,,0,0,,,1105849,113,1300,cis,1,9000,,0,0,0,2a,,1105849,
468,,14,,,,Melastomataceae,Miconia,setulosa,,192,1300,a,1,7,4,0,0,0,1,,190,1300,a,1,,,0,0,,,1105850,200,1300,c,1,8000,,0,0,2,3b,,1105850,
469,,14,,,,Cunoniaceae,Weinmannia,fagaroides,,295,1300,a,1,9,4,0,0,0,1,,288,1300,ah,1,,,0,0,,,1105851,286,1300,ah,1,12000,,0,0,0,1,,1105851,
470,,14,469,,,Cunoniaceae,Weinmannia,fagaroides,,199,1300,a,1,9,4,0,0,0,1,,202,1300,ah,1,,,0,0,,,1105852,201,1300,ah,1,12000,,0,0,0,2c,,1105852,
471,,14,469,,,Cunoniaceae,Weinmannia,fagaroides,,251,1300,a,1,9,4,0,0,0,1,,255,1300,ah,1,,,0,0,,,1105853,251,1300,ah,1,8000,,0,0,0,2b,,1105853,
472,,14,,,,Symplocaceae,Symplocos,quitensis,,125,1300,a,1,9,4,0,0,0,1,,128,1300,c,1,,,0,0,,,1105854,129,1300,c,1,7000,,0,0,2,2c,,1105854,
473,,14,,,,Melastomataceae,Miconia,indet,,142,1300,a,1,8,4,0,0,0,1,,140,1300,ah,1,,,0,0,,,1105855,140,1300,ch,1,7000,,0,0,0,2c,,1105855,
474,,14,473,,,Melastomataceae,Miconia,indet,,100,1300,a,1,7,4,0,0,0,1,,102,1300,ah,1,,,0,0,,,1105856,103,1300,ah,1,5500,,0,0,1,3b,,1105856,
475,,14,,,,Clethraceae,Clethra,cuneata,,194,1300,a,1,6,4,0,0,0,1,,208,1300,c,1,,,0,0,,,1105857,213,1300,c,1,9000,,0,0,2,3a,,1105857,
476,,14,,,,Symplocaceae,Symplocos,quitensis,,240,1300,a,1,8,4,0,0,0,1,,244,1300,a,1,,,0,0,,,1105858,249,1300,a,1,11000,,0,0,1,3b,,1105858,
477,,14,,,,Cunoniaceae,Weinmannia,fagaroides,,337,1300,a,1,8,4,0,0,0,1,,345,1300,a,1,,,0,0,,,1105859,349,1300,a,1,11000,,0,0,1,3c,,1105859,
478,,15,,,,Cunoniaceae,Weinmannia,fagaroides,,335,1300,a,1,9,4,0,0,0,1,,335,1300,a,1,,,0,0,,,1105860,340,1300,m,1,10000,,0,0,2,3b,,1105860,
479,,15,,,,Symplocaceae,Symplocos,quitensis,,156,1300,a,1,8,4,0,0,0,1,,157,1300,a,1,,,0,0,,,1105861,158,1300,a,1,10000,,0,0,0,4,,1105861,
480,,15,,,,Clethraceae,Clethra,cuneata,,575,1300,a,1,13,4,0,0,0,1,,570,1300,a,1,,,0,0,,,1105862,574,1300,c,1,12000,,0,0,0,4,,1105862,
481,,15,,,,Melastomataceae,Miconia,setulosa,,263,1300,a,1,8,4,0,0,0,1,,265,1300,ah,1,,,0,0,,,1105863,265,1300,ch,1,9000,,0,0,0,3a,,1105863,
482,,15,481,,,Melastomataceae,Miconia,setulosa,,298,1300,a,1,8,4,0,0,0,1,,305,1300,ch,1,,,0,0,,,1105864,305,1300,ch,1,8000,,0,0,0,2c,,1105864,
483,,15,481,,,Melastomataceae,Miconia,setulosa,,285,1300,a,1,8,4,0,0,0,1,,190,1300,ch,1,,,0,0,,,1105865,290,1300,c,1,9000,,0,0,0,2c,,1105865,
484,,15,,,,Melastomataceae,Miconia,setulosa,,127,1300,a,1,5,4,0,0,0,1,,128,1300,c,1,,,0,0,,,1105866,128,1300,c,1,6000,,0,0,1,0,,1105866,
485,,15,,,,Clethraceae,Clethra,cuneata,,347,1300,a,1,10,4,0,0,0,1,,358,1300,c,1,,,0,0,,,1105867,351,1300,c,1,13000,,0,0,0,2c,,1105867,
486,,15,,,,Symplocaceae,Symplocos,quitensis,,141,1300,a,1,7,4,0,0,0,1,,144,1300,a,1,,,0,0,,,1105868,146,1300,cm,1,8000,,0,0,3,3a,,1105868,
487,,15,,,,Chloranthaceae,Hedyosmum,indet,,149,1300,a,1,6,4,0,0,0,1,,154,1300,c,1,,,0,0,,,1105869,157,1300,c,1,8000,,0,0,0,1,,1105869,
488,,15,,,,Clethraceae,Clethra,cuneata,,323,1300,a,1,13,4,0,0,0,1,,331,1300,a,1,,,0,0,,,1105870,333,1300,c,1,10000,,0,0,1,3b,,1105870,
489,,15,,,,Clethraceae,Clethra,cuneata,,235,1300,a,1,12.5,4,0,0,0,1,,236,1300,a,1,,,0,0,,,1105871,238,1300,c,1,10000,,0,0,0,4,,1105871,
490,,15,,,,Cunoniaceae,Weinmannia,fagaroides,,245,1300,a,1,13,4,0,0,0,1,,248,1300,a,1,,,0,0,,,1105872,251,1300,a,1,12000,,0,0,0,3b,,1105872,
491,,15,,,,Clethraceae,Clethra,cuneata,,271,1300,a,1,10,4,0,0,0,1,,277,1300,a,1,,,0,0,,,1105873,279,1300,cm,1,10000,,0,0,2,3b,,1105873,
492,,15,,,,Clethraceae,Clethra,cuneata,,225,1300,a,1,10,4,0,0,0,1,,229,1300,a,1,,,0,0,,,1105874,226,1300,a,1,12000,,0,0,0,4,,1105874,
493,,15,,,,Cunoniaceae,Weinmannia,fagaroides,,464,1300,a,1,10,4,0,0,0,1,,488,1300,c,1,,,0,0,,,1105875,472,1300,cm,1,11000,,0,0,2,3b,,1105875,
494,,15,,,,Symplocaceae,Symplocos,psiloclada,,157,1300,a,1,7,4,0,0,0,1,,170,1300,c,1,,,0,0,,,1105876,157,1300,d,1,8000,,0,0,1,2a,,1105876,
495,,15,,,,Melastomataceae,Miconia,setulosa,,241,1300,a,1,6,4,0,0,0,1,,250,1300,ah,1,,,0,0,,,1105877,255,1300,ah,1,9000,,0,0,0,3a,,1105877,
496,,15,495,,,Melastomataceae,Miconia,setulosa,,187,1300,a,1,6,4,0,0,0,1,,193,1300,ah,1,,,0,0,,,1105878,194,1300,bh,1,8000,,0,0,1,2b,b=4000,1105878,
497,,15,495,,,Melastomataceae,Miconia,setulosa,,189,1300,a,1,7,4,0,0,0,1,,165,1300,ch,1,,,0,0,,,1105879,193,1300,cgfh,1,8000,,0,0,1,2a,,1105879,
498,,15,,,,Clethraceae,Clethra,cuneata,,268,1300,a,1,12,4,0,0,0,1,,274,1300,a,1,,,0,0,,,1105880,275,1300,a,1,11000,,0,0,1,3b,,1105880,
499,,15,,,,Cunoniaceae,Weinmannia,fagaroides,,200,1300,a,1,8,4,0,0,0,1,,200,1300,c,1,,,0,0,,,1105881,209,1300,d,1,9000,,0,0,1,2b,,1105881,
500,,15,,,,Primulaceae,Myrsine,dependens,,223,1300,a,1,8,4,0,0,0,1,,225,1300,c,1,,,0,0,,,1105882,225,1300,cm,1,7000,,0,0,1,3a,,1105882,
501,,15,,,,Symplocaceae,Symplocos,psiloclada,,113,1300,a,1,5,4,0,0,0,1,,117,1300,c,1,,,0,0,,,1105883,113,1300,bc,1,4000,,0,0,0,2a,b=4000,1105883,
502,,15,,,,Clethraceae,Clethra,cuneata,,116,1300,a,1,6,4,0,0,0,1,,118,1300,a,1,,,0,0,,,1105884,118,1300,c,1,6000,,0,0,0,1,,1105884,
502.1,,15,,,,Indet,Indet,indet,Recluta,,,,,,,,,,,,137,1300,an,1,,,0,0,,,1128753,135,1300,c,1,6000,,0,0,0,1,,1128753,
503,,15,,,,Clethraceae,Clethra,cuneata,,160,1300,a,1,8,4,0,0,0,1,,164,1300,a,1,,,0,0,,,1105885,165,1300,a,1,9000,,0,0,0,2c,,1105885,
504,,15,,,,Cunoniaceae,Weinmannia,fagaroides,,497,1300,a,1,13,4,0,0,0,1,,500,1300,a,1,,,0,0,,,1105886,504,1300,a,1,12000,,0,0,0,4,,1105886,
505,,15,,,,Clethraceae,Clethra,cuneata,,286,1300,a,1,11,4,0,0,0,1,,296,1300,ah,1,,,0,0,,,1105887,301,1300,ah,1,11000,,0,0,0,4,,1105887,
506,,15,505,,,Clethraceae,Clethra,cuneata,,212,1300,a,1,10,4,0,0,0,1,,215,1300,ah,1,,,0,0,,,1105888,217,1300,ah,1,10000,,0,0,0,4,,1105888,
507,,15,,,,Clethraceae,Clethra,cuneata,,100,1300,a,1,9,4,0,0,0,1,,102,1300,a,1,,,0,0,,,1105889,102,1300,a,1,10000,,0,0,0,2c,,1105889,
508,,15,,,,Cunoniaceae,Weinmannia,fagaroides,,254,1300,a,1,10,4,0,0,0,1,,250,1300,ah,1,,,0,0,,,1105890,252,1300,ah,1,12000,,0,0,0,4,,1105890,
509,,15,508,,,Cunoniaceae,Weinmannia,fagaroides,,220,1300,a,1,12,4,0,0,0,1,,220,1300,ah,1,,,0,0,,,1105891,220,1300,a,1,11000,,0,0,0,3b,,1105891,
509.1,,15,,,,Cunoniaceae,Weinmannia,fagaroides,,,,,,,,,,,,,,,,,,,,,,,,101,1300,b,1,5000,,0,0,0,2b,b=4,,
510,,16,,,,Cunoniaceae,Weinmannia,fagaroides,,361,1300,a,1,15,4,0,0,0,1,,349,1300,a,1,,,0,0,,,1105892,351,1300,a,1,12000,,0,0,0,3b,,1105892,
511,,16,,,,Clethraceae,Clethra,cuneata,,266,1300,a,1,15,4,0,0,0,1,,272,1300,a,1,,,0,0,,,1105893,271,1300,a,1,7000,,0,0,0,1,,1105893,
512,,16,,,,Symplocaceae,Symplocos,quitensis,,177,1300,a,1,12,4,0,0,0,1,,186,1300,a,1,,,0,0,,,1105894,182,1300,a,1,10000,,0,0,0,2b,,1105894,
513,,16,,,,Asteraceae,Gynoxys,nitida,,236,1300,a,1,12,4,0,0,0,1,,242,1300,c,1,,,0,0,,,1105895,242,1300,c,1,12000,,0,0,0,3a,,1105895,
514,,16,,,,Symplocaceae,Symplocos,psiloclada,,100,1300,a,1,7,4,0,0,0,1,,102,1300,c,1,,,0,0,,,1105896,102,1300,a,1,10000,,0,0,0,2b,,1105896,
515,,16,,,,Clethraceae,Clethra,cuneata,,285,1300,a,1,9,4,0,0,0,1,,290,1300,c,1,,,0,0,,,1105897,293,1300,c,1,12000,,0,0,0,3a,,1105897,
516,,16,,,,Cunoniaceae,Weinmannia,fagaroides,,184,1300,a,1,12,4,0,0,0,1,,189,1300,a,1,,,0,0,,,1105898,192,1300,a,1,12000,,0,0,0,4,,1105898,
517,,16,,,,Chloranthaceae,Hedyosmum,indet,,185,1300,a,1,10,4,0,0,0,1,,190,1300,c,1,,,0,0,,,1105899,192,1300,c,1,10000,,0,0,0,3a,,1105899,
518,,16,,,,Clethraceae,Clethra,cuneata,,216,1300,a,1,14,4,0,0,0,1,,220,1300,ah,1,,,0,0,,,1105900,217,1300,a,1,11000,,0,0,0,3a,,1105900,
519,,16,,,,Cunoniaceae,Weinmannia,fagaroides,,303,1300,a,1,12,4,0,0,0,1,,300,1300,c,1,,,0,0,,,1105901,301,1300,ch,1,12000,,0,0,1,3b,,1105901,
520,,16,519,,,Cunoniaceae,Weinmannia,fagaroides,,364,1300,a,1,13,4,0,0,0,1,,370,1300,ah,1,,,0,0,,,1105902,370,1300,ah,1,13000,,0,0,1,4,,1105902,
521,,16,,,,Melastomataceae,Miconia,setulosa,,155,1300,a,1,6,4,0,0,0,1,,157,1300,c,1,,,0,0,,,1105903,159,1300,c,1,7000,,0,0,0,2a,,1105903,
522,,16,,,,Clethraceae,Clethra,cuneata,,222,1300,a,1,7,4,0,0,0,1,,230,1300,c,1,,,0,0,,,1105904,231,1300,cm,1,8000,,0,0,3,2c,,1105904,
523,,16,,,,Symplocaceae,Symplocos,psiloclada,,152,1300,a,1,5,4,0,0,0,1,,155,1300,c,1,,,0,0,,,1105905,155,1300,ci,1,7000,,0,0,2,3a,,1105905,
524,,16,,,,Cunoniaceae,Weinmannia,fagaroides,,168,1300,a,1,8,4,0,0,0,1,,168,1300,a,1,,,0,0,,,1105906,169,1300,i,1,10000,,0,0,0,2c,,1105906,
525,,16,524,,,Cunoniaceae,Weinmannia,fagaroides,,230,1300,a,1,8,4,0,0,0,1,,327,1300,a,1,,,0,0,,,1105907,227,1300,a,1,11000,,0,0,0,3a,,1105907,
526,,16,,,,Primulaceae,Myrsine,dependens,,151,1300,a,1,6,4,0,0,0,1,,156,1300,c,1,,,0,0,,,1105908,150,1300,ci,1,10000,,0,0,0,3a,,1105908,
527,,16,,,,Cunoniaceae,Weinmannia,fagaroides,,147,1300,a,1,11,4,0,0,0,1,,148,1300,a,1,,,0,0,,,1105909,149,1300,a,1,11000,,0,0,0,3b,,1105909,
528,,16,,,,Cunoniaceae,Weinmannia,fagaroides,,242,1300,a,1,15,4,0,0,0,1,,247,1300,a,1,,,0,0,,,1105910,248,1300,a,1,12000,,0,0,0,3b,,1105910,
529,,16,,,,Cunoniaceae,Weinmannia,fagaroides,,318,1300,a,1,12,4,0,0,0,1,,318,1300,ah,1,,,0,0,,,1105911,324,1300,g,1,11000,,0,0,1,3b,,1105911,
530,,16,529,,,Cunoniaceae,Weinmannia,fagaroides,,103,1300,a,1,10,4,0,0,0,1,,110,1300,ah,1,,,0,0,,,1105912,105,1300,ah,1,10000,,0,0,1,3a,,1105912,
531,,16,529,,,Cunoniaceae,Weinmannia,fagaroides,,319,1300,a,1,12,4,0,0,0,1,,360,1300,ah,1,,,0,0,,,1105913,319,1300,ch,1,13000,,0,0,1,4,,1105913,
532,,16,529,,,Cunoniaceae,Weinmannia,fagaroides,,147,1300,a,1,12,4,0,0,0,1,,142,1300,ah,1,,,0,0,,,1105914,150,1300,bih,1,7000,,0,0,1,2b,b=7000,1105914,
533,,16,529,,,Cunoniaceae,Weinmannia,fagaroides,,300,1300,a,1,13,4,0,0,0,1,,301,1300,ah,1,,,0,0,,,1105915,301,1300,ah,1,10000,,0,0,0,3a,,1105915,
534,,16,,,,Clethraceae,Clethra,cuneata,,296,1300,a,1,12,4,0,0,0,1,,297,1300,c,1,,,0,0,,,1105916,299,1300,c,1,12000,,0,0,1,3b,,1105916,
535,,16,,,,Symplocaceae,Symplocos,psiloclada,,173,1300,a,1,12,4,0,0,0,1,,173,1300,a,1,,,0,0,,,1105917,175,1300,c,1,11000,,0,0,1,3b,,1105917,
536,,16,,,,Cunoniaceae,Weinmannia,fagaroides,,230,1300,a,1,11,4,0,0,0,1,,238,1300,a,1,,,0,0,,,1105918,239,1300,a,1,11000,,0,0,0,4,,1105918,
537,,16,,,,Chloranthaceae,Hedyosmum,indet,,119,1300,a,1,8,4,0,0,0,1,,123,1300,a,1,,,0,0,,,1105919,123,1300,a,1,7000,,0,0,0,1,,1105919,
538,,16,,,,Cunoniaceae,Weinmannia,fagaroides,,209,1300,a,1,7,4,0,0,0,1,,210,1300,a,1,,,0,0,,,1105920,208,1300,a,1,11000,,0,0,0,3b,,1105920,
539,,16,,,,Cunoniaceae,Weinmannia,fagaroides,,363,1300,a,1,13,4,0,0,0,1,,363,1300,a,1,,,0,0,,,1105921,363,1300,m,1,12000,,0,0,2,3b,,1105921,
540,,16,,,,Clethraceae,Clethra,cuneata,,230,1300,a,1,15,4,0,0,0,1,,234,1300,a,1,,,0,0,,,1105922,236,1300,e,1,11000,,0,0,0,3b,,1105922,
541,,16,,,,Cunoniaceae,Weinmannia,fagaroides,,239,1300,a,1,14,4,0,0,0,1,,243,1300,a,1,,,0,0,,,1105923,242,1300,q,1,10000,,0,0,0,3b,,1105923,
542,,16,,,,Cunoniaceae,Weinmannia,fagaroides,,246,1300,a,1,11,4,0,0,0,1,,244,1300,a,1,,,0,0,,,1105924,249,1300,e,1,12000,,0,0,0,4,,1105924,
543,,16,,,,Clethraceae,Clethra,cuneata,,186,1300,a,1,10,4,0,0,0,1,,190,1300,a,1,,,0,0,,,1105925,191,1300,a,1,9000,,0,0,0,4,,1105925,
