plot_code,measurement_code,subplot,replica,year,egm_measurement,recno,day,month,hour,min,co2ref,InputD,time,atmp,probe_type
ACJ,STEM,1,1,13,1,1,28,5,10,20,464,0,0,675,8
ACJ,STEM,1,1,13,1,2,28,5,10,20,465,0,4,674,8
ACJ,STEM,1,1,13,1,3,28,5,10,21,465,0,9,675,8
ACJ,STEM,1,1,13,1,4,28,5,10,21,466,1,14,675,8
ACJ,STEM,1,1,13,1,5,28,5,10,21,466,2,19,675,8
ACJ,STEM,1,1,13,1,6,28,5,10,21,467,3,24,675,8
ACJ,STEM,1,1,13,1,7,28,5,10,21,468,4,28,675,8
ACJ,STEM,1,1,13,1,8,28,5,10,21,469,5,33,675,8
ACJ,STEM,1,1,13,1,9,28,5,10,21,470,5,38,675,8
ACJ,STEM,1,1,13,1,10,28,5,10,21,470,6,43,675,8
ACJ,STEM,1,1,13,1,11,28,5,10,21,472,7,48,675,8
ACJ,STEM,1,1,13,1,12,28,5,10,21,472,8,52,675,8
ACJ,STEM,1,1,13,1,13,28,5,10,21,473,9,57,675,8
ACJ,STEM,1,1,13,1,14,28,5,10,21,474,9,62,675,8
ACJ,STEM,1,1,13,1,15,28,5,10,22,474,10,67,675,8
ACJ,STEM,1,1,13,1,16,28,5,10,22,475,11,72,675,8
ACJ,STEM,1,1,13,1,17,28,5,10,22,475,11,76,675,8
ACJ,STEM,1,1,13,1,18,28,5,10,22,476,12,81,675,8
ACJ,STEM,1,1,13,1,19,28,5,10,22,477,13,86,675,8
ACJ,STEM,1,1,13,1,20,28,5,10,22,477,13,91,675,8
ACJ,STEM,1,1,13,1,21,28,5,10,22,478,14,96,675,8
ACJ,STEM,1,1,13,1,22,28,5,10,22,479,15,100,675,8
ACJ,STEM,1,1,13,1,23,28,5,10,22,479,15,105,675,8
ACJ,STEM,1,1,13,1,24,28,5,10,22,480,16,110,675,8
ACJ,STEM,1,1,13,1,25,28,5,10,22,480,16,115,675,8
ACJ,STEM,1,1,13,1,26,28,5,10,22,481,17,120,675,8
ACJ,STEM,1,1,13,1,27,28,5,10,22,482,18,124,675,8
ACJ,STEM,2,1,13,2,1,28,5,10,34,466,0,0,675,8
ACJ,STEM,2,1,13,2,2,28,5,10,34,466,0,4,675,8
ACJ,STEM,2,1,13,2,3,28,5,10,34,467,0,9,675,8
ACJ,STEM,2,1,13,2,4,28,5,10,35,467,1,14,675,8
ACJ,STEM,2,1,13,2,5,28,5,10,35,468,2,19,675,8
ACJ,STEM,2,1,13,2,6,28,5,10,35,468,2,24,675,8
ACJ,STEM,2,1,13,2,7,28,5,10,35,469,3,28,675,8
ACJ,STEM,2,1,13,2,8,28,5,10,35,469,3,33,675,8
ACJ,STEM,2,1,13,2,9,28,5,10,35,470,3,38,675,8
ACJ,STEM,2,1,13,2,10,28,5,10,35,470,4,43,675,8
ACJ,STEM,2,1,13,2,11,28,5,10,35,470,4,48,675,8
ACJ,STEM,2,1,13,2,12,28,5,10,35,471,5,52,675,8
ACJ,STEM,2,1,13,2,13,28,5,10,35,471,5,57,675,8
ACJ,STEM,2,1,13,2,14,28,5,10,35,472,6,62,675,8
ACJ,STEM,2,1,13,2,15,28,5,10,35,473,6,67,675,8
ACJ,STEM,2,1,13,2,16,28,5,10,36,473,7,72,675,8
ACJ,STEM,2,1,13,2,17,28,5,10,36,474,7,76,675,8
ACJ,STEM,2,1,13,2,18,28,5,10,36,474,8,81,675,8
ACJ,STEM,2,1,13,2,19,28,5,10,36,475,8,86,675,8
ACJ,STEM,2,1,13,2,20,28,5,10,36,475,9,91,675,8
ACJ,STEM,2,1,13,2,21,28,5,10,36,475,9,96,675,8
ACJ,STEM,2,1,13,2,22,28,5,10,36,475,9,100,675,8
ACJ,STEM,2,1,13,2,23,28,5,10,36,475,10,105,675,8
ACJ,STEM,2,1,13,2,24,28,5,10,36,476,10,110,675,8
ACJ,STEM,2,1,13,2,25,28,5,10,36,476,10,115,675,8
ACJ,STEM,2,1,13,2,26,28,5,10,36,476,11,120,675,8
ACJ,STEM,2,1,13,2,27,28,5,10,36,476,11,124,675,8
ACJ,STEM,3,1,13,3,1,28,5,13,42,462,0,0,676,8
ACJ,STEM,3,1,13,3,2,28,5,13,42,466,0,4,676,8
ACJ,STEM,3,1,13,3,3,28,5,13,42,470,0,9,676,8
ACJ,STEM,3,1,13,3,4,28,5,13,42,474,12,14,676,8
ACJ,STEM,3,1,13,3,5,28,5,13,42,476,14,19,676,8
ACJ,STEM,3,1,13,3,6,28,5,13,42,476,14,24,677,8
ACJ,STEM,3,1,13,3,7,28,5,13,42,478,15,28,676,8
ACJ,STEM,3,1,13,3,8,28,5,13,42,478,15,33,676,8
ACJ,STEM,3,1,13,3,9,28,5,13,42,478,16,38,676,8
ACJ,STEM,3,1,13,3,10,28,5,13,42,478,15,43,677,8
ACJ,STEM,3,1,13,3,11,28,5,13,42,479,15,48,676,8
ACJ,STEM,3,1,13,3,12,28,5,13,42,480,15,52,676,8
ACJ,STEM,3,1,13,3,13,28,5,13,43,479,15,57,677,8
ACJ,STEM,3,1,13,3,14,28,5,13,43,481,15,62,676,8
ACJ,STEM,3,1,13,3,15,28,5,13,43,481,15,67,676,8
ACJ,STEM,3,1,13,3,16,28,5,13,43,482,15,72,676,8
ACJ,STEM,3,1,13,3,17,28,5,13,43,481,15,76,676,8
ACJ,STEM,3,1,13,3,18,28,5,13,43,482,15,81,676,8
ACJ,STEM,3,1,13,3,19,28,5,13,43,482,15,86,676,8
ACJ,STEM,3,1,13,3,20,28,5,13,43,481,15,91,677,8
ACJ,STEM,3,1,13,3,21,28,5,13,43,483,15,96,676,8
ACJ,STEM,3,1,13,3,22,28,5,13,43,483,15,100,676,8
ACJ,STEM,3,1,13,3,23,28,5,13,43,483,15,105,676,8
ACJ,STEM,3,1,13,3,24,28,5,13,43,483,15,110,677,8
ACJ,STEM,3,1,13,3,25,28,5,13,44,485,15,115,676,8
ACJ,STEM,3,1,13,3,26,28,5,13,44,487,16,120,676,8
ACJ,STEM,3,1,13,3,27,28,5,13,44,488,17,124,676,8
ACJ,STEM,4,1,13,4,1,28,5,14,21,461,0,0,676,8
ACJ,STEM,4,1,13,4,2,28,5,14,21,462,0,4,676,8
ACJ,STEM,4,1,13,4,3,28,5,14,21,463,0,9,676,8
ACJ,STEM,4,1,13,4,4,28,5,14,21,463,1,14,676,8
ACJ,STEM,4,1,13,4,5,28,5,14,21,464,2,19,676,8
ACJ,STEM,4,1,13,4,6,28,5,14,22,465,3,24,676,8
ACJ,STEM,4,1,13,4,7,28,5,14,22,465,4,28,676,8
ACJ,STEM,4,1,13,4,8,28,5,14,22,466,4,33,676,8
ACJ,STEM,4,1,13,4,9,28,5,14,22,467,5,38,676,8
ACJ,STEM,4,1,13,4,10,28,5,14,22,467,5,43,676,8
ACJ,STEM,4,1,13,4,11,28,5,14,22,468,6,48,676,8
ACJ,STEM,4,1,13,4,12,28,5,14,22,468,6,52,676,8
ACJ,STEM,4,1,13,4,13,28,5,14,22,469,7,57,676,8
ACJ,STEM,4,1,13,4,14,28,5,14,22,469,7,62,676,8
ACJ,STEM,4,1,13,4,15,28,5,14,22,470,8,67,676,8
ACJ,STEM,4,1,13,4,16,28,5,14,22,470,9,72,676,8
ACJ,STEM,4,1,13,4,17,28,5,14,22,471,9,76,676,8
ACJ,STEM,4,1,13,4,18,28,5,14,23,472,10,81,676,8
ACJ,STEM,4,1,13,4,19,28,5,14,23,472,10,86,676,8
ACJ,STEM,4,1,13,4,20,28,5,14,23,473,11,91,676,8
ACJ,STEM,4,1,13,4,21,28,5,14,23,473,11,96,676,8
ACJ,STEM,4,1,13,4,22,28,5,14,23,474,12,100,676,8
ACJ,STEM,4,1,13,4,23,28,5,14,23,474,12,105,676,8
ACJ,STEM,4,1,13,4,24,28,5,14,23,475,13,110,676,8
ACJ,STEM,4,1,13,4,25,28,5,14,23,475,13,115,676,8
ACJ,STEM,4,1,13,4,26,28,5,14,23,476,14,120,676,8
ACJ,STEM,4,1,13,4,27,28,5,14,23,476,14,124,676,8
ACJ,STEM,5,1,13,5,1,28,5,14,39,456,0,0,677,8
ACJ,STEM,5,1,13,5,2,28,5,14,39,457,0,4,677,8
ACJ,STEM,5,1,13,5,3,28,5,14,39,459,0,9,676,8
ACJ,STEM,5,1,13,5,4,28,5,14,39,459,2,14,677,8
ACJ,STEM,5,1,13,5,5,28,5,14,39,460,3,19,676,8
ACJ,STEM,5,1,13,5,6,28,5,14,40,460,3,24,677,8
ACJ,STEM,5,1,13,5,7,28,5,14,40,462,4,28,676,8
ACJ,STEM,5,1,13,5,8,28,5,14,40,461,5,33,677,8
ACJ,STEM,5,1,13,5,9,28,5,14,40,463,5,38,676,8
ACJ,STEM,5,1,13,5,10,28,5,14,40,464,6,43,676,8
ACJ,STEM,5,1,13,5,11,28,5,14,40,464,7,48,676,8
ACJ,STEM,5,1,13,5,12,28,5,14,40,465,8,52,676,8
ACJ,STEM,5,1,13,5,13,28,5,14,40,464,8,57,677,8
ACJ,STEM,5,1,13,5,14,28,5,14,40,466,8,62,676,8
ACJ,STEM,5,1,13,5,15,28,5,14,40,466,9,67,676,8
ACJ,STEM,5,1,13,5,16,28,5,14,40,467,9,72,676,8
ACJ,STEM,5,1,13,5,17,28,5,14,40,467,10,76,676,8
ACJ,STEM,5,1,13,5,18,28,5,14,40,468,10,81,676,8
ACJ,STEM,5,1,13,5,19,28,5,14,41,468,11,86,676,8
ACJ,STEM,5,1,13,5,20,28,5,14,41,467,11,91,677,8
ACJ,STEM,5,1,13,5,21,28,5,14,41,468,11,96,677,8
ACJ,STEM,5,1,13,5,22,28,5,14,41,468,11,100,677,8
ACJ,STEM,5,1,13,5,23,28,5,14,41,469,12,105,677,8
ACJ,STEM,5,1,13,5,24,28,5,14,41,469,12,110,677,8
ACJ,STEM,5,1,13,5,25,28,5,14,41,471,13,115,676,8
ACJ,STEM,5,1,13,5,26,28,5,14,41,470,13,120,677,8
ACJ,STEM,5,1,13,5,27,28,5,14,41,472,13,124,676,8
ACJ,STEM,6,1,13,6,1,28,5,14,45,461,0,0,677,8
ACJ,STEM,6,1,13,6,2,28,5,14,45,461,0,4,677,8
ACJ,STEM,6,1,13,6,3,28,5,14,45,462,0,9,677,8
ACJ,STEM,6,1,13,6,4,28,5,14,45,463,2,14,677,8
ACJ,STEM,6,1,13,6,5,28,5,14,45,464,2,19,677,8
ACJ,STEM,6,1,13,6,6,28,5,14,45,465,3,24,677,8
ACJ,STEM,6,1,13,6,7,28,5,14,45,467,5,28,677,8
ACJ,STEM,6,1,13,6,8,28,5,14,45,468,7,33,677,8
ACJ,STEM,6,1,13,6,9,28,5,14,45,470,8,38,677,8
ACJ,STEM,6,1,13,6,10,28,5,14,45,470,10,43,677,8
ACJ,STEM,6,1,13,6,11,28,5,14,45,471,11,48,677,8
ACJ,STEM,6,1,13,6,12,28,5,14,46,472,11,52,677,8
ACJ,STEM,6,1,13,6,13,28,5,14,46,472,12,57,677,8
ACJ,STEM,6,1,13,6,14,28,5,14,46,473,13,62,677,8
ACJ,STEM,6,1,13,6,15,28,5,14,46,473,13,67,677,8
ACJ,STEM,6,1,13,6,16,28,5,14,46,474,14,72,677,8
ACJ,STEM,6,1,13,6,17,28,5,14,46,475,14,76,677,8
ACJ,STEM,6,1,13,6,18,28,5,14,46,475,15,81,677,8
ACJ,STEM,6,1,13,6,19,28,5,14,46,475,15,86,677,8
ACJ,STEM,6,1,13,6,20,28,5,14,46,477,16,91,676,8
ACJ,STEM,6,1,13,6,21,28,5,14,46,476,16,96,677,8
ACJ,STEM,6,1,13,6,22,28,5,14,46,477,16,100,677,8
ACJ,STEM,6,1,13,6,23,28,5,14,46,478,17,105,677,8
ACJ,STEM,6,1,13,6,24,28,5,14,46,478,17,110,677,8
ACJ,STEM,6,1,13,6,25,28,5,14,47,478,17,115,677,8
ACJ,STEM,6,1,13,6,26,28,5,14,47,479,18,120,677,8
ACJ,STEM,6,1,13,6,27,28,5,14,47,479,18,124,677,8
ACJ,STEM,7,1,13,7,1,28,5,15,5,459,0,0,676,8
ACJ,STEM,7,1,13,7,2,28,5,15,6,460,0,4,676,8
ACJ,STEM,7,1,13,7,3,28,5,15,6,460,0,9,676,8
ACJ,STEM,7,1,13,7,4,28,5,15,6,461,1,14,676,8
ACJ,STEM,7,1,13,7,5,28,5,15,6,461,1,19,676,8
ACJ,STEM,7,1,13,7,6,28,5,15,6,461,2,24,676,8
ACJ,STEM,7,1,13,7,7,28,5,15,6,462,2,28,676,8
ACJ,STEM,7,1,13,7,8,28,5,15,6,463,3,33,676,8
ACJ,STEM,7,1,13,7,9,28,5,15,6,463,3,38,676,8
ACJ,STEM,7,1,13,7,10,28,5,15,6,464,4,43,676,8
ACJ,STEM,7,1,13,7,11,28,5,15,6,464,5,48,676,8
ACJ,STEM,7,1,13,7,12,28,5,15,6,464,5,52,676,8
ACJ,STEM,7,1,13,7,13,28,5,15,6,465,5,57,676,8
ACJ,STEM,7,1,13,7,14,28,5,15,6,465,6,62,676,8
ACJ,STEM,7,1,13,7,15,28,5,15,7,466,6,67,676,8
ACJ,STEM,7,1,13,7,16,28,5,15,7,467,7,72,676,8
ACJ,STEM,7,1,13,7,17,28,5,15,7,467,8,76,676,8
ACJ,STEM,7,1,13,7,18,28,5,15,7,468,8,81,676,8
ACJ,STEM,7,1,13,7,19,28,5,15,7,469,9,86,676,8
ACJ,STEM,7,1,13,7,20,28,5,15,7,469,9,91,676,8
ACJ,STEM,7,1,13,7,21,28,5,15,7,471,10,96,676,8
ACJ,STEM,7,1,13,7,22,28,5,15,7,471,11,100,676,8
ACJ,STEM,7,1,13,7,23,28,5,15,7,472,12,105,676,8
ACJ,STEM,7,1,13,7,24,28,5,15,7,472,12,110,676,8
ACJ,STEM,7,1,13,7,25,28,5,15,7,472,13,115,676,8
ACJ,STEM,7,1,13,7,26,28,5,15,7,473,14,120,676,8
ACJ,STEM,7,1,13,7,27,28,5,15,8,473,14,124,676,8
ACJ,STEM,8,1,13,8,1,29,5,9,30,471,0,0,677,8
ACJ,STEM,8,1,13,8,2,29,5,9,30,472,0,4,677,8
ACJ,STEM,8,1,13,8,3,29,5,9,30,473,0,9,677,8
ACJ,STEM,8,1,13,8,4,29,5,9,30,474,3,14,677,8
ACJ,STEM,8,1,13,8,5,29,5,9,30,475,3,19,677,8
ACJ,STEM,8,1,13,8,6,29,5,9,30,476,4,24,677,8
ACJ,STEM,8,1,13,8,7,29,5,9,30,477,5,28,677,8
ACJ,STEM,8,1,13,8,8,29,5,9,30,478,6,33,677,8
ACJ,STEM,8,1,13,8,9,29,5,9,30,478,7,38,677,8
ACJ,STEM,8,1,13,8,10,29,5,9,30,479,8,43,677,8
ACJ,STEM,8,1,13,8,11,29,5,9,31,480,9,48,677,8
ACJ,STEM,8,1,13,8,12,29,5,9,31,481,9,52,677,8
ACJ,STEM,8,1,13,8,13,29,5,9,31,481,10,57,677,8
ACJ,STEM,8,1,13,8,14,29,5,9,31,482,11,62,677,8
ACJ,STEM,8,1,13,8,15,29,5,9,31,482,11,67,677,8
ACJ,STEM,8,1,13,8,16,29,5,9,31,483,12,72,677,8
ACJ,STEM,8,1,13,8,17,29,5,9,31,483,12,76,677,8
ACJ,STEM,8,1,13,8,18,29,5,9,31,484,13,81,677,8
ACJ,STEM,8,1,13,8,19,29,5,9,31,485,13,86,677,8
ACJ,STEM,8,1,13,8,20,29,5,9,31,485,14,91,677,8
ACJ,STEM,8,1,13,8,21,29,5,9,31,486,14,96,677,8
ACJ,STEM,8,1,13,8,22,29,5,9,31,487,15,100,677,8
ACJ,STEM,8,1,13,8,23,29,5,9,32,488,15,105,677,8
ACJ,STEM,8,1,13,8,24,29,5,9,32,489,16,110,677,8
ACJ,STEM,8,1,13,8,25,29,5,9,32,490,17,115,677,8
ACJ,STEM,8,1,13,8,26,29,5,9,32,491,18,120,677,8
ACJ,STEM,8,1,13,8,27,29,5,9,32,491,18,124,677,8
ACJ,STEM,9,1,13,9,1,29,5,8,57,491,0,0,677,8
ACJ,STEM,9,1,13,9,2,29,5,8,58,493,0,4,677,8
ACJ,STEM,9,1,13,9,3,29,5,8,58,495,0,9,677,8
ACJ,STEM,9,1,13,9,4,29,5,8,58,496,4,14,677,8
ACJ,STEM,9,1,13,9,5,29,5,8,58,498,6,19,677,8
ACJ,STEM,9,1,13,9,6,29,5,8,58,500,8,24,677,8
ACJ,STEM,9,1,13,9,7,29,5,8,58,501,9,28,677,8
ACJ,STEM,9,1,13,9,8,29,5,8,58,503,11,33,677,8
ACJ,STEM,9,1,13,9,9,29,5,8,58,504,13,38,677,8
ACJ,STEM,9,1,13,9,10,29,5,8,58,506,14,43,677,8
ACJ,STEM,9,1,13,9,11,29,5,8,58,508,16,48,677,8
ACJ,STEM,9,1,13,9,12,29,5,8,58,509,17,52,677,8
ACJ,STEM,9,1,13,9,13,29,5,8,58,511,19,57,677,8
ACJ,STEM,9,1,13,9,14,29,5,8,59,512,21,62,677,8
ACJ,STEM,9,1,13,9,15,29,5,8,59,514,22,67,677,8
ACJ,STEM,9,1,13,9,16,29,5,8,59,515,24,72,677,8
ACJ,STEM,9,1,13,9,17,29,5,8,59,517,25,76,677,8
ACJ,STEM,9,1,13,9,18,29,5,8,59,519,27,81,677,8
ACJ,STEM,9,1,13,9,19,29,5,8,59,520,28,86,677,8
ACJ,STEM,9,1,13,9,20,29,5,8,59,522,30,91,677,8
ACJ,STEM,9,1,13,9,21,29,5,8,59,524,31,96,677,8
ACJ,STEM,9,1,13,9,22,29,5,8,59,525,33,100,677,8
ACJ,STEM,9,1,13,9,23,29,5,8,59,526,35,105,677,8
ACJ,STEM,9,1,13,9,24,29,5,8,59,527,36,110,677,8
ACJ,STEM,9,1,13,9,25,29,5,8,59,528,37,115,677,8
ACJ,STEM,9,1,13,9,26,29,5,9,0,529,38,120,677,8
ACJ,STEM,9,1,13,9,27,29,5,9,0,530,39,124,677,8
ACJ,STEM,10,1,13,10,15,29,5,9,56,484,0,0,678,8
ACJ,STEM,10,1,13,10,16,29,5,9,57,485,0,4,678,8
ACJ,STEM,10,1,13,10,17,29,5,9,57,484,0,9,680,8
ACJ,STEM,10,1,13,10,18,29,5,9,57,485,0,14,680,8
ACJ,STEM,10,1,13,10,19,29,5,9,57,486,0,19,680,8
ACJ,STEM,10,1,13,10,20,29,5,9,57,487,2,24,680,8
ACJ,STEM,10,1,13,10,21,29,5,9,57,490,4,28,678,8
ACJ,STEM,10,1,13,10,22,29,5,9,57,488,5,33,680,8
ACJ,STEM,10,1,13,10,23,29,5,9,57,489,5,38,680,8
ACJ,STEM,10,1,13,10,24,29,5,9,57,493,7,43,678,8
ACJ,STEM,10,1,13,10,25,29,5,9,57,491,8,48,680,8
ACJ,STEM,10,1,13,10,26,29,5,9,57,492,8,52,680,8
ACJ,STEM,10,1,13,10,27,29,5,9,57,493,9,57,680,8
ACJ,STEM,10,1,13,10,28,29,5,9,58,496,11,62,678,8
ACJ,STEM,10,1,13,10,29,29,5,9,58,495,12,67,680,8
ACJ,STEM,10,1,13,10,30,29,5,9,58,498,13,72,678,8
ACJ,STEM,10,1,13,10,31,29,5,9,58,496,14,76,680,8
ACJ,STEM,10,1,13,10,32,29,5,9,58,497,14,81,680,8
ACJ,STEM,10,1,13,10,33,29,5,9,58,499,15,86,678,8
ACJ,STEM,10,1,13,10,34,29,5,9,58,498,16,91,680,8
ACJ,STEM,10,1,13,10,35,29,5,9,58,498,16,96,680,8
ACJ,STEM,10,1,13,10,36,29,5,9,58,501,17,100,678,8
ACJ,STEM,10,1,13,10,37,29,5,9,58,502,18,105,678,8
ACJ,STEM,10,1,13,10,38,29,5,9,58,499,18,110,680,8
ACJ,STEM,10,1,13,10,39,29,5,9,58,500,18,115,680,8
ACJ,STEM,10,1,13,10,40,29,5,9,58,503,19,120,678,8
ACJ,STEM,10,1,13,10,41,29,5,9,59,501,19,124,680,8
ACJ,STEM,11,1,13,11,1,29,5,10,17,577,0,0,680,8
ACJ,STEM,11,1,13,11,2,29,5,10,17,580,0,4,680,8
ACJ,STEM,11,1,13,11,3,29,5,10,17,583,0,9,680,8
ACJ,STEM,11,1,13,11,4,29,5,10,17,586,9,14,680,8
ACJ,STEM,11,1,13,11,5,29,5,10,17,588,10,19,680,8
ACJ,STEM,11,1,13,11,6,29,5,10,17,589,11,24,680,8
ACJ,STEM,11,1,13,11,7,29,5,10,17,589,12,28,680,8
ACJ,STEM,11,1,13,11,8,29,5,10,17,590,13,33,680,8
ACJ,STEM,11,1,13,11,9,29,5,10,17,591,13,38,680,8
ACJ,STEM,11,1,13,11,10,29,5,10,17,592,14,43,680,8
ACJ,STEM,11,1,13,11,11,29,5,10,18,594,15,48,680,8
ACJ,STEM,11,1,13,11,12,29,5,10,18,595,16,52,680,8
ACJ,STEM,11,1,13,11,13,29,5,10,18,596,17,57,680,8
ACJ,STEM,11,1,13,11,14,29,5,10,18,597,18,62,680,8
ACJ,STEM,11,1,13,11,15,29,5,10,18,597,18,67,680,8
ACJ,STEM,11,1,13,11,16,29,5,10,18,598,19,72,680,8
ACJ,STEM,11,1,13,11,17,29,5,10,18,598,19,76,680,8
ACJ,STEM,11,1,13,11,18,29,5,10,18,599,19,81,680,8
ACJ,STEM,11,1,13,11,19,29,5,10,18,599,20,86,680,8
ACJ,STEM,11,1,13,11,20,29,5,10,18,600,20,91,680,8
ACJ,STEM,11,1,13,11,21,29,5,10,18,600,20,96,680,8
ACJ,STEM,11,1,13,11,22,29,5,10,18,601,21,100,680,8
ACJ,STEM,11,1,13,11,23,29,5,10,19,601,21,105,680,8
ACJ,STEM,11,1,13,11,24,29,5,10,19,601,21,110,680,8
ACJ,STEM,11,1,13,11,25,29,5,10,19,602,21,115,680,8
ACJ,STEM,11,1,13,11,26,29,5,10,19,605,22,120,678,8
ACJ,STEM,11,1,13,11,27,29,5,10,19,602,22,124,680,8
ACJ,STEM,12,1,13,12,7,29,5,10,33,500,0,0,681,8
ACJ,STEM,12,1,13,12,8,29,5,10,33,502,0,4,680,8
ACJ,STEM,12,1,13,12,9,29,5,10,33,503,0,9,680,8
ACJ,STEM,12,1,13,12,10,29,5,10,33,504,4,14,680,8
ACJ,STEM,12,1,13,12,11,29,5,10,33,506,5,19,680,8
ACJ,STEM,12,1,13,12,12,29,5,10,33,510,8,24,680,8
ACJ,STEM,12,1,13,12,13,29,5,10,33,514,12,28,680,8
ACJ,STEM,12,1,13,12,14,29,5,10,34,517,16,33,680,8
ACJ,STEM,12,1,13,12,15,29,5,10,34,518,19,38,680,8
ACJ,STEM,12,1,13,12,16,29,5,10,34,519,20,43,680,8
ACJ,STEM,12,1,13,12,17,29,5,10,34,521,22,48,680,8
ACJ,STEM,12,1,13,12,18,29,5,10,34,521,23,52,680,8
ACJ,STEM,12,1,13,12,19,29,5,10,34,522,24,57,680,8
ACJ,STEM,12,1,13,12,20,29,5,10,34,522,25,62,681,8
ACJ,STEM,12,1,13,12,21,29,5,10,34,525,26,67,680,8
ACJ,STEM,12,1,13,12,22,29,5,10,34,527,27,72,680,8
ACJ,STEM,12,1,13,12,23,29,5,10,34,528,28,76,680,8
ACJ,STEM,12,1,13,12,24,29,5,10,34,530,29,81,680,8
ACJ,STEM,12,1,13,12,25,29,5,10,34,534,32,86,680,8
ACJ,STEM,12,1,13,12,26,29,5,10,35,539,34,91,680,8
ACJ,STEM,12,1,13,12,27,29,5,10,35,542,38,96,680,8
ACJ,STEM,12,1,13,12,28,29,5,10,35,545,41,100,680,8
ACJ,STEM,12,1,13,12,29,29,5,10,35,546,43,105,680,8
ACJ,STEM,12,1,13,12,30,29,5,10,35,547,46,110,680,8
ACJ,STEM,12,1,13,12,31,29,5,10,35,548,48,115,680,8
ACJ,STEM,12,1,13,12,32,29,5,10,35,550,50,120,680,8
ACJ,STEM,13,1,13,13,7,28,5,15,55,461,0,0,677,8
ACJ,STEM,13,1,13,13,8,28,5,15,55,462,0,4,677,8
ACJ,STEM,13,1,13,13,9,28,5,15,55,463,0,9,677,8
ACJ,STEM,13,1,13,13,10,28,5,15,55,463,1,14,677,8
ACJ,STEM,13,1,13,13,11,28,5,15,55,463,2,19,677,8
ACJ,STEM,13,1,13,13,12,28,5,15,55,464,2,24,677,8
ACJ,STEM,13,1,13,13,13,28,5,15,55,465,3,28,677,8
ACJ,STEM,13,1,13,13,14,28,5,15,55,465,3,33,677,8
ACJ,STEM,13,1,13,13,15,28,5,15,55,466,4,38,677,8
ACJ,STEM,13,1,13,13,16,28,5,15,55,466,4,43,677,8
ACJ,STEM,13,1,13,13,17,28,5,15,56,467,5,48,677,8
ACJ,STEM,13,1,13,13,18,28,5,15,56,467,5,52,677,8
ACJ,STEM,13,1,13,13,19,28,5,15,56,468,6,57,677,8
ACJ,STEM,13,1,13,13,20,28,5,15,56,468,6,62,677,8
ACJ,STEM,13,1,13,13,21,28,5,15,56,468,7,67,677,8
ACJ,STEM,13,1,13,13,22,28,5,15,56,469,7,72,677,8
ACJ,STEM,13,1,13,13,23,28,5,15,56,470,8,76,677,8
ACJ,STEM,13,1,13,13,24,28,5,15,56,470,8,81,677,8
ACJ,STEM,13,1,13,13,25,28,5,15,56,471,8,86,677,8
ACJ,STEM,13,1,13,13,26,28,5,15,56,471,9,91,677,8
ACJ,STEM,13,1,13,13,27,28,5,15,56,471,9,96,677,8
ACJ,STEM,13,1,13,13,28,28,5,15,56,472,10,100,677,8
ACJ,STEM,13,1,13,13,29,28,5,15,57,472,10,105,677,8
ACJ,STEM,13,1,13,13,30,28,5,15,57,473,11,110,677,8
ACJ,STEM,13,1,13,13,31,28,5,15,57,473,11,115,677,8
ACJ,STEM,13,1,13,13,32,28,5,15,57,474,12,120,677,8
ACJ,STEM,13,1,13,13,33,28,5,15,57,474,12,124,677,8
ACJ,STEM,14,1,13,14,1,28,5,16,34,471,0,0,676,8
ACJ,STEM,14,1,13,14,2,28,5,16,34,472,0,4,676,8
ACJ,STEM,14,1,13,14,3,28,5,16,34,474,0,9,676,8
ACJ,STEM,14,1,13,14,4,28,5,16,34,476,5,14,676,8
ACJ,STEM,14,1,13,14,5,28,5,16,34,479,7,19,676,8
ACJ,STEM,14,1,13,14,6,28,5,16,34,481,10,24,676,8
ACJ,STEM,14,1,13,14,7,28,5,16,34,482,12,28,676,8
ACJ,STEM,14,1,13,14,8,28,5,16,34,484,13,33,676,8
ACJ,STEM,14,1,13,14,9,28,5,16,34,485,15,38,676,8
ACJ,STEM,14,1,13,14,10,28,5,16,34,487,16,43,676,8
ACJ,STEM,14,1,13,14,11,28,5,16,35,489,18,48,676,8
ACJ,STEM,14,1,13,14,12,28,5,16,35,490,19,52,676,8
ACJ,STEM,14,1,13,14,13,28,5,16,35,490,20,57,676,8
ACJ,STEM,14,1,13,14,14,28,5,16,35,491,21,62,676,8
ACJ,STEM,14,1,13,14,15,28,5,16,35,492,22,67,676,8
ACJ,STEM,14,1,13,14,16,28,5,16,35,492,22,72,676,8
ACJ,STEM,14,1,13,14,17,28,5,16,35,493,23,76,676,8
ACJ,STEM,14,1,13,14,18,28,5,16,35,493,23,81,676,8
ACJ,STEM,14,1,13,14,19,28,5,16,35,494,23,86,676,8
ACJ,STEM,14,1,13,14,20,28,5,16,35,494,24,91,676,8
ACJ,STEM,14,1,13,14,21,28,5,16,35,494,24,96,676,8
ACJ,STEM,14,1,13,14,22,28,5,16,35,495,24,100,676,8
ACJ,STEM,14,1,13,14,23,28,5,16,36,495,24,105,676,8
ACJ,STEM,14,1,13,14,24,28,5,16,36,496,24,110,676,8
ACJ,STEM,14,1,13,14,25,28,5,16,36,496,25,115,676,8
ACJ,STEM,14,1,13,14,26,28,5,16,36,497,25,120,676,8
