plot_code,sub_plot,collar_number,replica,year,egm_measurement ,recno,day,month,hour,min,co2ref_ppm_sec,Input D,time,Input F,atmp_mb,probe_type,AirTemp,StemTemp,CoHeight
PAN-03,1,NA,1,13,1,1,19,6,14,22,427,0,0,0,919,8,21.8,21.5,7
PAN-03,1,NA,1,13,1,2,19,6,14,22,428,0,4,0,919,8,,,
PAN-03,1,NA,1,13,1,3,19,6,14,22,429,0,9,0,919,8,,,
PAN-03,1,NA,1,13,1,4,19,6,14,22,429,2,14,0.14,920,8,,,
PAN-03,1,NA,1,13,1,5,19,6,14,22,431,3,19,0.17,919,8,,,
PAN-03,1,NA,1,13,1,6,19,6,14,22,432,5,24,0.19,919,8,,,
PAN-03,1,NA,1,13,1,7,19,6,14,22,433,6,28,0.19,919,8,,,
PAN-03,1,NA,1,13,1,8,19,6,14,22,435,7,33,0.2,919,8,,,
PAN-03,1,NA,1,13,1,9,19,6,14,22,436,9,38,0.21,919,8,,,
PAN-03,1,NA,1,13,1,10,19,6,14,22,437,10,43,0.21,919,8,,,
PAN-03,1,NA,1,13,1,11,19,6,14,22,439,12,48,0.22,919,8,,,
PAN-03,1,NA,1,13,1,12,19,6,14,22,440,13,52,0.22,919,8,,,
PAN-03,1,NA,1,13,1,13,19,6,14,23,441,15,57,0.22,919,8,,,
PAN-03,1,NA,1,13,1,14,19,6,14,23,443,16,62,0.23,919,8,,,
PAN-03,1,NA,1,13,1,15,19,6,14,23,444,17,67,0.23,919,8,,,
PAN-03,1,NA,1,13,1,16,19,6,14,23,445,19,72,0.23,919,8,,,
PAN-03,1,NA,1,13,1,17,19,6,14,23,446,20,76,0.23,920,8,,,
PAN-03,1,NA,1,13,1,18,19,6,14,23,447,21,81,0.23,920,8,,,
PAN-03,1,NA,1,13,1,19,19,6,14,23,450,23,86,0.23,919,8,,,
PAN-03,1,NA,1,13,1,20,19,6,14,23,451,24,91,0.23,919,8,,,
PAN-03,1,NA,1,13,1,21,19,6,14,23,452,26,96,0.23,919,8,,,
PAN-03,1,NA,1,13,1,22,19,6,14,23,454,27,100,0.23,919,8,,,
PAN-03,1,NA,1,13,1,23,19,6,14,23,455,28,105,0.24,919,8,,,
PAN-03,1,NA,1,13,1,24,19,6,14,23,456,30,110,0.24,919,8,,,
PAN-03,1,NA,1,13,1,25,19,6,14,24,458,31,115,0.24,919,8,,,
PAN-03,1,NA,1,13,1,26,19,6,14,24,459,33,120,0.24,919,8,,,
PAN-03,1,NA,1,13,1,27,19,6,14,24,461,34,124,0.24,919,8,,,
PAN-03,2,NA,1,13,2,3,19,6,14,17,436,0,0,0,920,8,21.6,21.4,7
PAN-03,2,NA,1,13,2,4,19,6,14,17,436,0,4,0,920,8,,,
PAN-03,2,NA,1,13,2,5,19,6,14,17,436,0,9,0,920,8,,,
PAN-03,2,NA,1,13,2,6,19,6,14,18,437,0,14,0.02,920,8,,,
PAN-03,2,NA,1,13,2,7,19,6,14,18,437,1,19,0.06,920,8,,,
PAN-03,2,NA,1,13,2,8,19,6,14,18,438,2,24,0.07,920,8,,,
PAN-03,2,NA,1,13,2,9,19,6,14,18,439,2,28,0.09,920,8,,,
PAN-03,2,NA,1,13,2,10,19,6,14,18,440,4,33,0.1,919,8,,,
PAN-03,2,NA,1,13,2,11,19,6,14,18,440,4,38,0.1,920,8,,,
PAN-03,2,NA,1,13,2,12,19,6,14,18,440,5,43,0.1,920,8,,,
PAN-03,2,NA,1,13,2,13,19,6,14,18,441,5,48,0.1,920,8,,,
PAN-03,2,NA,1,13,2,14,19,6,14,18,442,6,52,0.11,920,8,,,
PAN-03,2,NA,1,13,2,15,19,6,14,18,442,7,57,0.11,920,8,,,
PAN-03,2,NA,1,13,2,16,19,6,14,18,443,7,62,0.11,920,8,,,
PAN-03,2,NA,1,13,2,17,19,6,14,18,444,8,67,0.11,920,8,,,
PAN-03,2,NA,1,13,2,18,19,6,14,18,445,9,72,0.11,920,8,,,
PAN-03,2,NA,1,13,2,19,19,6,14,19,446,10,76,0.11,920,8,,,
PAN-03,2,NA,1,13,2,20,19,6,14,19,446,10,81,0.11,920,8,,,
PAN-03,2,NA,1,13,2,21,19,6,14,19,447,11,86,0.11,920,8,,,
PAN-03,2,NA,1,13,2,22,19,6,14,19,447,12,91,0.11,920,8,,,
PAN-03,2,NA,1,13,2,23,19,6,14,19,448,12,96,0.11,920,8,,,
PAN-03,2,NA,1,13,2,24,19,6,14,19,448,13,100,0.11,920,8,,,
PAN-03,2,NA,1,13,2,25,19,6,14,19,449,14,105,0.11,920,8,,,
PAN-03,2,NA,1,13,2,26,19,6,14,19,451,15,110,0.11,919,8,,,
PAN-03,2,NA,1,13,2,27,19,6,14,19,451,15,115,0.11,920,8,,,
PAN-03,2,NA,1,13,2,28,19,6,14,19,452,16,120,0.12,919,8,,,
PAN-03,2,NA,1,13,2,29,19,6,14,19,452,17,124,0.12,920,8,,,
PAN-03,3,NA,1,13,3,1,19,6,14,12,413,0,0,0,920,8,21.6,21.5,7
PAN-03,3,NA,1,13,3,2,19,6,14,12,415,0,4,0,920,8,,,
PAN-03,3,NA,1,13,3,3,19,6,14,12,415,0,9,0,920,8,,,
PAN-03,3,NA,1,13,3,4,19,6,14,12,416,2,14,0.12,920,8,,,
PAN-03,3,NA,1,13,3,5,19,6,14,12,416,2,19,0.12,920,8,,,
PAN-03,3,NA,1,13,3,6,19,6,14,12,417,3,24,0.12,920,8,,,
PAN-03,3,NA,1,13,3,7,19,6,14,12,418,4,28,0.12,920,8,,,
PAN-03,3,NA,1,13,3,8,19,6,14,12,418,4,33,0.12,920,8,,,
PAN-03,3,NA,1,13,3,9,19,6,14,12,419,5,38,0.12,920,8,,,
PAN-03,3,NA,1,13,3,10,19,6,14,12,419,5,43,0.12,920,8,,,
PAN-03,3,NA,1,13,3,11,19,6,14,12,420,6,48,0.12,920,8,,,
PAN-03,3,NA,1,13,3,12,19,6,14,12,421,7,52,0.12,920,8,,,
PAN-03,3,NA,1,13,3,13,19,6,14,13,421,7,57,0.12,920,8,,,
PAN-03,3,NA,1,13,3,14,19,6,14,13,422,8,62,0.11,920,8,,,
PAN-03,3,NA,1,13,3,15,19,6,14,13,422,8,67,0.11,920,8,,,
PAN-03,3,NA,1,13,3,16,19,6,14,13,423,9,72,0.11,920,8,,,
PAN-03,3,NA,1,13,3,17,19,6,14,13,424,10,76,0.11,920,8,,,
PAN-03,3,NA,1,13,3,18,19,6,14,13,425,10,81,0.11,920,8,,,
PAN-03,3,NA,1,13,3,19,19,6,14,13,425,11,86,0.11,920,8,,,
PAN-03,3,NA,1,13,3,20,19,6,14,13,426,12,91,0.11,920,8,,,
PAN-03,3,NA,1,13,3,21,19,6,14,13,426,12,96,0.11,920,8,,,
PAN-03,3,NA,1,13,3,22,19,6,14,13,427,13,100,0.11,920,8,,,
PAN-03,3,NA,1,13,3,23,19,6,14,13,428,14,105,0.11,920,8,,,
PAN-03,3,NA,1,13,3,24,19,6,14,13,429,14,110,0.11,920,8,,,
PAN-03,3,NA,1,13,3,25,19,6,14,13,429,15,115,0.11,920,8,,,
PAN-03,3,NA,1,13,3,26,19,6,14,14,430,16,120,0.11,920,8,,,
PAN-03,3,NA,1,13,3,27,19,6,14,14,431,16,124,0.11,920,8,,,
PAN-03,4,NA,1,13,4,4,19,6,14,6,447,0,0,0,921,8,21.8,21.4,7
PAN-03,4,NA,1,13,4,5,19,6,14,6,451,0,4,0,921,8,,,
PAN-03,4,NA,1,13,4,6,19,6,14,6,451,0,9,0,921,8,,,
PAN-03,4,NA,1,13,4,7,19,6,14,6,452,4,14,0.29,921,8,,,
PAN-03,4,NA,1,13,4,8,19,6,14,6,453,5,19,0.23,921,8,,,
PAN-03,4,NA,1,13,4,9,19,6,14,6,454,5,24,0.21,921,8,,,
PAN-03,4,NA,1,13,4,10,19,6,14,6,455,6,28,0.19,921,8,,,
PAN-03,4,NA,1,13,4,11,19,6,14,6,456,7,33,0.19,921,8,,,
PAN-03,4,NA,1,13,4,12,19,6,14,6,457,8,38,0.19,921,8,,,
PAN-03,4,NA,1,13,4,13,19,6,14,6,458,9,43,0.19,921,8,,,
PAN-03,4,NA,1,13,4,14,19,6,14,6,459,10,48,0.18,921,8,,,
PAN-03,4,NA,1,13,4,15,19,6,14,6,460,11,52,0.18,921,8,,,
PAN-03,4,NA,1,13,4,16,19,6,14,6,461,12,57,0.18,921,8,,,
PAN-03,4,NA,1,13,4,17,19,6,14,7,462,13,62,0.18,921,8,,,
PAN-03,4,NA,1,13,4,18,19,6,14,7,463,14,67,0.18,921,8,,,
PAN-03,4,NA,1,13,4,19,19,6,14,7,464,15,72,0.18,921,8,,,
PAN-03,4,NA,1,13,4,20,19,6,14,7,465,16,76,0.18,921,8,,,
PAN-03,4,NA,1,13,4,21,19,6,14,7,466,17,81,0.18,921,8,,,
PAN-03,4,NA,1,13,4,22,19,6,14,7,467,18,86,0.18,921,8,,,
PAN-03,4,NA,1,13,4,23,19,6,14,7,468,19,91,0.18,921,8,,,
PAN-03,4,NA,1,13,4,24,19,6,14,7,469,20,96,0.18,921,8,,,
PAN-03,4,NA,1,13,4,25,19,6,14,7,470,21,100,0.18,921,8,,,
PAN-03,4,NA,1,13,4,26,19,6,14,7,471,22,105,0.18,921,8,,,
PAN-03,4,NA,1,13,4,27,19,6,14,7,472,23,110,0.18,921,8,,,
PAN-03,4,NA,1,13,4,28,19,6,14,7,473,24,115,0.18,921,8,,,
PAN-03,4,NA,1,13,4,29,19,6,14,8,474,25,120,0.18,921,8,,,
PAN-03,4,NA,1,13,4,30,19,6,14,8,476,26,124,0.18,921,8,,,
PAN-03,5,NA,1,13,5,1,19,6,13,59,468,0,0,0,922,8,21.7,21.2,7
PAN-03,5,NA,1,13,5,2,19,6,13,59,475,0,4,0,922,8,,,
PAN-03,5,NA,1,13,5,3,19,6,13,59,476,0,9,0,922,8,,,
PAN-03,5,NA,1,13,5,4,19,6,13,59,478,9,14,0.57,922,8,,,
PAN-03,5,NA,1,13,5,5,19,6,13,59,480,10,19,0.49,922,8,,,
PAN-03,5,NA,1,13,5,6,19,6,14,0,482,12,24,0.45,922,8,,,
PAN-03,5,NA,1,13,5,7,19,6,14,0,484,14,28,0.42,922,8,,,
PAN-03,5,NA,1,13,5,8,19,6,14,0,486,15,33,0.4,922,8,,,
PAN-03,5,NA,1,13,5,9,19,6,14,0,488,17,38,0.39,922,8,,,
PAN-03,5,NA,1,13,5,10,19,6,14,0,490,19,43,0.38,922,8,,,
PAN-03,5,NA,1,13,5,11,19,6,14,0,491,20,48,0.37,922,8,,,
PAN-03,5,NA,1,13,5,12,19,6,14,0,493,22,52,0.37,922,8,,,
PAN-03,5,NA,1,13,5,13,19,6,14,0,495,24,57,0.36,922,8,,,
PAN-03,5,NA,1,13,5,14,19,6,14,0,497,25,62,0.36,922,8,,,
PAN-03,5,NA,1,13,5,15,19,6,14,0,499,27,67,0.35,922,8,,,
PAN-03,5,NA,1,13,5,16,19,6,14,0,501,29,72,0.35,921,8,,,
PAN-03,5,NA,1,13,5,17,19,6,14,0,502,31,76,0.35,922,8,,,
PAN-03,5,NA,1,13,5,18,19,6,14,1,504,32,81,0.35,922,8,,,
PAN-03,5,NA,1,13,5,19,19,6,14,1,505,34,86,0.34,922,8,,,
PAN-03,5,NA,1,13,5,20,19,6,14,1,507,35,91,0.34,922,8,,,
PAN-03,5,NA,1,13,5,21,19,6,14,1,509,37,96,0.34,922,8,,,
PAN-03,5,NA,1,13,5,22,19,6,14,1,511,39,100,0.34,922,8,,,
PAN-03,5,NA,1,13,5,23,19,6,14,1,513,41,105,0.34,922,8,,,
PAN-03,5,NA,1,13,5,24,19,6,14,1,515,42,110,0.34,922,8,,,
PAN-03,5,NA,1,13,5,25,19,6,14,1,517,44,115,0.34,922,8,,,
PAN-03,5,NA,1,13,5,26,19,6,14,1,519,46,120,0.34,922,8,,,
PAN-03,5,NA,1,13,5,27,19,6,14,1,520,48,124,0.33,922,8,,,
PAN-03,6,NA,1,13,6,9,19,6,13,53,452,0,0,0,920,8,21.8,21.5,7
PAN-03,6,NA,1,13,6,10,19,6,13,53,453,0,4,0,920,8,,,
PAN-03,6,NA,1,13,6,11,19,6,13,53,454,0,9,0,920,8,,,
PAN-03,6,NA,1,13,6,12,19,6,13,53,455,3,14,0.18,920,8,,,
PAN-03,6,NA,1,13,6,13,19,6,13,53,456,3,19,0.17,920,8,,,
PAN-03,6,NA,1,13,6,14,19,6,13,54,457,4,24,0.17,920,8,,,
PAN-03,6,NA,1,13,6,15,19,6,13,54,458,5,28,0.17,920,8,,,
PAN-03,6,NA,1,13,6,16,19,6,13,54,458,6,33,0.16,920,8,,,
PAN-03,6,NA,1,13,6,17,19,6,13,54,459,7,38,0.16,920,8,,,
PAN-03,6,NA,1,13,6,18,19,6,13,54,461,8,43,0.16,920,8,,,
PAN-03,6,NA,1,13,6,19,19,6,13,54,461,9,48,0.16,920,8,,,
PAN-03,6,NA,1,13,6,20,19,6,13,54,462,9,52,0.16,920,8,,,
PAN-03,6,NA,1,13,6,21,19,6,13,54,463,10,57,0.16,920,8,,,
PAN-03,6,NA,1,13,6,22,19,6,13,54,464,11,62,0.16,920,8,,,
PAN-03,6,NA,1,13,6,23,19,6,13,54,465,12,67,0.16,920,8,,,
PAN-03,6,NA,1,13,6,24,19,6,13,54,466,13,72,0.16,920,8,,,
PAN-03,6,NA,1,13,6,25,19,6,13,54,467,14,76,0.16,920,8,,,
PAN-03,6,NA,1,13,6,26,19,6,13,54,467,15,81,0.16,920,8,,,
PAN-03,6,NA,1,13,6,27,19,6,13,55,468,16,86,0.16,920,8,,,
PAN-03,6,NA,1,13,6,28,19,6,13,55,470,17,91,0.16,920,8,,,
PAN-03,6,NA,1,13,6,29,19,6,13,55,471,18,96,0.16,920,8,,,
PAN-03,6,NA,1,13,6,30,19,6,13,55,471,19,100,0.16,920,8,,,
PAN-03,6,NA,1,13,6,31,19,6,13,55,472,19,105,0.16,920,8,,,
PAN-03,6,NA,1,13,6,32,19,6,13,55,473,20,110,0.16,920,8,,,
PAN-03,6,NA,1,13,6,33,19,6,13,55,474,21,115,0.16,920,8,,,
PAN-03,6,NA,1,13,6,34,19,6,13,55,475,22,120,0.16,920,8,,,
PAN-03,6,NA,1,13,6,35,19,6,13,55,476,23,124,0.16,920,8,,,
PAN-03,7,NA,1,13,7,1,19,6,13,46,419,0,0,0,921,8,21.4,21.2,7
PAN-03,7,NA,1,13,7,2,19,6,13,46,433,0,4,0,921,8,,,
PAN-03,7,NA,1,13,7,3,19,6,13,46,441,0,9,0,921,8,,,
PAN-03,7,NA,1,13,7,4,19,6,13,46,443,23,14,1.43,921,8,,,
PAN-03,7,NA,1,13,7,5,19,6,13,46,444,23,19,1.09,921,8,,,
PAN-03,7,NA,1,13,7,6,19,6,13,46,445,23,24,0.85,921,8,,,
PAN-03,7,NA,1,13,7,7,19,6,13,46,445,22,28,0.69,921,8,,,
PAN-03,7,NA,1,13,7,8,19,6,13,46,446,22,33,0.58,921,8,,,
PAN-03,7,NA,1,13,7,9,19,6,13,46,447,21,38,0.49,921,8,,,
PAN-03,7,NA,1,13,7,10,19,6,13,46,447,21,43,0.42,921,8,,,
PAN-03,7,NA,1,13,7,11,19,6,13,46,448,20,48,0.38,921,8,,,
PAN-03,7,NA,1,13,7,12,19,6,13,46,449,20,52,0.34,920,8,,,
PAN-03,7,NA,1,13,7,13,19,6,13,47,449,20,57,0.31,921,8,,,
PAN-03,7,NA,1,13,7,14,19,6,13,47,450,20,62,0.28,921,8,,,
PAN-03,7,NA,1,13,7,15,19,6,13,47,450,20,67,0.26,921,8,,,
PAN-03,7,NA,1,13,7,16,19,6,13,47,451,20,72,0.24,921,8,,,
PAN-03,7,NA,1,13,7,17,19,6,13,47,451,20,76,0.23,921,8,,,
PAN-03,7,NA,1,13,7,18,19,6,13,47,452,20,81,0.21,921,8,,,
PAN-03,7,NA,1,13,7,19,19,6,13,47,453,20,86,0.2,921,8,,,
PAN-03,7,NA,1,13,7,20,19,6,13,47,453,20,91,0.19,921,8,,,
PAN-03,7,NA,1,13,7,21,19,6,13,47,454,20,96,0.18,921,8,,,
PAN-03,7,NA,1,13,7,22,19,6,13,47,454,20,100,0.18,921,8,,,
PAN-03,7,NA,1,13,7,23,19,6,13,47,455,21,105,0.17,921,8,,,
PAN-03,7,NA,1,13,7,24,19,6,13,47,455,21,110,0.17,921,8,,,
PAN-03,7,NA,1,13,7,25,19,6,13,47,456,21,115,0.16,921,8,,,
PAN-03,7,NA,1,13,7,26,19,6,13,48,457,22,120,0.16,920,8,,,
PAN-03,7,NA,1,13,7,27,19,6,13,48,458,22,124,0.15,920,8,,,
PAN-03,8,NA,1,13,8,1,19,6,13,40,451,0,0,0,920,8,21.5,21.4,7
PAN-03,8,NA,1,13,8,2,19,6,13,40,451,0,4,0,920,8,,,
PAN-03,8,NA,1,13,8,3,19,6,13,41,452,0,9,0,920,8,,,
PAN-03,8,NA,1,13,8,4,19,6,13,41,453,2,14,0.12,920,8,,,
PAN-03,8,NA,1,13,8,5,19,6,13,41,453,2,19,0.11,920,8,,,
PAN-03,8,NA,1,13,8,6,19,6,13,41,453,2,24,0.07,921,8,,,
PAN-03,8,NA,1,13,8,7,19,6,13,41,454,2,28,0.08,920,8,,,
PAN-03,8,NA,1,13,8,8,19,6,13,41,454,2,33,0.07,920,8,,,
PAN-03,8,NA,1,13,8,9,19,6,13,41,454,3,38,0.07,920,8,,,
PAN-03,8,NA,1,13,8,10,19,6,13,41,455,3,43,0.07,920,8,,,
PAN-03,8,NA,1,13,8,11,19,6,13,41,455,3,48,0.07,920,8,,,
PAN-03,8,NA,1,13,8,12,19,6,13,41,456,4,52,0.06,920,8,,,
PAN-03,8,NA,1,13,8,13,19,6,13,41,456,4,57,0.06,920,8,,,
PAN-03,8,NA,1,13,8,14,19,6,13,41,456,4,62,0.06,920,8,,,
PAN-03,8,NA,1,13,8,15,19,6,13,42,456,4,67,0.06,920,8,,,
PAN-03,8,NA,1,13,8,16,19,6,13,42,456,4,72,0.06,920,8,,,
PAN-03,8,NA,1,13,8,17,19,6,13,42,456,5,76,0.05,920,8,,,
PAN-03,8,NA,1,13,8,18,19,6,13,42,456,5,81,0.05,920,8,,,
PAN-03,8,NA,1,13,8,19,19,6,13,42,456,5,86,0.05,920,8,,,
PAN-03,8,NA,1,13,8,20,19,6,13,42,456,5,91,0.05,920,8,,,
PAN-03,8,NA,1,13,8,21,19,6,13,42,457,5,96,0.04,920,8,,,
PAN-03,8,NA,1,13,8,22,19,6,13,42,457,5,100,0.04,920,8,,,
PAN-03,8,NA,1,13,8,23,19,6,13,42,457,5,105,0.04,920,8,,,
PAN-03,8,NA,1,13,8,24,19,6,13,42,457,5,110,0.04,920,8,,,
PAN-03,8,NA,1,13,8,25,19,6,13,42,457,5,115,0.04,920,8,,,
PAN-03,8,NA,1,13,8,26,19,6,13,42,457,5,120,0.04,920,8,,,
PAN-03,8,NA,1,13,8,27,19,6,13,42,457,5,124,0.03,920,8,,,
PAN-03,9,NA,1,13,9,22,19,6,13,35,441,0,0,0,920,8,21.4,21.3,7
PAN-03,9,NA,1,13,9,23,19,6,13,35,442,0,4,0,920,8,,,
PAN-03,9,NA,1,13,9,24,19,6,13,35,443,0,9,0,920,8,,,
PAN-03,9,NA,1,13,9,25,19,6,13,35,444,3,14,0.19,920,8,,,
PAN-03,9,NA,1,13,9,26,19,6,13,35,445,4,19,0.18,920,8,,,
PAN-03,9,NA,1,13,9,27,19,6,13,35,445,4,24,0.16,920,8,,,
PAN-03,9,NA,1,13,9,28,19,6,13,36,446,5,28,0.16,920,8,,,
PAN-03,9,NA,1,13,9,29,19,6,13,36,447,5,33,0.15,920,8,,,
PAN-03,9,NA,1,13,9,30,19,6,13,36,447,6,38,0.14,920,8,,,
PAN-03,9,NA,1,13,9,31,19,6,13,36,448,7,43,0.14,920,8,,,
PAN-03,9,NA,1,13,9,32,19,6,13,36,448,7,48,0.13,920,8,,,
PAN-03,9,NA,1,13,9,33,19,6,13,36,449,8,52,0.13,920,8,,,
PAN-03,9,NA,1,13,9,34,19,6,13,36,450,8,57,0.13,920,8,,,
PAN-03,9,NA,1,13,9,35,19,6,13,36,450,8,62,0.12,921,8,,,
PAN-03,9,NA,1,13,9,36,19,6,13,36,451,9,67,0.12,920,8,,,
PAN-03,9,NA,1,13,9,37,19,6,13,36,452,10,72,0.12,920,8,,,
PAN-03,9,NA,1,13,9,38,19,6,13,36,452,10,76,0.12,920,8,,,
PAN-03,9,NA,1,13,9,39,19,6,13,36,453,11,81,0.12,920,8,,,
PAN-03,9,NA,1,13,9,40,19,6,13,36,454,11,86,0.12,920,8,,,
PAN-03,9,NA,1,13,9,41,19,6,13,37,454,12,91,0.12,920,8,,,
PAN-03,9,NA,1,13,9,42,19,6,13,37,455,13,96,0.11,920,8,,,
PAN-03,9,NA,1,13,9,43,19,6,13,37,455,13,100,0.11,920,8,,,
PAN-03,9,NA,1,13,9,44,19,6,13,37,456,14,105,0.11,920,8,,,
PAN-03,9,NA,1,13,9,45,19,6,13,37,457,14,110,0.11,920,8,,,
PAN-03,9,NA,1,13,9,46,19,6,13,37,457,15,115,0.11,920,8,,,
PAN-03,9,NA,1,13,9,47,19,6,13,37,458,16,120,0.11,920,8,,,
PAN-03,9,NA,1,13,9,48,19,6,13,37,459,16,124,0.11,920,8,,,
PAN-03,10,NA,1,13,10,1,19,6,13,28,432,0,0,0,920,8,21.4,21.2,7
PAN-03,10,NA,1,13,10,2,19,6,13,28,433,0,4,0,920,8,,,
PAN-03,10,NA,1,13,10,3,19,6,13,28,434,0,9,0,920,8,,,
PAN-03,10,NA,1,13,10,4,19,6,13,28,435,3,14,0.2,920,8,,,
PAN-03,10,NA,1,13,10,5,19,6,13,29,436,4,19,0.18,920,8,,,
PAN-03,10,NA,1,13,10,6,19,6,13,29,437,4,24,0.17,920,8,,,
PAN-03,10,NA,1,13,10,7,19,6,13,29,438,5,28,0.17,920,8,,,
PAN-03,10,NA,1,13,10,8,19,6,13,29,439,6,33,0.18,920,8,,,
PAN-03,10,NA,1,13,10,9,19,6,13,29,440,7,38,0.17,920,8,,,
PAN-03,10,NA,1,13,10,10,19,6,13,29,441,8,43,0.18,920,8,,,
PAN-03,10,NA,1,13,10,11,19,6,13,29,442,9,48,0.17,920,8,,,
PAN-03,10,NA,1,13,10,12,19,6,13,29,443,10,52,0.18,920,8,,,
PAN-03,10,NA,1,13,10,13,19,6,13,29,444,11,57,0.18,920,8,,,
PAN-03,10,NA,1,13,10,14,19,6,13,29,445,13,62,0.18,920,8,,,
PAN-03,10,NA,1,13,10,15,19,6,13,29,446,14,67,0.18,920,8,,,
PAN-03,10,NA,1,13,10,16,19,6,13,29,447,15,72,0.18,920,8,,,
PAN-03,10,NA,1,13,10,17,19,6,13,30,448,16,76,0.18,920,8,,,
PAN-03,10,NA,1,13,10,18,19,6,13,30,449,17,81,0.18,920,8,,,
PAN-03,10,NA,1,13,10,19,19,6,13,30,451,18,86,0.18,920,8,,,
PAN-03,10,NA,1,13,10,20,19,6,13,30,451,19,91,0.18,920,8,,,
PAN-03,10,NA,1,13,10,21,19,6,13,30,452,20,96,0.18,920,8,,,
PAN-03,10,NA,1,13,10,22,19,6,13,30,453,21,100,0.18,920,8,,,
PAN-03,10,NA,1,13,10,23,19,6,13,30,454,22,105,0.18,920,8,,,
PAN-03,10,NA,1,13,10,24,19,6,13,30,455,23,110,0.18,920,8,,,
PAN-03,10,NA,1,13,10,25,19,6,13,30,456,24,115,0.18,920,8,,,
PAN-03,10,NA,1,13,10,26,19,6,13,30,457,25,120,0.18,920,8,,,
PAN-03,10,NA,1,13,10,27,19,6,13,30,458,26,124,0.18,920,8,,,
PAN-03,11,NA,1,13,11,1,19,6,13,24,459,0,0,0,920,8,21.6,21.2,7
PAN-03,11,NA,1,13,11,2,19,6,13,24,473,0,4,0,920,8,,,
PAN-03,11,NA,1,13,11,3,19,6,13,24,479,0,9,0,920,8,,,
PAN-03,11,NA,1,13,11,4,19,6,13,24,483,23,14,1.4,920,8,,,
PAN-03,11,NA,1,13,11,5,19,6,13,24,485,24,19,1.1,920,8,,,
PAN-03,11,NA,1,13,11,6,19,6,13,24,486,24,24,0.9,920,8,,,
PAN-03,11,NA,1,13,11,7,19,6,13,24,488,25,28,0.76,920,8,,,
PAN-03,11,NA,1,13,11,8,19,6,13,24,490,25,33,0.67,920,8,,,
PAN-03,11,NA,1,13,11,9,19,6,13,25,491,26,38,0.59,920,8,,,
PAN-03,11,NA,1,13,11,10,19,6,13,25,493,26,43,0.54,920,8,,,
PAN-03,11,NA,1,13,11,11,19,6,13,25,494,27,48,0.5,920,8,,,
PAN-03,11,NA,1,13,11,12,19,6,13,25,496,28,52,0.47,920,8,,,
PAN-03,11,NA,1,13,11,13,19,6,13,25,498,29,57,0.45,920,8,,,
PAN-03,11,NA,1,13,11,14,19,6,13,25,499,30,62,0.43,920,8,,,
PAN-03,11,NA,1,13,11,15,19,6,13,25,501,31,67,0.41,920,8,,,
PAN-03,11,NA,1,13,11,16,19,6,13,25,502,32,72,0.39,920,8,,,
PAN-03,11,NA,1,13,11,17,19,6,13,25,504,33,76,0.38,920,8,,,
PAN-03,11,NA,1,13,11,18,19,6,13,25,505,35,81,0.37,920,8,,,
PAN-03,11,NA,1,13,11,19,19,6,13,25,507,36,86,0.36,920,8,,,
PAN-03,11,NA,1,13,11,20,19,6,13,25,508,37,91,0.35,920,8,,,
PAN-03,11,NA,1,13,11,21,19,6,13,26,510,38,96,0.35,920,8,,,
PAN-03,11,NA,1,13,11,22,19,6,13,26,511,39,100,0.34,920,8,,,
PAN-03,11,NA,1,13,11,23,19,6,13,26,512,40,105,0.33,920,8,,,
PAN-03,11,NA,1,13,11,24,19,6,13,26,514,41,110,0.33,920,8,,,
PAN-03,11,NA,1,13,11,25,19,6,13,26,516,43,115,0.32,920,8,,,
PAN-03,11,NA,1,13,11,26,19,6,13,26,517,44,120,0.32,920,8,,,
PAN-03,11,NA,1,13,11,27,19,6,13,26,518,45,124,0.32,920,8,,,
PAN-03,12,NA,1,13,12,1,19,6,13,20,432,0,0,0,920,8,21.6,21.3,7
PAN-03,12,NA,1,13,12,2,19,6,13,20,446,0,4,0,920,8,,,
PAN-03,12,NA,1,13,12,3,19,6,13,20,450,0,9,0,920,8,,,
PAN-03,12,NA,1,13,12,4,19,6,13,20,451,18,14,1.09,920,8,,,
PAN-03,12,NA,1,13,12,5,19,6,13,20,452,18,19,0.82,920,8,,,
PAN-03,12,NA,1,13,12,6,19,6,13,20,453,17,24,0.65,920,8,,,
PAN-03,12,NA,1,13,12,7,19,6,13,20,454,17,28,0.54,920,8,,,
PAN-03,12,NA,1,13,12,8,19,6,13,20,455,17,33,0.46,920,8,,,
PAN-03,12,NA,1,13,12,9,19,6,13,20,456,17,38,0.4,920,8,,,
PAN-03,12,NA,1,13,12,10,19,6,13,21,457,17,43,0.36,920,8,,,
PAN-03,12,NA,1,13,12,11,19,6,13,21,457,17,48,0.32,920,8,,,
PAN-03,12,NA,1,13,12,12,19,6,13,21,458,18,52,0.3,920,8,,,
PAN-03,12,NA,1,13,12,13,19,6,13,21,459,18,57,0.28,920,8,,,
PAN-03,12,NA,1,13,12,14,19,6,13,21,460,18,62,0.26,920,8,,,
PAN-03,12,NA,1,13,12,15,19,6,13,21,461,19,67,0.25,920,8,,,
PAN-03,12,NA,1,13,12,16,19,6,13,21,462,19,72,0.24,920,8,,,
PAN-03,12,NA,1,13,12,17,19,6,13,21,463,20,76,0.23,920,8,,,
PAN-03,12,NA,1,13,12,18,19,6,13,21,465,21,81,0.23,920,8,,,
