plot_code,sub_plot,tree_tag,year,month,day,dend_pom_height_m,dendrometer_reading_mm,dendrometer_reading_replaced_mm,comments,status_code_aintact_bmoved_cbroken,mortality_aalive_ddead
PAN-03,6,140,2013,6,19,1.4,5.24,,,,
PAN-03,6,142,2013,6,19,1.4,1.1,,,,
PAN-03,6,144,2013,6,19,1.4,0,,,,
PAN-03,6,146,2013,6,19,1.4,0,,,,
PAN-03,6,148,2013,6,19,,,,,,
PAN-03,6,152,2013,6,19,1.8,-0.65,,,,
PAN-03,6,153,2013,6,19,1.4,0,,,,
PAN-03,7,155,2013,6,19,1.4,0.64,,,,
PAN-03,7,160,2013,6,19,1.4,0.58,,,,
PAN-03,7,162,2013,6,19,1.4,0.75,,,,
PAN-03,7,165,2013,6,19,1.4,0.36,,,,
PAN-03,7,166,2013,6,19,1.4,0,,,,
PAN-03,7,168,2013,6,19,1.4,8,,,,
PAN-03,7,169,2013,6,19,1.4,0,,,,
PAN-03,7,178,2013,6,19,1.4,-1.22,,,,
PAN-03,7,179,2013,6,19,1.4,-0.68,,,,
PAN-03,7,182,2013,6,19,1.4,0,,,,
PAN-03,8,187,2013,6,19,1.4,1.46,,,,
PAN-03,8,192,2013,6,19,1.4,-1.72,,,,
PAN-03,8,194,2013,6,19,1.4,0,,,,
PAN-03,8,197,2013,6,19,1.4,0,,,,
PAN-03,8,198,2013,6,19,1.4,0,,,,
PAN-03,8,199,2013,6,19,1.4,0,,,,
PAN-03,8,201,2013,6,19,1.4,0,,,,
PAN-03,8,210,2013,6,19,1.4,0,,,,
PAN-03,8,206,2013,6,19,1.4,0,,,,
PAN-03,8,209,2013,6,19,1.4,0.8,,,,
PAN-03,9,212,2013,6,19,1.35,0,,,,
PAN-03,9,214,2013,6,19,1.4,0,,,,
PAN-03,9,217,2013,6,19,1.4,0.55,,,,
PAN-03,9,219,2013,6,19,1.4,0,,,,
PAN-03,9,223,2013,6,19,1.4,0,,,,
PAN-03,9,229,2013,6,19,1.4,4.54,,,,
PAN-03,9,236,2013,6,19,1.4,0,,,,
PAN-03,9,241,2013,6,19,1.4,0,,,,
PAN-03,9,242,2013,6,19,1.35,0,,,,
PAN-03,9,243,2013,6,19,1.4,0.61,,falta pintar,,
PAN-03,10,252,2013,6,19,1.4,0,,,,
PAN-03,10,253,2013,6,19,1.4,0,,,,
PAN-03,10,255,2013,6,19,1.4,3.34,,,,
PAN-03,10,257,2013,6,19,1.4,0,,,,
PAN-03,10,259,2013,6,19,1.4,5.36,,,,
PAN-03,10,261,2013,6,19,1.4,0,,,,
PAN-03,10,266,2013,6,19,1.4,0,,,,
PAN-03,10,271,2013,6,19,1.35,0.59,,,,
PAN-03,10,274,2013,6,19,1.5,0,,,,
PAN-03,10,275,2013,6,19,1.7,-1.42,,,,
PAN-03,11,279,2013,6,19,1.4,0,,,,
PAN-03,11,284,2013,6,19,1.4,0,,,,
PAN-03,11,285,2013,6,19,1.4,0,,,,
PAN-03,11,290,2013,6,19,1.4,0,,,,
PAN-03,11,292,2013,6,19,1.4,0.9,,,,
PAN-03,11,293,2013,6,19,1.4,4.3,,,,
PAN-03,11,294,2013,6,19,1.4,0,,,,
PAN-03,11,298,2013,6,19,1.4,-0.75,,,,
PAN-03,11,300,2013,6,19,1.4,-0.54,,,,
PAN-03,11,304,2013,6,19,1.4,0,,,,
PAN-03,12,307,2013,6,19,1.4,0,,,,
PAN-03,12,310,2013,6,19,1.4,-0.74,,,,
PAN-03,12,315,2013,6,19,1.4,0.52,,,,
PAN-03,12,316,2013,6,19,1.4,1.24,,,,
PAN-03,12,317,2013,6,19,1.4,0,,,,
PAN-03,12,322,2013,6,19,1.4,0,,,,
PAN-03,12,325,2013,6,19,1.4,0,,,,
PAN-03,12,327,2013,6,19,1.4,0,,,,
PAN-03,12,332,2013,6,19,1.4,0,,,,
PAN-03,12,334,2013,6,19,1.5,0,,,,
PAN-03,13,337,2013,6,19,1.4,0,,,,
PAN-03,13,340,2013,6,19,1.4,0,,,,
PAN-03,13,343,2013,6,19,1.4,0,,,,
PAN-03,13,348,2013,6,19,1.4,0,,,,
PAN-03,13,349,2013,6,19,1.4,-1.26,,,,
PAN-03,13,352,2013,6,19,1.4,0.62,,,,
PAN-03,13,358,2013,6,19,1.4,0,,,,
PAN-03,13,360,2013,6,19,1.4,0,,,,
PAN-03,13,362,2013,6,19,1.4,2.44,,,,
PAN-03,13,363,2013,6,19,1.4,0,,,,
PAN-03,14,371,2013,6,19,1.4,0,,,,
PAN-03,14,372,2013,6,19,1.4,0.72,,,,
PAN-03,14,373,2013,6,19,1.4,6.38,,,,
PAN-03,14,377,2013,6,19,1.4,-1.26,,,,
PAN-03,14,380,2013,6,19,1.5,3.3,,,,
PAN-03,14,382,2013,6,19,1.4,0,,,,
PAN-03,14,383,2013,6,19,1.8,-1.64,,,,
PAN-03,14,386,2013,6,19,1.4,0.82,,,,
PAN-03,14,389,2013,6,19,1.4,0,,,,
PAN-03,14,390,2013,6,19,1.4,1.2,,,,
PAN-03,15,392,2013,6,19,1.4,0,,,,
PAN-03,15,393,2013,6,19,1.4,-1.12,,,,
PAN-03,15,396,2013,6,19,1.4,-1.28,,,,
PAN-03,15,398,2013,6,19,1.35,0,,,,
PAN-03,15,399,2013,6,19,1.4,-1.5,,,,
PAN-03,15,400,2013,6,19,1.4,0,,,,
PAN-03,15,403,2013,6,19,1.4,0,,,,
PAN-03,15,405,2013,6,19,1.4,0,,,,
PAN-03,15,413,2013,6,19,1.4,-1.48,,,,
PAN-03,15,414,2013,6,19,1.4,0,,,,
PAN-03,16,427,2013,6,19,1.5,-0.82,,,,
PAN-03,16,430,2013,6,19,1.4,0.86,,,,
PAN-03,16,432,2013,6,19,1.4,2.34,,,,
PAN-03,16,434,2013,6,19,1.4,0,,,,
PAN-03,16,436,2013,6,19,1.4,-1.6,,,,
PAN-03,16,437,2013,6,19,1.4,0,,,,
PAN-03,16,439,2013,6,19,1.4,1.84,,,,
PAN-03,16,440,2013,6,19,1.4,-1.18,,,,
PAN-03,16,442,2013,6,19,1.4,-0.58,,,,
PAN-03,16,444,2013,6,19,1.4,-1.2,,,,
PAN-03,17,452,2013,6,19,1.9,1.86,,,,
PAN-03,17,453,2013,6,19,1.4,0,,,,
PAN-03,17,454,2013,6,19,1.4,0,,,,
PAN-03,17,445,2013,6,19,1.4,0,,,,
PAN-03,17,457,2013,6,19,1.4,-0.46,,,,
PAN-03,17,458,2013,6,19,1.4,-0.66,,,,
PAN-03,17,461,2013,6,19,1.4,0,,,,
PAN-03,17,463,2013,6,19,1.4,0,,,,
PAN-03,17,465,2013,6,19,1.4,-1.78,,,,
PAN-03,17,467,2013,6,19,1.35,0,,,,
PAN-03,18,478,2013,6,19,1.4,0,,,,
PAN-03,18,481,2013,6,19,1.5,-0.54,,,,
PAN-03,18,482,2013,6,19,1.4,0,,,,
PAN-03,18,486,2013,6,19,1.4,0,,,,
PAN-03,18,488,2013,6,19,1.4,-0.44,,,,
PAN-03,18,491,2013,6,19,1.4,-0.72,,,,
PAN-03,18,495,2013,6,19,1.4,-0.8,,,,
PAN-03,18,496,2013,6,19,1.35,0,,,,
PAN-03,18,497,2013,6,19,1.4,0,,,,
PAN-03,18,499,2013,6,19,1.4,0.54,,,,
PAN-03,19,502,2013,6,19,1.4,0,,,,
PAN-03,19,505,2013,6,19,1.4,0,,,,
PAN-03,19,506,2013,6,19,1.4,-0.4,,,,
PAN-03,19,510,2013,6,19,1.4,-0.88,,,,
PAN-03,19,512,2013,6,19,1.4,-0.86,,,,
PAN-03,19,514,2013,6,19,1.4,-0.84,,,,
PAN-03,19,516,2013,6,19,2.1,-1.44,,,,
PAN-03,19,518,2013,6,19,1.4,0,,,,
PAN-03,19,519,2013,6,19,1.4,0.32,,,,
PAN-03,19,520,2013,6,19,1.4,0.84,,,,
PAN-03,20,525,2013,6,19,1.4,0,,,,
PAN-03,20,528,2013,6,19,1.4,1.94,,,,
PAN-03,20,529,2013,6,19,1.4,1.4,,,,
PAN-03,20,535,2013,6,19,1.4,0.56,,,,
PAN-03,20,538,2013,6,19,1.4,-0.44,,,,
PAN-03,20,539,2013,6,19,1.4,0.56,,,,
PAN-03,20,541,2013,6,19,1.4,-0.88,,,,
PAN-03,20,543,2013,6,19,1.4,-0.4,,,,
PAN-03,20,551,2013,6,19,1.4,-0.76,,,,
PAN-03,20,552,2013,6,19,1.9,-0.86,,,,
PAN-03,21,555,2013,6,19,1.4,0,,,,
PAN-03,21,561,2013,6,19,1.4,-0.66,,,,
PAN-03,21,563,2013,6,19,1.4,0,,,,
PAN-03,21,565,2013,6,19,1.4,0,,,,
PAN-03,21,569,2013,6,19,1.4,0.96,,,,
PAN-03,21,570,2013,6,19,1.4,0.38,,,,
PAN-03,21,572,2013,6,19,1.4,0.88,,,,
PAN-03,21,574,2013,6,19,1.4,-0.44,,,,
PAN-03,21,575,2013,6,19,1.4,-0.82,,,,
PAN-03,21,576,2013,6,19,1.4,-1.24,,,,
PAN-03,22,588,2013,6,19,1.4,-0.3,,,,
PAN-03,22,591,2013,6,19,1.4,0,,,,
PAN-03,22,595,2013,6,19,1.4,-1.08,,,,
PAN-03,22,600,2013,6,19,1.4,0.72,,,,
PAN-03,22,603,2013,6,19,1.4,-0.62,,,,
PAN-03,22,605,2013,6,19,1.4,1.58,,,,
PAN-03,22,607,2013,6,19,1.4,0,,,,
PAN-03,22,608,2013,6,19,1.4,0,,,,
PAN-03,22,609,2013,6,19,1.4,-1.24,,,,
PAN-03,22,612,2013,6,19,1.45,2.88,,,,
PAN-03,23,616,2013,6,19,1.4,,,,,
PAN-03,23,617,2013,6,19,1.4,0,,,,
PAN-03,23,619,2013,6,19,1.4,-1.26,,,,
PAN-03,23,621,2013,6,19,1.4,0,,,,
PAN-03,23,622,2013,6,19,1.4,-0.48,,,,
PAN-03,23,624,2013,6,19,1.4,0,,,,
PAN-03,23,632,2013,6,19,1.4,1,,,,
PAN-03,23,633,2013,6,19,1.4,0,,,,
PAN-03,23,634,2013,6,19,1.4,-1.04,,,,
PAN-03,23,636,2013,6,19,1.55,-0.54,,,,
PAN-03,23,638,2013,6,19,1.4,0,,,,
PAN-03,24,640,2013,6,19,1.4,-0.42,,,,
PAN-03,24,642,2013,6,19,1.4,-0.98,,,,
PAN-03,24,645,2013,6,19,1.45,-0.72,,,,
PAN-03,24,646,2013,6,19,1.4,0,,,,
PAN-03,24,649,2013,6,19,1.4,-0.52,,,,
PAN-03,24,650,2013,6,19,,0,,,,
PAN-03,24,651,2013,6,19,1.4,0,,,,
PAN-03,24,652,2013,6,19,1.4,-0.84,,,,
PAN-03,24,654,2013,6,19,1.4,0,,,,
PAN-03,24,655,2013,6,19,1.4,0,,,,
PAN-03,24,658,2013,6,19,1.4,-0.68,,,,
PAN-03,25,665,2013,6,19,1.4,2.9,,,,
PAN-03,25,667,2013,6,19,1.4,-1.16,,,,
PAN-03,25,670,2013,6,19,1.4,-1.3,,,,
PAN-03,25,671,2013,6,19,2,-1.28,,,,
PAN-03,25,673,2013,6,19,1.4,0,,,,
PAN-03,25,675,2013,6,19,1.4,1.06,,,,
PAN-03,25,678,2013,6,19,1.5,0.42,,,,
PAN-03,25,682,2013,6,19,1.4,-0.44,,,,
PAN-03,25,684,2013,6,19,1.4,0,,,,
PAN-03,25,689,2013,6,19,1.5,0,,,,
PAN-03,1,3,2013,9,16,1.4,0,,,,
PAN-03,1,5,2013,9,16,1.4,1.48,,,,
PAN-03,1,7,2013,9,16,1.4,0,,,,
PAN-03,1,11,2013,9,16,1.4,5.8,,,,
PAN-03,1,12,2013,9,16,1.4,0,,,,
PAN-03,1,13,2013,9,16,1.4,0,,,,
PAN-03,1,18,2013,9,16,1.4,0,,,,
PAN-03,1,21,2013,9,16,1.4,0,,,,
PAN-03,1,22,2013,9,16,1.4,2.5,,,,
PAN-03,1,24,2013,9,16,1.4,0,,,,
PAN-03,2,25,2013,9,16,1.4,25.83,,,,
PAN-03,2,26,2013,9,16,1.4,2.65,,,,
PAN-03,2,28,2013,9,16,1.7,-2.48,,,,
PAN-03,2,29,2013,9,16,1.5,-0.42,,,,
PAN-03,2,30,2013,9,16,1.4,0,,,,
PAN-03,2,31,2013,9,16,1.4,0.94,,,,
PAN-03,2,33,2013,9,16,1.4,0,,,,
PAN-03,2,34,2013,9,16,1.9,1.74,,,,
PAN-03,2,36,2013,9,16,1.4,0.28,,,,
PAN-03,2,37,2013,9,16,1.5,0,,,,
PAN-03,3,42,2013,9,16,1.4,0,,,,
PAN-03,3,47,2013,9,16,1.4,0.45,,,,
PAN-03,3,55,2013,9,16,1.4,0.5,,,,
PAN-03,3,57,2013,9,16,1.4,-0.75,,,,
PAN-03,3,58,2013,9,16,1.4,1.35,,,,
PAN-03,3,61,2013,9,16,1.4,1.38,,,,
PAN-03,3,63,2013,9,16,1.4,0,,,,
PAN-03,3,65,2013,9,16,1.4,3.08,,,,
PAN-03,3,67,2013,9,16,1.4,-1.78,,,,
PAN-03,3,68,2013,9,16,1.4,1.44,,,,
PAN-03,4,69,2013,9,16,1.4,-0.51,,,,
PAN-03,4,72,2013,9,16,1.4,0,,,,
PAN-03,4,76,2013,9,16,1.4,2,,,,
PAN-03,4,78,2013,9,16,1.4,0,,,,
PAN-03,4,79,2013,9,16,1.4,0,,,,
PAN-03,4,80,2013,9,16,1.4,0,,,,
PAN-03,4,92,2013,9,16,1.4,1.25,,,,
PAN-03,4,93,2013,9,16,1.4,1.4,,,,
PAN-03,4,94,2013,9,16,1.4,0,,,,
PAN-03,4,96,2013,9,16,1.4,0.45,,,,
PAN-03,5,101,2013,9,16,1.35,3.85,,,,
PAN-03,5,102,2013,9,16,1.4,0,,,,
PAN-03,5,103,2013,9,16,1.4,0,,,,
PAN-03,5,104,2013,9,16,1.4,4.9,,,,
PAN-03,5,105,2013,9,16,1.4,0,,,,
PAN-03,5,112,2013,9,16,1.4,0,,,,
PAN-03,5,114,2013,9,16,1.4,0.7,,,,
PAN-03,5,118,2013,9,16,1.4,4.25,,,,
PAN-03,5,121,2013,9,16,1.4,0,,,,
PAN-03,5,123,2013,9,16,1.4,2.15,,,,
PAN-03,6,126,2013,9,16,1.4,2.15,,,,
PAN-03,6,131,2013,9,16,1.4,-1.6,,,,
PAN-03,6,133,2013,9,16,1.35,0.95,,,,
PAN-03,6,135,2013,9,16,1.4,0,,,,
PAN-03,6,140,2013,9,16,1.4,12.5,,,,
PAN-03,6,142,2013,9,16,1.4,4.35,,,,
PAN-03,6,144,2013,9,16,1.4,1.17,,,,
PAN-03,6,146,2013,9,16,1.4,0,,,,
PAN-03,6,148,2013,9,16,,,,,,
PAN-03,6,152,2013,9,16,1.8,0,,,,
PAN-03,6,153,2013,9,16,1.4,0.5,,,,
PAN-03,7,155,2013,9,16,1.4,1.55,,,,
PAN-03,7,160,2013,9,16,1.4,1.6,,,,
PAN-03,7,162,2013,9,16,1.4,1,,,,
PAN-03,7,165,2013,9,16,1.4,3,,,,
PAN-03,7,166,2013,9,16,1.4,1.1,,,,
PAN-03,7,168,2013,9,16,1.4,16.15,,,,
PAN-03,7,169,2013,9,16,1.4,2.25,,,,
PAN-03,7,178,2013,9,16,1.4,-0.73,,,,
PAN-03,7,179,2013,9,16,1.4,-0.6,,,,
PAN-03,7,182,2013,9,16,1.4,0,,,,
PAN-03,8,187,2013,9,16,1.4,2.37,,,,
PAN-03,8,192,2013,9,16,1.4,-1.93,,,,
PAN-03,8,194,2013,9,16,1.4,0,,,,
PAN-03,8,197,2013,9,16,1.4,0.55,,,,
PAN-03,8,198,2013,9,16,1.4,1.55,,,,
PAN-03,8,199,2013,9,16,1.4,0,,,,
PAN-03,8,201,2013,9,16,1.4,1.8,,,,
PAN-03,8,210,2013,9,16,1.4,0,,,,
PAN-03,8,206,2013,9,16,1.4,0,,,,
PAN-03,8,209,2013,9,16,1.4,1.55,,,,
PAN-03,9,212,2013,9,16,1.35,0,,,,
PAN-03,9,214,2013,9,16,1.4,0,,,,
PAN-03,9,217,2013,9,16,1.4,0,,,,
PAN-03,9,219,2013,9,16,1.4,0,,,,
PAN-03,9,223,2013,9,16,1.4,-0.5,,,,
PAN-03,9,229,2013,9,16,1.4,12.35,,,,
PAN-03,9,236,2013,9,16,1.4,0,,,,
PAN-03,9,241,2013,9,16,1.4,0,,,,
PAN-03,9,242,2013,9,16,1.35,0,,,,
PAN-03,9,243,2013,9,16,1.4,0,,,,
PAN-03,10,252,2013,9,16,1.4,0,,,,
PAN-03,10,253,2013,9,16,1.4,0.45,,,,
PAN-03,10,255,2013,9,16,1.4,6.8,,,,
PAN-03,10,257,2013,9,16,1.4,0,,,,
PAN-03,10,259,2013,9,16,1.4,14.25,,,,
PAN-03,10,261,2013,9,16,1.4,0.85,,,,
PAN-03,10,266,2013,9,16,1.4,1.72,,,,
PAN-03,10,271,2013,9,16,1.35,0.7,,,,
PAN-03,10,274,2013,9,16,1.5,0,,,,
PAN-03,10,275,2013,9,16,1.7,-1.7,,,,
PAN-03,11,279,2013,9,16,1.4,0,,,,
PAN-03,11,284,2013,9,16,1.4,0.5,,,,
PAN-03,11,285,2013,9,16,1.4,0,,,,
PAN-03,11,290,2013,9,16,1.4,0,,,,
PAN-03,11,292,2013,9,16,1.4,-1.9,,,,
PAN-03,11,293,2013,9,16,1.4,17.95,,,,
PAN-03,11,294,2013,9,16,1.4,0.8,,,,
PAN-03,11,298,2013,9,16,1.4,0,,,,
PAN-03,11,300,2013,9,16,1.4,0,,,,
PAN-03,11,304,2013,9,16,1.4,0,,,,
PAN-03,12,307,2013,9,16,1.4,0,,,,
PAN-03,12,310,2013,9,16,1.4,-0.72,,,,
PAN-03,12,315,2013,9,16,1.4,0.95,,,,
PAN-03,12,316,2013,9,16,1.4,8.2,,,,
PAN-03,12,317,2013,9,16,1.4,0,,,,
PAN-03,12,322,2013,9,16,1.4,0,,,,
PAN-03,12,325,2013,9,16,1.4,0,,,,
PAN-03,12,327,2013,9,16,1.4,0,,,,
PAN-03,12,332,2013,9,16,1.4,0,,,,
PAN-03,12,334,2013,9,16,1.5,0.8,,,,
PAN-03,13,337,2013,9,16,1.4,2.9,,,,
PAN-03,13,340,2013,9,16,1.4,0,,,,
PAN-03,13,343,2013,9,16,1.4,0,,,,
PAN-03,13,348,2013,9,16,1.4,0,,,,
PAN-03,13,349,2013,9,16,1.4,-0.85,,,,
PAN-03,13,352,2013,9,16,1.4,0.75,,,,
PAN-03,13,358,2013,9,16,1.4,-0.4,,,,
PAN-03,13,360,2013,9,16,1.4,0.46,,,,
PAN-03,13,362,2013,9,16,1.4,7.76,,,,
PAN-03,13,363,2013,9,16,1.4,0,,,,
PAN-03,14,371,2013,9,16,1.4,0,,,,
PAN-03,14,372,2013,9,16,1.4,3.7,,,,
PAN-03,14,373,2013,9,16,1.4,11.7,,,,
PAN-03,14,377,2013,9,16,1.4,-0.75,,,,
PAN-03,14,380,2013,9,16,1.5,8.09,,,,
PAN-03,14,382,2013,9,16,1.4,0,,,,
PAN-03,14,383,2013,9,16,1.8,-1.25,,,,
PAN-03,14,386,2013,9,16,1.4,1.3,,,,
PAN-03,14,389,2013,9,16,1.4,1.15,,,,
PAN-03,14,390,2013,9,16,1.4,1.1,,,,
PAN-03,15,392,2013,9,16,1.4,0,,,,
PAN-03,15,393,2013,9,16,1.4,1.1,,,,
PAN-03,15,396,2013,9,16,1.4,-1.35,,,,
PAN-03,15,398,2013,9,16,1.35,0,,,,
PAN-03,15,399,2013,9,16,1.4,-1.75,,,,
PAN-03,15,400,2013,9,16,1.4,0.48,,,,
PAN-03,15,403,2013,9,16,1.4,0,,,,
PAN-03,15,405,2013,9,16,1.4,0,,,,
PAN-03,15,413,2013,9,16,1.4,0.3,,,,
PAN-03,15,414,2013,9,16,1.4,0.83,,,,
PAN-03,16,427,2013,9,16,1.5,-0.8,,,,
PAN-03,16,430,2013,9,16,1.4,2.05,,,,
PAN-03,16,432,2013,9,16,1.4,7.75,,,,
PAN-03,16,434,2013,9,16,1.4,0,,,,
PAN-03,16,436,2013,9,16,1.4,-2.2,,,,
PAN-03,16,437,2013,9,16,1.4,0,,,,
PAN-03,16,439,2013,9,16,1.4,5.71,,,,
PAN-03,16,440,2013,9,16,1.4,-1.51,,,,
PAN-03,16,442,2013,9,16,1.4,0,,,,
PAN-03,16,444,2013,9,16,1.4,-0.92,,,,
PAN-03,17,452,2013,9,16,1.9,5.1,,,,
PAN-03,17,453,2013,9,16,1.4,0,,,,
PAN-03,17,454,2013,9,16,1.4,0,,,,
PAN-03,17,445,2013,9,16,1.4,0,,,,
PAN-03,17,457,2013,9,16,1.4,0,,,,
PAN-03,17,458,2013,9,16,1.4,-0.35,,,,
PAN-03,17,461,2013,9,16,1.4,0,,,,
PAN-03,17,463,2013,9,16,1.4,0.9,,,,
PAN-03,17,465,2013,9,16,1.4,-2.45,,,,
PAN-03,17,467,2013,9,16,1.35,0,,,,
PAN-03,18,478,2013,9,16,1.4,0,,,,
PAN-03,18,481,2013,9,16,1.5,0,,,,
PAN-03,18,482,2013,9,16,1.4,0,,,,
PAN-03,18,486,2013,9,16,1.4,0,,,,
PAN-03,18,488,2013,9,16,1.4,0,,,,
PAN-03,18,491,2013,9,16,1.4,-0.75,,,,
PAN-03,18,495,2013,9,16,1.4,-0.73,,,,
PAN-03,18,496,2013,9,16,1.35,0.74,,,,
PAN-03,18,497,2013,9,16,1.4,0,,,,
PAN-03,18,499,2013,9,16,1.4,0.5,,,,
PAN-03,19,502,2013,9,16,1.4,0,,,,
PAN-03,19,505,2013,9,16,1.4,0,,,,
PAN-03,19,506,2013,9,16,1.4,0,,,,
PAN-03,19,510,2013,9,16,1.4,0.93,,,,
PAN-03,19,512,2013,9,16,1.4,-1.5,,,,
PAN-03,19,514,2013,9,16,1.4,0,,,,
PAN-03,19,516,2013,9,16,2.1,0.75,,,,
PAN-03,19,518,2013,9,16,1.4,0,,,,
PAN-03,19,519,2013,9,16,1.4,1.19,,dendro roto x termitas,,
PAN-03,19,520,2013,9,16,1.4,2.35,,,,
PAN-03,20,525,2013,9,16,1.4,0,,,,
PAN-03,20,528,2013,9,16,1.4,3.6,,,,
PAN-03,20,529,2013,9,16,1.4,4.15,,,,
PAN-03,20,535,2013,9,16,1.4,2.4,,,,
PAN-03,20,538,2013,9,16,1.4,0,,,,
PAN-03,20,539,2013,9,16,1.4,1.45,,,,
PAN-03,20,541,2013,9,16,1.4,-0.85,,,,
PAN-03,20,543,2013,9,16,1.4,0,,,,
PAN-03,20,551,2013,9,16,1.4,-0.65,,,,
PAN-03,20,552,2013,9,16,1.9,-0.3,,,,
PAN-03,21,555,2013,9,16,1.4,0,,,,
PAN-03,21,561,2013,9,16,1.4,-0.8,,,,
PAN-03,21,563,2013,9,16,1.4,0,,,,
PAN-03,21,565,2013,9,16,1.4,0,,,,
PAN-03,21,569,2013,9,16,1.4,1.45,,,,
PAN-03,21,570,2013,9,16,1.4,0,,,,
PAN-03,21,572,2013,9,16,1.4,0.9,,,,
PAN-03,21,574,2013,9,16,1.4,0,,,,
PAN-03,21,575,2013,9,16,1.4,-0.55,,,,
PAN-03,21,576,2013,9,16,1.4,-0.9,,,,
PAN-03,22,588,2013,9,16,1.4,0,,,,
PAN-03,22,591,2013,9,16,1.4,0,,,,
PAN-03,22,595,2013,9,16,1.4,-0.9,,,,
PAN-03,22,600,2013,9,16,1.4,0.91,,,,
PAN-03,22,603,2013,9,16,1.4,1.38,,,,
PAN-03,22,605,2013,9,16,1.4,2.35,,,,
PAN-03,22,607,2013,9,16,1.4,0,,,,
PAN-03,22,608,2013,9,16,1.4,0.75,,,,
PAN-03,22,609,2013,9,16,1.4,0,,,,
PAN-03,22,612,2013,9,16,1.45,NA,,,,
PAN-03,23,616,2013,9,16,1.4,,,,,
PAN-03,23,617,2013,9,16,1.4,0,,,,
PAN-03,23,619,2013,9,16,1.4,0,,,,
PAN-03,23,621,2013,9,16,1.4,-1.25,,,,
PAN-03,23,622,2013,9,16,1.4,0,,,,
PAN-03,23,624,2013,9,16,1.4,0,,,,
PAN-03,23,632,2013,9,16,1.4,-1.1,,,,
PAN-03,23,633,2013,9,16,1.4,0,,,,
PAN-03,23,634,2013,9,16,1.4,-1.04,,,,
PAN-03,23,636,2013,9,16,1.55,0,,,,
PAN-03,23,638,2013,9,16,1.4,0,,,,
PAN-03,24,640,2013,9,16,1.4,0,,,,
PAN-03,24,642,2013,9,16,1.4,-0.95,,,,
PAN-03,24,645,2013,9,16,1.45,0,,,,
PAN-03,24,646,2013,9,16,1.4,0,,,,
PAN-03,24,649,2013,9,16,1.4,0,,,,
PAN-03,24,650,2013,9,16,,0,,,,
