,Tag.No,Old.No,T1,T2,X,Y,Family,genus,species,Old.Tree.Notes,D..2013.1,POM..2013.1,F1..2013.1,F2..2013.1,Height..2013.1,F5..2013.1,F3..2013.1,F4..2013.1,LI..2013.1,CI..2013.1,Census.Notes..2013.1,D..2014.2,POM..2014.2,F1,F2,Height..2014.2,F5,F3,F4,LI..2014.2,CI..2014.2,Tree.ID,D..2015.1,POM..2015.1,F1.1,F2.1,Height..2015.1,F5.1,F3.1,F4.1,LI..2015.1,CI..2015.1,Census.Notes,Tree.ID.1,New.Tag.No,D..2016.2,POM..2014.2.1,F1.2,F2.2,Height..2016.2,F5.2,F3.2,F4.2,LI..2014.2.1,CI..2014.2.1,D..2017.2,POM..2017.2,F1.3,F2.3,Height..2017.2,F5.3,F3.3,F4.3,LI..2014.2.2,CI..2014.2.2,tag,plot,DBH.1,DBH.2,DBH.3,DBH.4,DBH.5,DBH.1a,DBH.2a,DBH.3a,DBH.4a,DBH.5a,dbh_growth_yr,recruits,srink,missing,overgrown,value_replaced,,,
117,490,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,1.4,NA,0.639235707,3.44,NA,NA,NA,NA,NA,NA,24.84854487,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.84854487,NA,NA,NA,3.44,NA,NA,NA,NA,NA,NA,NA,NA,25.19708974,1.4,NA,NA,4.45,NA,NA,NA,NA,NA,25.64796901,NA,NA,NA,4.45,NA,NA,NA,NA,NA,490,ACJ-01,24.5,24.84854487,24.84854487,25.19708974,25.64796901,2.45,2.484854487,2.484854487,2.519708974,2.564796901,0.213728485,ok,ok,ok,ok,NA,0.003668893,0,0.004052847
118,492,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,1.35,NA,0.540014578,0,NA,NA,NA,NA,NA,NA,22.5,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,22.5,1.35,NA,NA,-0.65,NA,NA,NA,NA,NA,22.43414123,NA,NA,NA,-0.65,NA,NA,NA,NA,NA,492,ACJ-01,22.5,22.5,22.5,22.5,22.43414123,2.25,2.25,2.25,2.25,2.243414123,-0.031218768,ok,ok,ok,ok,NA,0,0,0
119,503,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1.4,NA,0.540014578,1.17,NA,NA,NA,NA,NA,NA,16.11854578,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.11854578,NA,NA,NA,1.17,NA,NA,NA,NA,NA,NA,NA,NA,16.23709157,1.4,NA,NA,3.05,NA,NA,NA,NA,NA,16.54612118,NA,NA,NA,3.05,NA,NA,NA,NA,NA,503,ACJ-01,16,16.11854578,16.11854578,16.23709157,16.54612118,1.6,1.611854578,1.611854578,1.623709157,1.654612118,0.146488062,ok,ok,ok,ok,NA,0.00124785,0,0.001378439
120,506,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2,1.4,NA,0.540014578,0.1,NA,NA,NA,NA,NA,NA,21.21013212,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.21013212,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,21.22026424,1.4,NA,NA,1.15,NA,NA,NA,NA,NA,21.3367836,NA,NA,NA,1.15,NA,NA,NA,NA,NA,506,ACJ-01,21.2,21.21013212,21.21013212,21.22026424,21.3367836,2.12,2.121013212,2.121013212,2.122026424,2.13367836,0.055233203,ok,ok,ok,ok,NA,0.000106654,0,0.000117815
121,509,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1.5,NA,0.639235707,1.2,NA,NA,NA,NA,NA,NA,22.12158542,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.12158542,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,22.24317084,1.5,NA,NA,3.8,NA,NA,NA,NA,NA,22.62819134,NA,NA,NA,3.8,NA,NA,NA,NA,NA,509,ACJ-01,22,22.12158542,22.12158542,22.24317084,22.62819134,2.2,2.212158542,2.212158542,2.224317084,2.262819134,0.182509718,ok,ok,ok,ok,NA,0.001279847,0,0.001413784
122,511,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.6,1.35,NA,0.540014578,-2.4,NA,NA,NA,NA,NA,NA,26.35682916,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.35682916,NA,NA,NA,-2.4,NA,NA,NA,NA,NA,NA,NA,NA,26.11365832,1.35,NA,NA,-1.3,NA,NA,NA,NA,NA,25.98194078,NA,NA,NA,-1.3,NA,NA,NA,NA,NA,511,ACJ-01,26.6,26.35682916,26.35682916,26.11365832,25.98194078,2.66,2.635682916,2.635682916,2.611365832,2.598194078,-0.062437535,ok,ok,ok,ok,NA,-0.002559693,0,-0.002827568
123,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7,1.4,NA,0.574563977,-1.7,NA,NA,NA,NA,NA,NA,17.52775399,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.52775399,NA,NA,NA,-1.7,NA,NA,NA,NA,NA,NA,NA,NA,17.35550798,1.4,NA,NA,0,NA,NA,NA,NA,NA,17.35550798,NA,NA,NA,0,NA,NA,NA,NA,NA,512,ACJ-01,17.7,17.52775399,17.52775399,17.35550798,17.35550798,1.77,1.752775399,1.752775399,1.735550798,1.735550798,0,ok,ok,ok,ok,NA,-0.001813116,0,-0.002002861
124,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4,1.4,NA,0.639235707,2.41,NA,NA,NA,NA,NA,NA,18.64418405,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.64418405,NA,NA,NA,2.41,NA,NA,NA,NA,NA,NA,NA,NA,18.88836811,1.4,NA,NA,5.14,NA,NA,NA,NA,NA,19.40915899,NA,NA,NA,5.14,NA,NA,NA,NA,NA,516,ACJ-01,18.4,18.64418405,18.64418405,18.88836811,19.40915899,1.84,1.864418405,1.864418405,1.888836811,1.940915899,0.246868404,ok,ok,ok,ok,NA,0.002570358,0,0.00283935
125,521,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,1.4,NA,0.59980802,1.92,NA,NA,NA,NA,NA,NA,15.69453667,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.69453667,NA,NA,NA,1.92,NA,NA,NA,NA,NA,NA,NA,NA,15.88907335,1.4,NA,NA,3.92,NA,NA,NA,NA,NA,16.28625239,NA,NA,NA,3.92,NA,NA,NA,NA,NA,521,ACJ-01,15.5,15.69453667,15.69453667,15.88907335,16.28625239,1.55,1.569453667,1.569453667,1.588907335,1.628625239,0.188273181,ok,ok,ok,ok,NA,0.002047754,0,0.002262054
126,525,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,1.4,NA,0.639235707,-2.37,NA,NA,NA,NA,NA,NA,22.75986879,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.75986879,NA,NA,NA,-2.37,NA,NA,NA,NA,NA,NA,NA,NA,22.51973759,1.4,NA,NA,-3.22,NA,NA,NA,NA,NA,22.19348338,NA,NA,NA,-3.22,NA,NA,NA,NA,NA,525,ACJ-01,23,22.75986879,22.75986879,22.51973759,22.19348338,2.3,2.275986879,2.275986879,2.251973759,2.219348338,-0.15465297,ok,ok,ok,ok,NA,-0.002527697,0,-0.002792223
127,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2,1.4,NA,0.639235707,0,NA,NA,NA,NA,NA,NA,24.2,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,24.2,1.4,NA,NA,0,NA,NA,NA,NA,NA,24.2,NA,NA,NA,0,NA,NA,NA,NA,NA,528,ACJ-01,24.2,24.2,24.2,24.2,24.2,2.42,2.42,2.42,2.42,2.42,0,ok,ok,ok,ok,NA,0,0,0
128,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,1.4,NA,0.639235707,4.23,NA,NA,NA,NA,NA,NA,23.42858861,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.42858861,NA,NA,NA,4.23,NA,NA,NA,NA,NA,NA,NA,NA,23.85717721,1.4,NA,NA,7.78,NA,NA,NA,NA,NA,24.64545602,NA,NA,NA,7.78,NA,NA,NA,NA,NA,536,ACJ-01,23,23.42858861,23.42858861,23.85717721,24.64545602,2.3,2.342858861,2.342858861,2.385717721,2.464545602,0.373664631,ok,ok,ok,ok,NA,0.004511459,0,0.004983588
129,546,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2,1.4,NA,0.540014578,-2.5,NA,NA,NA,NA,NA,NA,25.94669704,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.94669704,NA,NA,NA,-2.5,NA,NA,NA,NA,NA,NA,NA,NA,25.69339408,1.4,NA,NA,-2.52,NA,NA,NA,NA,NA,25.4380647,NA,NA,NA,-2.52,NA,NA,NA,NA,NA,546,ACJ-01,26.2,25.94669704,25.94669704,25.69339408,25.4380647,2.62,2.594669704,2.594669704,2.569339408,2.54380647,-0.121032758,ok,ok,ok,ok,NA,-0.002666347,0,-0.002945383
130,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,1.4,NA,0.59980802,5,NA,NA,NA,NA,NA,NA,13.40660592,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.40660592,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,13.91321184,1.4,NA,NA,6.44,NA,NA,NA,NA,NA,14.56572026,NA,NA,NA,6.44,NA,NA,NA,NA,NA,550,ACJ-01,12.9,13.40660592,13.40660592,13.91321184,14.56572026,1.29,1.340660592,1.340660592,1.391321184,1.456572026,0.309305939,ok,ok,ok,ok,NA,0.005332694,0,0.005890767
131,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,1.35,NA,0.574563977,0,NA,NA,NA,NA,NA,NA,17.9,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,17.9,1.35,NA,NA,-1.44,NA,NA,NA,NA,NA,17.7540975,NA,NA,NA,-1.44,NA,NA,NA,NA,NA,554,ACJ-01,17.9,17.9,17.9,17.9,17.7540975,1.79,1.79,1.79,1.79,1.77540975,-0.069161575,ok,ok,ok,ok,NA,0,0,0
132,555,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7,1.4,NA,0.532941853,-2,NA,NA,NA,NA,NA,NA,16.49735763,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.49735763,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,16.29471527,1.4,NA,NA,-1.9,NA,NA,NA,NA,NA,16.10220502,NA,NA,NA,-1.9,NA,NA,NA,NA,NA,555,ACJ-01,16.7,16.49735763,16.49735763,16.29471527,16.10220502,1.67,1.649735763,1.649735763,1.629471527,1.610220502,-0.091254859,ok,ok,ok,ok,NA,-0.002133078,0,-0.002356307
133,569,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.4,1.5,NA,0.639235707,5.7,NA,NA,NA,NA,NA,NA,21.97753075,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.97753075,NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,22.55506149,1.5,NA,NA,7.7,NA,NA,NA,NA,NA,23.33523461,NA,NA,NA,7.7,NA,NA,NA,NA,NA,569,ACJ-01,21.4,21.97753075,21.97753075,22.55506149,23.33523461,2.14,2.197753075,2.197753075,2.255506149,2.333523461,0.369822323,ok,ok,ok,ok,NA,0.006079271,0,0.006715474
134,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,1.4,NA,0.540014578,0,NA,NA,NA,NA,NA,NA,13.3,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,13.3,1.4,NA,NA,0.08,NA,NA,NA,NA,NA,13.30810569,NA,NA,NA,0.08,NA,NA,NA,NA,NA,571,ACJ-01,13.3,13.3,13.3,13.3,13.30810569,1.33,1.33,1.33,1.33,1.330810569,0.003842308,ok,ok,ok,ok,NA,0,0,0
135,574,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8,1.4,NA,0.574563977,0,NA,NA,NA,NA,NA,NA,19.8,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,19.8,1.4,NA,NA,0,NA,NA,NA,NA,NA,19.8,NA,NA,NA,0,NA,NA,NA,NA,NA,574,ACJ-01,19.8,19.8,19.8,19.8,19.8,1.98,1.98,1.98,1.98,1.98,0,ok,ok,ok,ok,NA,0,0,0
136,586,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1.4,NA,0.540014578,0,NA,NA,NA,NA,NA,NA,16,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,16,1.4,NA,NA,1.3,NA,NA,NA,NA,NA,16.13171754,NA,NA,NA,1.3,NA,NA,NA,NA,NA,586,ACJ-01,16,16,16,16,16.13171754,1.6,1.6,1.6,1.6,1.613171754,0.062437535,ok,ok,ok,ok,NA,0,0,0
137,598,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8,1.5,NA,0.59980802,2.29,NA,NA,NA,NA,NA,NA,13.03202551,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.03202551,NA,NA,NA,2.29,NA,NA,NA,NA,NA,NA,NA,NA,13.26405102,1.5,NA,NA,4.38,NA,NA,NA,NA,NA,13.70783781,NA,NA,NA,4.38,NA,NA,NA,NA,NA,598,ACJ-01,12.8,13.03202551,13.03202551,13.26405102,13.70783781,1.28,1.303202551,1.303202551,1.326405102,1.370783781,0.210366465,ok,ok,ok,ok,NA,0.002442374,0,0.002697971
138,604,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2,1.35,NA,0.59980802,5.11,NA,NA,NA,NA,NA,NA,14.71775125,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.71775125,NA,NA,NA,5.11,NA,NA,NA,NA,NA,NA,NA,NA,15.2355025,1.35,NA,NA,7.4,NA,NA,NA,NA,NA,15.98527926,NA,NA,NA,7.4,NA,NA,NA,NA,NA,604,ACJ-01,14.2,14.71775125,14.71775125,15.2355025,15.98527926,1.42,1.471775125,1.471775125,1.52355025,1.598527926,0.355413659,ok,ok,ok,ok,NA,0.005450013,0,0.006020363
139,606,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,1.4,NA,0.574563977,0,NA,NA,NA,NA,NA,NA,13.5,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,13.5,1.4,NA,NA,0,NA,NA,NA,NA,NA,13.5,NA,NA,NA,0,NA,NA,NA,NA,NA,606,ACJ-01,13.5,13.5,13.5,13.5,13.5,1.35,1.35,1.35,1.35,1.35,0,ok,ok,ok,ok,NA,0,0,0
140,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,1.35,NA,0.59980802,6.33,NA,NA,NA,NA,NA,NA,15.14136309,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.14136309,NA,NA,NA,6.33,NA,NA,NA,NA,NA,NA,NA,NA,15.78272618,1.35,NA,NA,6.8,NA,NA,NA,NA,NA,16.47171023,NA,NA,NA,6.8,NA,NA,NA,NA,NA,611,ACJ-01,14.5,15.14136309,15.14136309,15.78272618,16.47171023,1.45,1.514136309,1.514136309,1.578272618,1.647171023,0.326596335,ok,ok,ok,ok,NA,0.00675119,0,0.00745771
141,614,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9,1.35,NA,0.574563977,-0.24,NA,NA,NA,NA,NA,NA,16.87568292,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.87568292,NA,NA,NA,-0.24,NA,NA,NA,NA,NA,NA,NA,NA,16.85136583,1.35,NA,NA,-1.75,NA,NA,NA,NA,NA,16.67405376,NA,NA,NA,-1.75,NA,NA,NA,NA,NA,614,ACJ-01,16.9,16.87568292,16.87568292,16.85136583,16.67405376,1.69,1.687568292,1.687568292,1.685136583,1.667405376,-0.084050527,ok,ok,ok,ok,NA,-0.000255969,0,-0.000282757
142,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,1.4,NA,0.430781928,NA,NA,NA,NA,NA,NA,NA,#¡VALOR!,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,#¡VALOR!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#¡VALOR!,1.4,NA,NA,6.12,NA,NA,NA,NA,NA,#¡VALOR!,NA,NA,NA,6.12,NA,NA,NA,NA,NA,616,ACJ-01,15.4,#¡VALOR!,#¡VALOR!,#¡VALOR!,#¡VALOR!,1.54,NA,NA,NA,NA,NA,ok,ok,ok,ok,NA,#¡VALOR!,#¡VALOR!,#¡VALOR!
143,624,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,1.5,NA,0.59980802,NA,NA,NA,NA,NA,NA,NA,#¡VALOR!,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,#¡VALOR!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#¡VALOR!,1.5,NA,NA,NA,NA,NA,NA,NA,NA,#¡VALOR!,NA,NA,NA,NA,NA,NA,NA,NA,NA,624,ACJ-01,10.5,#¡VALOR!,#¡VALOR!,#¡VALOR!,#¡VALOR!,1.05,NA,NA,NA,NA,NA,ok,ok,ok,ok,NA,#¡VALOR!,#¡VALOR!,#¡VALOR!
144,626,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,1.4,NA,0.574563977,NA,NA,NA,NA,NA,NA,NA,#¡VALOR!,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,#¡VALOR!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#¡VALOR!,1.4,NA,NA,NA,NA,NA,NA,NA,NA,#¡VALOR!,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,ACJ-01,15.5,#¡VALOR!,#¡VALOR!,#¡VALOR!,#¡VALOR!,1.55,NA,NA,NA,NA,NA,ok,ok,ok,ok,NA,#¡VALOR!,#¡VALOR!,#¡VALOR!
145,631,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8,1.4,NA,0.639235707,NA,NA,NA,NA,NA,NA,NA,#¡VALOR!,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,#¡VALOR!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#¡VALOR!,1.4,NA,NA,0,NA,NA,NA,NA,NA,#¡VALOR!,NA,NA,NA,0,NA,NA,NA,NA,NA,631,ACJ-01,12.8,#¡VALOR!,#¡VALOR!,#¡VALOR!,#¡VALOR!,1.28,NA,NA,NA,NA,NA,ok,ok,ok,ok,NA,#¡VALOR!,#¡VALOR!,#¡VALOR!
146,641,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,1.4,NA,0.4468375,1.21,NA,NA,NA,NA,NA,NA,13.32259863,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.32259863,NA,NA,NA,1.21,NA,NA,NA,NA,NA,NA,NA,NA,13.44519726,1.4,NA,NA,1.12,NA,NA,NA,NA,NA,13.55867699,NA,NA,NA,1.12,NA,NA,NA,NA,NA,641,ACJ-01,13.2,13.32259863,13.32259863,13.44519726,13.55867699,1.32,1.332259863,1.332259863,1.344519726,1.355867699,0.05379234,ok,ok,ok,ok,NA,0.001290512,0,0.001425565
147,644,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8,1.4,NA,0.430781928,7.27,NA,NA,NA,NA,NA,NA,18.53660501,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.53660501,NA,NA,NA,7.27,NA,NA,NA,NA,NA,NA,NA,NA,19.27321001,1.4,NA,NA,12.62,NA,NA,NA,NA,NA,20.55188335,NA,NA,NA,12.62,NA,NA,NA,NA,NA,644,ACJ-01,17.8,18.53660501,18.53660501,19.27321001,20.55188335,1.78,1.853660501,1.853660501,1.927321001,2.055188335,0.606124375,ok,ok,ok,ok,NA,0.007753737,0,0.008565174
148,647,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,1.4,NA,0.574563977,0,NA,NA,NA,NA,NA,NA,10.9,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10.9,1.4,NA,NA,2.88,NA,NA,NA,NA,NA,11.19180501,NA,NA,NA,2.88,NA,NA,NA,NA,NA,647,ACJ-01,10.9,10.9,10.9,10.9,11.19180501,1.09,1.09,1.09,1.09,1.119180501,0.138323154,ok,ok,ok,ok,NA,0,0,0
149,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4,1.5,NA,0.4468375,0,NA,NA,NA,NA,NA,NA,19.4,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,19.4,1.5,NA,NA,0,NA,NA,NA,NA,NA,19.4,NA,NA,NA,0,NA,NA,NA,NA,NA,650,ACJ-01,19.4,19.4,19.4,19.4,19.4,1.94,1.94,1.94,1.94,1.94,0,ok,ok,ok,ok,NA,0,0,0
150,653,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1.35,NA,0.4468375,1.15,NA,NA,NA,NA,NA,NA,13.11651936,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.11651936,NA,NA,NA,1.15,NA,NA,NA,NA,NA,NA,NA,NA,13.23303872,1.35,NA,NA,19.2,NA,NA,NA,NA,NA,15.17840545,NA,NA,NA,19.2,NA,NA,NA,NA,NA,653,ACJ-01,13,13.11651936,13.11651936,13.23303872,15.17840545,1.3,1.311651936,1.311651936,1.323303872,1.517840545,0.922154359,ok,ok,ok,ok,NA,0.00122652,0,0.001354876
151,660,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,1.35,NA,0.574563977,0,NA,NA,NA,NA,NA,NA,10.2,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10.2,1.35,NA,NA,0,NA,NA,NA,NA,NA,10.2,NA,NA,NA,0,NA,NA,NA,NA,NA,660,ACJ-01,10.2,10.2,10.2,10.2,10.2,1.02,1.02,1.02,1.02,1.02,0,ok,ok,ok,ok,NA,0,0,0
152,663,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8,1.4,NA,0.574563977,1.62,NA,NA,NA,NA,NA,NA,21.96414032,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.96414032,NA,NA,NA,1.62,NA,NA,NA,NA,NA,NA,NA,NA,22.12828064,1.4,NA,NA,1.56,NA,NA,NA,NA,NA,22.28634168,NA,NA,NA,1.56,NA,NA,NA,NA,NA,663,ACJ-01,21.8,21.96414032,21.96414032,22.12828064,22.28634168,2.18,2.196414032,2.196414032,2.212828064,2.228634168,0.074925038,ok,ok,ok,ok,NA,0.001727793,0,0.001908608
153,664,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,1.4,NA,0.574563977,1.14,NA,NA,NA,NA,NA,NA,18.61550615,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.61550615,NA,NA,NA,1.14,NA,NA,NA,NA,NA,NA,NA,NA,18.7310123,1.4,NA,NA,-1.4,NA,NA,NA,NA,NA,18.58916264,NA,NA,NA,-1.4,NA,NA,NA,NA,NA,664,ACJ-01,18.5,18.61550615,18.61550615,18.7310123,18.58916264,1.85,1.861550615,1.861550615,1.87310123,1.858916264,-0.067240423,ok,ok,ok,ok,NA,0.001215854,0,0.001343095
154,672,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,1.5,NA,0.574563977,5.4,NA,NA,NA,NA,NA,NA,26.94713439,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.94713439,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,27.49426878,1.5,NA,NA,10.09,NA,NA,NA,NA,NA,28.51659953,NA,NA,NA,10.09,NA,NA,NA,NA,NA,672,ACJ-01,26.4,26.94713439,26.94713439,27.49426878,28.51659953,2.64,2.694713439,2.694713439,2.749426878,2.851659953,0.48461133,ok,ok,ok,ok,NA,0.005759309,0,0.006362028
155,674,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,1.4,NA,0.574563977,3.17,NA,NA,NA,NA,NA,NA,14.72118815,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.72118815,NA,NA,NA,3.17,NA,NA,NA,NA,NA,NA,NA,NA,15.0423763,1.4,NA,NA,4.34,NA,NA,NA,NA,NA,15.48211024,NA,NA,NA,4.34,NA,NA,NA,NA,NA,674,ACJ-01,14.4,14.72118815,14.72118815,15.0423763,15.48211024,1.44,1.472118815,1.472118815,1.50423763,1.548211024,0.208445309,ok,ok,ok,ok,NA,0.003380928,0,0.003734746
156,676,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,1.4,NA,0.574563977,3.97,NA,NA,NA,NA,NA,NA,16.3022451,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3022451,NA,NA,NA,3.97,NA,NA,NA,NA,NA,NA,NA,NA,16.7044902,1.4,NA,NA,4.72,NA,NA,NA,NA,NA,17.18272618,NA,NA,NA,4.72,NA,NA,NA,NA,NA,676,ACJ-01,15.9,16.3022451,16.3022451,16.7044902,17.18272618,1.59,1.63022451,1.63022451,1.67044902,1.718272618,0.226696276,ok,ok,ok,ok,NA,0.004234159,0,0.004677269
157,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1.4,NA,0.430781928,4.69,NA,NA,NA,NA,NA,NA,18.47519635,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.47519635,NA,NA,NA,4.69,NA,NA,NA,NA,NA,NA,NA,NA,18.9503927,1.4,NA,NA,7.26,NA,NA,NA,NA,NA,19.6859845,NA,NA,NA,7.26,NA,NA,NA,NA,NA,678,ACJ-01,18,18.47519635,18.47519635,18.9503927,19.6859845,1.8,1.847519635,1.847519635,1.89503927,1.96859845,0.348689619,ok,ok,ok,ok,NA,0.005002067,0,0.005525539
158,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,1.4,NA,0.574563977,3.51,NA,NA,NA,NA,NA,NA,12.25563735,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.25563735,NA,NA,NA,3.51,NA,NA,NA,NA,NA,NA,NA,NA,12.61127471,1.4,NA,NA,4.4,NA,NA,NA,NA,NA,13.05708792,NA,NA,NA,4.4,NA,NA,NA,NA,NA,681,ACJ-01,11.9,12.25563735,12.25563735,12.61127471,13.05708792,1.19,1.225563735,1.225563735,1.261127471,1.305708792,0.211327041,ok,ok,ok,ok,NA,0.003743551,0,0.004135318
159,686,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,1.4,NA,0.430781928,-1.6,NA,NA,NA,NA,NA,NA,22.83788611,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.83788611,NA,NA,NA,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,22.67577221,1.4,NA,NA,0,NA,NA,NA,NA,NA,22.67577221,NA,NA,NA,0,NA,NA,NA,NA,NA,686,ACJ-01,23,22.83788611,22.83788611,22.67577221,22.67577221,2.3,2.283788611,2.283788611,2.267577221,2.267577221,0,ok,ok,ok,ok,NA,-0.001706462,0,-0.001885045
