plot_code ,measurement_code ,sub_plot,replica,year,egm_measurement,recno,day,month,hour,min,co2ref_ppm,Input D,time,Input F,atmp_mb,probe_type,AirTemp,StemTemp,CoHeight
PAN02,STEM,3,1,13,3,15,18,11,12,58,438,8,67,0.11,944,8,,,
PAN02,STEM,3,1,13,3,16,18,11,12,59,439,8,72,0.11,944,8,,,
PAN02,STEM,3,1,13,3,17,18,11,12,59,440,9,76,0.11,944,8,,,
PAN02,STEM,3,1,13,3,18,18,11,12,59,440,10,81,0.11,944,8,,,
PAN02,STEM,3,1,13,3,19,18,11,12,59,441,11,86,0.11,944,8,,,
PAN02,STEM,3,1,13,3,20,18,11,12,59,442,11,91,0.11,944,8,,,
PAN02,STEM,3,1,13,3,21,18,11,12,59,442,12,96,0.11,944,8,,,
PAN02,STEM,3,1,13,3,22,18,11,12,59,443,13,100,0.11,944,8,,,
PAN02,STEM,3,1,13,3,23,18,11,12,59,444,13,105,0.11,944,8,,,
PAN02,STEM,3,1,13,3,24,18,11,12,59,445,14,110,0.11,944,8,,,
PAN02,STEM,3,1,13,3,25,18,11,12,59,446,15,115,0.12,944,8,,,
PAN02,STEM,3,1,13,3,26,18,11,12,59,447,16,120,0.12,944,8,,,
PAN02,STEM,3,1,13,3,27,18,11,12,59,448,17,124,0.12,944,8,,,
PAN02,STEM,4,1,13,4,5,18,11,13,6,454,0,0,0,944,8,25.6,25.4,7
PAN02,STEM,4,1,13,4,6,18,11,13,6,457,0,4,0,944,8,,,
PAN02,STEM,4,1,13,4,7,18,11,13,6,460,0,9,0,944,8,,,
PAN02,STEM,4,1,13,4,8,18,11,13,6,464,10,14,0.63,944,8,,,
PAN02,STEM,4,1,13,4,9,18,11,13,6,468,13,19,0.64,944,8,,,
PAN02,STEM,4,1,13,4,10,18,11,13,6,472,17,24,0.66,944,8,,,
PAN02,STEM,4,1,13,4,11,18,11,13,6,475,21,28,0.67,944,8,,,
PAN02,STEM,4,1,13,4,12,18,11,13,6,479,25,33,0.68,944,8,,,
PAN02,STEM,4,1,13,4,13,18,11,13,7,483,29,38,0.68,944,8,,,
PAN02,STEM,4,1,13,4,14,18,11,13,7,487,33,43,0.69,944,8,,,
PAN02,STEM,4,1,13,4,15,18,11,13,7,491,37,48,0.7,944,8,,,
PAN02,STEM,4,1,13,4,16,18,11,13,7,495,41,52,0.7,944,8,,,
PAN02,STEM,4,1,13,4,17,18,11,13,7,498,45,57,0.7,944,8,,,
PAN02,STEM,4,1,13,4,18,18,11,13,7,503,49,62,0.71,944,8,,,
PAN02,STEM,4,1,13,4,19,18,11,13,7,506,53,67,0.71,944,8,,,
PAN02,STEM,5,1,13,5,3,18,11,13,12,450,0,0,0,944,8,24.6,24.6,7
PAN02,STEM,5,1,13,5,4,18,11,13,12,449,0,4,0,944,8,,,
PAN02,STEM,5,1,13,5,5,18,11,13,12,449,0,9,0,944,8,,,
PAN02,STEM,5,1,13,5,6,18,11,13,12,450,0,14,0,944,8,,,
PAN02,STEM,5,1,13,5,7,18,11,13,12,450,0,19,0.03,944,8,,,
PAN02,STEM,5,1,13,5,8,18,11,13,12,451,1,24,0.05,944,8,,,
PAN02,STEM,5,1,13,5,9,18,11,13,12,452,2,28,0.07,944,8,,,
PAN02,STEM,5,1,13,5,10,18,11,13,12,453,3,33,0.09,944,8,,,
PAN02,STEM,5,1,13,5,11,18,11,13,12,454,4,38,0.1,944,8,,,
PAN02,STEM,5,1,13,5,12,18,11,13,12,454,5,43,0.11,944,8,,,
PAN02,STEM,5,1,13,5,13,18,11,13,13,455,6,48,0.11,944,8,,,
PAN02,STEM,5,1,13,5,14,18,11,13,13,456,7,52,0.12,944,8,,,
PAN02,STEM,5,1,13,5,15,18,11,13,13,457,8,57,0.12,944,8,,,
PAN02,STEM,5,1,13,5,16,18,11,13,13,457,8,62,0.12,944,8,,,
PAN02,STEM,5,1,13,5,17,18,11,13,13,458,9,67,0.13,944,8,,,
PAN02,STEM,5,1,13,5,18,18,11,13,13,459,10,72,0.13,944,8,,,
PAN02,STEM,5,1,13,5,19,18,11,13,13,460,11,76,0.13,944,8,,,
PAN02,STEM,5,1,13,5,20,18,11,13,13,460,12,81,0.13,944,8,,,
PAN02,STEM,5,1,13,5,21,18,11,13,13,461,12,86,0.13,944,8,,,
PAN02,STEM,5,1,13,5,22,18,11,13,13,462,13,91,0.13,944,8,,,
PAN02,STEM,5,1,13,5,23,18,11,13,13,463,14,96,0.13,944,8,,,
PAN02,STEM,5,1,13,5,24,18,11,13,13,464,15,100,0.13,944,8,,,
PAN02,STEM,5,1,13,5,25,18,11,13,13,465,16,105,0.14,944,8,,,
PAN02,STEM,5,1,13,5,26,18,11,13,14,466,17,110,0.14,944,8,,,
PAN02,STEM,5,1,13,5,27,18,11,13,14,467,18,115,0.14,944,8,,,
PAN02,STEM,5,1,13,5,28,18,11,13,14,467,19,120,0.14,944,8,,,
PAN02,STEM,5,1,13,5,29,18,11,13,14,468,20,124,0.14,944,8,,,
PAN02,STEM,6,1,13,6,5,18,11,13,18,464,0,0,0,944,8,25,25,7
PAN02,STEM,6,1,13,6,6,18,11,13,18,463,0,4,0,944,8,,,
PAN02,STEM,6,1,13,6,7,18,11,13,19,465,0,9,0,944,8,,,
PAN02,STEM,6,1,13,6,8,18,11,13,19,466,1,14,0.11,944,8,,,
PAN02,STEM,6,1,13,6,9,18,11,13,19,467,3,19,0.15,944,8,,,
PAN02,STEM,6,1,13,6,10,18,11,13,19,468,4,24,0.17,944,8,,,
PAN02,STEM,6,1,13,6,11,18,11,13,19,469,5,28,0.17,944,8,,,
PAN02,STEM,6,1,13,6,12,18,11,13,19,470,6,33,0.17,944,8,,,
PAN02,STEM,6,1,13,6,13,18,11,13,19,470,7,38,0.16,944,8,,,
PAN02,STEM,6,1,13,6,14,18,11,13,19,471,8,43,0.16,944,8,,,
PAN02,STEM,6,1,13,6,15,18,11,13,19,472,8,48,0.16,944,8,,,
PAN02,STEM,6,1,13,6,16,18,11,13,19,473,9,52,0.16,944,8,,,
PAN02,STEM,6,1,13,6,17,18,11,13,19,474,10,57,0.16,944,8,,,
PAN02,STEM,6,1,13,6,18,18,11,13,19,475,11,62,0.16,944,8,,,
PAN02,STEM,6,1,13,6,19,18,11,13,19,476,12,67,0.16,944,8,,,
PAN02,STEM,6,1,13,6,20,18,11,13,20,477,13,72,0.16,944,8,,,
PAN02,STEM,6,1,13,6,21,18,11,13,20,478,14,76,0.16,944,8,,,
PAN02,STEM,6,1,13,6,22,18,11,13,20,479,15,81,0.16,944,8,,,
PAN02,STEM,6,1,13,6,23,18,11,13,20,480,16,86,0.16,944,8,,,
PAN02,STEM,6,1,13,6,24,18,11,13,20,481,17,91,0.16,944,8,,,
PAN02,STEM,6,1,13,6,25,18,11,13,20,481,18,96,0.16,944,8,,,
PAN02,STEM,6,1,13,6,26,18,11,13,20,482,18,100,0.16,944,8,,,
PAN02,STEM,6,1,13,6,27,18,11,13,20,483,19,105,0.16,944,8,,,
PAN02,STEM,6,1,13,6,28,18,11,13,20,484,20,110,0.16,944,8,,,
PAN02,STEM,6,1,13,6,29,18,11,13,20,485,21,115,0.16,944,8,,,
PAN02,STEM,6,1,13,6,30,18,11,13,20,485,22,120,0.16,944,8,,,
PAN02,STEM,6,1,13,6,31,18,11,13,20,486,23,124,0.16,944,8,,,
PAN02,STEM,7,1,13,7,1,18,11,13,47,444,0,0,0,943,8,26.6,25.6,7
PAN02,STEM,7,1,13,7,2,18,11,13,47,445,0,4,0,943,8,,,
PAN02,STEM,7,1,13,7,3,18,11,13,47,446,0,9,0,943,8,,,
PAN02,STEM,7,1,13,7,4,18,11,13,47,447,2,14,0.13,943,8,,,
PAN02,STEM,7,1,13,7,5,18,11,13,47,447,2,19,0.13,943,8,,,
PAN02,STEM,7,1,13,7,6,18,11,13,47,448,3,24,0.14,943,8,,,
PAN02,STEM,7,1,13,7,7,18,11,13,48,449,4,28,0.15,943,8,,,
PAN02,STEM,7,1,13,7,8,18,11,13,48,451,6,33,0.16,943,8,,,
PAN02,STEM,7,1,13,7,9,18,11,13,48,451,7,38,0.16,943,8,,,
PAN02,STEM,7,1,13,7,10,18,11,13,48,452,8,43,0.16,943,8,,,
PAN02,STEM,7,1,13,7,11,18,11,13,48,453,8,48,0.16,943,8,,,
PAN02,STEM,7,1,13,7,12,18,11,13,48,454,9,52,0.16,943,8,,,
PAN02,STEM,7,1,13,7,13,18,11,13,48,455,10,57,0.16,943,8,,,
PAN02,STEM,7,1,13,7,14,18,11,13,48,455,11,62,0.16,943,8,,,
PAN02,STEM,7,1,13,7,15,18,11,13,48,456,12,67,0.16,943,8,,,
PAN02,STEM,7,1,13,7,16,18,11,13,48,457,12,72,0.16,943,8,,,
PAN02,STEM,7,1,13,7,17,18,11,13,48,458,13,76,0.16,943,8,,,
PAN02,STEM,7,1,13,7,18,18,11,13,48,459,14,81,0.16,943,8,,,
PAN02,STEM,7,1,13,7,19,18,11,13,49,460,15,86,0.16,943,8,,,
PAN02,STEM,7,1,13,7,20,18,11,13,49,461,16,91,0.16,943,8,,,
PAN02,STEM,7,1,13,7,21,18,11,13,49,462,17,96,0.16,943,8,,,
PAN02,STEM,7,1,13,7,22,18,11,13,49,463,18,100,0.16,943,8,,,
PAN02,STEM,7,1,13,7,23,18,11,13,49,463,19,105,0.16,943,8,,,
PAN02,STEM,7,1,13,7,24,18,11,13,49,464,19,110,0.16,943,8,,,
PAN02,STEM,7,1,13,7,25,18,11,13,49,465,20,115,0.16,943,8,,,
PAN02,STEM,7,1,13,7,26,18,11,13,49,466,21,120,0.16,943,8,,,
PAN02,STEM,7,1,13,7,27,18,11,13,49,467,22,124,0.16,943,8,,,
PAN02,STEM,8,1,13,8,3,18,11,13,53,424,0,0,0,943,8,25.1,25.7,7
PAN02,STEM,8,1,13,8,4,18,11,13,53,424,0,4,0,943,8,,,
PAN02,STEM,8,1,13,8,5,18,11,13,53,425,0,9,0,943,8,,,
PAN02,STEM,8,1,13,8,6,18,11,13,54,425,1,14,0.09,943,8,,,
PAN02,STEM,8,1,13,8,7,18,11,13,54,426,1,19,0.08,943,8,,,
PAN02,STEM,8,1,13,8,8,18,11,13,54,426,2,24,0.08,943,8,,,
PAN02,STEM,8,1,13,8,9,18,11,13,54,426,2,28,0.08,943,8,,,
PAN02,STEM,8,1,13,8,10,18,11,13,54,427,2,33,0.07,943,8,,,
PAN02,STEM,8,1,13,8,11,18,11,13,54,427,3,38,0.07,943,8,,,
PAN02,STEM,8,1,13,8,12,18,11,13,54,428,3,43,0.07,943,8,,,
PAN02,STEM,8,1,13,8,13,18,11,13,54,428,4,48,0.07,943,8,,,
PAN02,STEM,8,1,13,8,14,18,11,13,54,428,4,52,0.07,943,8,,,
PAN02,STEM,8,1,13,8,15,18,11,13,54,429,4,57,0.07,943,8,,,
PAN02,STEM,8,1,13,8,16,18,11,13,54,429,5,62,0.07,943,8,,,
PAN02,STEM,8,1,13,8,17,18,11,13,54,429,5,67,0.07,943,8,,,
PAN02,STEM,8,1,13,8,18,18,11,13,54,430,5,72,0.07,943,8,,,
PAN02,STEM,8,1,13,8,19,18,11,13,55,430,6,76,0.07,943,8,,,
PAN02,STEM,8,1,13,8,20,18,11,13,55,430,6,81,0.07,943,8,,,
PAN02,STEM,8,1,13,8,21,18,11,13,55,431,6,86,0.07,943,8,,,
PAN02,STEM,8,1,13,8,22,18,11,13,55,431,7,91,0.07,943,8,,,
PAN02,STEM,8,1,13,8,23,18,11,13,55,432,7,96,0.07,943,8,,,
PAN02,STEM,8,1,13,8,24,18,11,13,55,432,7,100,0.07,943,8,,,
PAN02,STEM,8,1,13,8,25,18,11,13,55,432,8,105,0.07,943,8,,,
PAN02,STEM,8,1,13,8,26,18,11,13,55,433,8,110,0.07,943,8,,,
PAN02,STEM,8,1,13,8,27,18,11,13,55,433,9,115,0.07,943,8,,,
PAN02,STEM,8,1,13,8,28,18,11,13,55,433,9,120,0.07,943,8,,,
PAN02,STEM,8,1,13,8,29,18,11,13,55,434,9,124,0.07,943,8,,,
PAN02,STEM,9,1,13,9,1,18,11,13,58,455,0,0,0,943,8,26.9,26,7
PAN02,STEM,9,1,13,9,2,18,11,13,58,455,0,4,0,943,8,,,
PAN02,STEM,9,1,13,9,3,18,11,13,59,455,0,9,0,943,8,,,
PAN02,STEM,9,1,13,9,4,18,11,13,59,455,0,14,0,943,8,,,
PAN02,STEM,9,1,13,9,5,18,11,13,59,456,0,19,0.04,943,8,,,
PAN02,STEM,9,1,13,9,6,18,11,13,59,457,1,24,0.06,943,8,,,
PAN02,STEM,9,1,13,9,7,18,11,13,59,459,3,28,0.1,942,8,,,
PAN02,STEM,9,1,13,9,8,18,11,13,59,458,3,33,0.1,943,8,,,
PAN02,STEM,9,1,13,9,9,18,11,13,59,459,4,38,0.1,943,8,,,
PAN02,STEM,9,1,13,9,10,18,11,13,59,460,5,43,0.11,943,8,,,
PAN02,STEM,9,1,13,9,11,18,11,13,59,461,6,48,0.11,943,8,,,
PAN02,STEM,9,1,13,9,12,18,11,13,59,461,6,52,0.11,943,8,,,
PAN02,STEM,9,1,13,9,13,18,11,13,59,463,7,57,0.12,942,8,,,
PAN02,STEM,9,1,13,9,14,18,11,13,59,463,8,62,0.12,943,8,,,
PAN02,STEM,9,1,13,9,15,18,11,13,59,464,9,67,0.12,943,8,,,
PAN02,STEM,9,1,13,9,16,18,11,14,0,464,10,72,0.12,943,8,,,
PAN02,STEM,9,1,13,9,17,18,11,14,0,465,10,76,0.12,942,8,,,
PAN02,STEM,9,1,13,9,18,18,11,14,0,466,11,81,0.12,943,8,,,
PAN02,STEM,9,1,13,9,19,18,11,14,0,466,12,86,0.12,943,8,,,
PAN02,STEM,9,1,13,9,20,18,11,14,0,468,13,91,0.12,942,8,,,
PAN02,STEM,9,1,13,9,21,18,11,14,0,468,13,96,0.12,943,8,,,
PAN02,STEM,9,1,13,9,22,18,11,14,0,468,14,100,0.12,943,8,,,
PAN02,STEM,9,1,13,9,23,18,11,14,0,469,15,105,0.12,943,8,,,
PAN02,STEM,9,1,13,9,24,18,11,14,0,470,15,110,0.12,943,8,,,
PAN02,STEM,9,1,13,9,25,18,11,14,0,471,16,115,0.13,943,8,,,
PAN02,STEM,9,1,13,9,26,18,11,14,0,471,17,120,0.13,943,8,,,
PAN02,STEM,9,1,13,9,27,18,11,14,0,472,18,124,0.13,943,8,,,
PAN02,STEM,10,1,13,10,1,18,11,14,3,437,0,0,0,943,8,27,26.6,7
PAN02,STEM,10,1,13,10,2,18,11,14,3,445,0,4,0,943,8,,,
PAN02,STEM,10,1,13,10,3,18,11,14,3,450,0,9,0,943,8,,,
PAN02,STEM,10,1,13,10,4,18,11,14,3,453,15,14,0.97,943,8,,,
PAN02,STEM,10,1,13,10,5,18,11,14,3,454,16,19,0.78,943,8,,,
PAN02,STEM,10,1,13,10,6,18,11,14,3,456,17,24,0.65,943,8,,,
PAN02,STEM,10,1,13,10,7,18,11,14,4,457,17,28,0.55,943,8,,,
PAN02,STEM,10,1,13,10,8,18,11,14,4,458,18,33,0.48,943,8,,,
PAN02,STEM,10,1,13,10,9,18,11,14,4,458,18,38,0.43,943,8,,,
PAN02,STEM,10,1,13,10,10,18,11,14,4,459,18,43,0.38,943,8,,,
PAN02,STEM,10,1,13,10,11,18,11,14,4,460,18,48,0.35,943,8,,,
PAN02,STEM,10,1,13,10,12,18,11,14,4,461,18,52,0.32,943,8,,,
PAN02,STEM,10,1,13,10,13,18,11,14,4,461,19,57,0.29,943,8,,,
PAN02,STEM,10,1,13,10,14,18,11,14,4,462,19,62,0.28,943,8,,,
PAN02,STEM,10,1,13,10,15,18,11,14,4,463,19,67,0.26,943,8,,,
PAN02,STEM,10,1,13,10,16,18,11,14,4,463,20,72,0.25,943,8,,,
PAN02,STEM,10,1,13,10,17,18,11,14,4,464,20,76,0.23,943,8,,,
PAN02,STEM,10,1,13,10,18,18,11,14,4,465,20,81,0.22,943,8,,,
PAN02,STEM,10,1,13,10,19,18,11,14,4,466,21,86,0.21,943,8,,,
PAN02,STEM,10,1,13,10,20,18,11,14,5,466,21,91,0.21,943,8,,,
PAN02,STEM,10,1,13,10,21,18,11,14,5,467,21,96,0.2,943,8,,,
PAN02,STEM,10,1,13,10,22,18,11,14,5,467,22,100,0.19,943,8,,,
PAN02,STEM,10,1,13,10,23,18,11,14,5,468,22,105,0.19,943,8,,,
PAN02,STEM,10,1,13,10,24,18,11,14,5,468,22,110,0.18,943,8,,,
PAN02,STEM,10,1,13,10,25,18,11,14,5,467,22,115,0.17,943,8,,,
PAN02,STEM,10,1,13,10,26,18,11,14,5,468,22,120,0.16,943,8,,,
PAN02,STEM,10,1,13,10,27,18,11,14,5,470,22,124,0.16,943,8,,,
PAN02,STEM,11,1,13,11,1,18,11,14,8,417,0,0,0,943,8,27.2,26,7
PAN02,STEM,11,1,13,11,2,18,11,14,8,420,0,4,0,943,8,,,
PAN02,STEM,11,1,13,11,3,18,11,14,8,422,0,9,0,943,8,,,
PAN02,STEM,11,1,13,11,4,18,11,14,8,423,6,14,0.38,943,8,,,
PAN02,STEM,11,1,13,11,5,18,11,14,8,424,7,19,0.33,943,8,,,
PAN02,STEM,11,1,13,11,6,18,11,14,8,425,7,24,0.29,943,8,,,
PAN02,STEM,11,1,13,11,7,18,11,14,9,426,8,28,0.27,943,8,,,
PAN02,STEM,11,1,13,11,8,18,11,14,9,427,9,33,0.25,943,8,,,
PAN02,STEM,11,1,13,11,9,18,11,14,9,428,10,38,0.23,943,8,,,
PAN02,STEM,11,1,13,11,10,18,11,14,9,428,10,43,0.22,943,8,,,
PAN02,STEM,11,1,13,11,11,18,11,14,9,429,11,48,0.21,943,8,,,
PAN02,STEM,11,1,13,11,12,18,11,14,9,430,12,52,0.2,943,8,,,
PAN02,STEM,11,1,13,11,13,18,11,14,9,431,12,57,0.2,943,8,,,
PAN02,STEM,11,1,13,11,14,18,11,14,9,432,13,62,0.19,943,8,,,
PAN02,STEM,11,1,13,11,15,18,11,14,9,433,14,67,0.19,943,8,,,
PAN02,STEM,11,1,13,11,16,18,11,14,9,433,14,72,0.18,943,8,,,
PAN02,STEM,11,1,13,11,17,18,11,14,9,434,15,76,0.18,943,8,,,
PAN02,STEM,11,1,13,11,18,18,11,14,9,435,16,81,0.18,943,8,,,
PAN02,STEM,11,1,13,11,19,18,11,14,10,435,16,86,0.17,943,8,,,
PAN02,STEM,11,1,13,11,20,18,11,14,10,436,17,91,0.17,943,8,,,
PAN02,STEM,11,1,13,11,21,18,11,14,10,437,18,96,0.17,943,8,,,
PAN02,STEM,11,1,13,11,22,18,11,14,10,438,19,100,0.17,943,8,,,
PAN02,STEM,11,1,13,11,23,18,11,14,10,439,19,105,0.16,943,8,,,
PAN02,STEM,11,1,13,11,24,18,11,14,10,440,20,110,0.16,943,8,,,
PAN02,STEM,11,1,13,11,25,18,11,14,10,441,21,115,0.16,943,8,,,
PAN02,STEM,11,1,13,11,26,18,11,14,10,441,21,120,0.16,943,8,,,
PAN02,STEM,11,1,13,11,27,18,11,14,10,442,22,124,0.16,943,8,,,
PAN02,STEM,12,1,13,12,1,18,11,13,41,411,0,0,0,943,8,26,25.6,7
PAN02,STEM,12,1,13,12,2,18,11,13,41,411,0,4,0,943,8,,,
PAN02,STEM,12,1,13,12,3,18,11,13,41,414,0,9,0,943,8,,,
PAN02,STEM,12,1,13,12,4,18,11,13,41,416,5,14,0.32,943,8,,,
PAN02,STEM,12,1,13,12,5,18,11,13,41,418,7,19,0.34,943,8,,,
PAN02,STEM,12,1,13,12,6,18,11,13,41,420,9,24,0.35,943,8,,,
PAN02,STEM,12,1,13,12,7,18,11,13,41,422,11,28,0.35,943,8,,,
PAN02,STEM,12,1,13,12,8,18,11,13,41,424,13,33,0.35,943,8,,,
PAN02,STEM,12,1,13,12,9,18,11,13,41,426,15,38,0.36,943,8,,,
PAN02,STEM,12,1,13,12,10,18,11,13,41,428,17,43,0.36,943,8,,,
PAN02,STEM,12,1,13,12,11,18,11,13,42,429,19,48,0.35,943,8,,,
PAN02,STEM,12,1,13,12,12,18,11,13,42,431,21,52,0.35,943,8,,,
PAN02,STEM,12,1,13,12,13,18,11,13,42,433,22,57,0.35,943,8,,,
PAN02,STEM,12,1,13,12,14,18,11,13,42,435,24,62,0.35,943,8,,,
PAN02,STEM,12,1,13,12,15,18,11,13,42,437,26,67,0.35,943,8,,,
PAN02,STEM,12,1,13,12,16,18,11,13,42,438,28,72,0.35,943,8,,,
PAN02,STEM,12,1,13,12,17,18,11,13,42,440,30,76,0.35,943,8,,,
PAN02,STEM,12,1,13,12,18,18,11,13,42,442,31,81,0.35,944,8,,,
PAN02,STEM,12,1,13,12,19,18,11,13,42,444,33,86,0.35,943,8,,,
PAN02,STEM,12,1,13,12,20,18,11,13,42,446,35,91,0.35,943,8,,,
PAN02,STEM,12,1,13,12,21,18,11,13,42,448,37,96,0.35,943,8,,,
PAN02,STEM,12,1,13,12,22,18,11,13,42,450,39,100,0.35,943,8,,,
PAN02,STEM,12,1,13,12,23,18,11,13,42,452,41,105,0.35,943,8,,,
PAN02,STEM,12,1,13,12,24,18,11,13,43,454,43,110,0.35,943,8,,,
PAN02,STEM,12,1,13,12,25,18,11,13,43,455,44,115,0.35,943,8,,,
PAN02,STEM,12,1,13,12,26,18,11,13,43,457,46,120,0.35,943,8,,,
PAN02,STEM,12,1,13,12,27,18,11,13,43,457,48,124,0.34,943,8,,,
PAN02,STEM,13,1,13,13,1,18,11,13,36,439,0,0,0,943,8,25.9,25.6,7
PAN02,STEM,13,1,13,13,2,18,11,13,36,440,0,4,0,943,8,,,
PAN02,STEM,13,1,13,13,3,18,11,13,36,441,0,9,0,943,8,,,
PAN02,STEM,13,1,13,13,4,18,11,13,36,441,2,14,0.16,943,8,,,
PAN02,STEM,13,1,13,13,5,18,11,13,36,442,3,19,0.15,943,8,,,
PAN02,STEM,13,1,13,13,6,18,11,13,36,443,4,24,0.15,943,8,,,
PAN02,STEM,13,1,13,13,7,18,11,13,36,444,4,28,0.14,943,8,,,
PAN02,STEM,13,1,13,13,8,18,11,13,37,445,5,33,0.14,943,8,,,
PAN02,STEM,13,1,13,13,9,18,11,13,37,445,6,38,0.14,943,8,,,
PAN02,STEM,13,1,13,13,10,18,11,13,37,446,7,43,0.14,943,8,,,
PAN02,STEM,13,1,13,13,11,18,11,13,37,446,7,48,0.14,943,8,,,
PAN02,STEM,13,1,13,13,12,18,11,13,37,446,8,52,0.13,944,8,,,
PAN02,STEM,13,1,13,13,13,18,11,13,37,447,8,57,0.13,944,8,,,
PAN02,STEM,13,1,13,13,14,18,11,13,37,449,9,62,0.13,943,8,,,
PAN02,STEM,13,1,13,13,15,18,11,13,37,449,9,67,0.13,943,8,,,
PAN02,STEM,13,1,13,13,16,18,11,13,37,450,10,72,0.13,943,8,,,
PAN02,STEM,13,1,13,13,17,18,11,13,37,451,11,76,0.13,943,8,,,
PAN02,STEM,13,1,13,13,18,18,11,13,37,451,12,81,0.13,944,8,,,
PAN02,STEM,13,1,13,13,19,18,11,13,37,452,12,86,0.13,943,8,,,
PAN02,STEM,13,1,13,13,20,18,11,13,37,453,13,91,0.13,943,8,,,
PAN02,STEM,13,1,13,13,21,18,11,13,38,453,14,96,0.13,943,8,,,
PAN02,STEM,13,1,13,13,22,18,11,13,38,453,14,100,0.13,944,8,,,
PAN02,STEM,13,1,13,13,23,18,11,13,38,455,15,105,0.13,943,8,,,
PAN02,STEM,13,1,13,13,24,18,11,13,38,455,16,110,0.13,944,8,,,
PAN02,STEM,13,1,13,13,25,18,11,13,38,457,17,115,0.13,943,8,,,
PAN02,STEM,13,1,13,13,26,18,11,13,38,457,17,120,0.13,943,8,,,
PAN02,STEM,13,1,13,13,27,18,11,13,38,458,18,124,0.13,943,8,,,
PAN02,STEM,14,1,13,14,11,18,11,13,31,427,0,0,0,944,8,25.6,25.7,7
PAN02,STEM,14,1,13,14,12,18,11,13,31,439,0,4,0,944,8,,,
PAN02,STEM,14,1,13,14,13,18,11,13,32,443,0,9,0,944,8,,,
PAN02,STEM,14,1,13,14,14,18,11,13,32,446,18,14,1.12,944,8,,,
PAN02,STEM,14,1,13,14,15,18,11,13,32,448,19,19,0.9,944,8,,,
PAN02,STEM,14,1,13,14,16,18,11,13,32,449,19,24,0.74,944,8,,,
PAN02,STEM,14,1,13,14,17,18,11,13,32,450,20,28,0.62,944,8,,,
PAN02,STEM,14,1,13,14,18,18,11,13,32,451,20,33,0.54,944,8,,,
PAN02,STEM,14,1,13,14,19,18,11,13,32,453,20,38,0.48,944,8,,,
PAN02,STEM,14,1,13,14,20,18,11,13,32,453,20,43,0.43,944,8,,,
PAN02,STEM,14,1,13,14,21,18,11,13,32,455,21,48,0.39,944,8,,,
PAN02,STEM,14,1,13,14,22,18,11,13,32,455,21,52,0.36,944,8,,,
PAN02,STEM,14,1,13,14,23,18,11,13,32,456,21,57,0.34,944,8,,,
PAN02,STEM,14,1,13,14,24,18,11,13,32,457,22,62,0.32,944,8,,,
PAN02,STEM,14,1,13,14,25,18,11,13,33,458,22,67,0.3,944,8,,,
PAN02,STEM,14,1,13,14,26,18,11,13,33,459,22,72,0.28,944,8,,,
PAN02,STEM,14,1,13,14,27,18,11,13,33,460,23,76,0.27,944,8,,,
PAN02,STEM,14,1,13,14,28,18,11,13,33,460,23,81,0.26,944,8,,,
PAN02,STEM,14,1,13,14,29,18,11,13,33,462,24,86,0.25,944,8,,,
PAN02,STEM,14,1,13,14,30,18,11,13,33,462,25,91,0.24,944,8,,,
PAN02,STEM,14,1,13,14,31,18,11,13,33,463,25,96,0.23,944,8,,,
PAN02,STEM,14,1,13,14,32,18,11,13,33,464,26,100,0.23,944,8,,,
PAN02,STEM,14,1,13,14,33,18,11,13,33,465,26,105,0.22,944,8,,,
PAN02,STEM,14,1,13,14,34,18,11,13,33,466,27,110,0.22,944,8,,,
PAN02,STEM,14,1,13,14,35,18,11,13,33,467,28,115,0.21,944,8,,,
PAN02,STEM,14,1,13,14,36,18,11,13,33,468,28,120,0.21,944,8,,,
PAN02,STEM,14,1,13,14,37,18,11,13,33,469,29,124,0.21,944,8,,,
PAN02,STEM,15,1,13,15,1,18,11,13,23,439,0,0,0,945,8,26,24.9,7
PAN02,STEM,15,1,13,15,2,18,11,13,23,445,0,4,0,944,8,,,
PAN02,STEM,15,1,13,15,3,18,11,13,24,447,0,9,0,944,8,,,
PAN02,STEM,15,1,13,15,4,18,11,13,24,449,9,14,0.59,944,8,,,
PAN02,STEM,15,1,13,15,5,18,11,13,24,449,9,19,0.45,945,8,,,
PAN02,STEM,15,1,13,15,6,18,11,13,24,450,10,24,0.37,945,8,,,
PAN02,STEM,15,1,13,15,7,18,11,13,24,452,11,28,0.34,944,8,,,
PAN02,STEM,15,1,13,15,8,18,11,13,24,452,11,33,0.3,945,8,,,
PAN02,STEM,15,1,13,15,9,18,11,13,24,453,11,38,0.28,945,8,,,
PAN02,STEM,15,1,13,15,10,18,11,13,24,455,12,43,0.26,944,8,,,
PAN02,STEM,15,1,13,15,11,18,11,13,24,456,13,48,0.25,944,8,,,
PAN02,STEM,15,1,13,15,12,18,11,13,24,457,14,52,0.24,944,8,,,
PAN02,STEM,15,1,13,15,13,18,11,13,24,458,15,57,0.23,944,8,,,
PAN02,STEM,15,1,13,15,14,18,11,13,24,458,15,62,0.22,944,8,,,
PAN02,STEM,15,1,13,15,15,18,11,13,24,459,16,67,0.22,944,8,,,
PAN02,STEM,15,1,13,15,16,18,11,13,25,461,17,72,0.21,945,8,,,
PAN02,STEM,15,1,13,15,17,18,11,13,25,462,18,76,0.21,944,8,,,
PAN02,STEM,15,1,13,15,18,18,11,13,25,463,19,81,0.21,945,8,,,
