plot_code ,measurement_code ,sub_plot,replica,year,egm_measurement,recno,day,month,hour,min,co2ref_ppm,Input D,time,Input F,atmp_mb,probe_type,AirTemp,StemTemp,CoHeight
PAN02,STEM,1,1,13,1,1,22,6,14,38,447,0,0,0,945,8,24.3,23.6,7
PAN02,STEM,1,1,13,1,2,22,6,14,38,457,0,4,0,945,8,,,
PAN02,STEM,1,1,13,1,3,22,6,14,38,462,0,9,0,945,8,,,
PAN02,STEM,1,1,13,1,4,22,6,14,38,464,16,14,1.01,945,8,,,
PAN02,STEM,1,1,13,1,5,22,6,14,39,465,16,19,0.79,945,8,,,
PAN02,STEM,1,1,13,1,6,22,6,14,39,467,17,24,0.65,945,8,,,
PAN02,STEM,1,1,13,1,7,22,6,14,39,468,17,28,0.56,945,8,,,
PAN02,STEM,1,1,13,1,8,22,6,14,39,469,18,33,0.48,945,8,,,
PAN02,STEM,1,1,13,1,9,22,6,14,39,470,18,38,0.43,945,8,,,
PAN02,STEM,1,1,13,1,10,22,6,14,39,471,19,43,0.4,945,8,,,
PAN02,STEM,1,1,13,1,11,22,6,14,39,472,19,48,0.37,945,8,,,
PAN02,STEM,1,1,13,1,12,22,6,14,39,473,20,52,0.34,945,8,,,
PAN02,STEM,1,1,13,1,13,22,6,14,39,474,20,57,0.32,945,8,,,
PAN02,STEM,1,1,13,1,14,22,6,14,39,476,21,62,0.31,945,8,,,
PAN02,STEM,1,1,13,1,15,22,6,14,39,477,22,67,0.29,945,8,,,
PAN02,STEM,1,1,13,1,16,22,6,14,39,478,23,72,0.28,945,8,,,
PAN02,STEM,1,1,13,1,17,22,6,14,40,479,24,76,0.28,945,8,,,
PAN02,STEM,1,1,13,1,18,22,6,14,40,481,24,81,0.27,945,8,,,
PAN02,STEM,1,1,13,1,19,22,6,14,40,482,25,86,0.27,945,8,,,
PAN02,STEM,1,1,13,1,20,22,6,14,40,483,26,91,0.26,945,8,,,
PAN02,STEM,1,1,13,1,21,22,6,14,40,484,27,96,0.26,945,8,,,
PAN02,STEM,1,1,13,1,22,22,6,14,40,485,28,100,0.25,945,8,,,
PAN02,STEM,1,1,13,1,23,22,6,14,40,486,29,105,0.25,945,8,,,
PAN02,STEM,1,1,13,1,24,22,6,14,40,487,30,110,0.25,945,8,,,
PAN02,STEM,1,1,13,1,25,22,6,14,40,488,31,115,0.24,945,8,,,
PAN02,STEM,1,1,13,1,26,22,6,14,40,490,32,120,0.24,945,8,,,
PAN02,STEM,1,1,13,1,27,22,6,14,40,491,33,124,0.24,945,8,,,
PAN02,STEM,2,1,13,2,1,22,6,14,33,462,0,0,0,945,8,24.1,24.3,7
PAN02,STEM,2,1,13,2,2,22,6,14,33,463,0,4,0,945,8,,,
PAN02,STEM,2,1,13,2,3,22,6,14,33,463,0,9,0,945,8,,,
PAN02,STEM,2,1,13,2,4,22,6,14,33,464,2,14,0.12,945,8,,,
PAN02,STEM,2,1,13,2,5,22,6,14,33,465,2,19,0.12,945,8,,,
PAN02,STEM,2,1,13,2,6,22,6,14,33,465,3,24,0.11,945,8,,,
PAN02,STEM,2,1,13,2,7,22,6,14,33,466,3,28,0.1,945,8,,,
PAN02,STEM,2,1,13,2,8,22,6,14,33,466,4,33,0.1,945,8,,,
PAN02,STEM,2,1,13,2,9,22,6,14,33,467,4,38,0.1,945,8,,,
PAN02,STEM,2,1,13,2,10,22,6,14,33,468,5,43,0.1,945,8,,,
PAN02,STEM,2,1,13,2,11,22,6,14,33,468,5,48,0.1,945,8,,,
PAN02,STEM,2,1,13,2,12,22,6,14,34,469,6,52,0.1,945,8,,,
PAN02,STEM,2,1,13,2,13,22,6,14,34,469,6,57,0.1,945,8,,,
PAN02,STEM,2,1,13,2,14,22,6,14,34,470,7,62,0.1,945,8,,,
PAN02,STEM,2,1,13,2,15,22,6,14,34,470,8,67,0.1,945,8,,,
PAN02,STEM,2,1,13,2,16,22,6,14,34,471,8,72,0.1,945,8,,,
PAN02,STEM,2,1,13,2,17,22,6,14,34,471,9,76,0.1,945,8,,,
PAN02,STEM,2,1,13,2,18,22,6,14,34,472,9,81,0.1,945,8,,,
PAN02,STEM,2,1,13,2,19,22,6,14,34,472,10,86,0.1,945,8,,,
PAN02,STEM,2,1,13,2,20,22,6,14,34,473,10,91,0.1,945,8,,,
PAN02,STEM,2,1,13,2,21,22,6,14,34,474,11,96,0.1,945,8,,,
PAN02,STEM,2,1,13,2,22,22,6,14,34,474,11,100,0.1,945,8,,,
PAN02,STEM,2,1,13,2,23,22,6,14,34,475,12,105,0.1,945,8,,,
PAN02,STEM,2,1,13,2,24,22,6,14,34,475,12,110,0.1,945,8,,,
PAN02,STEM,2,1,13,2,25,22,6,14,35,476,13,115,0.1,945,8,,,
PAN02,STEM,2,1,13,2,26,22,6,14,35,476,13,120,0.1,945,8,,,
PAN02,STEM,2,1,13,2,27,22,6,14,35,477,14,124,0.1,945,8,,,
PAN02,STEM,3,1,13,3,9,22,6,14,27,440,0,0,0,945,8,24,24.1,7
PAN02,STEM,3,1,13,3,10,22,6,14,27,440,0,4,0,945,8,,,
PAN02,STEM,3,1,13,3,11,22,6,14,27,440,0,9,0,945,8,,,
PAN02,STEM,3,1,13,3,12,22,6,14,27,441,0,14,0.04,945,8,,,
PAN02,STEM,3,1,13,3,13,22,6,14,27,442,1,19,0.08,945,8,,,
PAN02,STEM,3,1,13,3,14,22,6,14,27,443,2,24,0.1,945,8,,,
PAN02,STEM,3,1,13,3,15,22,6,14,27,444,3,28,0.11,945,8,,,
PAN02,STEM,3,1,13,3,16,22,6,14,28,445,4,33,0.12,945,8,,,
PAN02,STEM,3,1,13,3,17,22,6,14,28,445,5,38,0.13,945,8,,,
PAN02,STEM,3,1,13,3,18,22,6,14,28,447,6,43,0.14,945,8,,,
PAN02,STEM,3,1,13,3,19,22,6,14,28,447,7,48,0.14,945,8,,,
PAN02,STEM,3,1,13,3,20,22,6,14,28,449,8,52,0.15,945,8,,,
PAN02,STEM,3,1,13,3,21,22,6,14,28,449,9,57,0.15,945,8,,,
PAN02,STEM,3,1,13,3,22,22,6,14,28,450,10,62,0.15,945,8,,,
PAN02,STEM,3,1,13,3,23,22,6,14,28,451,11,67,0.15,945,8,,,
PAN02,STEM,3,1,13,3,24,22,6,14,28,453,12,72,0.16,945,8,,,
PAN02,STEM,3,1,13,3,25,22,6,14,28,455,14,76,0.16,945,8,,,
PAN02,STEM,3,1,13,3,26,22,6,14,28,457,16,81,0.17,945,8,,,
PAN02,STEM,3,1,13,3,27,22,6,14,28,459,18,86,0.18,945,8,,,
PAN02,STEM,3,1,13,3,28,22,6,14,29,461,20,91,0.19,945,8,,,
PAN02,STEM,3,1,13,3,29,22,6,14,29,463,22,96,0.2,945,8,,,
PAN02,STEM,3,1,13,3,30,22,6,14,29,466,24,100,0.22,945,8,,,
PAN02,STEM,3,1,13,3,31,22,6,14,29,467,26,105,0.22,945,8,,,
PAN02,STEM,3,1,13,3,32,22,6,14,29,469,29,110,0.23,945,8,,,
PAN02,STEM,3,1,13,3,33,22,6,14,29,470,31,115,0.24,945,8,,,
PAN02,STEM,3,1,13,3,34,22,6,14,29,472,33,120,0.24,945,8,,,
PAN02,STEM,3,1,13,3,35,22,6,14,29,474,35,124,0.25,945,8,,,
PAN02,STEM,4,1,13,4,1,22,6,14,16,431,0,0,0,946,8,24,23.9,7
PAN02,STEM,4,1,13,4,2,22,6,14,16,432,0,4,0,946,8,,,
PAN02,STEM,4,1,13,4,3,22,6,14,16,435,0,9,0,946,8,,,
PAN02,STEM,4,1,13,4,4,22,6,14,16,437,5,14,0.36,946,8,,,
PAN02,STEM,4,1,13,4,5,22,6,14,16,438,7,19,0.35,946,8,,,
PAN02,STEM,4,1,13,4,6,22,6,14,16,440,9,24,0.34,946,8,,,
PAN02,STEM,4,1,13,4,7,22,6,14,17,442,11,28,0.34,946,8,,,
PAN02,STEM,4,1,13,4,8,22,6,14,17,443,12,33,0.33,946,8,,,
PAN02,STEM,4,1,13,4,9,22,6,14,17,445,14,38,0.33,946,8,,,
PAN02,STEM,4,1,13,4,10,22,6,14,17,446,15,43,0.32,946,8,,,
PAN02,STEM,4,1,13,4,11,22,6,14,17,448,17,48,0.32,946,8,,,
PAN02,STEM,4,1,13,4,12,22,6,14,17,449,18,52,0.31,946,8,,,
PAN02,STEM,4,1,13,4,13,22,6,14,17,451,19,57,0.31,946,8,,,
PAN02,STEM,4,1,13,4,14,22,6,14,17,453,21,62,0.31,946,8,,,
PAN02,STEM,4,1,13,4,15,22,6,14,17,454,23,67,0.31,946,8,,,
PAN02,STEM,4,1,13,4,16,22,6,14,17,456,24,72,0.3,946,8,,,
PAN02,STEM,4,1,13,4,17,22,6,14,17,457,26,76,0.3,946,8,,,
PAN02,STEM,4,1,13,4,18,22,6,14,17,459,27,81,0.3,946,8,,,
PAN02,STEM,4,1,13,4,19,22,6,14,18,460,29,86,0.3,946,8,,,
PAN02,STEM,4,1,13,4,20,22,6,14,18,462,30,91,0.3,946,8,,,
PAN02,STEM,4,1,13,4,21,22,6,14,18,463,32,96,0.3,946,8,,,
PAN02,STEM,4,1,13,4,22,22,6,14,18,465,33,100,0.3,946,8,,,
PAN02,STEM,4,1,13,4,23,22,6,14,18,467,35,105,0.29,946,8,,,
PAN02,STEM,4,1,13,4,24,22,6,14,18,468,36,110,0.29,946,8,,,
PAN02,STEM,4,1,13,4,25,22,6,14,18,469,38,115,0.29,946,8,,,
PAN02,STEM,4,1,13,4,26,22,6,14,18,471,39,120,0.29,946,8,,,
PAN02,STEM,4,1,13,4,27,22,6,14,18,473,41,124,0.29,946,8,,,
PAN02,STEM,5,1,13,5,1,22,6,13,11,457,0,0,0,947,8,23.9,23.5,7
PAN02,STEM,5,1,13,5,2,22,6,13,11,460,0,4,0,947,8,,,
PAN02,STEM,5,1,13,5,3,22,6,13,11,460,0,9,0,947,8,,,
PAN02,STEM,5,1,13,5,4,22,6,13,11,461,4,14,0.27,947,8,,,
PAN02,STEM,5,1,13,5,5,22,6,13,11,463,5,19,0.24,947,8,,,
PAN02,STEM,5,1,13,5,6,22,6,13,11,463,6,24,0.22,947,8,,,
PAN02,STEM,5,1,13,5,7,22,6,13,11,465,7,28,0.22,947,8,,,
PAN02,STEM,5,1,13,5,8,22,6,13,11,466,8,33,0.21,947,8,,,
PAN02,STEM,5,1,13,5,9,22,6,13,11,467,9,38,0.21,947,8,,,
PAN02,STEM,5,1,13,5,10,22,6,13,11,468,10,43,0.21,947,8,,,
PAN02,STEM,5,1,13,5,11,22,6,13,12,469,11,48,0.2,947,8,,,
PAN02,STEM,5,1,13,5,12,22,6,13,12,470,11,52,0.2,947,8,,,
PAN02,STEM,5,1,13,5,13,22,6,13,12,471,12,57,0.2,947,8,,,
PAN02,STEM,5,1,13,5,14,22,6,13,12,472,13,62,0.19,947,8,,,
PAN02,STEM,5,1,13,5,15,22,6,13,12,473,14,67,0.19,947,8,,,
PAN02,STEM,5,1,13,5,16,22,6,13,12,473,15,72,0.19,947,8,,,
PAN02,STEM,5,1,13,5,17,22,6,13,12,474,16,76,0.19,947,8,,,
PAN02,STEM,5,1,13,5,18,22,6,13,12,475,17,81,0.19,947,8,,,
PAN02,STEM,5,1,13,5,19,22,6,13,12,476,18,86,0.19,947,8,,,
PAN02,STEM,5,1,13,5,20,22,6,13,12,477,19,91,0.18,947,8,,,
PAN02,STEM,5,1,13,5,21,22,6,13,12,479,20,96,0.18,947,8,,,
PAN02,STEM,5,1,13,5,22,22,6,13,12,479,21,100,0.18,947,8,,,
PAN02,STEM,5,1,13,5,23,22,6,13,12,480,21,105,0.18,947,8,,,
PAN02,STEM,5,1,13,5,24,22,6,13,13,481,22,110,0.18,947,8,,,
PAN02,STEM,5,1,13,5,25,22,6,13,13,482,23,115,0.18,947,8,,,
PAN02,STEM,5,1,13,5,26,22,6,13,13,483,24,120,0.18,947,8,,,
PAN02,STEM,5,1,13,5,27,22,6,13,13,484,25,124,0.18,947,8,,,
PAN02,STEM,6,1,13,6,1,22,6,13,5,492,0,0,0,947,8,23.8,23.6,7
PAN02,STEM,6,1,13,6,2,22,6,13,5,503,0,4,0,947,8,,,
PAN02,STEM,6,1,13,6,3,22,6,13,5,504,0,9,0,947,8,,,
PAN02,STEM,6,1,13,6,4,22,6,13,5,506,13,14,0.84,947,8,,,
PAN02,STEM,6,1,13,6,5,22,6,13,5,508,14,19,0.66,947,8,,,
PAN02,STEM,6,1,13,6,6,22,6,13,5,510,15,24,0.57,947,8,,,
PAN02,STEM,6,1,13,6,7,22,6,13,5,511,16,28,0.5,947,8,,,
PAN02,STEM,6,1,13,6,8,22,6,13,5,512,16,33,0.45,947,8,,,
PAN02,STEM,6,1,13,6,9,22,6,13,5,514,17,38,0.41,947,8,,,
PAN02,STEM,6,1,13,6,10,22,6,13,5,515,18,43,0.39,947,8,,,
PAN02,STEM,6,1,13,6,11,22,6,13,5,516,19,48,0.37,947,8,,,
PAN02,STEM,6,1,13,6,12,22,6,13,6,518,20,52,0.35,947,8,,,
PAN02,STEM,6,1,13,6,13,22,6,13,6,520,22,57,0.34,947,8,,,
PAN02,STEM,6,1,13,6,14,22,6,13,6,521,23,62,0.33,947,8,,,
PAN02,STEM,6,1,13,6,15,22,6,13,6,522,24,67,0.32,947,8,,,
PAN02,STEM,6,1,13,6,16,22,6,13,6,524,25,72,0.31,947,8,,,
PAN02,STEM,6,1,13,6,17,22,6,13,6,525,26,76,0.31,947,8,,,
PAN02,STEM,6,1,13,6,18,22,6,13,6,526,27,81,0.3,947,8,,,
PAN02,STEM,6,1,13,6,19,22,6,13,6,528,29,86,0.3,947,8,,,
PAN02,STEM,6,1,13,6,20,22,6,13,6,529,30,91,0.3,947,8,,,
PAN02,STEM,6,1,13,6,21,22,6,13,6,531,31,96,0.29,947,8,,,
PAN02,STEM,6,1,13,6,22,22,6,13,6,532,32,100,0.29,947,8,,,
PAN02,STEM,6,1,13,6,23,22,6,13,6,534,34,105,0.29,947,8,,,
PAN02,STEM,6,1,13,6,24,22,6,13,6,535,35,110,0.29,947,8,,,
PAN02,STEM,6,1,13,6,25,22,6,13,7,536,36,115,0.28,947,8,,,
PAN02,STEM,6,1,13,6,26,22,6,13,7,538,38,120,0.28,947,8,,,
PAN02,STEM,6,1,13,6,27,22,6,13,7,539,39,124,0.28,947,8,,,
PAN02,STEM,7,1,13,7,1,22,6,12,56,485,0,0,0,947,8,23.8,23.3,7
PAN02,STEM,7,1,13,7,2,22,6,12,56,488,0,4,0,947,8,,,
PAN02,STEM,7,1,13,7,3,22,6,12,56,489,0,9,0,947,8,,,
PAN02,STEM,7,1,13,7,4,22,6,12,56,489,4,14,0.28,947,8,,,
PAN02,STEM,7,1,13,7,5,22,6,12,56,490,4,19,0.23,947,8,,,
PAN02,STEM,7,1,13,7,6,22,6,12,56,491,5,24,0.2,947,8,,,
PAN02,STEM,7,1,13,7,7,22,6,12,56,491,5,28,0.17,947,8,,,
PAN02,STEM,7,1,13,7,8,22,6,12,56,491,5,33,0.15,947,8,,,
PAN02,STEM,7,1,13,7,9,22,6,12,56,492,6,38,0.14,947,8,,,
PAN02,STEM,7,1,13,7,10,22,6,12,57,493,6,43,0.13,947,8,,,
PAN02,STEM,7,1,13,7,11,22,6,12,57,493,7,48,0.13,947,8,,,
PAN02,STEM,7,1,13,7,12,22,6,12,57,494,7,52,0.12,947,8,,,
PAN02,STEM,7,1,13,7,13,22,6,12,57,494,7,57,0.12,947,8,,,
PAN02,STEM,7,1,13,7,14,22,6,12,57,495,8,62,0.12,947,8,,,
PAN02,STEM,7,1,13,7,15,22,6,12,57,496,8,67,0.12,947,8,,,
PAN02,STEM,7,1,13,7,16,22,6,12,57,496,9,72,0.11,947,8,,,
PAN02,STEM,7,1,13,7,17,22,6,12,57,496,9,76,0.11,947,8,,,
PAN02,STEM,7,1,13,7,18,22,6,12,57,497,10,81,0.11,947,8,,,
PAN02,STEM,7,1,13,7,19,22,6,12,57,498,10,86,0.11,947,8,,,
PAN02,STEM,7,1,13,7,20,22,6,12,57,498,11,91,0.11,947,8,,,
PAN02,STEM,7,1,13,7,21,22,6,12,57,499,12,96,0.11,947,8,,,
PAN02,STEM,7,1,13,7,22,22,6,12,58,499,12,100,0.11,947,8,,,
PAN02,STEM,7,1,13,7,23,22,6,12,58,500,13,105,0.11,947,8,,,
PAN02,STEM,7,1,13,7,24,22,6,12,58,501,13,110,0.11,947,8,,,
PAN02,STEM,7,1,13,7,25,22,6,12,58,501,14,115,0.11,947,8,,,
PAN02,STEM,7,1,13,7,26,22,6,12,58,502,14,120,0.11,947,8,,,
PAN02,STEM,7,1,13,7,27,22,6,12,58,502,15,124,0.11,947,8,,,
PAN02,STEM,8,1,13,8,27,22,6,12,51,478,0,0,0,947,8,23.7,23.3,7
PAN02,STEM,8,1,13,8,28,22,6,12,51,490,0,4,0,947,8,,,
PAN02,STEM,8,1,13,8,29,22,6,12,51,494,0,9,0,947,8,,,
PAN02,STEM,8,1,13,8,30,22,6,12,51,495,16,14,1.03,947,8,,,
PAN02,STEM,8,1,13,8,31,22,6,12,52,496,16,19,0.77,947,8,,,
PAN02,STEM,8,1,13,8,32,22,6,12,52,496,16,24,0.6,947,8,,,
PAN02,STEM,8,1,13,8,33,22,6,12,52,497,15,28,0.48,947,8,,,
PAN02,STEM,8,1,13,8,34,22,6,12,52,497,15,33,0.4,947,8,,,
PAN02,STEM,8,1,13,8,35,22,6,12,52,498,14,38,0.34,947,8,,,
PAN02,STEM,8,1,13,8,36,22,6,12,52,499,14,43,0.3,947,8,,,
PAN02,STEM,8,1,13,8,37,22,6,12,52,499,14,48,0.27,947,8,,,
PAN02,STEM,8,1,13,8,38,22,6,12,52,500,14,52,0.25,947,8,,,
PAN02,STEM,8,1,13,8,39,22,6,12,52,500,14,57,0.23,947,8,,,
PAN02,STEM,8,1,13,8,40,22,6,12,52,501,14,62,0.21,947,8,,,
PAN02,STEM,8,1,13,8,41,22,6,12,52,502,15,67,0.2,947,8,,,
PAN02,STEM,8,1,13,8,42,22,6,12,52,502,15,72,0.19,947,8,,,
PAN02,STEM,8,1,13,8,43,22,6,12,52,503,15,76,0.18,947,8,,,
PAN02,STEM,8,1,13,8,44,22,6,12,53,503,16,81,0.17,947,8,,,
PAN02,STEM,8,1,13,8,45,22,6,12,53,504,16,86,0.17,947,8,,,
PAN02,STEM,8,1,13,8,46,22,6,12,53,504,16,91,0.16,947,8,,,
PAN02,STEM,8,1,13,8,47,22,6,12,53,505,17,96,0.16,947,8,,,
PAN02,STEM,8,1,13,8,48,22,6,12,53,506,17,100,0.15,947,8,,,
PAN02,STEM,8,1,13,8,49,22,6,12,53,506,17,105,0.15,947,8,,,
PAN02,STEM,8,1,13,8,50,22,6,12,53,507,18,110,0.14,947,8,,,
PAN02,STEM,8,1,13,8,51,22,6,12,53,507,18,115,0.14,947,8,,,
PAN02,STEM,8,1,13,8,52,22,6,12,53,508,19,120,0.14,947,8,,,
PAN02,STEM,8,1,13,8,53,22,6,12,53,508,19,124,0.14,947,8,,,
PAN02,STEM,9,1,13,9,1,22,6,12,27,460,0,0,0,947,8,23.4,22.2,7
PAN02,STEM,9,1,13,9,2,22,6,12,28,466,0,4,0,947,8,,,
PAN02,STEM,9,1,13,9,3,22,6,12,28,465,0,9,0,947,8,,,
PAN02,STEM,9,1,13,9,4,22,6,12,28,465,3,14,0.24,947,8,,,
PAN02,STEM,9,1,13,9,5,22,6,12,28,465,3,19,0.15,947,8,,,
PAN02,STEM,9,1,13,9,6,22,6,12,28,465,3,24,0.12,947,8,,,
PAN02,STEM,9,1,13,9,7,22,6,12,28,466,3,28,0.09,947,8,,,
PAN02,STEM,9,1,13,9,8,22,6,12,28,466,3,33,0.09,947,8,,,
PAN02,STEM,9,1,13,9,9,22,6,12,28,467,3,38,0.08,947,8,,,
PAN02,STEM,9,1,13,9,10,22,6,12,28,467,4,43,0.08,947,8,,,
PAN02,STEM,9,1,13,9,11,22,6,12,28,468,4,48,0.08,947,8,,,
PAN02,STEM,9,1,13,9,12,22,6,12,28,468,5,52,0.08,947,8,,,
PAN02,STEM,9,1,13,9,13,22,6,12,28,469,5,57,0.09,947,8,,,
PAN02,STEM,9,1,13,9,14,22,6,12,29,469,6,62,0.09,947,8,,,
PAN02,STEM,9,1,13,9,15,22,6,12,29,470,6,67,0.09,947,8,,,
PAN02,STEM,9,1,13,9,16,22,6,12,29,470,7,72,0.08,947,8,,,
PAN02,STEM,9,1,13,9,17,22,6,12,29,471,7,76,0.08,947,8,,,
PAN02,STEM,9,1,13,9,18,22,6,12,29,471,8,81,0.08,947,8,,,
PAN02,STEM,9,1,13,9,19,22,6,12,29,472,8,86,0.08,947,8,,,
PAN02,STEM,9,1,13,9,20,22,6,12,29,472,9,91,0.09,947,8,,,
PAN02,STEM,9,1,13,9,21,22,6,12,29,473,9,96,0.09,947,8,,,
PAN02,STEM,9,1,13,9,22,22,6,12,29,473,10,100,0.09,947,8,,,
PAN02,STEM,9,1,13,9,23,22,6,12,29,473,10,105,0.08,947,8,,,
PAN02,STEM,9,1,13,9,24,22,6,12,29,474,10,110,0.08,947,8,,,
PAN02,STEM,9,1,13,9,25,22,6,12,29,474,11,115,0.08,947,8,,,
PAN02,STEM,9,1,13,9,26,22,6,12,29,475,11,120,0.08,947,8,,,
PAN02,STEM,9,1,13,9,27,22,6,12,30,475,12,124,0.08,947,8,,,
PAN02,STEM,10,1,13,10,1,22,6,12,23,463,0,0,0,947,8,23.4,22.2,7
PAN02,STEM,10,1,13,10,2,22,6,12,23,469,0,4,0,947,8,,,
PAN02,STEM,10,1,13,10,3,22,6,12,23,470,0,9,0,948,8,,,
PAN02,STEM,10,1,13,10,4,22,6,12,23,473,8,14,0.55,947,8,,,
PAN02,STEM,10,1,13,10,5,22,6,12,23,473,9,19,0.43,947,8,,,
PAN02,STEM,10,1,13,10,6,22,6,12,23,473,9,24,0.34,947,8,,,
PAN02,STEM,10,1,13,10,7,22,6,12,24,473,8,28,0.26,948,8,,,
PAN02,STEM,10,1,13,10,8,22,6,12,24,474,8,33,0.22,947,8,,,
PAN02,STEM,10,1,13,10,9,22,6,12,24,474,8,38,0.19,947,8,,,
PAN02,STEM,10,1,13,10,10,22,6,12,24,474,7,43,0.16,947,8,,,
PAN02,STEM,10,1,13,10,11,22,6,12,24,474,7,48,0.14,947,8,,,
PAN02,STEM,10,1,13,10,12,22,6,12,24,475,7,52,0.13,947,8,,,
PAN02,STEM,10,1,13,10,13,22,6,12,24,474,7,57,0.11,948,8,,,
PAN02,STEM,10,1,13,10,14,22,6,12,24,475,7,62,0.11,947,8,,,
PAN02,STEM,10,1,13,10,15,22,6,12,24,475,7,67,0.1,947,8,,,
PAN02,STEM,10,1,13,10,16,22,6,12,24,476,7,72,0.09,947,8,,,
PAN02,STEM,10,1,13,10,17,22,6,12,24,476,8,76,0.09,947,8,,,
PAN02,STEM,10,1,13,10,18,22,6,12,24,476,8,81,0.09,947,8,,,
PAN02,STEM,10,1,13,10,19,22,6,12,24,476,8,86,0.08,947,8,,,
PAN02,STEM,10,1,13,10,20,22,6,12,25,476,8,91,0.08,948,8,,,
PAN02,STEM,10,1,13,10,21,22,6,12,25,476,8,96,0.07,948,8,,,
PAN02,STEM,10,1,13,10,22,22,6,12,25,477,8,100,0.07,947,8,,,
PAN02,STEM,10,1,13,10,23,22,6,12,25,477,8,105,0.07,948,8,,,
PAN02,STEM,10,1,13,10,24,22,6,12,25,478,8,110,0.06,947,8,,,
PAN02,STEM,10,1,13,10,25,22,6,12,25,478,8,115,0.06,947,8,,,
PAN02,STEM,10,1,13,10,26,22,6,12,25,478,8,120,0.06,947,8,,,
PAN02,STEM,10,1,13,10,27,22,6,12,25,478,9,124,0.06,947,8,,,
PAN02,STEM,11,1,13,11,19,22,6,12,19,433,0,0,0,948,8,23.4,22.2,7
PAN02,STEM,11,1,13,11,20,22,6,12,19,436,0,4,0,948,8,,,
PAN02,STEM,11,1,13,11,21,22,6,12,19,438,0,9,0,948,8,,,
PAN02,STEM,11,1,13,11,22,22,6,12,19,439,5,14,0.36,948,8,,,
PAN02,STEM,11,1,13,11,23,22,6,12,19,440,6,19,0.28,948,8,,,
PAN02,STEM,11,1,13,11,24,22,6,12,19,440,6,24,0.23,948,8,,,
PAN02,STEM,11,1,13,11,25,22,6,12,19,441,6,28,0.2,948,8,,,
PAN02,STEM,11,1,13,11,26,22,6,12,20,441,6,33,0.18,948,8,,,
PAN02,STEM,11,1,13,11,27,22,6,12,20,442,7,38,0.16,948,8,,,
PAN02,STEM,11,1,13,11,28,22,6,12,20,442,7,43,0.15,948,8,,,
PAN02,STEM,11,1,13,11,29,22,6,12,20,442,7,48,0.14,948,8,,,
PAN02,STEM,11,1,13,11,30,22,6,12,20,443,7,52,0.13,948,8,,,
PAN02,STEM,11,1,13,11,31,22,6,12,20,443,7,57,0.12,948,8,,,
PAN02,STEM,11,1,13,11,32,22,6,12,20,444,8,62,0.11,948,8,,,
PAN02,STEM,11,1,13,11,33,22,6,12,20,444,8,67,0.11,948,8,,,
PAN02,STEM,11,1,13,11,34,22,6,12,20,445,8,72,0.11,948,8,,,
PAN02,STEM,11,1,13,11,35,22,6,12,20,445,9,76,0.1,948,8,,,
PAN02,STEM,11,1,13,11,36,22,6,12,20,445,9,81,0.1,948,8,,,
PAN02,STEM,11,1,13,11,37,22,6,12,20,446,9,86,0.1,948,8,,,
PAN02,STEM,11,1,13,11,38,22,6,12,20,446,9,91,0.09,948,8,,,
PAN02,STEM,11,1,13,11,39,22,6,12,21,447,10,96,0.09,948,8,,,
PAN02,STEM,11,1,13,11,40,22,6,12,21,447,10,100,0.09,948,8,,,
PAN02,STEM,11,1,13,11,41,22,6,12,21,447,11,105,0.09,948,8,,,
PAN02,STEM,11,1,13,11,42,22,6,12,21,447,11,110,0.09,948,8,,,
PAN02,STEM,11,1,13,11,43,22,6,12,21,448,11,115,0.09,948,8,,,
PAN02,STEM,11,1,13,11,44,22,6,12,21,449,11,120,0.08,948,8,,,
PAN02,STEM,11,1,13,11,45,22,6,12,21,449,12,124,0.08,948,8,,,
PAN02,STEM,12,1,13,12,1,22,6,12,10,431,0,0,0,948,8,23.4,23.6,7
PAN02,STEM,12,1,13,12,2,22,6,12,11,431,0,4,0,948,8,,,
PAN02,STEM,12,1,13,12,3,22,6,12,11,432,0,9,0,948,8,,,
PAN02,STEM,12,1,13,12,4,22,6,12,11,433,1,14,0.08,948,8,,,
PAN02,STEM,12,1,13,12,5,22,6,12,11,433,2,19,0.1,948,8,,,
PAN02,STEM,12,1,13,12,6,22,6,12,11,435,3,24,0.13,948,8,,,
PAN02,STEM,12,1,13,12,7,22,6,12,11,436,4,28,0.14,948,8,,,
PAN02,STEM,12,1,13,12,8,22,6,12,11,436,5,33,0.15,948,8,,,
PAN02,STEM,12,1,13,12,9,22,6,12,11,437,6,38,0.15,948,8,,,
PAN02,STEM,12,1,13,12,10,22,6,12,11,438,7,43,0.16,948,8,,,
PAN02,STEM,12,1,13,12,11,22,6,12,11,439,8,48,0.16,948,8,,,
PAN02,STEM,12,1,13,12,12,22,6,12,11,440,9,52,0.16,948,8,,,
PAN02,STEM,12,1,13,12,13,22,6,12,11,441,10,57,0.16,948,8,,,
PAN02,STEM,12,1,13,12,14,22,6,12,11,442,11,62,0.16,948,8,,,
PAN02,STEM,12,1,13,12,15,22,6,12,12,443,12,67,0.16,948,8,,,
PAN02,STEM,12,1,13,12,16,22,6,12,12,444,13,72,0.16,948,8,,,
PAN02,STEM,12,1,13,12,17,22,6,12,12,445,14,76,0.16,948,8,,,
PAN02,STEM,12,1,13,12,18,22,6,12,12,445,15,81,0.16,948,8,,,
