Plot,TypeMeas,Subplot,Meas,DD,MM,YY,Id,Subplot,Meas,;Plot,RecNo,Day,Month,Hour,Min,CO2 Ref,mb Ref,mbR Temp,Input A,Input B,Input C,Input D,Input E,Input F,Input G,Input H,ATMP,Probe Type,a
SPII,TOT,37,1,29,10,11,SPII_TOT_37_1_291011,37,1,23,26,29,10,16,43,447,0,0,0,0,0,35,120,0.23,0,0,834,8,
SPII,TOT,37,1,29,10,11,SPII_TOT_37_1_291011,37,1,23,27,29,10,16,43,449,0,0,0,0,0,37,124,0.24,0,0,834,8,a
SPII,TOT,37,2,29,10,11,SPII_TOT_37_2_291011,37,2,24,1,29,10,16,44,410,0,0,0,0,0,0,0,0,0,0,834,8,
SPII,TOT,37,2,29,10,11,SPII_TOT_37_2_291011,37,2,24,2,29,10,16,44,412,0,0,0,0,0,0,4,0,0,0,834,8,
SPII,TOT,37,2,29,10,11,SPII_TOT_37_2_291011,37,2,24,3,29,10,16,45,413,0,0,0,0,0,0,9,0,0,0,834,8,
SPII,TOT,37,2,29,10,11,SPII_TOT_37_2_291011,37,2,24,4,29,10,16,45,414,0,0,0,0,0,3,14,0.18,0,0,834,8,
SPII,TOT,37,2,29,10,11,SPII_TOT_37_2_291011,37,2,24,5,29,10,16,45,415,0,0,0,0,0,4,19,0.16,0,0,834,8,
SPII,TOT,37,2,29,10,11,SPII_TOT_37_2_291011,37,2,24,6,29,10,16,45,417,0,0,0,0,0,5,24,0.18,0,0,834,8,
SPII,TOT,37,2,29,10,11,SPII_TOT_37_2_291011,37,2,24,7,29,10,16,45,418,0,0,0,0,0,7,28,0.19,0,0,834,8,
SPII,TOT,37,2,29,10,11,SPII_TOT_37_2_291011,37,2,24,8,29,10,16,45,419,0,0,0,0,0,8,33,0.2,0,0,834,8,
SPII,TOT,37,2,29,10,11,SPII_TOT_37_2_291011,37,2,24,9,29,10,16,45,421,0,0,0,0,0,10,38,0.2,0,0,834,8,
SPII,TOT,37,2,29,10,11,SPII_TOT_37_2_291011,37,2,24,10,29,10,16,45,422,0,0,0,0,0,11,43,0.21,0,0,834,8,
SPII,TOT,37,2,29,10,11,SPII_TOT_37_2_291011,37,2,24,11,29,10,16,45,423,0,0,0,0,0,12,48,0.21,0,0,834,8,
SPII,TOT,37,2,29,10,11,SPII_TOT_37_2_291011,37,2,24,12,29,10,16,45,425,0,0,0,0,0,14,52,0.21,0,0,834,8,
SPII,TOT,37,2,29,10,11,SPII_TOT_37_2_291011,37,2,24,13,29,10,16,45,426,0,0,0,0,0,16,57,0.22,0,0,834,8,
SPII,TOT,37,2,29,10,11,SPII_TOT_37_2_291011,37,2,24,14,29,10,16,45,428,0,0,0,0,0,17,62,0.22,0,0,834,8,
SPII,TOT,37,2,29,10,11,SPII_TOT_37_2_291011,37,2,24,15,29,10,16,46,430,0,0,0,0,0,19,67,0.22,0,0,834,8,
SPII,TOT,37,2,29,10,11,SPII_TOT_37_2_291011,37,2,24,16,29,10,16,46,431,0,0,0,0,0,20,72,0.22,0,0,834,8,
SPII,TOT,37,2,29,10,11,SPII_TOT_37_2_291011,37,2,24,17,29,10,16,46,433,0,0,0,0,0,22,76,0.23,0,0,834,8,
SPII,TOT,37,2,29,10,11,SPII_TOT_37_2_291011,37,2,24,18,29,10,16,46,435,0,0,0,0,0,24,81,0.23,0,0,834,8,
SPII,TOT,37,2,29,10,11,SPII_TOT_37_2_291011,37,2,24,19,29,10,16,46,436,0,0,0,0,0,25,86,0.23,0,0,834,8,
SPII,TOT,37,2,29,10,11,SPII_TOT_37_2_291011,37,2,24,20,29,10,16,46,438,0,0,0,0,0,27,91,0.23,0,0,834,8,
SPII,TOT,37,2,29,10,11,SPII_TOT_37_2_291011,37,2,24,21,29,10,16,46,439,0,0,0,0,0,29,96,0.24,0,0,834,8,
SPII,TOT,37,2,29,10,11,SPII_TOT_37_2_291011,37,2,24,22,29,10,16,46,441,0,0,0,0,0,30,100,0.24,0,0,834,8,
SPII,TOT,37,2,29,10,11,SPII_TOT_37_2_291011,37,2,24,23,29,10,16,46,443,0,0,0,0,0,32,105,0.24,0,0,834,8,
SPII,TOT,37,2,29,10,11,SPII_TOT_37_2_291011,37,2,24,24,29,10,16,46,445,0,0,0,0,0,34,110,0.24,0,0,834,8,
SPII,TOT,37,2,29,10,11,SPII_TOT_37_2_291011,37,2,24,25,29,10,16,46,446,0,0,0,0,0,36,115,0.24,0,0,834,8,
SPII,TOT,37,2,29,10,11,SPII_TOT_37_2_291011,37,2,24,26,29,10,16,46,448,0,0,0,0,0,37,120,0.25,0,0,834,8,
SPII,TOT,37,2,29,10,11,SPII_TOT_37_2_291011,37,2,24,27,29,10,16,46,449,0,0,0,0,0,39,124,0.25,0,0,834,8,a
SPII,TOT,38,1,29,10,11,SPII_TOT_38_1_291011,38,1,25,3,29,10,16,53,415,0,0,0,0,0,0,0,0,0,0,834,8,
SPII,TOT,38,1,29,10,11,SPII_TOT_38_1_291011,38,1,25,4,29,10,16,53,418,0,0,0,0,0,0,4,0,0,0,833,8,
SPII,TOT,38,1,29,10,11,SPII_TOT_38_1_291011,38,1,25,5,29,10,16,53,419,0,0,0,0,0,0,9,0,0,0,833,8,
SPII,TOT,38,1,29,10,11,SPII_TOT_38_1_291011,38,1,25,6,29,10,16,53,420,0,0,0,0,0,4,14,0.24,0,0,834,8,
SPII,TOT,38,1,29,10,11,SPII_TOT_38_1_291011,38,1,25,7,29,10,16,53,422,0,0,0,0,0,6,19,0.25,0,0,833,8,
SPII,TOT,38,1,29,10,11,SPII_TOT_38_1_291011,38,1,25,8,29,10,16,53,423,0,0,0,0,0,7,24,0.24,0,0,833,8,
SPII,TOT,38,1,29,10,11,SPII_TOT_38_1_291011,38,1,25,9,29,10,16,53,425,0,0,0,0,0,8,28,0.24,0,0,833,8,
SPII,TOT,38,1,29,10,11,SPII_TOT_38_1_291011,38,1,25,10,29,10,16,53,426,0,0,0,0,0,10,33,0.24,0,0,833,8,
SPII,TOT,38,1,29,10,11,SPII_TOT_38_1_291011,38,1,25,11,29,10,16,53,428,0,0,0,0,0,11,38,0.24,0,0,833,8,
SPII,TOT,38,1,29,10,11,SPII_TOT_38_1_291011,38,1,25,12,29,10,16,53,429,0,0,0,0,0,13,43,0.24,0,0,833,8,
SPII,TOT,38,1,29,10,11,SPII_TOT_38_1_291011,38,1,25,13,29,10,16,53,431,0,0,0,0,0,14,48,0.24,0,0,833,8,
SPII,TOT,38,1,29,10,11,SPII_TOT_38_1_291011,38,1,25,14,29,10,16,53,432,0,0,0,0,0,16,52,0.24,0,0,833,8,
SPII,TOT,38,1,29,10,11,SPII_TOT_38_1_291011,38,1,25,15,29,10,16,54,434,0,0,0,0,0,17,57,0.24,0,0,833,8,
SPII,TOT,38,1,29,10,11,SPII_TOT_38_1_291011,38,1,25,16,29,10,16,54,436,0,0,0,0,0,19,62,0.24,0,0,833,8,
SPII,TOT,38,1,29,10,11,SPII_TOT_38_1_291011,38,1,25,17,29,10,16,54,437,0,0,0,0,0,21,67,0.24,0,0,833,8,
SPII,TOT,38,1,29,10,11,SPII_TOT_38_1_291011,38,1,25,18,29,10,16,54,439,0,0,0,0,0,22,72,0.25,0,0,833,8,
SPII,TOT,38,1,29,10,11,SPII_TOT_38_1_291011,38,1,25,19,29,10,16,54,441,0,0,0,0,0,24,76,0.25,0,0,833,8,
SPII,TOT,38,1,29,10,11,SPII_TOT_38_1_291011,38,1,25,20,29,10,16,54,442,0,0,0,0,0,25,81,0.25,0,0,833,8,
SPII,TOT,38,1,29,10,11,SPII_TOT_38_1_291011,38,1,25,21,29,10,16,54,444,0,0,0,0,0,27,86,0.25,0,0,833,8,
SPII,TOT,38,1,29,10,11,SPII_TOT_38_1_291011,38,1,25,22,29,10,16,54,447,0,0,0,0,0,29,91,0.25,0,0,833,8,
SPII,TOT,38,1,29,10,11,SPII_TOT_38_1_291011,38,1,25,23,29,10,16,54,448,0,0,0,0,0,31,96,0.26,0,0,833,8,
SPII,TOT,38,1,29,10,11,SPII_TOT_38_1_291011,38,1,25,24,29,10,16,54,450,0,0,0,0,0,33,100,0.26,0,0,833,8,
SPII,TOT,38,1,29,10,11,SPII_TOT_38_1_291011,38,1,25,25,29,10,16,54,452,0,0,0,0,0,35,105,0.26,0,0,833,8,
SPII,TOT,38,1,29,10,11,SPII_TOT_38_1_291011,38,1,25,26,29,10,16,54,454,0,0,0,0,0,37,110,0.26,0,0,833,8,
SPII,TOT,38,1,29,10,11,SPII_TOT_38_1_291011,38,1,25,27,29,10,16,54,455,0,0,0,0,0,39,115,0.27,0,0,833,8,
SPII,TOT,38,1,29,10,11,SPII_TOT_38_1_291011,38,1,25,28,29,10,16,55,457,0,0,0,0,0,40,120,0.27,0,0,833,8,
SPII,TOT,38,1,29,10,11,SPII_TOT_38_1_291011,38,1,25,29,29,10,16,55,459,0,0,0,0,0,42,124,0.27,0,0,833,8,a
SPII,TOT,38,2,29,10,11,SPII_TOT_38_2_291011,38,2,26,1,29,10,16,56,417,0,0,0,0,0,0,0,0,0,0,833,8,
SPII,TOT,38,2,29,10,11,SPII_TOT_38_2_291011,38,2,26,2,29,10,16,56,419,0,0,0,0,0,0,4,0,0,0,833,8,
SPII,TOT,38,2,29,10,11,SPII_TOT_38_2_291011,38,2,26,3,29,10,16,56,421,0,0,0,0,0,0,9,0,0,0,833,8,
SPII,TOT,38,2,29,10,11,SPII_TOT_38_2_291011,38,2,26,4,29,10,16,56,422,0,0,0,0,0,5,14,0.29,0,0,833,8,
SPII,TOT,38,2,29,10,11,SPII_TOT_38_2_291011,38,2,26,5,29,10,16,56,423,0,0,0,0,0,6,19,0.26,0,0,833,8,
SPII,TOT,38,2,29,10,11,SPII_TOT_38_2_291011,38,2,26,6,29,10,16,56,425,0,0,0,0,0,7,24,0.25,0,0,833,8,
SPII,TOT,38,2,29,10,11,SPII_TOT_38_2_291011,38,2,26,7,29,10,16,56,427,0,0,0,0,0,9,28,0.26,0,0,833,8,
SPII,TOT,38,2,29,10,11,SPII_TOT_38_2_291011,38,2,26,8,29,10,16,56,429,0,0,0,0,0,11,33,0.26,0,0,833,8,
SPII,TOT,38,2,29,10,11,SPII_TOT_38_2_291011,38,2,26,9,29,10,16,56,430,0,0,0,0,0,12,38,0.26,0,0,833,8,
SPII,TOT,38,2,29,10,11,SPII_TOT_38_2_291011,38,2,26,10,29,10,16,56,431,0,0,0,0,0,14,43,0.26,0,0,833,8,
SPII,TOT,38,2,29,10,11,SPII_TOT_38_2_291011,38,2,26,11,29,10,16,56,434,0,0,0,0,0,16,48,0.27,0,0,833,8,
SPII,TOT,38,2,29,10,11,SPII_TOT_38_2_291011,38,2,26,12,29,10,16,56,435,0,0,0,0,0,18,52,0.27,0,0,833,8,
SPII,TOT,38,2,29,10,11,SPII_TOT_38_2_291011,38,2,26,13,29,10,16,57,437,0,0,0,0,0,20,57,0.27,0,0,833,8,
SPII,TOT,38,2,29,10,11,SPII_TOT_38_2_291011,38,2,26,14,29,10,16,57,440,0,0,0,0,0,22,62,0.28,0,0,833,8,
SPII,TOT,38,2,29,10,11,SPII_TOT_38_2_291011,38,2,26,15,29,10,16,57,441,0,0,0,0,0,24,67,0.28,0,0,833,8,
SPII,TOT,38,2,29,10,11,SPII_TOT_38_2_291011,38,2,26,16,29,10,16,57,443,0,0,0,0,0,26,72,0.28,0,0,833,8,
SPII,TOT,38,2,29,10,11,SPII_TOT_38_2_291011,38,2,26,17,29,10,16,57,445,0,0,0,0,0,28,76,0.29,0,0,833,8,
SPII,TOT,38,2,29,10,11,SPII_TOT_38_2_291011,38,2,26,18,29,10,16,57,447,0,0,0,0,0,30,81,0.29,0,0,833,8,
SPII,TOT,38,2,29,10,11,SPII_TOT_38_2_291011,38,2,26,19,29,10,16,57,449,0,0,0,0,0,31,86,0.29,0,0,833,8,
SPII,TOT,38,2,29,10,11,SPII_TOT_38_2_291011,38,2,26,20,29,10,16,57,450,0,0,0,0,0,33,91,0.29,0,0,833,8,
SPII,TOT,38,2,29,10,11,SPII_TOT_38_2_291011,38,2,26,21,29,10,16,57,452,0,0,0,0,0,35,96,0.29,0,0,833,8,
SPII,TOT,38,2,29,10,11,SPII_TOT_38_2_291011,38,2,26,22,29,10,16,57,455,0,0,0,0,0,37,100,0.29,0,0,833,8,
SPII,TOT,38,2,29,10,11,SPII_TOT_38_2_291011,38,2,26,23,29,10,16,57,456,0,0,0,0,0,39,105,0.29,0,0,833,8,
SPII,TOT,38,2,29,10,11,SPII_TOT_38_2_291011,38,2,26,24,29,10,16,57,459,0,0,0,0,0,41,110,0.3,0,0,833,8,
SPII,TOT,38,2,29,10,11,SPII_TOT_38_2_291011,38,2,26,25,29,10,16,58,460,0,0,0,0,0,43,115,0.3,0,0,833,8,
SPII,TOT,38,2,29,10,11,SPII_TOT_38_2_291011,38,2,26,26,29,10,16,58,462,0,0,0,0,0,45,120,0.3,0,0,833,8,
SPII,TOT,38,2,29,10,11,SPII_TOT_38_2_291011,38,2,26,27,29,10,16,58,464,0,0,0,0,0,47,124,0.3,0,0,833,8,a
WAY,TOT,1,1,24,10,11,WAY_TOT_1_1_241011,1,1,1,1,24,10,7,59,458,0,0,0,0,0,0,0,0,0,0,723,8,
WAY,TOT,1,1,24,10,11,WAY_TOT_1_1_241011,1,1,1,2,24,10,7,59,459,0,0,0,0,0,0,4,0,0,0,723,8,
WAY,TOT,1,1,24,10,11,WAY_TOT_1_1_241011,1,1,1,3,24,10,7,59,459,0,0,0,0,0,0,9,0,0,0,724,8,
WAY,TOT,1,1,24,10,11,WAY_TOT_1_1_241011,1,1,1,4,24,10,7,59,460,0,0,0,0,0,2,14,0.1,0,0,723,8,
WAY,TOT,1,1,24,10,11,WAY_TOT_1_1_241011,1,1,1,5,24,10,7,59,461,0,0,0,0,0,3,19,0.11,0,0,723,8,
WAY,TOT,1,1,24,10,11,WAY_TOT_1_1_241011,1,1,1,6,24,10,8,0,462,0,0,0,0,0,4,24,0.12,0,0,723,8,
WAY,TOT,1,1,24,10,11,WAY_TOT_1_1_241011,1,1,1,7,24,10,8,0,463,0,0,0,0,0,5,28,0.11,0,0,723,8,
WAY,TOT,1,1,24,10,11,WAY_TOT_1_1_241011,1,1,1,8,24,10,8,0,464,0,0,0,0,0,6,33,0.12,0,0,723,8,
WAY,TOT,1,1,24,10,11,WAY_TOT_1_1_241011,1,1,1,9,24,10,8,0,465,0,0,0,0,0,6,38,0.12,0,0,723,8,
WAY,TOT,1,1,24,10,11,WAY_TOT_1_1_241011,1,1,1,10,24,10,8,0,466,0,0,0,0,0,7,43,0.12,0,0,723,8,
WAY,TOT,1,1,24,10,11,WAY_TOT_1_1_241011,1,1,1,11,24,10,8,0,467,0,0,0,0,0,9,48,0.13,0,0,723,8,
WAY,TOT,1,1,24,10,11,WAY_TOT_1_1_241011,1,1,1,12,24,10,8,0,468,0,0,0,0,0,10,52,0.13,0,0,723,8,
WAY,TOT,1,1,24,10,11,WAY_TOT_1_1_241011,1,1,1,13,24,10,8,0,469,0,0,0,0,0,11,57,0.13,0,0,723,8,
WAY,TOT,1,1,24,10,11,WAY_TOT_1_1_241011,1,1,1,14,24,10,8,0,471,0,0,0,0,0,12,62,0.13,0,0,723,8,
WAY,TOT,1,1,24,10,11,WAY_TOT_1_1_241011,1,1,1,15,24,10,8,0,472,0,0,0,0,0,13,67,0.14,0,0,723,8,
WAY,TOT,1,1,24,10,11,WAY_TOT_1_1_241011,1,1,1,16,24,10,8,0,474,0,0,0,0,0,15,72,0.14,0,0,723,8,
WAY,TOT,1,1,24,10,11,WAY_TOT_1_1_241011,1,1,1,17,24,10,8,0,474,0,0,0,0,0,16,76,0.15,0,0,724,8,
WAY,TOT,1,1,24,10,11,WAY_TOT_1_1_241011,1,1,1,18,24,10,8,1,476,0,0,0,0,0,18,81,0.15,0,0,724,8,
WAY,TOT,1,1,24,10,11,WAY_TOT_1_1_241011,1,1,1,19,24,10,8,1,477,0,0,0,0,0,19,86,0.15,0,0,724,8,
WAY,TOT,1,1,24,10,11,WAY_TOT_1_1_241011,1,1,1,20,24,10,8,1,478,0,0,0,0,0,20,91,0.15,0,0,724,8,
WAY,TOT,1,1,24,10,11,WAY_TOT_1_1_241011,1,1,1,21,24,10,8,1,480,0,0,0,0,0,22,96,0.16,0,0,724,8,
WAY,TOT,1,1,24,10,11,WAY_TOT_1_1_241011,1,1,1,22,24,10,8,1,482,0,0,0,0,0,23,100,0.16,0,0,724,8,
WAY,TOT,1,1,24,10,11,WAY_TOT_1_1_241011,1,1,1,23,24,10,8,1,483,0,0,0,0,0,25,105,0.16,0,0,724,8,
WAY,TOT,1,1,24,10,11,WAY_TOT_1_1_241011,1,1,1,24,24,10,8,1,485,0,0,0,0,0,27,110,0.16,0,0,724,8,
WAY,TOT,1,1,24,10,11,WAY_TOT_1_1_241011,1,1,1,25,24,10,8,1,487,0,0,0,0,0,28,115,0.17,0,0,724,8,
WAY,TOT,1,1,24,10,11,WAY_TOT_1_1_241011,1,1,1,26,24,10,8,1,488,0,0,0,0,0,30,120,0.17,0,0,724,8,
WAY,TOT,1,1,24,10,11,WAY_TOT_1_1_241011,1,1,1,27,24,10,8,1,490,0,0,0,0,0,32,124,0.17,0,0,724,8,a
WAY,TOT,1,2,24,10,11,WAY_TOT_1_2_241011,1,2,2,1,24,10,8,3,452,0,0,0,0,0,0,0,0,0,0,724,8,
WAY,TOT,1,2,24,10,11,WAY_TOT_1_2_241011,1,2,2,2,24,10,8,3,454,0,0,0,0,0,0,4,0,0,0,724,8,
WAY,TOT,1,2,24,10,11,WAY_TOT_1_2_241011,1,2,2,3,24,10,8,3,456,0,0,0,0,0,0,9,0,0,0,724,8,
WAY,TOT,1,2,24,10,11,WAY_TOT_1_2_241011,1,2,2,4,24,10,8,3,457,0,0,0,0,0,4,14,0.2,0,0,724,8,
WAY,TOT,1,2,24,10,11,WAY_TOT_1_2_241011,1,2,2,5,24,10,8,3,458,0,0,0,0,0,5,19,0.18,0,0,724,8,
WAY,TOT,1,2,24,10,11,WAY_TOT_1_2_241011,1,2,2,6,24,10,8,3,459,0,0,0,0,0,6,24,0.19,0,0,724,8,
WAY,TOT,1,2,24,10,11,WAY_TOT_1_2_241011,1,2,2,7,24,10,8,3,461,0,0,0,0,0,8,28,0.2,0,0,723,8,
WAY,TOT,1,2,24,10,11,WAY_TOT_1_2_241011,1,2,2,8,24,10,8,3,462,0,0,0,0,0,9,33,0.19,0,0,724,8,
WAY,TOT,1,2,24,10,11,WAY_TOT_1_2_241011,1,2,2,9,24,10,8,3,463,0,0,0,0,0,10,38,0.18,0,0,724,8,
WAY,TOT,1,2,24,10,11,WAY_TOT_1_2_241011,1,2,2,10,24,10,8,3,464,0,0,0,0,0,11,43,0.18,0,0,724,8,
WAY,TOT,1,2,24,10,11,WAY_TOT_1_2_241011,1,2,2,11,24,10,8,4,465,0,0,0,0,0,12,48,0.18,0,0,724,8,
WAY,TOT,1,2,24,10,11,WAY_TOT_1_2_241011,1,2,2,12,24,10,8,4,467,0,0,0,0,0,13,52,0.18,0,0,724,8,
WAY,TOT,1,2,24,10,11,WAY_TOT_1_2_241011,1,2,2,13,24,10,8,4,468,0,0,0,0,0,15,57,0.18,0,0,724,8,
WAY,TOT,1,2,24,10,11,WAY_TOT_1_2_241011,1,2,2,14,24,10,8,4,470,0,0,0,0,0,16,62,0.18,0,0,724,8,
WAY,TOT,1,2,24,10,11,WAY_TOT_1_2_241011,1,2,2,15,24,10,8,4,471,0,0,0,0,0,17,67,0.18,0,0,724,8,
WAY,TOT,1,2,24,10,11,WAY_TOT_1_2_241011,1,2,2,16,24,10,8,4,472,0,0,0,0,0,19,72,0.18,0,0,724,8,
WAY,TOT,1,2,24,10,11,WAY_TOT_1_2_241011,1,2,2,17,24,10,8,4,474,0,0,0,0,0,20,76,0.18,0,0,724,8,
WAY,TOT,1,2,24,10,11,WAY_TOT_1_2_241011,1,2,2,18,24,10,8,4,475,0,0,0,0,0,22,81,0.18,0,0,724,8,
WAY,TOT,1,2,24,10,11,WAY_TOT_1_2_241011,1,2,2,19,24,10,8,4,477,0,0,0,0,0,23,86,0.18,0,0,724,8,
WAY,TOT,1,2,24,10,11,WAY_TOT_1_2_241011,1,2,2,20,24,10,8,4,480,0,0,0,0,0,25,91,0.19,0,0,723,8,
WAY,TOT,1,2,24,10,11,WAY_TOT_1_2_241011,1,2,2,21,24,10,8,4,481,0,0,0,0,0,27,96,0.19,0,0,724,8,
WAY,TOT,1,2,24,10,11,WAY_TOT_1_2_241011,1,2,2,22,24,10,8,4,482,0,0,0,0,0,28,100,0.19,0,0,724,8,
WAY,TOT,1,2,24,10,11,WAY_TOT_1_2_241011,1,2,2,23,24,10,8,5,484,0,0,0,0,0,30,105,0.19,0,0,724,8,
WAY,TOT,1,2,24,10,11,WAY_TOT_1_2_241011,1,2,2,24,24,10,8,5,486,0,0,0,0,0,32,110,0.2,0,0,724,8,
WAY,TOT,1,2,24,10,11,WAY_TOT_1_2_241011,1,2,2,25,24,10,8,5,487,0,0,0,0,0,34,115,0.2,0,0,724,8,
WAY,TOT,1,2,24,10,11,WAY_TOT_1_2_241011,1,2,2,26,24,10,8,5,490,0,0,0,0,0,36,120,0.2,0,0,723,8,
WAY,TOT,1,2,24,10,11,WAY_TOT_1_2_241011,1,2,2,27,24,10,8,5,491,0,0,0,0,0,37,124,0.2,0,0,724,8,a
WAY,TOT,2,1,24,10,11,WAY_TOT_2_1_241011,2,1,3,1,24,10,8,8,468,0,0,0,0,0,0,0,0,0,0,724,8,
WAY,TOT,2,1,24,10,11,WAY_TOT_2_1_241011,2,1,3,2,24,10,8,8,471,0,0,0,0,0,0,4,0,0,0,724,8,
WAY,TOT,2,1,24,10,11,WAY_TOT_2_1_241011,2,1,3,3,24,10,8,8,472,0,0,0,0,0,0,9,0,0,0,724,8,
WAY,TOT,2,1,24,10,11,WAY_TOT_2_1_241011,2,1,3,4,24,10,8,8,473,0,0,0,0,0,4,14,0.23,0,0,724,8,
WAY,TOT,2,1,24,10,11,WAY_TOT_2_1_241011,2,1,3,5,24,10,8,8,475,0,0,0,0,0,5,19,0.21,0,0,724,8,
WAY,TOT,2,1,24,10,11,WAY_TOT_2_1_241011,2,1,3,6,24,10,8,9,475,0,0,0,0,0,6,24,0.19,0,0,724,8,
WAY,TOT,2,1,24,10,11,WAY_TOT_2_1_241011,2,1,3,7,24,10,8,9,476,0,0,0,0,0,7,28,0.17,0,0,724,8,
WAY,TOT,2,1,24,10,11,WAY_TOT_2_1_241011,2,1,3,8,24,10,8,9,477,0,0,0,0,0,8,33,0.16,0,0,724,8,
WAY,TOT,2,1,24,10,11,WAY_TOT_2_1_241011,2,1,3,9,24,10,8,9,478,0,0,0,0,0,8,38,0.15,0,0,724,8,
WAY,TOT,2,1,24,10,11,WAY_TOT_2_1_241011,2,1,3,10,24,10,8,9,479,0,0,0,0,0,9,43,0.15,0,0,724,8,
WAY,TOT,2,1,24,10,11,WAY_TOT_2_1_241011,2,1,3,11,24,10,8,9,480,0,0,0,0,0,10,48,0.14,0,0,724,8,
WAY,TOT,2,1,24,10,11,WAY_TOT_2_1_241011,2,1,3,12,24,10,8,9,481,0,0,0,0,0,11,52,0.14,0,0,724,8,
WAY,TOT,2,1,24,10,11,WAY_TOT_2_1_241011,2,1,3,13,24,10,8,9,481,0,0,0,0,0,11,57,0.14,0,0,724,8,
WAY,TOT,2,1,24,10,11,WAY_TOT_2_1_241011,2,1,3,14,24,10,8,9,483,0,0,0,0,0,12,62,0.14,0,0,724,8,
WAY,TOT,2,1,24,10,11,WAY_TOT_2_1_241011,2,1,3,15,24,10,8,9,484,0,0,0,0,0,13,67,0.14,0,0,724,8,
WAY,TOT,2,1,24,10,11,WAY_TOT_2_1_241011,2,1,3,16,24,10,8,9,485,0,0,0,0,0,14,72,0.14,0,0,724,8,
WAY,TOT,2,1,24,10,11,WAY_TOT_2_1_241011,2,1,3,17,24,10,8,9,486,0,0,0,0,0,15,76,0.14,0,0,724,8,
WAY,TOT,2,1,24,10,11,WAY_TOT_2_1_241011,2,1,3,18,24,10,8,10,487,0,0,0,0,0,17,81,0.14,0,0,724,8,
WAY,TOT,2,1,24,10,11,WAY_TOT_2_1_241011,2,1,3,19,24,10,8,10,488,0,0,0,0,0,18,86,0.14,0,0,724,8,
WAY,TOT,2,1,24,10,11,WAY_TOT_2_1_241011,2,1,3,20,24,10,8,10,489,0,0,0,0,0,19,91,0.14,0,0,724,8,
WAY,TOT,2,1,24,10,11,WAY_TOT_2_1_241011,2,1,3,21,24,10,8,10,491,0,0,0,0,0,20,96,0.14,0,0,724,8,
WAY,TOT,2,1,24,10,11,WAY_TOT_2_1_241011,2,1,3,22,24,10,8,10,492,0,0,0,0,0,21,100,0.14,0,0,724,8,
WAY,TOT,2,1,24,10,11,WAY_TOT_2_1_241011,2,1,3,23,24,10,8,10,493,0,0,0,0,0,22,105,0.14,0,0,724,8,
WAY,TOT,2,1,24,10,11,WAY_TOT_2_1_241011,2,1,3,24,24,10,8,10,495,0,0,0,0,0,24,110,0.15,0,0,724,8,
WAY,TOT,2,1,24,10,11,WAY_TOT_2_1_241011,2,1,3,25,24,10,8,10,496,0,0,0,0,0,25,115,0.15,0,0,724,8,
WAY,TOT,2,1,24,10,11,WAY_TOT_2_1_241011,2,1,3,26,24,10,8,10,497,0,0,0,0,0,26,120,0.15,0,0,724,8,
WAY,TOT,2,1,24,10,11,WAY_TOT_2_1_241011,2,1,3,27,24,10,8,10,499,0,0,0,0,0,28,124,0.15,0,0,724,8,a
WAY,TOT,2,2,24,10,11,WAY_TOT_2_2_241011,2,2,4,1,24,10,8,11,461,0,0,0,0,0,0,0,0,0,0,724,8,
WAY,TOT,2,2,24,10,11,WAY_TOT_2_2_241011,2,2,4,2,24,10,8,11,463,0,0,0,0,0,0,4,0,0,0,724,8,
WAY,TOT,2,2,24,10,11,WAY_TOT_2_2_241011,2,2,4,3,24,10,8,11,465,0,0,0,0,0,0,9,0,0,0,724,8,
WAY,TOT,2,2,24,10,11,WAY_TOT_2_2_241011,2,2,4,4,24,10,8,11,466,0,0,0,0,0,5,14,0.24,0,0,724,8,
WAY,TOT,2,2,24,10,11,WAY_TOT_2_2_241011,2,2,4,5,24,10,8,11,467,0,0,0,0,0,6,19,0.22,0,0,724,8,
WAY,TOT,2,2,24,10,11,WAY_TOT_2_2_241011,2,2,4,6,24,10,8,11,468,0,0,0,0,0,6,24,0.19,0,0,724,8,
WAY,TOT,2,2,24,10,11,WAY_TOT_2_2_241011,2,2,4,7,24,10,8,12,469,0,0,0,0,0,7,28,0.18,0,0,724,8,
WAY,TOT,2,2,24,10,11,WAY_TOT_2_2_241011,2,2,4,8,24,10,8,12,471,0,0,0,0,0,8,33,0.18,0,0,724,8,
WAY,TOT,2,2,24,10,11,WAY_TOT_2_2_241011,2,2,4,9,24,10,8,12,472,0,0,0,0,0,10,38,0.18,0,0,724,8,
WAY,TOT,2,2,24,10,11,WAY_TOT_2_2_241011,2,2,4,10,24,10,8,12,473,0,0,0,0,0,11,43,0.18,0,0,724,8,
WAY,TOT,2,2,24,10,11,WAY_TOT_2_2_241011,2,2,4,11,24,10,8,12,474,0,0,0,0,0,12,48,0.18,0,0,724,8,
WAY,TOT,2,2,24,10,11,WAY_TOT_2_2_241011,2,2,4,12,24,10,8,12,476,0,0,0,0,0,13,52,0.18,0,0,724,8,
WAY,TOT,2,2,24,10,11,WAY_TOT_2_2_241011,2,2,4,13,24,10,8,12,477,0,0,0,0,0,15,57,0.18,0,0,724,8,
WAY,TOT,2,2,24,10,11,WAY_TOT_2_2_241011,2,2,4,14,24,10,8,12,479,0,0,0,0,0,16,62,0.18,0,0,724,8,
