Plot,TypeMeas,Subplot,Meas,DD,MM,YY,Id,Subplot,Meas,;Plot,RecNo,Day,Month,Hour,Min,CO2 Ref,mb Ref,mbR Temp,Input A,Input B,Input C,Input D,Input E,Input F,Input G,Input H,ATMP,Probe Type,a
SPII,TOT,6,1,29,10,11,SPII_TOT_6_1_291011,6,1,29,5,29,10,17,16,429,0,0,0,0,0,6,14,0.35,0,0,832,8,
SPII,TOT,6,1,29,10,11,SPII_TOT_6_1_291011,6,1,29,6,29,10,17,17,432,0,0,0,0,0,9,19,0.38,0,0,832,8,
SPII,TOT,6,1,29,10,11,SPII_TOT_6_1_291011,6,1,29,7,29,10,17,17,435,0,0,0,0,0,12,24,0.4,0,0,832,8,
SPII,TOT,6,1,29,10,11,SPII_TOT_6_1_291011,6,1,29,8,29,10,17,17,438,0,0,0,0,0,15,28,0.41,0,0,832,8,
SPII,TOT,6,1,29,10,11,SPII_TOT_6_1_291011,6,1,29,9,29,10,17,17,441,0,0,0,0,0,18,33,0.42,0,0,832,8,
SPII,TOT,6,1,29,10,11,SPII_TOT_6_1_291011,6,1,29,10,29,10,17,17,444,0,0,0,0,0,21,38,0.43,0,0,832,8,
SPII,TOT,6,1,29,10,11,SPII_TOT_6_1_291011,6,1,29,11,29,10,17,17,447,0,0,0,0,0,24,43,0.44,0,0,832,8,
SPII,TOT,6,1,29,10,11,SPII_TOT_6_1_291011,6,1,29,12,29,10,17,17,451,0,0,0,0,0,27,48,0.46,0,0,832,8,
SPII,TOT,6,1,29,10,11,SPII_TOT_6_1_291011,6,1,29,13,29,10,17,17,454,0,0,0,0,0,31,52,0.47,0,0,832,8,
SPII,TOT,6,1,29,10,11,SPII_TOT_6_1_291011,6,1,29,14,29,10,17,17,457,0,0,0,0,0,34,57,0.48,0,0,832,8,
SPII,TOT,6,1,29,10,11,SPII_TOT_6_1_291011,6,1,29,15,29,10,17,17,462,0,0,0,0,0,38,62,0.49,0,0,832,8,
SPII,TOT,6,1,29,10,11,SPII_TOT_6_1_291011,6,1,29,16,29,10,17,17,465,0,0,0,0,0,42,67,0.5,0,0,832,8,
SPII,TOT,6,1,29,10,11,SPII_TOT_6_1_291011,6,1,29,17,29,10,17,17,469,0,0,0,0,0,46,72,0.51,0,0,832,8,
SPII,TOT,6,1,29,10,11,SPII_TOT_6_1_291011,6,1,29,18,29,10,17,17,472,0,0,0,0,0,50,76,0.51,0,0,832,8,a
SPII,TOT,6,2,29,10,11,SPII_TOT_6_2_291011,6,2,30,1,29,10,17,18,416,0,0,0,0,0,0,0,0,0,0,832,8,
SPII,TOT,6,2,29,10,11,SPII_TOT_6_2_291011,6,2,30,2,29,10,17,18,419,0,0,0,0,0,0,4,0,0,0,832,8,
SPII,TOT,6,2,29,10,11,SPII_TOT_6_2_291011,6,2,30,3,29,10,17,19,421,0,0,0,0,0,0,9,0,0,0,832,8,
SPII,TOT,6,2,29,10,11,SPII_TOT_6_2_291011,6,2,30,4,29,10,17,19,423,0,0,0,0,0,6,14,0.38,0,0,832,8,
SPII,TOT,6,2,29,10,11,SPII_TOT_6_2_291011,6,2,30,5,29,10,17,19,426,0,0,0,0,0,9,19,0.39,0,0,832,8,
SPII,TOT,6,2,29,10,11,SPII_TOT_6_2_291011,6,2,30,6,29,10,17,19,429,0,0,0,0,0,12,24,0.42,0,0,832,8,
SPII,TOT,6,2,29,10,11,SPII_TOT_6_2_291011,6,2,30,7,29,10,17,19,433,0,0,0,0,0,16,28,0.45,0,0,832,8,
SPII,TOT,6,2,29,10,11,SPII_TOT_6_2_291011,6,2,30,8,29,10,17,19,436,0,0,0,0,0,19,33,0.46,0,0,832,8,
SPII,TOT,6,2,29,10,11,SPII_TOT_6_2_291011,6,2,30,9,29,10,17,19,439,0,0,0,0,0,23,38,0.47,0,0,832,8,
SPII,TOT,6,2,29,10,11,SPII_TOT_6_2_291011,6,2,30,10,29,10,17,19,442,0,0,0,0,0,26,43,0.48,0,0,832,8,
SPII,TOT,6,2,29,10,11,SPII_TOT_6_2_291011,6,2,30,11,29,10,17,19,446,0,0,0,0,0,29,48,0.49,0,0,832,8,
SPII,TOT,6,2,29,10,11,SPII_TOT_6_2_291011,6,2,30,12,29,10,17,19,450,0,0,0,0,0,33,52,0.5,0,0,832,8,
SPII,TOT,6,2,29,10,11,SPII_TOT_6_2_291011,6,2,30,13,29,10,17,19,453,0,0,0,0,0,37,57,0.51,0,0,832,8,
SPII,TOT,6,2,29,10,11,SPII_TOT_6_2_291011,6,2,30,14,29,10,17,19,456,0,0,0,0,0,40,62,0.52,0,0,832,8,
SPII,TOT,6,2,29,10,11,SPII_TOT_6_2_291011,6,2,30,15,29,10,17,20,460,0,0,0,0,0,44,67,0.52,0,0,832,8,
SPII,TOT,6,2,29,10,11,SPII_TOT_6_2_291011,6,2,30,16,29,10,17,20,464,0,0,0,0,0,48,72,0.53,0,0,832,8,
SPII,TOT,6,2,29,10,11,SPII_TOT_6_2_291011,6,2,30,17,29,10,17,20,468,0,0,0,0,0,52,76,0.53,0,0,832,8,a
SPII,TOT,7,1,29,10,11,SPII_TOT_7_1_291011,7,1,31,3,29,10,17,23,432,0,0,0,0,0,0,0,0,0,0,831,8,
SPII,TOT,7,1,29,10,11,SPII_TOT_7_1_291011,7,1,31,4,29,10,17,24,432,0,0,0,0,0,0,4,0,0,0,831,8,
SPII,TOT,7,1,29,10,11,SPII_TOT_7_1_291011,7,1,31,5,29,10,17,24,433,0,0,0,0,0,0,9,0,0,0,831,8,
SPII,TOT,7,1,29,10,11,SPII_TOT_7_1_291011,7,1,31,6,29,10,17,24,434,0,0,0,0,0,2,14,0.12,0,0,831,8,
SPII,TOT,7,1,29,10,11,SPII_TOT_7_1_291011,7,1,31,7,29,10,17,24,435,0,0,0,0,0,3,19,0.13,0,0,831,8,
SPII,TOT,7,1,29,10,11,SPII_TOT_7_1_291011,7,1,31,8,29,10,17,24,436,0,0,0,0,0,4,24,0.14,0,0,831,8,
SPII,TOT,7,1,29,10,11,SPII_TOT_7_1_291011,7,1,31,9,29,10,17,24,437,0,0,0,0,0,5,28,0.15,0,0,831,8,
SPII,TOT,7,1,29,10,11,SPII_TOT_7_1_291011,7,1,31,10,29,10,17,24,438,0,0,0,0,0,6,33,0.16,0,0,831,8,
SPII,TOT,7,1,29,10,11,SPII_TOT_7_1_291011,7,1,31,11,29,10,17,24,440,0,0,0,0,0,8,38,0.17,0,0,831,8,
SPII,TOT,7,1,29,10,11,SPII_TOT_7_1_291011,7,1,31,12,29,10,17,24,440,0,0,0,0,0,9,43,0.16,0,0,831,8,
SPII,TOT,7,1,29,10,11,SPII_TOT_7_1_291011,7,1,31,13,29,10,17,24,441,0,0,0,0,0,10,48,0.16,0,0,831,8,
SPII,TOT,7,1,29,10,11,SPII_TOT_7_1_291011,7,1,31,14,29,10,17,24,443,0,0,0,0,0,11,52,0.17,0,0,831,8,
SPII,TOT,7,1,29,10,11,SPII_TOT_7_1_291011,7,1,31,15,29,10,17,24,443,0,0,0,0,0,12,57,0.16,0,0,832,8,
SPII,TOT,7,1,29,10,11,SPII_TOT_7_1_291011,7,1,31,16,29,10,17,24,446,0,0,0,0,0,13,62,0.17,0,0,831,8,
SPII,TOT,7,1,29,10,11,SPII_TOT_7_1_291011,7,1,31,17,29,10,17,25,447,0,0,0,0,0,15,67,0.18,0,0,831,8,
SPII,TOT,7,1,29,10,11,SPII_TOT_7_1_291011,7,1,31,18,29,10,17,25,449,0,0,0,0,0,16,72,0.18,0,0,831,8,
SPII,TOT,7,1,29,10,11,SPII_TOT_7_1_291011,7,1,31,19,29,10,17,25,450,0,0,0,0,0,18,76,0.19,0,0,831,8,
SPII,TOT,7,1,29,10,11,SPII_TOT_7_1_291011,7,1,31,20,29,10,17,25,452,0,0,0,0,0,20,81,0.19,0,0,831,8,
SPII,TOT,7,1,29,10,11,SPII_TOT_7_1_291011,7,1,31,21,29,10,17,25,453,0,0,0,0,0,21,86,0.19,0,0,831,8,
SPII,TOT,7,1,29,10,11,SPII_TOT_7_1_291011,7,1,31,22,29,10,17,25,455,0,0,0,0,0,23,91,0.2,0,0,831,8,
SPII,TOT,7,1,29,10,11,SPII_TOT_7_1_291011,7,1,31,23,29,10,17,25,457,0,0,0,0,0,25,96,0.2,0,0,831,8,
SPII,TOT,7,1,29,10,11,SPII_TOT_7_1_291011,7,1,31,24,29,10,17,25,458,0,0,0,0,0,27,100,0.21,0,0,831,8,
SPII,TOT,7,1,29,10,11,SPII_TOT_7_1_291011,7,1,31,25,29,10,17,25,460,0,0,0,0,0,28,105,0.21,0,0,831,8,
SPII,TOT,7,1,29,10,11,SPII_TOT_7_1_291011,7,1,31,26,29,10,17,25,461,0,0,0,0,0,30,110,0.21,0,0,831,8,
SPII,TOT,7,1,29,10,11,SPII_TOT_7_1_291011,7,1,31,27,29,10,17,25,463,0,0,0,0,0,32,115,0.22,0,0,831,8,
SPII,TOT,7,1,29,10,11,SPII_TOT_7_1_291011,7,1,31,28,29,10,17,25,464,0,0,0,0,0,33,120,0.22,0,0,831,8,
SPII,TOT,7,1,29,10,11,SPII_TOT_7_1_291011,7,1,31,29,29,10,17,26,466,0,0,0,0,0,35,124,0.22,0,0,831,8,a
SPII,TOT,7,2,29,10,11,SPII_TOT_7_2_291011,7,2,32,1,29,10,17,26,430,0,0,0,0,0,0,0,0,0,0,831,8,
SPII,TOT,7,2,29,10,11,SPII_TOT_7_2_291011,7,2,32,2,29,10,17,26,431,0,0,0,0,0,0,4,0,0,0,831,8,
SPII,TOT,7,2,29,10,11,SPII_TOT_7_2_291011,7,2,32,3,29,10,17,27,432,0,0,0,0,0,0,9,0,0,0,831,8,
SPII,TOT,7,2,29,10,11,SPII_TOT_7_2_291011,7,2,32,4,29,10,17,27,433,0,0,0,0,0,2,14,0.15,0,0,831,8,
SPII,TOT,7,2,29,10,11,SPII_TOT_7_2_291011,7,2,32,5,29,10,17,27,434,0,0,0,0,0,3,19,0.15,0,0,831,8,
SPII,TOT,7,2,29,10,11,SPII_TOT_7_2_291011,7,2,32,6,29,10,17,27,435,0,0,0,0,0,4,24,0.16,0,0,831,8,
SPII,TOT,7,2,29,10,11,SPII_TOT_7_2_291011,7,2,32,7,29,10,17,27,436,0,0,0,0,0,5,28,0.15,0,0,831,8,
SPII,TOT,7,2,29,10,11,SPII_TOT_7_2_291011,7,2,32,8,29,10,17,27,437,0,0,0,0,0,6,33,0.16,0,0,831,8,
SPII,TOT,7,2,29,10,11,SPII_TOT_7_2_291011,7,2,32,9,29,10,17,27,438,0,0,0,0,0,8,38,0.16,0,0,831,8,
SPII,TOT,7,2,29,10,11,SPII_TOT_7_2_291011,7,2,32,10,29,10,17,27,440,0,0,0,0,0,9,43,0.18,0,0,831,8,
SPII,TOT,7,2,29,10,11,SPII_TOT_7_2_291011,7,2,32,11,29,10,17,27,442,0,0,0,0,0,11,48,0.18,0,0,831,8,
SPII,TOT,7,2,29,10,11,SPII_TOT_7_2_291011,7,2,32,12,29,10,17,27,443,0,0,0,0,0,12,52,0.19,0,0,831,8,
SPII,TOT,7,2,29,10,11,SPII_TOT_7_2_291011,7,2,32,13,29,10,17,27,445,0,0,0,0,0,14,57,0.2,0,0,831,8,
SPII,TOT,7,2,29,10,11,SPII_TOT_7_2_291011,7,2,32,14,29,10,17,27,446,0,0,0,0,0,16,62,0.2,0,0,831,8,
SPII,TOT,7,2,29,10,11,SPII_TOT_7_2_291011,7,2,32,15,29,10,17,27,448,0,0,0,0,0,17,67,0.2,0,0,831,8,
SPII,TOT,7,2,29,10,11,SPII_TOT_7_2_291011,7,2,32,16,29,10,17,28,449,0,0,0,0,0,19,72,0.21,0,0,831,8,
SPII,TOT,7,2,29,10,11,SPII_TOT_7_2_291011,7,2,32,17,29,10,17,28,451,0,0,0,0,0,21,76,0.21,0,0,831,8,
SPII,TOT,7,2,29,10,11,SPII_TOT_7_2_291011,7,2,32,18,29,10,17,28,452,0,0,0,0,0,22,81,0.22,0,0,831,8,
SPII,TOT,7,2,29,10,11,SPII_TOT_7_2_291011,7,2,32,19,29,10,17,28,454,0,0,0,0,0,24,86,0.22,0,0,831,8,
SPII,TOT,7,2,29,10,11,SPII_TOT_7_2_291011,7,2,32,20,29,10,17,28,455,0,0,0,0,0,26,91,0.22,0,0,831,8,
SPII,TOT,7,2,29,10,11,SPII_TOT_7_2_291011,7,2,32,21,29,10,17,28,457,0,0,0,0,0,27,96,0.22,0,0,831,8,
SPII,TOT,7,2,29,10,11,SPII_TOT_7_2_291011,7,2,32,22,29,10,17,28,459,0,0,0,0,0,29,100,0.23,0,0,831,8,
SPII,TOT,7,2,29,10,11,SPII_TOT_7_2_291011,7,2,32,23,29,10,17,28,460,0,0,0,0,0,31,105,0.23,0,0,831,8,
SPII,TOT,7,2,29,10,11,SPII_TOT_7_2_291011,7,2,32,24,29,10,17,28,462,0,0,0,0,0,32,110,0.23,0,0,831,8,
SPII,TOT,7,2,29,10,11,SPII_TOT_7_2_291011,7,2,32,25,29,10,17,28,463,0,0,0,0,0,34,115,0.23,0,0,831,8,
SPII,TOT,7,2,29,10,11,SPII_TOT_7_2_291011,7,2,32,26,29,10,17,28,464,0,0,0,0,0,35,120,0.23,0,0,831,8,
SPII,TOT,7,2,29,10,11,SPII_TOT_7_2_291011,7,2,32,27,29,10,17,28,467,0,0,0,0,0,37,124,0.23,0,0,831,8,a
SPII,TOT,8,1,29,10,11,SPII_TOT_8_1_291011,8,1,33,1,29,10,17,30,422,0,0,0,0,0,0,0,0,0,0,831,8,
SPII,TOT,8,1,29,10,11,SPII_TOT_8_1_291011,8,1,33,2,29,10,17,30,425,0,0,0,0,0,0,4,0,0,0,831,8,
SPII,TOT,8,1,29,10,11,SPII_TOT_8_1_291011,8,1,33,3,29,10,17,30,429,0,0,0,0,0,0,9,0,0,0,831,8,
SPII,TOT,8,1,29,10,11,SPII_TOT_8_1_291011,8,1,33,4,29,10,17,30,433,0,0,0,0,0,11,14,0.61,0,0,831,8,
SPII,TOT,8,1,29,10,11,SPII_TOT_8_1_291011,8,1,33,5,29,10,17,31,437,0,0,0,0,0,15,19,0.63,0,0,831,8,
SPII,TOT,8,1,29,10,11,SPII_TOT_8_1_291011,8,1,33,6,29,10,17,31,441,0,0,0,0,0,19,24,0.64,0,0,831,8,
SPII,TOT,8,1,29,10,11,SPII_TOT_8_1_291011,8,1,33,7,29,10,17,31,446,0,0,0,0,0,23,28,0.65,0,0,831,8,
SPII,TOT,8,1,29,10,11,SPII_TOT_8_1_291011,8,1,33,8,29,10,17,31,450,0,0,0,0,0,28,33,0.67,0,0,831,8,
SPII,TOT,8,1,29,10,11,SPII_TOT_8_1_291011,8,1,33,9,29,10,17,31,456,0,0,0,0,0,33,38,0.69,0,0,831,8,
SPII,TOT,8,1,29,10,11,SPII_TOT_8_1_291011,8,1,33,10,29,10,17,31,460,0,0,0,0,0,38,43,0.7,0,0,831,8,
SPII,TOT,8,1,29,10,11,SPII_TOT_8_1_291011,8,1,33,11,29,10,17,31,465,0,0,0,0,0,43,48,0.72,0,0,831,8,
SPII,TOT,8,1,29,10,11,SPII_TOT_8_1_291011,8,1,33,12,29,10,17,31,470,0,0,0,0,0,48,52,0.73,0,0,831,8,
SPII,TOT,8,1,29,10,11,SPII_TOT_8_1_291011,8,1,33,13,29,10,17,31,477,0,0,0,0,0,54,57,0.75,0,0,831,8,a
SPII,TOT,8,2,29,10,11,SPII_TOT_8_2_291011,8,2,34,1,29,10,17,32,421,0,0,0,0,0,0,0,0,0,0,831,8,
SPII,TOT,8,2,29,10,11,SPII_TOT_8_2_291011,8,2,34,2,29,10,17,32,424,0,0,0,0,0,0,4,0,0,0,831,8,
SPII,TOT,8,2,29,10,11,SPII_TOT_8_2_291011,8,2,34,3,29,10,17,32,427,0,0,0,0,0,0,9,0,0,0,831,8,
SPII,TOT,8,2,29,10,11,SPII_TOT_8_2_291011,8,2,34,4,29,10,17,33,431,0,0,0,0,0,10,14,0.55,0,0,831,8,
SPII,TOT,8,2,29,10,11,SPII_TOT_8_2_291011,8,2,34,5,29,10,17,33,435,0,0,0,0,0,13,19,0.57,0,0,831,8,
SPII,TOT,8,2,29,10,11,SPII_TOT_8_2_291011,8,2,34,6,29,10,17,33,439,0,0,0,0,0,18,24,0.59,0,0,831,8,
SPII,TOT,8,2,29,10,11,SPII_TOT_8_2_291011,8,2,34,7,29,10,17,33,445,0,0,0,0,0,23,28,0.63,0,0,831,8,
SPII,TOT,8,2,29,10,11,SPII_TOT_8_2_291011,8,2,34,8,29,10,17,33,449,0,0,0,0,0,27,33,0.65,0,0,831,8,
SPII,TOT,8,2,29,10,11,SPII_TOT_8_2_291011,8,2,34,9,29,10,17,33,454,0,0,0,0,0,32,38,0.67,0,0,831,8,
SPII,TOT,8,2,29,10,11,SPII_TOT_8_2_291011,8,2,34,10,29,10,17,33,459,0,0,0,0,0,38,43,0.69,0,0,831,8,
SPII,TOT,8,2,29,10,11,SPII_TOT_8_2_291011,8,2,34,11,29,10,17,33,463,0,0,0,0,0,43,48,0.71,0,0,831,8,
SPII,TOT,8,2,29,10,11,SPII_TOT_8_2_291011,8,2,34,12,29,10,17,33,468,0,0,0,0,0,47,52,0.71,0,0,831,8,
SPII,TOT,8,2,29,10,11,SPII_TOT_8_2_291011,8,2,34,13,29,10,17,33,473,0,0,0,0,0,52,57,0.72,0,0,831,8,a
SPII,TOT,9,1,29,10,11,SPII_TOT_9_1_291011,9,1,35,1,29,10,17,35,417,0,0,0,0,0,0,0,0,0,0,831,8,
SPII,TOT,9,1,29,10,11,SPII_TOT_9_1_291011,9,1,35,2,29,10,17,35,420,0,0,0,0,0,0,4,0,0,0,831,8,
SPII,TOT,9,1,29,10,11,SPII_TOT_9_1_291011,9,1,35,3,29,10,17,36,421,0,0,0,0,0,0,9,0,0,0,831,8,
SPII,TOT,9,1,29,10,11,SPII_TOT_9_1_291011,9,1,35,4,29,10,17,36,423,0,0,0,0,0,5,14,0.29,0,0,831,8,
SPII,TOT,9,1,29,10,11,SPII_TOT_9_1_291011,9,1,35,5,29,10,17,36,424,0,0,0,0,0,6,19,0.27,0,0,831,8,
SPII,TOT,9,1,29,10,11,SPII_TOT_9_1_291011,9,1,35,6,29,10,17,36,425,0,0,0,0,0,7,24,0.25,0,0,831,8,
SPII,TOT,9,1,29,10,11,SPII_TOT_9_1_291011,9,1,35,7,29,10,17,36,427,0,0,0,0,0,8,28,0.24,0,0,831,8,
SPII,TOT,9,1,29,10,11,SPII_TOT_9_1_291011,9,1,35,8,29,10,17,36,428,0,0,0,0,0,10,33,0.24,0,0,831,8,
SPII,TOT,9,1,29,10,11,SPII_TOT_9_1_291011,9,1,35,9,29,10,17,36,430,0,0,0,0,0,11,38,0.24,0,0,831,8,
SPII,TOT,9,1,29,10,11,SPII_TOT_9_1_291011,9,1,35,10,29,10,17,36,431,0,0,0,0,0,13,43,0.24,0,0,831,8,
SPII,TOT,9,1,29,10,11,SPII_TOT_9_1_291011,9,1,35,11,29,10,17,36,433,0,0,0,0,0,15,48,0.24,0,0,831,8,
SPII,TOT,9,1,29,10,11,SPII_TOT_9_1_291011,9,1,35,12,29,10,17,36,435,0,0,0,0,0,16,52,0.25,0,0,831,8,
SPII,TOT,9,1,29,10,11,SPII_TOT_9_1_291011,9,1,35,13,29,10,17,36,437,0,0,0,0,0,18,57,0.25,0,0,831,8,
SPII,TOT,9,1,29,10,11,SPII_TOT_9_1_291011,9,1,35,14,29,10,17,36,439,0,0,0,0,0,20,62,0.25,0,0,831,8,
SPII,TOT,9,1,29,10,11,SPII_TOT_9_1_291011,9,1,35,15,29,10,17,36,441,0,0,0,0,0,22,67,0.26,0,0,831,8,
SPII,TOT,9,1,29,10,11,SPII_TOT_9_1_291011,9,1,35,16,29,10,17,37,443,0,0,0,0,0,24,72,0.26,0,0,831,8,
SPII,TOT,9,1,29,10,11,SPII_TOT_9_1_291011,9,1,35,17,29,10,17,37,445,0,0,0,0,0,26,76,0.27,0,0,831,8,
SPII,TOT,9,1,29,10,11,SPII_TOT_9_1_291011,9,1,35,18,29,10,17,37,447,0,0,0,0,0,28,81,0.27,0,0,831,8,
SPII,TOT,9,1,29,10,11,SPII_TOT_9_1_291011,9,1,35,19,29,10,17,37,449,0,0,0,0,0,30,86,0.28,0,0,831,8,
SPII,TOT,9,1,29,10,11,SPII_TOT_9_1_291011,9,1,35,20,29,10,17,37,451,0,0,0,0,0,32,91,0.28,0,0,831,8,
SPII,TOT,9,1,29,10,11,SPII_TOT_9_1_291011,9,1,35,21,29,10,17,37,452,0,0,0,0,0,34,96,0.28,0,0,831,8,
SPII,TOT,9,1,29,10,11,SPII_TOT_9_1_291011,9,1,35,22,29,10,17,37,454,0,0,0,0,0,36,100,0.29,0,0,831,8,
SPII,TOT,9,1,29,10,11,SPII_TOT_9_1_291011,9,1,35,23,29,10,17,37,456,0,0,0,0,0,38,105,0.29,0,0,831,8,
SPII,TOT,9,1,29,10,11,SPII_TOT_9_1_291011,9,1,35,24,29,10,17,37,458,0,0,0,0,0,40,110,0.29,0,0,831,8,
SPII,TOT,9,1,29,10,11,SPII_TOT_9_1_291011,9,1,35,25,29,10,17,37,460,0,0,0,0,0,42,115,0.29,0,0,831,8,
SPII,TOT,9,1,29,10,11,SPII_TOT_9_1_291011,9,1,35,26,29,10,17,37,462,0,0,0,0,0,44,120,0.29,0,0,831,8,
SPII,TOT,9,1,29,10,11,SPII_TOT_9_1_291011,9,1,35,27,29,10,17,37,464,0,0,0,0,0,46,124,0.29,0,0,831,8,a
SPII,TOT,9,2,29,10,11,SPII_TOT_9_2_291011,9,2,36,1,29,10,17,39,415,0,0,0,0,0,0,0,0,0,0,831,8,
SPII,TOT,9,2,29,10,11,SPII_TOT_9_2_291011,9,2,36,2,29,10,17,39,416,0,0,0,0,0,0,4,0,0,0,831,8,
SPII,TOT,9,2,29,10,11,SPII_TOT_9_2_291011,9,2,36,3,29,10,17,39,417,0,0,0,0,0,0,9,0,0,0,831,8,
SPII,TOT,9,2,29,10,11,SPII_TOT_9_2_291011,9,2,36,4,29,10,17,39,419,0,0,0,0,0,4,14,0.24,0,0,831,8,
SPII,TOT,9,2,29,10,11,SPII_TOT_9_2_291011,9,2,36,5,29,10,17,39,421,0,0,0,0,0,6,19,0.26,0,0,831,8,
SPII,TOT,9,2,29,10,11,SPII_TOT_9_2_291011,9,2,36,6,29,10,17,39,423,0,0,0,0,0,8,24,0.27,0,0,831,8,
SPII,TOT,9,2,29,10,11,SPII_TOT_9_2_291011,9,2,36,7,29,10,17,39,425,0,0,0,0,0,10,28,0.27,0,0,831,8,
SPII,TOT,9,2,29,10,11,SPII_TOT_9_2_291011,9,2,36,8,29,10,17,39,426,0,0,0,0,0,11,33,0.27,0,0,831,8,
SPII,TOT,9,2,29,10,11,SPII_TOT_9_2_291011,9,2,36,9,29,10,17,39,428,0,0,0,0,0,13,38,0.28,0,0,831,8,
SPII,TOT,9,2,29,10,11,SPII_TOT_9_2_291011,9,2,36,10,29,10,17,40,430,0,0,0,0,0,15,43,0.28,0,0,831,8,
SPII,TOT,9,2,29,10,11,SPII_TOT_9_2_291011,9,2,36,11,29,10,17,40,431,0,0,0,0,0,17,48,0.28,0,0,831,8,
SPII,TOT,9,2,29,10,11,SPII_TOT_9_2_291011,9,2,36,12,29,10,17,40,433,0,0,0,0,0,18,52,0.27,0,0,831,8,
SPII,TOT,9,2,29,10,11,SPII_TOT_9_2_291011,9,2,36,13,29,10,17,40,435,0,0,0,0,0,20,57,0.28,0,0,831,8,
SPII,TOT,9,2,29,10,11,SPII_TOT_9_2_291011,9,2,36,14,29,10,17,40,438,0,0,0,0,0,22,62,0.28,0,0,831,8,
SPII,TOT,9,2,29,10,11,SPII_TOT_9_2_291011,9,2,36,15,29,10,17,40,439,0,0,0,0,0,24,67,0.28,0,0,831,8,
SPII,TOT,9,2,29,10,11,SPII_TOT_9_2_291011,9,2,36,16,29,10,17,40,441,0,0,0,0,0,26,72,0.29,0,0,831,8,
SPII,TOT,9,2,29,10,11,SPII_TOT_9_2_291011,9,2,36,17,29,10,17,40,443,0,0,0,0,0,28,76,0.29,0,0,831,8,
SPII,TOT,9,2,29,10,11,SPII_TOT_9_2_291011,9,2,36,18,29,10,17,40,445,0,0,0,0,0,30,81,0.29,0,0,831,8,
SPII,TOT,9,2,29,10,11,SPII_TOT_9_2_291011,9,2,36,19,29,10,17,40,447,0,0,0,0,0,32,86,0.29,0,0,831,8,
SPII,TOT,9,2,29,10,11,SPII_TOT_9_2_291011,9,2,36,20,29,10,17,40,449,0,0,0,0,0,34,91,0.29,0,0,831,8,
SPII,TOT,9,2,29,10,11,SPII_TOT_9_2_291011,9,2,36,21,29,10,17,40,451,0,0,0,0,0,36,96,0.29,0,0,831,8,
SPII,TOT,9,2,29,10,11,SPII_TOT_9_2_291011,9,2,36,22,29,10,17,40,453,0,0,0,0,0,38,100,0.3,0,0,831,8,
SPII,TOT,9,2,29,10,11,SPII_TOT_9_2_291011,9,2,36,23,29,10,17,41,455,0,0,0,0,0,40,105,0.3,0,0,831,8,
SPII,TOT,9,2,29,10,11,SPII_TOT_9_2_291011,9,2,36,24,29,10,17,41,457,0,0,0,0,0,42,110,0.3,0,0,830,8,
SPII,TOT,9,2,29,10,11,SPII_TOT_9_2_291011,9,2,36,25,29,10,17,41,459,0,0,0,0,0,44,115,0.3,0,0,831,8,
SPII,TOT,9,2,29,10,11,SPII_TOT_9_2_291011,9,2,36,26,29,10,17,41,460,0,0,0,0,0,46,120,0.3,0,0,831,8,
SPII,TOT,9,2,29,10,11,SPII_TOT_9_2_291011,9,2,36,27,29,10,17,41,462,0,0,0,0,0,48,124,0.3,0,0,831,8,a
SPII,TOT,10,1,29,10,11,SPII_TOT_10_1_291011,10,1,1,2,29,10,17,57,429,0,0,0,0,0,0,0,0,0,0,830,8,
SPII,TOT,10,1,29,10,11,SPII_TOT_10_1_291011,10,1,1,3,29,10,17,57,430,0,0,0,0,0,0,4,0,0,0,831,8,
SPII,TOT,10,1,29,10,11,SPII_TOT_10_1_291011,10,1,1,4,29,10,17,57,432,0,0,0,0,0,0,9,0,0,0,830,8,
SPII,TOT,10,1,29,10,11,SPII_TOT_10_1_291011,10,1,1,5,29,10,17,57,433,0,0,0,0,0,4,14,0.22,0,0,830,8,
SPII,TOT,10,1,29,10,11,SPII_TOT_10_1_291011,10,1,1,6,29,10,17,57,434,0,0,0,0,0,5,19,0.23,0,0,830,8,
SPII,TOT,10,1,29,10,11,SPII_TOT_10_1_291011,10,1,1,7,29,10,17,57,433,0,0,0,0,0,5,24,0.17,0,0,831,8,
SPII,TOT,10,1,29,10,11,SPII_TOT_10_1_291011,10,1,1,8,29,10,17,57,435,0,0,0,0,0,6,28,0.17,0,0,830,8,
SPII,TOT,10,1,29,10,11,SPII_TOT_10_1_291011,10,1,1,9,29,10,17,57,436,0,0,0,0,0,7,33,0.17,0,0,831,8,
SPII,TOT,10,1,29,10,11,SPII_TOT_10_1_291011,10,1,1,10,29,10,17,57,437,0,0,0,0,0,8,38,0.16,0,0,831,8,
SPII,TOT,10,1,29,10,11,SPII_TOT_10_1_291011,10,1,1,11,29,10,17,57,439,0,0,0,0,0,9,43,0.17,0,0,830,8,
SPII,TOT,10,1,29,10,11,SPII_TOT_10_1_291011,10,1,1,12,29,10,17,57,441,0,0,0,0,0,11,48,0.18,0,0,830,8,
SPII,TOT,10,1,29,10,11,SPII_TOT_10_1_291011,10,1,1,13,29,10,17,58,441,0,0,0,0,0,12,52,0.18,0,0,831,8,
SPII,TOT,10,1,29,10,11,SPII_TOT_10_1_291011,10,1,1,14,29,10,17,58,443,0,0,0,0,0,13,57,0.18,0,0,830,8,
