"","plot_code","sub_plot","tree_tag","year","month","day","pom_height","dbh_first_year","dbh_first_year_cm","dendrometer_reading_mm","comments","forma_tronco","igual_DAP","apertura","X","X_1","X_2","X_3","X_4","density","height_m","dbh","cenyear","cenmonth","cenday"
"629","ESP-01",7,139,2010,7,21,NA,NA,13.7,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,14,2006,7,4
"630","ESP-01",7,139,2010,7,21,NA,NA,13.7,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,14,2006,7,4
"631","ESP-01",7,139,2010,10,13,NA,NA,13.7,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,14,2006,7,4
"632","ESP-01",7,139,2011,1,31,NA,NA,13.7,NA,"muerto.31.01.11",NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,14,2006,7,4
"633","ESP-01",7,139,2011,4,29,NA,NA,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,14,2006,7,4
"634","ESP-01",7,139,2011,7,11,NA,NA,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,14,2006,7,4
"635","ESP-01",7,139,2011,10,25,NA,NA,13.7,NA,"muerto",NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,14,2006,7,4
"636","ESP-01",7,139,2012,5,2,NA,NA,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,14,2006,7,4
"637","ESP-01",7,140,2009,8,19,NA,NA,17.6,"0",NA,"e","igual",NA,NA,NA,NA,NA,NA,0.594,14.5,17.7,2006,7,4
"638","ESP-01",7,140,2009,11,25,NA,NA,17.6,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,14.5,17.7,2006,7,4
"639","ESP-01",7,140,2010,1,26,NA,NA,17.6,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,14.5,17.7,2006,7,4
"640","ESP-01",7,140,2010,5,1,NA,NA,17.6,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,14.5,17.7,2006,7,4
"641","ESP-01",7,140,2010,7,21,NA,NA,17.6,"0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,14.5,17.7,2006,7,4
"642","ESP-01",7,140,2010,7,21,NA,NA,17.6,"0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,14.5,17.7,2006,7,4
"643","ESP-01",7,140,2010,10,13,NA,NA,17.6,"1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,14.5,17.7,2006,7,4
"644","ESP-01",7,140,2011,1,31,NA,NA,17.6,"1.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,14.5,17.7,2006,7,4
"645","ESP-01",7,140,2011,4,29,NA,NA,17.6,"1.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,14.5,17.7,2006,7,4
"646","ESP-01",7,140,2011,7,11,NA,NA,17.6,"2.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,14.5,17.7,2006,7,4
"647","ESP-01",7,140,2011,10,25,NA,NA,17.6,"3.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,14.5,17.7,2006,7,4
"648","ESP-01",7,140,2012,5,2,NA,NA,17.6,"3.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,14.5,17.7,2006,7,4
"649","ESP-01",7,141,2009,8,19,NA,NA,19.5,"4.3",NA,"e","diferente",NA,NA,NA,NA,NA,NA,0.6,14.5,19.8,2006,7,4
"650","ESP-01",7,141,2009,11,25,NA,NA,19.5,"9.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,14.5,19.8,2006,7,4
"651","ESP-01",7,141,2010,1,26,NA,NA,19.5,"13.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,14.5,19.8,2006,7,4
"652","ESP-01",7,141,2010,5,1,NA,NA,19.5,"18.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,14.5,19.8,2006,7,4
"653","ESP-01",7,141,2010,7,21,NA,NA,19.5,"23.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,14.5,19.8,2006,7,4
"654","ESP-01",7,141,2010,7,21,NA,NA,19.5,"23.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,14.5,19.8,2006,7,4
"655","ESP-01",7,141,2010,10,13,NA,NA,19.5,"28.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,14.5,19.8,2006,7,4
"656","ESP-01",7,141,2011,1,31,NA,NA,19.5,"34.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,14.5,19.8,2006,7,4
"657","ESP-01",7,141,2011,4,29,NA,NA,19.5,"38.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,14.5,19.8,2006,7,4
"658","ESP-01",7,141,2011,7,11,NA,NA,19.5,"41.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,14.5,19.8,2006,7,4
"659","ESP-01",7,141,2011,10,25,NA,NA,19.5,"47.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,14.5,19.8,2006,7,4
"660","ESP-01",7,141,2012,5,2,NA,NA,19.5,"51.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,14.5,19.8,2006,7,4
"661","ESP-01",7,143,2009,8,19,NA,NA,13.8,"0",NA,"e","diferente",NA,NA,NA,NA,NA,NA,0.49,12.5,14.4,2006,7,4
"662","ESP-01",7,143,2009,11,25,NA,NA,13.8,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,12.5,14.4,2006,7,4
"663","ESP-01",7,143,2010,1,26,NA,NA,13.8,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,12.5,14.4,2006,7,4
"664","ESP-01",7,143,2010,5,1,NA,NA,13.8,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,12.5,14.4,2006,7,4
"665","ESP-01",7,143,2010,7,21,NA,NA,13.8,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,12.5,14.4,2006,7,4
"666","ESP-01",7,143,2010,7,21,NA,NA,13.8,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,12.5,14.4,2006,7,4
"667","ESP-01",7,143,2010,10,13,NA,NA,13.8,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,12.5,14.4,2006,7,4
"668","ESP-01",7,143,2011,1,31,NA,NA,13.8,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,12.5,14.4,2006,7,4
"669","ESP-01",7,143,2011,4,29,NA,NA,13.8,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,12.5,14.4,2006,7,4
"670","ESP-01",7,143,2011,7,11,NA,NA,13.8,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,12.5,14.4,2006,7,4
"671","ESP-01",7,143,2011,10,25,NA,NA,13.8,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,12.5,14.4,2006,7,4
"672","ESP-01",7,143,2012,5,2,NA,NA,13.8,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,12.5,14.4,2006,7,4
"673","ESP-01",7,147,2009,8,19,NA,NA,23.6,"1.8",NA,"t","igual",NA,NA,NA,NA,NA,NA,0.52,14.5,22.9,2006,7,4
"674","ESP-01",7,147,2009,11,25,NA,NA,23.6,"2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,14.5,22.9,2006,7,4
"675","ESP-01",7,147,2010,1,26,NA,NA,23.6,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,14.5,22.9,2006,7,4
"676","ESP-01",7,147,2010,5,1,NA,NA,23.6,"5.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,14.5,22.9,2006,7,4
"677","ESP-01",7,147,2010,7,21,NA,NA,23.6,"5.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,14.5,22.9,2006,7,4
"678","ESP-01",7,147,2010,7,21,NA,NA,23.6,"5.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,14.5,22.9,2006,7,4
"679","ESP-01",7,147,2010,10,13,NA,NA,23.6,"6.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,14.5,22.9,2006,7,4
"680","ESP-01",7,147,2011,1,31,NA,NA,23.6,"8.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,14.5,22.9,2006,7,4
"681","ESP-01",7,147,2011,4,29,NA,NA,23.6,"8.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,14.5,22.9,2006,7,4
"682","ESP-01",7,147,2011,7,11,NA,NA,23.6,"10.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,14.5,22.9,2006,7,4
"683","ESP-01",7,147,2011,10,25,NA,NA,23.6,"14.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,14.5,22.9,2006,7,4
"684","ESP-01",7,147,2012,5,2,NA,NA,23.6,"16.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,14.5,22.9,2006,7,4
"685","ESP-01",7,148,2009,8,19,NA,NA,11.1,"0",NA,NA,NA,"muerto",NA,NA,NA,NA,NA,0.49,NA,11.3,2006,7,4
"686","ESP-01",7,148,2009,11,25,NA,NA,11.1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,11.3,2006,7,4
"687","ESP-01",7,148,2010,1,26,NA,NA,11.1,NA,"Muerto",NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,11.3,2006,7,4
"688","ESP-01",7,148,2010,5,1,NA,NA,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,11.3,2006,7,4
"689","ESP-01",7,148,2010,7,21,NA,NA,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,11.3,2006,7,4
"690","ESP-01",7,148,2010,7,21,NA,NA,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,11.3,2006,7,4
"691","ESP-01",7,148,2010,10,13,NA,NA,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,11.3,2006,7,4
"692","ESP-01",7,148,2011,1,31,NA,NA,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,11.3,2006,7,4
"693","ESP-01",7,148,2011,4,29,NA,NA,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,11.3,2006,7,4
"694","ESP-01",7,148,2011,7,11,NA,NA,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,11.3,2006,7,4
"695","ESP-01",7,148,2011,10,25,NA,NA,11.1,NA,"muerto",NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,11.3,2006,7,4
"696","ESP-01",7,148,2012,5,2,NA,NA,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,11.3,2006,7,4
"697","ESP-01",7,149,2009,8,19,NA,NA,13.4,"0",NA,NA,NA,"muerto",NA,NA,NA,NA,NA,0.61785,NA,14.7,2006,7,4
"698","ESP-01",7,149,2009,11,25,NA,NA,13.4,"-2.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61785,NA,14.7,2006,7,4
"699","ESP-01",7,149,2010,1,26,NA,NA,13.4,NA,"Muerto",NA,NA,NA,NA,NA,NA,NA,NA,0.61785,NA,14.7,2006,7,4
"700","ESP-01",7,149,2010,5,1,NA,NA,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61785,NA,14.7,2006,7,4
"701","ESP-01",7,149,2010,7,21,NA,NA,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61785,NA,14.7,2006,7,4
"702","ESP-01",7,149,2010,7,21,NA,NA,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61785,NA,14.7,2006,7,4
"703","ESP-01",7,149,2010,10,13,NA,NA,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61785,NA,14.7,2006,7,4
"704","ESP-01",7,149,2011,1,31,NA,NA,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61785,NA,14.7,2006,7,4
"705","ESP-01",7,149,2011,4,29,NA,NA,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61785,NA,14.7,2006,7,4
"706","ESP-01",7,149,2011,7,11,NA,NA,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61785,NA,14.7,2006,7,4
"707","ESP-01",7,149,2011,10,25,NA,NA,13.4,NA,"muerto",NA,NA,NA,NA,NA,NA,NA,NA,0.61785,NA,14.7,2006,7,4
"708","ESP-01",7,149,2012,5,2,NA,NA,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61785,NA,14.7,2006,7,4
"709","ESP-01",8,166,2009,8,19,NA,NA,17.2,"4.2",NA,"e","igual",NA,NA,NA,NA,NA,NA,0.52,18,16.7,2006,7,4
"710","ESP-01",8,166,2009,11,25,NA,NA,17.2,"5.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,18,16.7,2006,7,4
"711","ESP-01",8,166,2010,1,26,NA,NA,17.2,"7.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,18,16.7,2006,7,4
"712","ESP-01",8,166,2010,5,1,NA,NA,17.2,"8.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,18,16.7,2006,7,4
"713","ESP-01",8,166,2010,7,21,NA,NA,17.2,"10.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,18,16.7,2006,7,4
"714","ESP-01",8,166,2010,7,21,NA,NA,17.2,"10.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,18,16.7,2006,7,4
"715","ESP-01",8,166,2010,10,13,NA,NA,17.2,"12.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,18,16.7,2006,7,4
"716","ESP-01",8,166,2011,1,31,NA,NA,17.2,"14.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,18,16.7,2006,7,4
"717","ESP-01",8,166,2011,4,29,NA,NA,17.2,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,18,16.7,2006,7,4
"718","ESP-01",8,166,2011,7,11,NA,NA,17.2,"18.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,18,16.7,2006,7,4
"719","ESP-01",8,166,2011,10,25,NA,NA,17.2,"22.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,18,16.7,2006,7,4
"720","ESP-01",8,166,2012,5,2,NA,NA,17.2,"27.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,18,16.7,2006,7,4
"721","ESP-01",8,170,2009,8,19,NA,NA,18.7,"0",NA,NA,NA,"muerto",NA,NA,NA,NA,NA,0.49,11,18.8,2006,7,4
"722","ESP-01",8,170,2009,11,25,NA,NA,18.7,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,11,18.8,2006,7,4
"723","ESP-01",8,170,2010,1,26,NA,NA,18.7,"-1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,11,18.8,2006,7,4
"724","ESP-01",8,170,2010,5,1,NA,NA,18.7,"-0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,11,18.8,2006,7,4
"725","ESP-01",8,170,2010,7,21,NA,NA,18.7,"-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,11,18.8,2006,7,4
"726","ESP-01",8,170,2010,7,21,NA,NA,18.7,"-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,11,18.8,2006,7,4
"727","ESP-01",8,170,2010,10,13,NA,NA,18.7,"-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,11,18.8,2006,7,4
"728","ESP-01",8,170,2011,1,31,NA,NA,18.7,"-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,11,18.8,2006,7,4
"729","ESP-01",8,170,2011,4,29,NA,NA,18.7,"-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,11,18.8,2006,7,4
"730","ESP-01",8,170,2011,7,11,NA,NA,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,11,18.8,2006,7,4
"731","ESP-01",8,170,2011,10,25,NA,NA,18.7,NA,"muerto",NA,NA,NA,NA,NA,NA,NA,NA,0.49,11,18.8,2006,7,4
"732","ESP-01",8,170,2012,5,2,NA,NA,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,11,18.8,2006,7,4
"733","ESP-01",8,183,2009,8,19,NA,NA,15.4,"0",NA,"e","igual","1.1",NA,NA,NA,NA,NA,0.52,15.5,14.9,2006,7,4
"734","ESP-01",8,183,2009,11,25,NA,NA,15.4,"1.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,15.5,14.9,2006,7,4
"735","ESP-01",8,183,2010,1,26,NA,NA,15.4,"2.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,15.5,14.9,2006,7,4
"736","ESP-01",8,183,2010,5,1,NA,NA,15.4,"4.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,15.5,14.9,2006,7,4
"737","ESP-01",8,183,2010,7,21,NA,NA,15.4,"7.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,15.5,14.9,2006,7,4
"738","ESP-01",8,183,2010,7,21,NA,NA,15.4,"7.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,15.5,14.9,2006,7,4
"739","ESP-01",8,183,2010,10,13,NA,NA,15.4,"11.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,15.5,14.9,2006,7,4
"740","ESP-01",8,183,2011,1,31,NA,NA,15.4,"13.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,15.5,14.9,2006,7,4
"741","ESP-01",8,183,2011,4,29,NA,NA,15.4,"13.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,15.5,14.9,2006,7,4
"742","ESP-01",8,183,2011,7,11,NA,NA,15.4,"14.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,15.5,14.9,2006,7,4
"743","ESP-01",8,183,2011,10,25,NA,NA,15.4,"17.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,15.5,14.9,2006,7,4
"744","ESP-01",8,183,2012,5,2,NA,NA,15.4,"18.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,15.5,14.9,2006,7,4
"745","ESP-01",8,184,2009,8,19,NA,NA,13,"0",NA,"e","igual",NA,NA,NA,NA,NA,NA,0.52,14,13,2006,7,4
"746","ESP-01",8,184,2009,11,25,NA,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,14,13,2006,7,4
"747","ESP-01",8,184,2010,1,26,NA,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,14,13,2006,7,4
"748","ESP-01",8,184,2010,5,1,NA,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,14,13,2006,7,4
"749","ESP-01",8,184,2010,7,21,NA,NA,13,"0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,14,13,2006,7,4
"750","ESP-01",8,184,2010,7,21,NA,NA,13,"0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,14,13,2006,7,4
"751","ESP-01",8,184,2010,10,13,NA,NA,13,"1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,14,13,2006,7,4
"752","ESP-01",8,184,2011,1,31,NA,NA,13,"2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,14,13,2006,7,4
"753","ESP-01",8,184,2011,4,29,NA,NA,13,"2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,14,13,2006,7,4
"754","ESP-01",8,184,2011,7,11,NA,NA,13,"2.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,14,13,2006,7,4
"755","ESP-01",8,184,2011,10,25,NA,NA,13,"4.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,14,13,2006,7,4
"756","ESP-01",8,184,2012,5,2,NA,NA,13,"4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,14,13,2006,7,4
"757","ESP-01",8,186,2009,8,19,NA,NA,17.4,"5",NA,"e","igual",NA,NA,NA,NA,NA,NA,0.52,16,15.7,2006,7,4
"758","ESP-01",8,186,2009,11,25,NA,NA,17.4,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,16,15.7,2006,7,4
"759","ESP-01",8,186,2010,1,26,NA,NA,17.4,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,16,15.7,2006,7,4
"760","ESP-01",8,186,2010,5,1,NA,NA,17.4,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,16,15.7,2006,7,4
"761","ESP-01",8,186,2010,7,21,NA,NA,17.4,"18.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,16,15.7,2006,7,4
"762","ESP-01",8,186,2010,7,21,NA,NA,17.4,"18.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,16,15.7,2006,7,4
"763","ESP-01",8,186,2010,10,13,NA,NA,17.4,"22.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,16,15.7,2006,7,4
"764","ESP-01",8,186,2011,1,31,NA,NA,17.4,"26.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,16,15.7,2006,7,4
"765","ESP-01",8,186,2011,4,29,NA,NA,17.4,"28.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,16,15.7,2006,7,4
"766","ESP-01",8,186,2011,7,11,NA,NA,17.4,"32.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,16,15.7,2006,7,4
"767","ESP-01",8,186,2011,10,25,NA,NA,17.4,"39.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,16,15.7,2006,7,4
"768","ESP-01",8,186,2012,5,2,NA,NA,17.4,"42.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,16,15.7,2006,7,4
"769","ESP-01",8,187,2009,8,19,NA,NA,19,"0.5",NA,"e","igual",NA,NA,NA,NA,NA,NA,0.515,14.5,18.3,2006,7,4
"770","ESP-01",8,187,2009,11,25,NA,NA,19,"3.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.515,14.5,18.3,2006,7,4
"771","ESP-01",8,187,2010,1,26,NA,NA,19,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.515,14.5,18.3,2006,7,4
"772","ESP-01",8,187,2010,5,1,NA,NA,19,"8.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.515,14.5,18.3,2006,7,4
"773","ESP-01",8,187,2010,7,21,NA,NA,19,"11.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.515,14.5,18.3,2006,7,4
"774","ESP-01",8,187,2010,7,21,NA,NA,19,"11.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.515,14.5,18.3,2006,7,4
"775","ESP-01",8,187,2010,10,13,NA,NA,19,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.515,14.5,18.3,2006,7,4
"776","ESP-01",8,187,2011,1,31,NA,NA,19,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.515,14.5,18.3,2006,7,4
"777","ESP-01",8,187,2011,4,29,NA,NA,19,"26.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.515,14.5,18.3,2006,7,4
"778","ESP-01",8,187,2011,7,11,NA,NA,19,"28.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.515,14.5,18.3,2006,7,4
"779","ESP-01",8,187,2011,10,25,NA,NA,19,"29.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.515,14.5,18.3,2006,7,4
"780","ESP-01",8,187,2012,5,2,NA,NA,19,"36.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.515,14.5,18.3,2006,7,4
"781","ESP-01",8,189,2009,8,19,NA,NA,14.4,"1.8",NA,"e","igual",NA,NA,NA,NA,NA,NA,0.61785,15.5,13.7,2006,7,4
"782","ESP-01",8,189,2009,11,25,NA,NA,14.4,"4.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61785,15.5,13.7,2006,7,4
"783","ESP-01",8,189,2010,1,26,NA,NA,14.4,"5.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61785,15.5,13.7,2006,7,4
"784","ESP-01",8,189,2010,5,1,NA,NA,14.4,"7.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61785,15.5,13.7,2006,7,4
"785","ESP-01",8,189,2010,7,21,NA,NA,14.4,"9.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61785,15.5,13.7,2006,7,4
"786","ESP-01",8,189,2010,7,21,NA,NA,14.4,"9.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61785,15.5,13.7,2006,7,4
"787","ESP-01",8,189,2010,10,13,NA,NA,14.4,"11.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61785,15.5,13.7,2006,7,4
"788","ESP-01",8,189,2011,1,31,NA,NA,14.4,"13.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61785,15.5,13.7,2006,7,4
"789","ESP-01",8,189,2011,4,29,NA,NA,14.4,"15.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61785,15.5,13.7,2006,7,4
"790","ESP-01",8,189,2011,7,11,NA,NA,14.4,"15.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61785,15.5,13.7,2006,7,4
"791","ESP-01",8,189,2011,10,25,NA,NA,14.4,"15.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61785,15.5,13.7,2006,7,4
"792","ESP-01",8,189,2012,5,2,NA,NA,14.4,"15.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61785,15.5,13.7,2006,7,4
"793","ESP-01",8,193,2009,8,19,NA,NA,13,"0",NA,"e","igual",NA,NA,NA,NA,NA,NA,0.594,8,13.4,2006,7,4
"794","ESP-01",8,193,2009,11,25,NA,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,8,13.4,2006,7,4
"795","ESP-01",8,193,2010,1,26,NA,NA,13,"-0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,8,13.4,2006,7,4
"796","ESP-01",8,193,2010,5,1,NA,NA,13,"-0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,8,13.4,2006,7,4
"797","ESP-01",8,193,2010,7,21,NA,NA,13,"-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,8,13.4,2006,7,4
"798","ESP-01",8,193,2010,7,21,NA,NA,13,"-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,8,13.4,2006,7,4
"799","ESP-01",8,193,2010,10,13,NA,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,8,13.4,2006,7,4
"800","ESP-01",8,193,2011,1,31,NA,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,8,13.4,2006,7,4
"801","ESP-01",8,193,2011,4,29,NA,NA,13,"1.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,8,13.4,2006,7,4
"802","ESP-01",8,193,2011,7,11,NA,NA,13,"1.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,8,13.4,2006,7,4
"803","ESP-01",8,193,2011,10,25,NA,NA,13,"2.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,8,13.4,2006,7,4
