plot_code,measurement_code,disturbance_code,subplot,collar_number,replica,year,egm_measurement,recno,day,month,hour,min,co2ref,inputD,time,inputF,atmp,probe_type
WAY,CTRL,UD,13,3,1,2013,73,1,25,7,23,22,460,0,0,0,723,8
WAY,CTRL,UD,13,3,1,2013,73,2,25,7,23,22,462,0,4,0,723,8
WAY,CTRL,UD,13,3,1,2013,73,3,25,7,23,23,464,0,9,0,723,8
WAY,CTRL,UD,13,3,1,2013,73,4,25,7,23,23,466,5,14,0.27,723,8
WAY,CTRL,UD,13,3,1,2013,73,5,25,7,23,23,468,7,19,0.26,723,8
WAY,CTRL,UD,13,3,1,2013,73,6,25,7,23,23,469,8,24,0.25,723,8
WAY,CTRL,UD,13,3,1,2013,73,7,25,7,23,23,471,10,28,0.24,723,8
WAY,CTRL,UD,13,3,1,2013,73,8,25,7,23,23,472,11,33,0.24,723,8
WAY,CTRL,UD,13,3,1,2013,73,9,25,7,23,23,474,13,38,0.23,723,8
WAY,CTRL,UD,13,3,1,2013,73,10,25,7,23,23,475,14,43,0.23,723,8
WAY,CTRL,UD,13,3,1,2013,73,11,25,7,23,23,477,16,48,0.23,723,8
WAY,CTRL,UD,13,3,1,2013,73,12,25,7,23,23,478,17,52,0.22,723,8
WAY,CTRL,UD,13,3,1,2013,73,13,25,7,23,23,479,18,57,0.22,723,8
WAY,CTRL,UD,13,3,1,2013,73,14,25,7,23,23,481,20,62,0.22,723,8
WAY,CTRL,UD,13,3,1,2013,73,15,25,7,23,23,483,21,67,0.22,723,8
WAY,CTRL,UD,13,3,1,2013,73,16,25,7,23,24,484,23,72,0.22,723,8
WAY,CTRL,UD,13,3,1,2013,73,17,25,7,23,24,485,24,76,0.21,723,8
WAY,CTRL,UD,13,3,1,2013,73,18,25,7,23,24,486,25,81,0.21,723,8
WAY,CTRL,UD,13,3,1,2013,73,19,25,7,23,24,488,26,86,0.21,723,8
WAY,CTRL,UD,13,3,1,2013,73,20,25,7,23,24,489,28,91,0.21,723,8
WAY,CTRL,UD,13,3,1,2013,73,21,25,7,23,24,490,29,96,0.21,723,8
WAY,CTRL,UD,13,3,1,2013,73,22,25,7,23,24,492,30,100,0.2,723,8
WAY,CTRL,UD,13,3,1,2013,73,23,25,7,23,24,493,31,105,0.2,723,8
WAY,CTRL,UD,13,3,1,2013,73,24,25,7,23,24,495,33,110,0.2,723,8
WAY,CTRL,UD,13,3,1,2013,73,25,25,7,23,24,496,34,115,0.2,723,8
WAY,CTRL,UD,13,3,1,2013,73,26,25,7,23,24,497,35,120,0.2,723,8
WAY,CTRL,UD,13,3,1,2013,73,27,25,7,23,24,498,37,124,0.2,723,8
WAY,CTRL,UD,13,4,1,2013,74,1,25,7,23,25,480,0,0,0,723,8
WAY,CTRL,UD,13,4,1,2013,74,2,25,7,23,25,480,0,4,0,723,8
WAY,CTRL,UD,13,4,1,2013,74,3,25,7,23,25,481,0,9,0,723,8
WAY,CTRL,UD,13,4,1,2013,74,4,25,7,23,25,482,2,14,0.12,723,8
WAY,CTRL,UD,13,4,1,2013,74,5,25,7,23,26,483,3,19,0.13,723,8
WAY,CTRL,UD,13,4,1,2013,74,6,25,7,23,26,484,4,24,0.14,723,8
WAY,CTRL,UD,13,4,1,2013,74,7,25,7,23,26,485,5,28,0.13,723,8
WAY,CTRL,UD,13,4,1,2013,74,8,25,7,23,26,486,6,33,0.13,723,8
WAY,CTRL,UD,13,4,1,2013,74,9,25,7,23,26,487,7,38,0.14,723,8
WAY,CTRL,UD,13,4,1,2013,74,10,25,7,23,26,488,8,43,0.14,723,8
WAY,CTRL,UD,13,4,1,2013,74,11,25,7,23,26,489,10,48,0.14,723,8
WAY,CTRL,UD,13,4,1,2013,74,12,25,7,23,26,490,11,52,0.14,723,8
WAY,CTRL,UD,13,4,1,2013,74,13,25,7,23,26,491,12,57,0.14,723,8
WAY,CTRL,UD,13,4,1,2013,74,14,25,7,23,26,493,13,62,0.14,723,8
WAY,CTRL,UD,13,4,1,2013,74,15,25,7,23,26,494,14,67,0.14,723,8
WAY,CTRL,UD,13,4,1,2013,74,16,25,7,23,26,495,15,72,0.14,723,8
WAY,CTRL,UD,13,4,1,2013,74,17,25,7,23,27,496,16,76,0.15,723,8
WAY,CTRL,UD,13,4,1,2013,74,18,25,7,23,27,497,17,81,0.15,723,8
WAY,CTRL,UD,13,4,1,2013,74,19,25,7,23,27,499,19,86,0.15,723,8
WAY,CTRL,UD,13,4,1,2013,74,20,25,7,23,27,500,20,91,0.15,723,8
WAY,CTRL,UD,13,4,1,2013,74,21,25,7,23,27,501,21,96,0.15,723,8
WAY,CTRL,UD,13,4,1,2013,74,22,25,7,23,27,502,22,100,0.15,723,8
WAY,CTRL,UD,13,4,1,2013,74,23,25,7,23,27,503,23,105,0.15,723,8
WAY,CTRL,UD,13,4,1,2013,74,24,25,7,23,27,504,25,110,0.15,723,8
WAY,CTRL,UD,13,4,1,2013,74,25,25,7,23,27,506,26,115,0.15,723,8
WAY,CTRL,UD,13,4,1,2013,74,26,25,7,23,27,507,27,120,0.15,723,8
WAY,CTRL,UD,13,4,1,2013,74,27,25,7,23,27,508,28,124,0.15,723,8
WAY,CTRL,UD,13,5,1,2013,75,1,25,7,23,28,481,0,0,0,723,8
WAY,CTRL,UD,13,5,1,2013,75,2,25,7,23,28,484,0,4,0,723,8
WAY,CTRL,UD,13,5,1,2013,75,3,25,7,23,28,485,0,9,0,723,8
WAY,CTRL,UD,13,5,1,2013,75,4,25,7,23,28,485,3,14,0.17,723,8
WAY,CTRL,UD,13,5,1,2013,75,5,25,7,23,28,486,3,19,0.14,723,8
WAY,CTRL,UD,13,5,1,2013,75,6,25,7,23,28,486,4,24,0.12,723,8
WAY,CTRL,UD,13,5,1,2013,75,7,25,7,23,29,487,4,28,0.11,723,8
WAY,CTRL,UD,13,5,1,2013,75,8,25,7,23,29,487,5,33,0.1,723,8
WAY,CTRL,UD,13,5,1,2013,75,9,25,7,23,29,487,5,38,0.09,723,8
WAY,CTRL,UD,13,5,1,2013,75,10,25,7,23,29,488,5,43,0.08,723,8
WAY,CTRL,UD,13,5,1,2013,75,11,25,7,23,29,488,5,48,0.08,723,8
WAY,CTRL,UD,13,5,1,2013,75,12,25,7,23,29,489,6,52,0.08,723,8
WAY,CTRL,UD,13,5,1,2013,75,13,25,7,23,29,489,6,57,0.08,723,8
WAY,CTRL,UD,13,5,1,2013,75,14,25,7,23,29,490,7,62,0.07,723,8
WAY,CTRL,UD,13,5,1,2013,75,15,25,7,23,29,490,7,67,0.07,723,8
WAY,CTRL,UD,13,5,1,2013,75,16,25,7,23,29,491,8,72,0.07,723,8
WAY,CTRL,UD,13,5,1,2013,75,17,25,7,23,29,491,8,76,0.07,723,8
WAY,CTRL,UD,13,5,1,2013,75,18,25,7,23,29,492,9,81,0.07,723,8
WAY,CTRL,UD,13,5,1,2013,75,19,25,7,23,30,493,9,86,0.07,723,8
WAY,CTRL,UD,13,5,1,2013,75,20,25,7,23,30,493,10,91,0.07,723,8
WAY,CTRL,UD,13,5,1,2013,75,21,25,7,23,30,494,10,96,0.07,723,8
WAY,CTRL,UD,13,5,1,2013,75,22,25,7,23,30,494,11,100,0.07,723,8
WAY,CTRL,UD,13,5,1,2013,75,23,25,7,23,30,495,11,105,0.07,723,8
WAY,CTRL,UD,13,5,1,2013,75,24,25,7,23,30,496,12,110,0.07,723,8
WAY,CTRL,UD,13,5,1,2013,75,25,25,7,23,30,497,13,115,0.07,723,8
WAY,CTRL,UD,13,5,1,2013,75,26,25,7,23,30,497,13,120,0.07,723,8
WAY,CTRL,UD,13,5,1,2013,75,27,25,7,23,30,498,14,124,0.07,723,8
WAY,CTRL,D,13,6,1,2013,76,1,25,7,23,31,464,0,0,0,723,8
WAY,CTRL,D,13,6,1,2013,76,2,25,7,23,31,468,0,4,0,723,8
WAY,CTRL,D,13,6,1,2013,76,3,25,7,23,32,470,0,9,0,723,8
WAY,CTRL,D,13,6,1,2013,76,4,25,7,23,32,473,8,14,0.42,723,8
WAY,CTRL,D,13,6,1,2013,76,5,25,7,23,32,475,10,19,0.38,723,8
WAY,CTRL,D,13,6,1,2013,76,6,25,7,23,32,477,12,24,0.35,723,8
WAY,CTRL,D,13,6,1,2013,76,7,25,7,23,32,478,14,28,0.33,723,8
WAY,CTRL,D,13,6,1,2013,76,8,25,7,23,32,481,15,33,0.32,723,8
WAY,CTRL,D,13,6,1,2013,76,9,25,7,23,32,483,17,38,0.32,723,8
WAY,CTRL,D,13,6,1,2013,76,10,25,7,23,32,485,19,43,0.31,723,8
WAY,CTRL,D,13,6,1,2013,76,11,25,7,23,32,487,21,48,0.31,723,8
WAY,CTRL,D,13,6,1,2013,76,12,25,7,23,32,488,23,52,0.3,723,8
WAY,CTRL,D,13,6,1,2013,76,13,25,7,23,33,490,25,57,0.3,723,8
WAY,CTRL,D,13,6,1,2013,76,14,25,7,23,33,492,27,62,0.29,723,8
WAY,CTRL,D,13,6,1,2013,76,15,25,7,23,33,494,28,67,0.29,723,8
WAY,CTRL,D,13,6,1,2013,76,16,25,7,23,33,496,30,72,0.29,723,8
WAY,CTRL,D,13,6,1,2013,76,17,25,7,23,33,498,32,76,0.29,723,8
WAY,CTRL,D,13,6,1,2013,76,18,25,7,23,33,500,34,81,0.28,723,8
WAY,CTRL,D,13,6,1,2013,76,19,25,7,23,33,501,35,86,0.28,723,8
WAY,CTRL,D,13,6,1,2013,76,20,25,7,23,33,503,37,91,0.28,723,8
WAY,CTRL,D,13,6,1,2013,76,21,25,7,23,33,505,39,96,0.28,723,8
WAY,CTRL,D,13,6,1,2013,76,22,25,7,23,33,507,41,100,0.28,723,8
WAY,CTRL,D,13,6,1,2013,76,23,25,7,23,34,509,42,105,0.27,723,8
WAY,CTRL,D,13,6,1,2013,76,24,25,7,23,34,510,44,110,0.27,723,8
WAY,CTRL,D,13,6,1,2013,76,25,25,7,23,34,512,46,115,0.27,723,8
WAY,CTRL,D,13,6,1,2013,76,26,25,7,23,34,514,47,120,0.27,723,8
WAY,CTRL,D,13,6,1,2013,76,27,25,7,23,34,516,49,124,0.27,723,8
WAY,CTRL,D,13,7,1,2013,77,22,25,7,23,40,477,0,0,0,723,8
WAY,CTRL,D,13,7,1,2013,77,23,25,7,23,40,477,0,4,0,723,8
WAY,CTRL,D,13,7,1,2013,77,24,25,7,23,40,478,0,9,0,723,8
WAY,CTRL,D,13,7,1,2013,77,25,25,7,23,41,479,2,14,0.11,723,8
WAY,CTRL,D,13,7,1,2013,77,26,25,7,23,41,480,3,19,0.12,723,8
WAY,CTRL,D,13,7,1,2013,77,27,25,7,23,41,481,4,24,0.12,723,8
WAY,CTRL,D,13,7,1,2013,77,28,25,7,23,41,482,5,28,0.12,723,8
WAY,CTRL,D,13,7,1,2013,77,29,25,7,23,41,483,6,33,0.12,723,8
WAY,CTRL,D,13,7,1,2013,77,30,25,7,23,41,484,7,38,0.13,723,8
WAY,CTRL,D,13,7,1,2013,77,31,25,7,23,41,485,8,43,0.13,723,8
WAY,CTRL,D,13,7,1,2013,77,32,25,7,23,41,487,10,48,0.14,723,8
WAY,CTRL,D,13,7,1,2013,77,33,25,7,23,41,488,11,52,0.15,723,8
WAY,CTRL,D,13,7,1,2013,77,34,25,7,23,42,489,12,57,0.15,723,8
WAY,CTRL,D,13,7,1,2013,77,35,25,7,23,42,491,14,62,0.15,723,8
WAY,CTRL,D,13,7,1,2013,77,36,25,7,23,42,492,15,67,0.15,723,8
WAY,CTRL,D,13,7,1,2013,77,37,25,7,23,42,493,16,72,0.15,723,8
WAY,CTRL,D,13,7,1,2013,77,38,25,7,23,42,494,17,76,0.15,723,8
WAY,CTRL,D,13,7,1,2013,77,39,25,7,23,42,495,18,81,0.15,723,8
WAY,CTRL,D,13,7,1,2013,77,40,25,7,23,42,496,19,86,0.15,723,8
WAY,CTRL,D,13,7,1,2013,77,41,25,7,23,42,497,21,91,0.15,723,8
WAY,CTRL,D,13,7,1,2013,77,42,25,7,23,42,498,22,96,0.15,723,8
WAY,CTRL,D,13,7,1,2013,77,43,25,7,23,43,499,23,100,0.15,723,8
WAY,CTRL,D,13,7,1,2013,77,44,25,7,23,43,500,24,105,0.16,723,8
WAY,CTRL,D,13,7,1,2013,77,45,25,7,23,43,502,25,110,0.16,723,8
WAY,CTRL,D,13,7,1,2013,77,46,25,7,23,43,503,26,115,0.16,723,8
WAY,CTRL,D,13,7,1,2013,77,47,25,7,23,43,504,28,120,0.16,723,8
WAY,CTRL,D,13,8,1,2013,78,1,25,7,23,59,492,0,0,0,723,8
WAY,CTRL,D,13,8,1,2013,78,2,25,7,23,59,493,0,4,0,723,8
WAY,CTRL,D,13,8,1,2013,78,3,25,7,23,59,495,0,9,0,723,8
WAY,CTRL,D,13,8,1,2013,78,4,25,7,23,59,496,4,14,0.19,723,8
WAY,CTRL,D,13,8,1,2013,78,5,25,7,23,59,497,5,19,0.17,723,8
WAY,CTRL,D,13,8,1,2013,78,6,25,7,23,59,498,5,24,0.17,723,8
WAY,CTRL,D,13,8,1,2013,78,7,25,7,23,59,499,7,28,0.16,723,8
WAY,CTRL,D,13,8,1,2013,78,8,25,7,23,59,500,7,33,0.16,723,8
WAY,CTRL,D,13,8,1,2013,78,9,25,7,23,59,501,9,38,0.16,723,8
WAY,CTRL,D,13,8,1,2013,78,10,25,7,23,59,502,9,43,0.15,723,8
WAY,CTRL,D,13,8,1,2013,78,11,25,7,23,59,503,10,48,0.15,723,8
WAY,CTRL,D,13,8,1,2013,78,12,26,7,0,0,504,11,52,0.15,723,8
WAY,CTRL,D,13,8,1,2013,78,13,26,7,0,0,505,12,57,0.15,723,8
WAY,CTRL,D,13,8,1,2013,78,14,26,7,0,0,507,13,62,0.15,723,8
WAY,CTRL,D,13,8,1,2013,78,15,26,7,0,0,508,15,67,0.15,723,8
WAY,CTRL,D,13,8,1,2013,78,16,26,7,0,0,509,16,72,0.15,723,8
WAY,CTRL,D,13,8,1,2013,78,17,26,7,0,0,510,17,76,0.15,723,8
WAY,CTRL,D,13,8,1,2013,78,18,26,7,0,0,511,18,81,0.15,723,8
WAY,CTRL,D,13,8,1,2013,78,19,26,7,0,0,512,19,86,0.15,723,8
WAY,CTRL,D,13,8,1,2013,78,20,26,7,0,0,513,20,91,0.15,723,8
WAY,CTRL,D,13,8,1,2013,78,21,26,7,0,0,514,21,96,0.15,723,8
WAY,CTRL,D,13,8,1,2013,78,22,26,7,0,0,515,22,100,0.15,723,8
WAY,CTRL,D,13,8,1,2013,78,23,26,7,0,0,516,23,105,0.15,723,8
WAY,CTRL,D,13,8,1,2013,78,24,26,7,0,1,517,24,110,0.15,723,8
WAY,CTRL,D,13,8,1,2013,78,25,26,7,0,1,518,25,115,0.15,723,8
WAY,CTRL,D,13,8,1,2013,78,26,26,7,0,1,519,27,120,0.15,723,8
WAY,CTRL,D,13,8,1,2013,78,27,26,7,0,1,520,28,124,0.15,723,8
WAY,CTRL,D,13,9,1,2013,79,1,26,7,0,2,465,0,0,0,723,8
WAY,CTRL,D,13,9,1,2013,79,2,26,7,0,2,467,0,4,0,723,8
WAY,CTRL,D,13,9,1,2013,79,3,26,7,0,2,469,0,9,0,723,8
WAY,CTRL,D,13,9,1,2013,79,4,26,7,0,2,470,4,14,0.23,723,8
WAY,CTRL,D,13,9,1,2013,79,5,26,7,0,2,471,6,19,0.21,723,8
WAY,CTRL,D,13,9,1,2013,79,6,26,7,0,2,472,7,24,0.2,723,8
WAY,CTRL,D,13,9,1,2013,79,7,26,7,0,2,473,7,28,0.19,723,8
WAY,CTRL,D,13,9,1,2013,79,8,26,7,0,2,474,8,33,0.17,723,8
WAY,CTRL,D,13,9,1,2013,79,9,26,7,0,2,475,9,38,0.16,723,8
WAY,CTRL,D,13,9,1,2013,79,10,26,7,0,3,476,10,43,0.16,723,8
WAY,CTRL,D,13,9,1,2013,79,11,26,7,0,3,477,10,48,0.15,723,8
WAY,CTRL,D,13,9,1,2013,79,12,26,7,0,3,478,11,52,0.15,723,8
WAY,CTRL,D,13,9,1,2013,79,13,26,7,0,3,479,12,57,0.14,723,8
WAY,CTRL,D,13,9,1,2013,79,14,26,7,0,3,479,13,62,0.14,723,8
WAY,CTRL,D,13,9,1,2013,79,15,26,7,0,3,480,13,67,0.14,723,8
WAY,CTRL,D,13,9,1,2013,79,16,26,7,0,3,481,14,72,0.14,723,8
WAY,CTRL,D,13,9,1,2013,79,17,26,7,0,3,482,15,76,0.13,723,8
WAY,CTRL,D,13,9,1,2013,79,18,26,7,0,3,483,16,81,0.13,723,8
WAY,CTRL,D,13,9,1,2013,79,19,26,7,0,3,484,16,86,0.13,723,8
WAY,CTRL,D,13,9,1,2013,79,20,26,7,0,3,484,17,91,0.13,723,8
WAY,CTRL,D,13,9,1,2013,79,21,26,7,0,3,485,18,96,0.13,723,8
WAY,CTRL,D,13,9,1,2013,79,22,26,7,0,4,486,19,100,0.13,723,8
WAY,CTRL,D,13,9,1,2013,79,23,26,7,0,4,487,20,105,0.13,723,8
WAY,CTRL,D,13,9,1,2013,79,24,26,7,0,4,488,20,110,0.13,723,8
WAY,CTRL,D,13,9,1,2013,79,25,26,7,0,4,489,21,115,0.12,723,8
WAY,CTRL,D,13,9,1,2013,79,26,26,7,0,4,489,22,120,0.12,723,8
WAY,CTRL,D,13,9,1,2013,79,27,26,7,0,4,490,23,124,0.12,723,8
WAY,CTRL,D,13,10,1,2013,80,1,26,7,0,5,455,0,0,0,723,8
WAY,CTRL,D,13,10,1,2013,80,2,26,7,0,5,456,0,4,0,723,8
WAY,CTRL,D,13,10,1,2013,80,3,26,7,0,5,457,0,9,0,723,8
WAY,CTRL,D,13,10,1,2013,80,4,26,7,0,5,458,3,14,0.15,723,8
WAY,CTRL,D,13,10,1,2013,80,5,26,7,0,5,459,3,19,0.14,723,8
WAY,CTRL,D,13,10,1,2013,80,6,26,7,0,5,460,4,24,0.13,723,8
WAY,CTRL,D,13,10,1,2013,80,7,26,7,0,5,460,5,28,0.12,723,8
WAY,CTRL,D,13,10,1,2013,80,8,26,7,0,5,461,5,33,0.12,723,8
WAY,CTRL,D,13,10,1,2013,80,9,26,7,0,5,462,6,38,0.11,723,8
WAY,CTRL,D,13,10,1,2013,80,10,26,7,0,5,462,7,43,0.11,723,8
WAY,CTRL,D,13,10,1,2013,80,11,26,7,0,5,463,7,48,0.1,723,8
WAY,CTRL,D,13,10,1,2013,80,12,26,7,0,5,463,8,52,0.1,723,8
WAY,CTRL,D,13,10,1,2013,80,13,26,7,0,6,464,8,57,0.1,723,8
WAY,CTRL,D,13,10,1,2013,80,14,26,7,0,6,464,9,62,0.09,723,8
WAY,CTRL,D,13,10,1,2013,80,15,26,7,0,6,465,9,67,0.09,723,8
WAY,CTRL,D,13,10,1,2013,80,16,26,7,0,6,466,10,72,0.09,723,8
WAY,CTRL,D,13,10,1,2013,80,17,26,7,0,6,466,10,76,0.09,723,8
WAY,CTRL,D,13,10,1,2013,80,18,26,7,0,6,466,11,81,0.09,723,8
WAY,CTRL,D,13,10,1,2013,80,19,26,7,0,6,467,11,86,0.09,723,8
WAY,CTRL,D,13,10,1,2013,80,20,26,7,0,6,468,12,91,0.09,723,8
WAY,CTRL,D,13,10,1,2013,80,21,26,7,0,6,468,12,96,0.09,723,8
WAY,CTRL,D,13,10,1,2013,80,22,26,7,0,6,469,13,100,0.08,723,8
WAY,CTRL,D,13,10,1,2013,80,23,26,7,0,6,470,13,105,0.08,723,8
WAY,CTRL,D,13,10,1,2013,80,24,26,7,0,6,470,14,110,0.08,723,8
WAY,CTRL,D,13,10,1,2013,80,25,26,7,0,7,471,14,115,0.08,723,8
WAY,CTRL,D,13,10,1,2013,80,26,26,7,0,7,472,15,120,0.08,723,8
WAY,CTRL,D,13,10,1,2013,80,27,26,7,0,7,472,16,124,0.08,723,8
