plot_code,measurement_code,disturbance_code,subplot,collar_number,replica,year,egm_measurement,recno,day,month,hour,min,co2ref,inputD,time,inputF,atmp,probe_type
ACJ,CTRL,UD,13,1,1,2013,71,1,24,7,3,27,466,0,0,0,675,8
ACJ,CTRL,UD,13,1,1,2013,71,2,24,7,3,27,467,0,4,0,675,8
ACJ,CTRL,UD,13,1,1,2013,71,3,24,7,3,27,469,0,9,0,675,8
ACJ,CTRL,UD,13,1,1,2013,71,4,24,7,3,27,470,4,14,0.2,675,8
ACJ,CTRL,UD,13,1,1,2013,71,5,24,7,3,27,472,6,19,0.2,675,8
ACJ,CTRL,UD,13,1,1,2013,71,6,24,7,3,27,473,7,24,0.2,675,8
ACJ,CTRL,UD,13,1,1,2013,71,7,24,7,3,27,475,9,28,0.2,675,8
ACJ,CTRL,UD,13,1,1,2013,71,8,24,7,3,27,476,10,33,0.2,675,8
ACJ,CTRL,UD,13,1,1,2013,71,9,24,7,3,27,478,12,38,0.2,675,8
ACJ,CTRL,UD,13,1,1,2013,71,10,24,7,3,27,480,13,43,0.2,675,8
ACJ,CTRL,UD,13,1,1,2013,71,11,24,7,3,27,481,15,48,0.2,675,8
ACJ,CTRL,UD,13,1,1,2013,71,12,24,7,3,27,483,17,52,0.2,675,8
ACJ,CTRL,UD,13,1,1,2013,71,13,24,7,3,27,485,18,57,0.21,675,8
ACJ,CTRL,UD,13,1,1,2013,71,14,24,7,3,28,486,20,62,0.21,675,8
ACJ,CTRL,UD,13,1,1,2013,71,15,24,7,3,28,487,21,67,0.2,675,8
ACJ,CTRL,UD,13,1,1,2013,71,16,24,7,3,28,488,23,72,0.2,675,8
ACJ,CTRL,UD,13,1,1,2013,71,17,24,7,3,28,490,24,76,0.2,675,8
ACJ,CTRL,UD,13,1,1,2013,71,18,24,7,3,28,491,26,81,0.2,675,8
ACJ,CTRL,UD,13,1,1,2013,71,19,24,7,3,28,493,27,86,0.2,675,8
ACJ,CTRL,UD,13,1,1,2013,71,20,24,7,3,28,495,28,91,0.2,675,8
ACJ,CTRL,UD,13,1,1,2013,71,21,24,7,3,28,496,30,96,0.2,675,8
ACJ,CTRL,UD,13,1,1,2013,71,22,24,7,3,28,498,31,100,0.2,675,8
ACJ,CTRL,UD,13,1,1,2013,71,23,24,7,3,28,499,33,105,0.2,675,8
ACJ,CTRL,UD,13,1,1,2013,71,24,24,7,3,28,501,34,110,0.2,675,8
ACJ,CTRL,UD,13,1,1,2013,71,25,24,7,3,28,502,36,115,0.2,675,8
ACJ,CTRL,UD,13,1,1,2013,71,26,24,7,3,29,503,37,120,0.2,675,8
ACJ,CTRL,UD,13,1,1,2013,71,27,24,7,3,29,505,39,124,0.2,675,8
ACJ,CTRL,UD,13,2,1,2013,72,1,24,7,3,30,466,0,0,0,675,8
ACJ,CTRL,UD,13,2,1,2013,72,2,24,7,3,30,468,0,4,0,675,8
ACJ,CTRL,UD,13,2,1,2013,72,3,24,7,3,30,470,0,9,0,675,8
ACJ,CTRL,UD,13,2,1,2013,72,4,24,7,3,30,471,5,14,0.22,675,8
ACJ,CTRL,UD,13,2,1,2013,72,5,24,7,3,30,472,6,19,0.2,675,8
ACJ,CTRL,UD,13,2,1,2013,72,6,24,7,3,30,473,7,24,0.19,675,8
ACJ,CTRL,UD,13,2,1,2013,72,7,24,7,3,30,475,8,28,0.19,675,8
ACJ,CTRL,UD,13,2,1,2013,72,8,24,7,3,30,477,10,33,0.19,675,8
ACJ,CTRL,UD,13,2,1,2013,72,9,24,7,3,30,479,12,38,0.2,675,8
ACJ,CTRL,UD,13,2,1,2013,72,10,24,7,3,30,481,14,43,0.2,675,8
ACJ,CTRL,UD,13,2,1,2013,72,11,24,7,3,30,483,16,48,0.21,675,8
ACJ,CTRL,UD,13,2,1,2013,72,12,24,7,3,31,485,18,52,0.22,675,8
ACJ,CTRL,UD,13,2,1,2013,72,13,24,7,3,31,488,20,57,0.23,675,8
ACJ,CTRL,UD,13,2,1,2013,72,14,24,7,3,31,489,22,62,0.23,675,8
ACJ,CTRL,UD,13,2,1,2013,72,15,24,7,3,31,492,25,67,0.24,675,8
ACJ,CTRL,UD,13,2,1,2013,72,16,24,7,3,31,494,27,72,0.24,675,8
ACJ,CTRL,UD,13,2,1,2013,72,17,24,7,3,31,497,30,76,0.25,675,8
ACJ,CTRL,UD,13,2,1,2013,72,18,24,7,3,31,499,32,81,0.25,675,8
ACJ,CTRL,UD,13,2,1,2013,72,19,24,7,3,31,502,35,86,0.26,675,8
ACJ,CTRL,UD,13,2,1,2013,72,20,24,7,3,31,504,38,91,0.26,675,8
ACJ,CTRL,UD,13,2,1,2013,72,21,24,7,3,31,506,40,96,0.27,675,8
ACJ,CTRL,UD,13,2,1,2013,72,22,24,7,3,31,510,43,100,0.27,675,8
ACJ,CTRL,UD,13,2,1,2013,72,23,24,7,3,31,512,46,105,0.28,675,8
ACJ,CTRL,UD,13,2,1,2013,72,24,24,7,3,31,515,49,110,0.28,675,8
ACJ,CTRL,UD,13,2,1,2013,72,25,24,7,3,32,518,51,115,0.29,675,8
ACJ,CTRL,UD,13,3,1,2013,73,1,24,7,3,32,471,0,0,0,675,8
ACJ,CTRL,UD,13,3,1,2013,73,2,24,7,3,32,472,0,4,0,675,8
ACJ,CTRL,UD,13,3,1,2013,73,3,24,7,3,32,474,0,9,0,675,8
ACJ,CTRL,UD,13,3,1,2013,73,4,24,7,3,33,475,4,14,0.19,675,8
ACJ,CTRL,UD,13,3,1,2013,73,5,24,7,3,33,477,5,19,0.19,675,8
ACJ,CTRL,UD,13,3,1,2013,73,6,24,7,3,33,479,7,24,0.2,675,8
ACJ,CTRL,UD,13,3,1,2013,73,7,24,7,3,33,480,9,28,0.2,675,8
ACJ,CTRL,UD,13,3,1,2013,73,8,24,7,3,33,482,11,33,0.21,675,8
ACJ,CTRL,UD,13,3,1,2013,73,9,24,7,3,33,484,12,38,0.21,675,8
ACJ,CTRL,UD,13,3,1,2013,73,10,24,7,3,33,485,14,43,0.21,675,8
ACJ,CTRL,UD,13,3,1,2013,73,11,24,7,3,33,487,16,48,0.21,675,8
ACJ,CTRL,UD,13,3,1,2013,73,12,24,7,3,33,489,17,52,0.21,675,8
ACJ,CTRL,UD,13,3,1,2013,73,13,24,7,3,33,491,19,57,0.22,675,8
ACJ,CTRL,UD,13,3,1,2013,73,14,24,7,3,33,493,21,62,0.22,675,8
ACJ,CTRL,UD,13,3,1,2013,73,15,24,7,3,33,494,23,67,0.22,675,8
ACJ,CTRL,UD,13,3,1,2013,73,16,24,7,3,34,496,25,72,0.22,675,8
ACJ,CTRL,UD,13,3,1,2013,73,17,24,7,3,34,498,27,76,0.22,675,8
ACJ,CTRL,UD,13,3,1,2013,73,18,24,7,3,34,500,29,81,0.22,675,8
ACJ,CTRL,UD,13,3,1,2013,73,19,24,7,3,34,502,31,86,0.23,675,8
ACJ,CTRL,UD,13,3,1,2013,73,20,24,7,3,34,504,32,91,0.23,675,8
ACJ,CTRL,UD,13,3,1,2013,73,21,24,7,3,34,505,34,96,0.23,675,8
ACJ,CTRL,UD,13,3,1,2013,73,22,24,7,3,34,508,36,100,0.23,675,8
ACJ,CTRL,UD,13,3,1,2013,73,23,24,7,3,34,509,38,105,0.23,675,8
ACJ,CTRL,UD,13,3,1,2013,73,24,24,7,3,34,511,40,110,0.23,675,8
ACJ,CTRL,UD,13,3,1,2013,73,25,24,7,3,34,513,42,115,0.23,675,8
ACJ,CTRL,UD,13,3,1,2013,73,26,24,7,3,34,515,44,120,0.23,675,8
ACJ,CTRL,UD,13,3,1,2013,73,27,24,7,3,34,517,46,124,0.23,675,8
ACJ,CTRL,UD,13,4,1,2013,74,1,24,7,3,35,469,0,0,0,675,8
ACJ,CTRL,UD,13,4,1,2013,74,2,24,7,3,35,471,0,4,0,675,8
ACJ,CTRL,UD,13,4,1,2013,74,3,24,7,3,35,472,0,9,0,675,8
ACJ,CTRL,UD,13,4,1,2013,74,4,24,7,3,36,473,3,14,0.16,675,8
ACJ,CTRL,UD,13,4,1,2013,74,5,24,7,3,36,475,5,19,0.17,675,8
ACJ,CTRL,UD,13,4,1,2013,74,6,24,7,3,36,476,6,24,0.17,675,8
ACJ,CTRL,UD,13,4,1,2013,74,7,24,7,3,36,477,7,28,0.17,675,8
ACJ,CTRL,UD,13,4,1,2013,74,8,24,7,3,36,479,9,33,0.17,675,8
ACJ,CTRL,UD,13,4,1,2013,74,9,24,7,3,36,480,10,38,0.17,675,8
ACJ,CTRL,UD,13,4,1,2013,74,10,24,7,3,36,481,11,43,0.17,675,8
ACJ,CTRL,UD,13,4,1,2013,74,11,24,7,3,36,483,13,48,0.17,675,8
ACJ,CTRL,UD,13,4,1,2013,74,12,24,7,3,36,485,15,52,0.18,675,8
ACJ,CTRL,UD,13,4,1,2013,74,13,24,7,3,36,486,16,57,0.18,675,8
ACJ,CTRL,UD,13,4,1,2013,74,14,24,7,3,36,488,18,62,0.18,675,8
ACJ,CTRL,UD,13,4,1,2013,74,15,24,7,3,36,489,19,67,0.18,675,8
ACJ,CTRL,UD,13,4,1,2013,74,16,24,7,3,36,491,21,72,0.19,675,8
ACJ,CTRL,UD,13,4,1,2013,74,17,24,7,3,37,493,23,76,0.19,675,8
ACJ,CTRL,UD,13,4,1,2013,74,18,24,7,3,37,494,24,81,0.19,675,8
ACJ,CTRL,UD,13,4,1,2013,74,19,24,7,3,37,496,26,86,0.19,675,8
ACJ,CTRL,UD,13,4,1,2013,74,20,24,7,3,37,497,28,91,0.19,675,8
ACJ,CTRL,UD,13,4,1,2013,74,21,24,7,3,37,499,30,96,0.2,675,8
ACJ,CTRL,UD,13,4,1,2013,74,22,24,7,3,37,501,31,100,0.2,675,8
ACJ,CTRL,UD,13,4,1,2013,74,23,24,7,3,37,503,33,105,0.2,675,8
ACJ,CTRL,UD,13,4,1,2013,74,24,24,7,3,37,504,35,110,0.2,675,8
ACJ,CTRL,UD,13,4,1,2013,74,25,24,7,3,37,506,37,115,0.2,675,8
ACJ,CTRL,UD,13,4,1,2013,74,26,24,7,3,37,508,38,120,0.2,675,8
ACJ,CTRL,UD,13,4,1,2013,74,27,24,7,3,37,510,40,124,0.2,675,8
ACJ,CTRL,UD,13,5,1,2013,75,1,24,7,3,38,473,0,0,0,675,8
ACJ,CTRL,UD,13,5,1,2013,75,2,24,7,3,38,474,0,4,0,675,8
ACJ,CTRL,UD,13,5,1,2013,75,3,24,7,3,38,476,0,9,0,675,8
ACJ,CTRL,UD,13,5,1,2013,75,4,24,7,3,38,477,4,14,0.19,675,8
ACJ,CTRL,UD,13,5,1,2013,75,5,24,7,3,39,478,5,19,0.19,675,8
ACJ,CTRL,UD,13,5,1,2013,75,6,24,7,3,39,480,7,24,0.19,675,8
ACJ,CTRL,UD,13,5,1,2013,75,7,24,7,3,39,481,8,28,0.18,675,8
ACJ,CTRL,UD,13,5,1,2013,75,8,24,7,3,39,483,10,33,0.19,675,8
ACJ,CTRL,UD,13,5,1,2013,75,9,24,7,3,39,484,11,38,0.19,675,8
ACJ,CTRL,UD,13,5,1,2013,75,10,24,7,3,39,486,13,43,0.19,675,8
ACJ,CTRL,UD,13,5,1,2013,75,11,24,7,3,39,488,14,48,0.2,675,8
ACJ,CTRL,UD,13,5,1,2013,75,12,24,7,3,39,489,16,52,0.2,675,8
ACJ,CTRL,UD,13,5,1,2013,75,13,24,7,3,39,491,18,57,0.2,675,8
ACJ,CTRL,UD,13,5,1,2013,75,14,24,7,3,39,493,20,62,0.2,675,8
ACJ,CTRL,UD,13,5,1,2013,75,15,24,7,3,39,495,22,67,0.21,675,8
ACJ,CTRL,UD,13,5,1,2013,75,16,24,7,3,39,497,23,72,0.21,675,8
ACJ,CTRL,UD,13,5,1,2013,75,17,24,7,3,40,498,25,76,0.21,675,8
ACJ,CTRL,UD,13,5,1,2013,75,18,24,7,3,40,500,27,81,0.21,675,8
ACJ,CTRL,UD,13,5,1,2013,75,19,24,7,3,40,502,29,86,0.21,675,8
ACJ,CTRL,UD,13,5,1,2013,75,20,24,7,3,40,504,31,91,0.21,675,8
ACJ,CTRL,UD,13,5,1,2013,75,21,24,7,3,40,505,32,96,0.21,675,8
ACJ,CTRL,UD,13,5,1,2013,75,22,24,7,3,40,507,34,100,0.22,675,8
ACJ,CTRL,UD,13,5,1,2013,75,23,24,7,3,40,509,36,105,0.22,675,8
ACJ,CTRL,UD,13,5,1,2013,75,24,24,7,3,40,510,38,110,0.22,675,8
ACJ,CTRL,UD,13,5,1,2013,75,25,24,7,3,40,512,39,115,0.22,675,8
ACJ,CTRL,UD,13,5,1,2013,75,26,24,7,3,40,514,41,120,0.22,675,8
ACJ,CTRL,UD,13,5,1,2013,75,27,24,7,3,40,516,43,124,0.22,675,8
ACJ,CTRL,D,13,6,1,2013,76,1,24,7,3,41,470,0,0,0,675,8
ACJ,CTRL,D,13,6,1,2013,76,2,24,7,3,41,472,0,4,0,675,8
ACJ,CTRL,D,13,6,1,2013,76,3,24,7,3,41,473,0,9,0,675,8
ACJ,CTRL,D,13,6,1,2013,76,4,24,7,3,41,475,4,14,0.18,675,8
ACJ,CTRL,D,13,6,1,2013,76,5,24,7,3,42,476,5,19,0.16,675,8
ACJ,CTRL,D,13,6,1,2013,76,6,24,7,3,42,477,6,24,0.16,675,8
ACJ,CTRL,D,13,6,1,2013,76,7,24,7,3,42,478,7,28,0.16,675,8
ACJ,CTRL,D,13,6,1,2013,76,8,24,7,3,42,480,8,33,0.16,675,8
ACJ,CTRL,D,13,6,1,2013,76,9,24,7,3,42,481,10,38,0.16,675,8
ACJ,CTRL,D,13,6,1,2013,76,10,24,7,3,42,482,11,43,0.17,675,8
ACJ,CTRL,D,13,6,1,2013,76,11,24,7,3,42,483,12,48,0.16,675,8
ACJ,CTRL,D,13,6,1,2013,76,12,24,7,3,42,484,13,52,0.16,675,8
ACJ,CTRL,D,13,6,1,2013,76,13,24,7,3,42,486,14,57,0.16,675,8
ACJ,CTRL,D,13,6,1,2013,76,14,24,7,3,42,487,16,62,0.16,675,8
ACJ,CTRL,D,13,6,1,2013,76,15,24,7,3,42,488,17,67,0.16,675,8
ACJ,CTRL,D,13,6,1,2013,76,16,24,7,3,42,489,18,72,0.16,675,8
ACJ,CTRL,D,13,6,1,2013,76,17,24,7,3,43,491,19,76,0.16,675,8
ACJ,CTRL,D,13,6,1,2013,76,18,24,7,3,43,492,21,81,0.16,675,8
ACJ,CTRL,D,13,6,1,2013,76,19,24,7,3,43,493,22,86,0.16,675,8
ACJ,CTRL,D,13,6,1,2013,76,20,24,7,3,43,494,23,91,0.16,675,8
ACJ,CTRL,D,13,6,1,2013,76,21,24,7,3,43,496,24,96,0.16,675,8
ACJ,CTRL,D,13,6,1,2013,76,22,24,7,3,43,497,26,100,0.16,675,8
ACJ,CTRL,D,13,6,1,2013,76,23,24,7,3,43,498,27,105,0.16,675,8
ACJ,CTRL,D,13,6,1,2013,76,24,24,7,3,43,499,28,110,0.16,675,8
ACJ,CTRL,D,13,6,1,2013,76,25,24,7,3,43,501,29,115,0.16,675,8
ACJ,CTRL,D,13,6,1,2013,76,26,24,7,3,43,502,30,120,0.16,675,8
ACJ,CTRL,D,13,6,1,2013,76,27,24,7,3,43,503,32,124,0.16,675,8
ACJ,CTRL,D,13,7,1,2013,77,1,24,7,3,44,471,0,0,0,675,8
ACJ,CTRL,D,13,7,1,2013,77,2,24,7,3,44,474,0,4,0,675,8
ACJ,CTRL,D,13,7,1,2013,77,3,24,7,3,44,476,0,9,0,675,8
ACJ,CTRL,D,13,7,1,2013,77,4,24,7,3,44,478,7,14,0.31,675,8
ACJ,CTRL,D,13,7,1,2013,77,5,24,7,3,44,479,8,19,0.27,675,8
ACJ,CTRL,D,13,7,1,2013,77,6,24,7,3,44,481,9,24,0.26,675,8
ACJ,CTRL,D,13,7,1,2013,77,7,24,7,3,44,483,11,28,0.25,675,8
ACJ,CTRL,D,13,7,1,2013,77,8,24,7,3,45,485,13,33,0.25,675,8
ACJ,CTRL,D,13,7,1,2013,77,9,24,7,3,45,486,14,38,0.24,675,8
ACJ,CTRL,D,13,7,1,2013,77,10,24,7,3,45,488,16,43,0.24,675,8
ACJ,CTRL,D,13,7,1,2013,77,11,24,7,3,45,490,18,48,0.24,675,8
ACJ,CTRL,D,13,7,1,2013,77,12,24,7,3,45,492,19,52,0.24,675,8
ACJ,CTRL,D,13,7,1,2013,77,13,24,7,3,45,494,21,57,0.24,675,8
ACJ,CTRL,D,13,7,1,2013,77,14,24,7,3,45,496,23,62,0.24,675,8
ACJ,CTRL,D,13,7,1,2013,77,15,24,7,3,45,498,25,67,0.24,675,8
ACJ,CTRL,D,13,7,1,2013,77,16,24,7,3,45,500,27,72,0.24,675,8
ACJ,CTRL,D,13,7,1,2013,77,17,24,7,3,45,501,29,76,0.24,675,8
ACJ,CTRL,D,13,7,1,2013,77,18,24,7,3,45,503,31,81,0.24,675,8
ACJ,CTRL,D,13,7,1,2013,77,19,24,7,3,45,505,33,86,0.24,675,8
ACJ,CTRL,D,13,7,1,2013,77,20,24,7,3,46,507,35,91,0.24,675,8
ACJ,CTRL,D,13,7,1,2013,77,21,24,7,3,46,508,36,96,0.24,675,8
ACJ,CTRL,D,13,7,1,2013,77,22,24,7,3,46,510,38,100,0.24,675,8
ACJ,CTRL,D,13,7,1,2013,77,23,24,7,3,46,513,40,105,0.24,675,8
ACJ,CTRL,D,13,7,1,2013,77,24,24,7,3,46,515,42,110,0.24,675,8
ACJ,CTRL,D,13,7,1,2013,77,25,24,7,3,46,517,44,115,0.24,675,8
ACJ,CTRL,D,13,7,1,2013,77,26,24,7,3,46,518,46,120,0.24,675,8
ACJ,CTRL,D,13,7,1,2013,77,27,24,7,3,46,520,48,124,0.24,675,8
ACJ,CTRL,D,13,8,1,2013,78,1,24,7,3,47,476,0,0,0,675,8
ACJ,CTRL,D,13,8,1,2013,78,2,24,7,3,47,479,0,4,0,675,8
ACJ,CTRL,D,13,8,1,2013,78,3,24,7,3,47,480,0,9,0,675,8
ACJ,CTRL,D,13,8,1,2013,78,4,24,7,3,47,481,4,14,0.2,675,8
ACJ,CTRL,D,13,8,1,2013,78,5,24,7,3,47,483,5,19,0.19,675,8
ACJ,CTRL,D,13,8,1,2013,78,6,24,7,3,47,484,7,24,0.2,675,8
ACJ,CTRL,D,13,8,1,2013,78,7,24,7,3,47,485,8,28,0.19,675,8
ACJ,CTRL,D,13,8,1,2013,78,8,24,7,3,47,487,10,33,0.19,675,8
ACJ,CTRL,D,13,8,1,2013,78,9,24,7,3,47,488,11,38,0.19,675,8
ACJ,CTRL,D,13,8,1,2013,78,10,24,7,3,48,490,13,43,0.19,675,8
ACJ,CTRL,D,13,8,1,2013,78,11,24,7,3,48,491,14,48,0.19,675,8
ACJ,CTRL,D,13,8,1,2013,78,12,24,7,3,48,493,16,52,0.19,675,8
ACJ,CTRL,D,13,8,1,2013,78,13,24,7,3,48,495,17,57,0.2,675,8
ACJ,CTRL,D,13,8,1,2013,78,14,24,7,3,48,496,19,62,0.2,675,8
ACJ,CTRL,D,13,8,1,2013,78,15,24,7,3,48,498,21,67,0.2,675,8
ACJ,CTRL,D,13,8,1,2013,78,16,24,7,3,48,500,22,72,0.2,675,8
ACJ,CTRL,D,13,8,1,2013,78,17,24,7,3,48,501,24,76,0.2,675,8
ACJ,CTRL,D,13,8,1,2013,78,18,24,7,3,48,503,26,81,0.2,675,8
ACJ,CTRL,D,13,8,1,2013,78,19,24,7,3,48,505,28,86,0.21,675,8
ACJ,CTRL,D,13,8,1,2013,78,20,24,7,3,48,506,29,91,0.21,675,8
ACJ,CTRL,D,13,8,1,2013,78,21,24,7,3,48,508,31,96,0.21,675,8
ACJ,CTRL,D,13,8,1,2013,78,22,24,7,3,49,510,33,100,0.21,675,8
ACJ,CTRL,D,13,8,1,2013,78,23,24,7,3,49,512,35,105,0.21,675,8
ACJ,CTRL,D,13,8,1,2013,78,24,24,7,3,49,514,37,110,0.21,675,8
ACJ,CTRL,D,13,8,1,2013,78,25,24,7,3,49,516,38,115,0.21,675,8
ACJ,CTRL,D,13,8,1,2013,78,26,24,7,3,49,517,40,120,0.21,675,8
ACJ,CTRL,D,13,8,1,2013,78,27,24,7,3,49,519,42,124,0.21,675,8
ACJ,CTRL,D,13,9,1,2013,79,1,24,7,3,50,474,0,0,0,675,8
ACJ,CTRL,D,13,9,1,2013,79,2,24,7,3,50,475,0,4,0,675,8
ACJ,CTRL,D,13,9,1,2013,79,3,24,7,3,50,476,0,9,0,675,8
ACJ,CTRL,D,13,9,1,2013,79,4,24,7,3,50,477,3,14,0.15,675,8
ACJ,CTRL,D,13,9,1,2013,79,5,24,7,3,51,479,4,19,0.16,675,8
ACJ,CTRL,D,13,9,1,2013,79,6,24,7,3,51,479,5,24,0.15,675,8
ACJ,CTRL,D,13,9,1,2013,79,7,24,7,3,51,480,6,28,0.14,675,8
ACJ,CTRL,D,13,9,1,2013,79,8,24,7,3,51,482,7,33,0.15,675,8
ACJ,CTRL,D,13,9,1,2013,79,9,24,7,3,51,483,9,38,0.15,675,8
ACJ,CTRL,D,13,9,1,2013,79,10,24,7,3,51,484,10,43,0.15,675,8
ACJ,CTRL,D,13,9,1,2013,79,11,24,7,3,51,486,11,48,0.15,675,8
ACJ,CTRL,D,13,9,1,2013,79,12,24,7,3,51,487,13,52,0.15,675,8
ACJ,CTRL,D,13,9,1,2013,79,13,24,7,3,51,489,14,57,0.16,675,8
ACJ,CTRL,D,13,9,1,2013,79,14,24,7,3,51,490,16,62,0.16,675,8
ACJ,CTRL,D,13,9,1,2013,79,15,24,7,3,51,492,17,67,0.16,675,8
ACJ,CTRL,D,13,9,1,2013,79,16,24,7,3,51,493,19,72,0.17,675,8
ACJ,CTRL,D,13,9,1,2013,79,17,24,7,3,51,495,20,76,0.17,675,8
ACJ,CTRL,D,13,9,1,2013,79,18,24,7,3,52,496,22,81,0.17,675,8
ACJ,CTRL,D,13,9,1,2013,79,19,24,7,3,52,497,23,86,0.17,675,8
ACJ,CTRL,D,13,9,1,2013,79,20,24,7,3,52,499,25,91,0.17,675,8
ACJ,CTRL,D,13,9,1,2013,79,21,24,7,3,52,501,27,96,0.18,675,8
ACJ,CTRL,D,13,9,1,2013,79,22,24,7,3,52,503,28,100,0.18,675,8
ACJ,CTRL,D,13,9,1,2013,79,23,24,7,3,52,504,30,105,0.18,675,8
ACJ,CTRL,D,13,9,1,2013,79,24,24,7,3,52,506,32,110,0.18,675,8
ACJ,CTRL,D,13,9,1,2013,79,25,24,7,3,52,507,33,115,0.18,675,8
ACJ,CTRL,D,13,9,1,2013,79,26,24,7,3,52,509,35,120,0.19,675,8
ACJ,CTRL,D,13,9,1,2013,79,27,24,7,3,52,511,37,124,0.19,675,8
ACJ,CTRL,D,13,10,1,2013,80,1,24,7,3,53,474,0,0,0,675,8
ACJ,CTRL,D,13,10,1,2013,80,2,24,7,3,53,478,0,4,0,675,8
ACJ,CTRL,D,13,10,1,2013,80,3,24,7,3,53,481,0,9,0,675,8
ACJ,CTRL,D,13,10,1,2013,80,4,24,7,3,53,484,10,14,0.45,675,8
ACJ,CTRL,D,13,10,1,2013,80,5,24,7,3,53,487,13,19,0.43,675,8
ACJ,CTRL,D,13,10,1,2013,80,6,24,7,3,53,490,15,24,0.42,675,8
ACJ,CTRL,D,13,10,1,2013,80,7,24,7,3,54,493,18,28,0.42,675,8
ACJ,CTRL,D,13,10,1,2013,80,8,24,7,3,54,496,21,33,0.41,675,8
ACJ,CTRL,D,13,10,1,2013,80,9,24,7,3,54,499,24,38,0.41,675,8
ACJ,CTRL,D,13,10,1,2013,80,10,24,7,3,54,502,27,43,0.4,675,8
ACJ,CTRL,D,13,10,1,2013,80,11,24,7,3,54,504,29,48,0.39,675,8
ACJ,CTRL,D,13,10,1,2013,80,12,24,7,3,54,507,32,52,0.39,675,8
ACJ,CTRL,D,13,10,1,2013,80,13,24,7,3,54,510,35,57,0.39,675,8
ACJ,CTRL,D,13,10,1,2013,80,14,24,7,3,54,512,37,62,0.38,675,8
ACJ,CTRL,D,13,10,1,2013,80,15,24,7,3,54,516,40,67,0.38,675,8
ACJ,CTRL,D,13,10,1,2013,80,16,24,7,3,54,518,43,72,0.38,675,8
ACJ,CTRL,D,13,10,1,2013,80,17,24,7,3,54,521,45,76,0.38,675,8
ACJ,CTRL,D,13,10,1,2013,80,18,24,7,3,54,523,48,81,0.38,675,8
ACJ,CTRL,D,13,10,1,2013,80,19,24,7,3,54,526,50,86,0.37,675,8
ESP,CTRL,UD,13,1,1,2013,71,1,24,7,23,49,453,0,0,0,739,8
ESP,CTRL,UD,13,1,1,2013,71,2,24,7,23,49,454,0,4,0,738,8
ESP,CTRL,UD,13,1,1,2013,71,3,24,7,23,49,453,0,9,0,739,8
ESP,CTRL,UD,13,1,1,2013,71,4,24,7,23,49,453,0,14,0.01,739,8
ESP,CTRL,UD,13,1,1,2013,71,5,24,7,23,49,455,1,19,0.05,738,8
ESP,CTRL,UD,13,1,1,2013,71,6,24,7,23,49,454,1,24,0.04,739,8
ESP,CTRL,UD,13,1,1,2013,71,7,24,7,23,50,455,1,28,0.04,739,8
ESP,CTRL,UD,13,1,1,2013,71,8,24,7,23,50,455,2,33,0.04,739,8
ESP,CTRL,UD,13,1,1,2013,71,9,24,7,23,50,457,3,38,0.05,738,8
ESP,CTRL,UD,13,1,1,2013,71,10,24,7,23,50,456,3,43,0.05,739,8
ESP,CTRL,UD,13,1,1,2013,71,11,24,7,23,50,457,4,48,0.05,738,8
ESP,CTRL,UD,13,1,1,2013,71,12,24,7,23,50,457,4,52,0.05,739,8
ESP,CTRL,UD,13,1,1,2013,71,13,24,7,23,50,458,5,57,0.06,738,8
ESP,CTRL,UD,13,1,1,2013,71,14,24,7,23,50,458,5,62,0.06,739,8
ESP,CTRL,UD,13,1,1,2013,71,15,24,7,23,50,458,5,67,0.06,739,8
ESP,CTRL,UD,13,1,1,2013,71,16,24,7,23,50,459,6,72,0.05,739,8
ESP,CTRL,UD,13,1,1,2013,71,17,24,7,23,50,460,6,76,0.06,738,8
ESP,CTRL,UD,13,1,1,2013,71,18,24,7,23,50,459,6,81,0.05,739,8
ESP,CTRL,UD,13,1,1,2013,71,19,24,7,23,51,460,7,86,0.05,739,8
ESP,CTRL,UD,13,1,1,2013,71,20,24,7,23,51,460,7,91,0.05,739,8
ESP,CTRL,UD,13,1,1,2013,71,21,24,7,23,51,462,8,96,0.05,738,8
ESP,CTRL,UD,13,1,1,2013,71,22,24,7,23,51,461,8,100,0.05,739,8
ESP,CTRL,UD,13,1,1,2013,71,23,24,7,23,51,461,8,105,0.05,739,8
ESP,CTRL,UD,13,1,1,2013,71,24,24,7,23,51,463,9,110,0.05,738,8
ESP,CTRL,UD,13,1,1,2013,71,25,24,7,23,51,462,9,115,0.05,739,8
ESP,CTRL,UD,13,1,1,2013,71,26,24,7,23,51,463,9,120,0.05,739,8
ESP,CTRL,UD,13,1,1,2013,71,27,24,7,23,51,464,10,124,0.05,738,8
ESP,CTRL,UD,13,2,1,2013,72,1,24,7,23,52,455,0,0,0,739,8
ESP,CTRL,UD,13,2,1,2013,72,2,24,7,23,52,456,0,4,0,739,8
ESP,CTRL,UD,13,2,1,2013,72,3,24,7,23,52,457,0,9,0,739,8
ESP,CTRL,UD,13,2,1,2013,72,4,24,7,23,53,458,2,14,0.13,738,8
ESP,CTRL,UD,13,2,1,2013,72,5,24,7,23,53,459,3,19,0.13,738,8
ESP,CTRL,UD,13,2,1,2013,72,6,24,7,23,53,459,4,24,0.12,738,8
ESP,CTRL,UD,13,2,1,2013,72,7,24,7,23,53,460,4,28,0.11,738,8
