Tag No,Old No,T1,T2,X,Y,family,genus,species,Old Tree Notes,"D 
2013.2","POM 
2013.2","F1 
2013.2","F2 
2013.2","Height 
2013.2","F5 
2013.2","F3 
2013.2","F4 
2013.2","LI 
2013.2","CI 
2013.2","Census Notes 
2013.2","D 
2014.2","POM 
2014.2",F1,F2,"Height 
2014.2",F5,F3,F4,"LI 
2014.2","CI 
2014.2","Census Notes 
2014.2",Tree ID,"D 
2015.2","POM 
2015.2",F1,F2,"Height 
2015.2",F5,F3,F4,"LI 
2015.2","CI 
2015.2",Census Notes,Tree ID,New Tag No
138,,6,,,,Fabaceae,Tachigali,setifera,,108,1300,a,1,8,4,0,0,,,,117,1300,a,1,9,4,0,0,,,,1107735,139,1300,a,1,12000,1,0,0,0,3b,,1107724,
139,,6,,,,Rubiaceae,Schizocalyx,obovatus,,129,1300,a,1,8,4,0,0,,,,131,1300,a,1,9,4,0,0,,,,1107736,134,1300,a,1,10000,1,0,0,0,3b,,1107728,
140,,6,,,,Urticaceae,Pourouma,mollis,,136,1300,a,1,11,4,0,0,,,,148,1300,a,1,12,4,0,0,,,,1107737,158,1300,a,1,14000,1,0,0,0,5,,1107729,
141,,6,,,,Lacistemataceae,Lacistema,aggregatum,,117,1300,a,1,10,4,0,0,,,,122,1300,a,1,12,4,0,0,,,,1107738,124,1300,a,1,12000,1,0,0,0,5,,1107747,
142,,6,,,,Urticaceae,Pourouma,mollis,,221,1300,a,1,14,4,0,0,,,,223,1300,a,1,15,4,0,0,,,,1107739,240,1300,a,1,22000,1,0,0,0,4,,1107743,
143,,6,,,,Fabaceae,Tachigali,setifera,,122,1300,a,1,9,4,0,0,,,,129,1300,a,1,10,4,0,0,,,,1107740,143,1300,a,1,9000,1,0,0,0,4,,1107725,
144,,6,,,,Fabaceae,Tachigali,setifera,,122,1300,a,1,9,4,0,0,,,,123,1300,b,1,9,4,0,0,,,8,1107741,125,1300,b,1,9000,1,0,0,0,3b,b=8000,1107745,
145,,6,,,,Urticaceae,Cecropia,polystachya,,152,1300,a,1,10,4,0,0,,,,155,1300,a,1,12,4,0,0,,,,1107742,157,1300,c,1,13000,1,0,0,0,3b,,1107749,
146,,6,,,,Moraceae,Helicostylis,tomentosa,,229,1300,a,1,14,4,0,0,,,,230,1300,a,1,15,4,0,0,,,,1107743,232,1300,a,1,21000,1,0,0,0,4,,1107744,
147,,6,,,,Primulaceae,Cybianthus,indet,,100,1300,a,1,7,4,0,0,,,,102,1300,c,1,8,4,0,0,,,,1107744,104,1300,c,1,14000,1,0,0,1,2a,,1107730,
148,,6,,,,Meliaceae,Guarea,macrophylla,,104,1300,a,1,5,4,0,0,,,,106,1300,a,1,5,4,0,0,,,,1107745,106,1300,q,1,11000,1,0,0,0,1,,1107723,
149,,6,,,,Cyatheaceae,Cyathea,indet,,124,1300,a,1,7,4,0,0,,,,124,1300,a,1,7,4,0,0,,,,1107746,124,1300,c,1,12000,1,0,0,0,2c,,1107727,
150,,6,,,,Lauraceae,Ocotea,aciphylla,,108,1700,a,1,11,4,0,0,,,,109,1700,a,1,11,4,0,0,,,,1107747,110,1700,a,1,18000,1,0,0,0,4,,1107738,
151,,6,,,,Euphorbiaceae,Hevea,guianensis,,354,1300,a,1,13,4,0,0,,,,356,1300,m,1,14,4,0,0,,,,1107748,360,1300,mq,1,23000,1,0,0,3,4,,1107746,
152,,6,,,,Burseraceae,Protium,sagotianum,,152,1700,a,1,10,4,0,0,,,,153,1700,m,1,10,4,0,0,,,,1107749,164,1700,m,1,14000,1,0,0,2,2a,,1107750,
153,,6,,,,Rubiaceae,Schizocalyx,obovatus,,127,1300,a,1,8,4,0,0,,,,129,1300,a,1,9,4,0,0,,,,1107750,140,1300,a,1,10000,1,0,0,1,2a,,1107736,
154,,7,,,,Lauraceae,Ocotea,insularis,,114,1300,a,1,10,4,0,0,,,,112,1300,a,1,9,4,0,0,,,,1107751,114,1300,a,1,16000,1,0,0,0,2c,,1107764,
155,,7,,,,Vochysiaceae,Qualea,paraensis,,143,1300,a,1,13,4,0,0,,,,148,1300,a,1,14,4,0,0,,,,1107752,152,1300,a,1,19000,1,0,0,0,4,,1107778,
156,,7,,,,Fabaceae,Inga,capitata,,212,2300,a,1,14,4,0,0,,,,212,2300,a,1,14,4,0,0,,,,1107753,215,2300,e,1,19000,1,0,0,0,3a,,1107770,
157,,7,,,,Euphorbiaceae,Alchornea,triplinervia,,161,1500,b,1,7,4,0,0,,,Broken at 1.80m,163,1500,b,1,8,4,0,0,,,1.8,1107754,160,1500,bz,1,15000,1,0,0,0,2a,,1107752,
158,,7,,,,Lauraceae,Ocotea,cuprea,,139,1900,a,1,12,4,0,0,,,,140,1900,a,1,13,4,0,0,,,,1107755,155,1900,eq,1,19000,1,0,0,0,3b,,1107779,
159,,7,,,,Lauraceae,Ocotea,indet,,148,1300,a,1,10,4,0,0,,,,148,1300,a,1,12,4,0,0,,,,1107756,165,1300,bc,1,12000,1,0,0,0,3b,,1107771,
160,,7,,,,Anacardiaceae,Tapirira,guianensis,,213,1300,a,1,14,4,0,0,,,,219,1300,a,1,11,4,0,0,,,,1107757,231,1300,a,1,25000,1,0,0,0,5,,1107774,
161,,7,,,,Euphorbiaceae,Hevea,guianensis,,229,1300,b,1,12,4,0,0,,,Broken at 2m,229,1300,bc,1,13,4,0,0,,,2,1107758,245,1300,bc,1,12000,1,0,0,0,2a,b=2000,1107755,
162,,7,,,,Urticaceae,Pourouma,mollis,,193,1300,a,1,16,4,0,0,,,,196,1300,a,1,16,4,0,0,,,,1107759,196,1300,a,1,19000,1,0,0,0,3a,,1107756,
163,,7,,,,Fabaceae,Inga,nobilis,,102,1300,a,1,9,4,0,0,,,,105,1300,a,1,9,4,0,0,,,,1107760,110,1300,c,1,13000,1,0,0,0,1,,1107751,
164,,7,,,,Fabaceae,Piptadenia,pteroclada,,409,1300,a,1,17,4,0,0,,,,412,1300,a,1,13,4,0,0,,,,1107761,419,1300,c,1,22000,1,0,0,0,5,,1107773,
165,,7,,,,Urticaceae,Pourouma,mollis,,208,1300,a,1,9,4,0,0,,,,218,1300,a,1,11,4,0,0,,,,1107762,206,1800,a,1,15000,1,0,0,0,2c,previamente 220@1300 (tallo irregular),1107754,
166,,7,,,,Sapotaceae,Pouteria,cuspidata,,225,1300,a,1,19,4,0,0,,,,226,1300,a,1,20,4,0,0,,,,1107763,228,1300,a,1,21000,1,0,0,0,5,,1107758,
167,,7,,,,Rubiaceae,Ferdinandusa,chlorantha,,114,1300,a,1,8,4,0,0,,,,115,1300,a,1,10,4,0,0,,,,1107764,118,1300,a,1,14000,1,0,0,0,2c,,1107777,
168,,7,,,,Anacardiaceae,Tapirira,guianensis,,365,1300,a,1,13,4,0,0,,,,378,1300,a,1,14,4,0,0,,,,1107765,386,1300,a,1,15000,1,0,0,0,2b,,1107763,
169,,7,,,,Urticaceae,Pourouma,mollis,,177,1300,a,1,13,4,0,0,,,,184,1300,a,1,13,4,0,0,,,,1107766,189,1300,a,1,12000,1,0,0,0,4,,1107769,
170,,7,,,,Urticaceae,Cecropia,indet,,104,1300,a,1,10,4,0,0,,,,0,1300,0,apu,,,0,0,,,,1107767,0,1300,0,apu,0,,0,0,,,,1107767,
171,,7,,,,Fabaceae,Inga,alba,,144,1300,a,1,9,4,0,0,,,,145,1300,a,1,10,4,0,0,,,,1107768,155,1300,a,1,15000,1,0,0,1,4,,1107766,
172,,7,,,,Urticaceae,Cecropia,polystachya,,175,1300,a,1,11,4,0,0,,,,187,1300,a,1,12,4,0,0,,,,1107769,206,1300,a,1,18000,1,0,0,0,5,,1107762,
173,,7,,,,Lacistemataceae,Lacistema,aggregatum,,115,1300,a,1,11,4,0,0,,,,118,1300,a,1,10,4,0,0,,,,1107770,122,1300,a,1,17000,1,0,0,0,2b,,1107759,
174,,7,,,,Burseraceae,Protium,altsonii,,126,1400,a,1,9,4,0,0,,,,126,1400,a,1,9,4,0,0,,,,1107771,135,1400,m,1,10000,1,0,0,0,2a,,1107757,
175,,7,,,,Fabaceae,Inga,nobilis,,197,2300,a,1,12,4,0,0,,,,199,2300,m,1,12,4,0,0,,,,1107772,199,2300,m,1,16000,1,0,0,3,2a,,1107765,
176,,7,,,,Lecythidaceae,Eschweilera,albiflora,,281,1300,a,1,13,4,0,0,,,,285,1300,m,1,15,4,0,0,,,,1107773,286,1300,m,1,23000,1,0,0,3,4,,1107761,
177,,7,,,,Lauraceae,Ocotea,aciphylla,,380,2100,a,1,12,4,0,0,,,,382,2100,a,1,12,4,0,0,,,,1107774,383,2100,c,1,16000,1,0,0,0,3b,,1107772,
178,,7,,,,Malvaceae,Eriotheca,globosa,,247,1300,a,1,13,4,0,0,,,,248,1300,m,1,13,4,0,0,,,,1107775,256,1300,sm,1,20000,1,0,0,2,4,,1107753,
179,,7,,,,Euphorbiaceae,Senefeldera,inclinata,,168,1300,a,1,12,4,0,0,,,,167,1300,a,1,15,4,0,0,,,,1107776,188,1300,a,1,18000,1,0,0,1,1,,1107768,
180,,7,,,,Melastomataceae,Miconia,tetragona,,172,1300,a,1,12,4,0,0,,,,175,1300,a,1,13,4,0,0,,,,1107777,190,1300,a,1,15000,1,0,0,1,3b,,1107760,
181,,7,,,,Rubiaceae,Schizocalyx,obovatus,,120,1300,a,1,7,4,0,0,,,,120,1300,a,1,11,4,0,0,,,,1107778,130,1300,a,1,9000,1,0,0,1,1,,1107776,
182,,7,,,,Elaeocarpaceae,Sloanea,guianensis,,262,1300,a,1,10,4,0,0,,,,264,1300,a,1,13,4,0,0,,,,1107779,273,1300,a,1,20000,1,0,0,1,4,,1107775,
183,,8,,,,Rubiaceae,Schizocalyx,obovatus,,120,1300,a,1,8,4,0,0,,,,122,1300,a,1,9,4,0,0,,,,1107780,135,1300,a,1,15000,1,0,0,1,3b,,1107787,
184,,8,,,,Fabaceae,Inga,capitata,,114,1300,a,1,9,4,0,0,,,,118,1300,a,1,10,4,0,0,,,,1107781,134,1300,a,1,17000,1,0,0,1,5,,1107781,
185,,8,,,,Elaeocarpaceae,Sloanea,guianensis,,163,1300,a,1,11,4,0,0,,,,166,1300,a,1,13,4,0,0,,,,1107782,175,1300,a,1,18000,1,0,0,0,5,placa caida,1107802,
186,,8,,,,Nyctaginaceae,Neea,divaricata,,106,1300,a,1,8,4,0,0,,,,110,1300,a,1,10,4,0,0,,,,1107783,121,1300,i,1,12000,1,0,0,1,2a,,1107785,
187,,8,,,,Elaeocarpaceae,Sloanea,guianensis,,233,1300,a,1,13,4,0,0,,,,240,1300,m,1,13,4,0,0,,,,1107784,242,1300,a,1,20000,1,0,0,1,4,,1107797,
188,,8,,,,Fabaceae,Tachigali,indet,,123,1300,c,1,6,4,0,0,,,,124,1300,c,1,9,4,0,0,,,,1107785,124,1300,c,1,15000,1,0,0,0,1,,1107798,
189,,8,,,,Moraceae,Pseudolmedia,laevigata,,233,1300,a,1,13,4,0,0,,,,234,1300,m,1,12,4,0,0,,,,1107786,245,1300,m,1,16000,1,0,0,3,2c,,1107801,
190,,8,,,,Euphorbiaceae,Senefeldera,inclinata,,116,1300,a,1,9,4,0,0,,,,117,1300,a,1,9,4,0,0,,,,1107787,120,1300,e,1,15000,1,0,0,0,1,,1107804,
191,,8,,,,Rubiaceae,Schizocalyx,obovatus,,132,1300,a,1,9,4,0,0,,,,133,1300,c,1,8,4,0,0,,,,1107788,133,1300,c,1,16000,1,0,0,1,2c,,1107783,
192,,8,,,,Indet,Indet,indet,,249,1300,a,1,13,4,0,0,,,,250,1300,a,1,13,4,0,0,,,,1107789,251,1300,a,1,24000,1,0,0,0,5,,1107792,
193,,8,,,,Moraceae,Helicostylis,tomentosa,,101,1300,a,1,9,4,0,0,,,,102,1300,a,1,9,4,0,0,,,,1107790,103,1300,a,1,16000,1,0,0,0,3b,,1107786,
194,,8,,,,Moraceae,Helicostylis,elegans,,197,1300,a,1,15,4,0,0,,,,197,1300,a,1,16,4,0,0,,,,1107791,198,1300,a,1,17000,1,0,0,0,2c,,1107790,
195,,8,,,,Nyctaginaceae,Neea,divaricata,,112,1300,a,1,11,4,0,0,,,,113,1300,a,1,12,4,0,0,,,,1107792,114,1300,a,1,11000,1,0,0,0,1,,1107791,
196,,8,,,,Rubiaceae,Schizocalyx,obovatus,,121,1300,a,1,8,4,0,0,,,,123,1300,a,1,8,4,0,0,,,,1107793,124,1300,a,1,11000,1,0,0,0,1,,1107805,
197,,8,,,,Indet,Indet,indet,,181,1300,a,1,12,4,0,0,,,,184,1300,m,1,13,4,0,0,,,,1107794,186,1300,m,1,15000,1,0,0,2,2b,,1107799,
198,,8,,,,Chrysobalanaceae,Licania,octandra,,380,1300,a,1,19,4,0,0,,,,383,1300,a,1,20,4,0,0,,,,1107795,386,1300,a,1,24000,1,0,0,0,5,,1107795,
199,,8,,,,Rubiaceae,Ferdinandusa,chlorantha,,193,1350,a,1,13,4,0,0,,,,193,1350,a,1,14,4,0,0,,,,1107796,193,1350,a,1,17000,1,0,0,0,5,,1107782,
200,,8,,,,Sapotaceae,Micropholis,guyanensis,,166,1300,a,1,12,4,0,0,,,,167,1300,m,1,15,4,0,0,,,,1107797,168,1300,m,1,19000,1,0,0,3,3a,,1107784,
201,,8,,,,Euphorbiaceae,Hevea,guianensis,,303,1300,a,1,11,4,0,0,,,,304,1300,a,1,13,4,0,0,,,,1107798,303,1300,a,1,26000,1,0,0,0,5,,1107803,
202,,8,,,,Burseraceae,Protium,altsonii,,102,1300,a,1,9,4,0,0,,,,108,1300,a,1,10,4,0,0,,,,1107799,110,1300,a,1,14000,1,0,0,0,2a,,1107806,
203,,8,,,,Indet,Indet,indet,,215,1300,a,1,16,4,0,0,,,,217,1300,a,1,15,4,0,0,,,,1107800,219,1300,m,1,23000,1,0,0,3,5,,1107796,
204,,8,,,,Nyctaginaceae,Neea,divaricata,,127,1300,a,1,7,4,0,0,,,,127,1300,cm,1,7,4,0,0,,,,1107801,128,1300,c,1,10000,1,0,0,0,2a,,1107788,
205,,8,,,,Apocynaceae,Aspidosperma,indet,,221,2300,a,1,12,4,0,0,,,,224,2300,a,1,16,4,0,0,,,placa caida,1107802,227,2300,a,1,24000,1,0,0,0,5,con placa,1107793,
206,,8,,,,Elaeocarpaceae,Sloanea,guianensis,,195,1300,a,1,12,4,0,0,,,,190,1300,a,1,13,4,0,0,,,,1107803,208,1300,a,1,15000,1,0,0,0,2c,,1107780,
207,,8,,,,Nyctaginaceae,Neea,virens,,164,2100,a,1,9,4,0,0,,,,165,2100,a,1,12,4,0,0,,,,1107804,166,2100,a,1,17000,1,0,0,1,3a,,1107807,
208,,8,,,,Burseraceae,Protium,altsonii,,129,1700,a,1,9,4,0,0,,,,132,1700,a,1,9,4,0,0,,,,1107805,145,1700,m,1,15000,1,0,0,2,4,,1107800,
209,,8,,,,Vochysiaceae,Qualea,paraensis,,154,1300,a,1,12,4,0,0,,,,156,1300,a,1,12,4,0,0,,,,1107806,171,1300,a,1,15000,1,0,0,1,5,,1107789,
210,,8,,,,Rubiaceae,Schizocalyx,obovatus,,137,1300,a,1,8,4,0,0,,,,137,1300,a,1,9,4,0,0,,,,1107807,148,1300,m,1,10000,1,0,0,2,4,,1107794,
211,,9,,,,Sapotaceae,Micropholis,guyanensis,,302,1940,a,1,15,4,0,0,,,,302,1940,a,1,17,4,0,0,,,,1107808,307,1940,a,1,23000,1,0,0,0,4,,1107828,
212,,9,,,,Rubiaceae,Faramea,torquata,,194,1300,e,1,11,4,0,0,,,Flag 1 changed from ae to e.,195,1300,a,1,12,4,0,0,,,,1107809,196,1300,a,1,19000,1,0,0,0,1,,1107827,
213,,9,,,,Vochysiaceae,Qualea,paraensis,,577,3700,z,1,17,4,0,0,,,Flag 1 changed from az to z.,568,3700,z,1,20,4,0,0,,,,1107810,0,3700,0,aps,0,,0,0,,,,1107814,
214,,9,,,,Rubiaceae,Schizocalyx,obovatus,,166,1300,a,1,12,4,0,0,,,,168,1300,a,1,13,4,0,0,,,,1107811,168,1300,a,1,15000,1,0,0,0,1,,1107839,
215,,9,,,,Meliaceae,Guarea,indet,,161,1300,a,1,7,4,0,0,,,,118,1300,a,1,7,4,0,0,,,,1107812,113,1300,zmi,1,12000,1,0,0,3,1,,1107811,
216,,9,,,,Myrtaceae,Myrcia,splendens,,267,1300,a,1,14,4,0,0,,,,271,1300,a,1,16,4,0,0,,,,1107813,274,1300,q,1,22000,1,0,0,0,3a,,1107810,
217,,9,,,,Rubiaceae,Schizocalyx,obovatus,,142,1300,a,1,11,4,0,0,,,,142,1300,m,1,11,4,0,0,,,,1107814,143,1300,cm,1,15000,1,0,0,3,2a,,1107824,
218,,9,,,,Sapotaceae,Pouteria,simulans,,416,5100,a,1,16,4,0,0,,,,419,5100,a,1,16,4,0,0,,,,1107815,419,5100,a,1,19000,1,3,0,0,4,,1107823,
219,,9,,,,Elaeocarpaceae,Sloanea,guianensis,,224,1820,a,1,10,4,0,0,,,,228,1820,a,1,12,4,0,0,,,,1107816,229,1820,a,1,16000,1,0,0,0,2a,,1107825,
220,,9,,,,Urticaceae,Pourouma,mollis,,111,1300,a,1,10,4,0,0,,,,120,1300,a,1,10,4,0,0,,,,1107817,127,1300,c,1,18000,1,0,0,0,2a,,1107837,
221,,9,,,,Lauraceae,Ocotea,insularis,,173,1300,a,1,9,4,0,0,,,,174,1300,a,1,9,4,0,0,,,,1107818,176,1300,a,1,13000,1,0,0,0,2c,,1107816,
222,,9,,,,Myrtaceae,Eugenia,indet,,132,1300,a,1,12,4,0,0,,,,133,1300,a,1,12,4,0,0,,,,1107819,134,1300,a,1,15000,1,0,0,0,2a,,1107831,
223,,9,,,,Malvaceae,Eriotheca,globosa,,229,1300,a,1,16,4,0,0,,,,229,1300,a,1,17,4,0,0,,,,1107820,229,1300,a,1,18000,1,0,0,0,3b,,1107818,
224,,9,,,,Euphorbiaceae,Hevea,guianensis,,340,1300,a,1,15,4,0,0,,,,341,1300,a,1,16,4,0,0,,,,1107821,332,1700,q,1,19000,1,0,0,0,3b,previamente 345@1300 (tallo irregular),1107812,
225,,9,,,,Meliaceae,Guarea,indet,,135,1300,a,1,10,4,0,0,,,,135,1300,a,1,12,4,0,0,,,,1107822,135,1300,a,1,9000,1,0,0,0,2b,,1107822,
226,,9,,,,Caryocaraceae,Caryocar,amygdaliforme,,199,1800,a,1,11,4,0,0,,,,200,1800,a,1,12,4,0,0,,,,1107823,214,1800,a,1,15000,1,0,0,0,3a,,1107836,
227,,9,,,,Erythroxylaceae,Erythroxylum,patens,,196,1750,a,1,12,4,0,0,,,,199,1750,a,1,14,4,0,0,,,,1107824,215,1750,c,1,15000,1,0,0,1,2b,,1107808,
228,,9,,,,Primulaceae,Myrsine,pellucida,,128,1400,a,1,12,4,0,0,,,,125,1400,a,1,13,4,0,0,,,,1107825,138,1400,a,1,16000,1,0,0,1,2c,,1107835,
229,,9,,,,Fabaceae,Tachigali,setifera,,383,1800,a,1,13,4,0,0,,,,394,1800,a,1,21,4,0,0,,,,1107826,499,1800,a,1,27000,1,0,0,0,5,,1107840,
230,,9,,,,Boraginaceae,Cordia,ucayaliensis,,158,1300,c,1,9,4,0,0,,,,159,1300,c,1,10,4,0,0,,,,1107827,170,1300,c,1,12000,1,0,0,0,1,,1107832,
231,,9,,,,Indet,Indet,indet,,110,1300,a,1,8,4,0,0,,,,210,1300,a,1,11,4,0,0,,,,1107828,120,1300,a,1,15000,1,0,0,1,1,,1107821,
232,,9,,,,Melastomataceae,Miconia,aulocalyx,,101,1300,a,1,7,4,0,0,,,,103,1300,a,1,8,4,0,0,,,,1107829,118,1300,a,1,15000,1,0,0,0,3b,,1107838,
233,,9,,,,Euphorbiaceae,Senefeldera,inclinata,,170,1700,a,1,9,4,0,0,,,,170,1700,a,1,11,4,0,0,,,,1107830,184,1700,a,1,12000,1,0,0,0,3b,,1107834,
234,,9,,,,Elaeocarpaceae,Sloanea,obtusifolia,,125,1400,a,1,8,4,0,0,,,,126,1400,a,1,8,4,0,0,,,,1107831,140,1400,a,1,10000,1,0,0,0,2a,,1107830,
235,,9,,,,Moraceae,Helicostylis,tomentosa,,223,1630,a,1,13,4,0,0,,,,219,1630,a,1,13,4,0,0,,,,1107832,232,1630,a,1,20000,1,0,0,0,4,,1107829,
236,,9,,,,Fabaceae,Inga,capitata,,183,1300,a,1,13,4,0,0,,,,185,1300,a,1,13,4,0,0,,,,1107833,195,1300,a,1,20000,1,0,0,0,4,,1107817,
237,,9,,,,Euphorbiaceae,Senefeldera,inclinata,,167,3100,a,1,11,4,0,0,,,,168,3100,a,1,11,4,0,0,,,,1107834,168,3100,a,1,12000,1,0,0,0,3b,,1107813,
238,,9,,,,Nyctaginaceae,Neea,floribunda,,140,1300,a,1,13,4,0,0,,,,142,1300,a,1,13,4,0,0,,,,1107835,147,1300,a,1,11000,1,0,0,0,2a,,1107819,
239,,9,,,,Sapotaceae,Micropholis,guyanensis,,227,1300,a,1,12,4,0,0,,,,229,1300,a,1,13,4,0,0,,,,1107836,235,1300,m,1,21000,1,0,0,2,4,,1107815,
240,,9,,,,Burseraceae,Protium,spruceanum,,128,1300,a,1,14,4,0,0,,,,129,1300,a,1,15,4,0,0,,,,1107837,133,1300,a,1,18000,1,0,0,0,3a,,1107826,
241,,9,,,,Euphorbiaceae,Hevea,guianensis,,124,1300,a,1,9,4,0,0,,,,127,1300,a,1,11,4,0,0,,,,1107838,132,1300,a,1,16000,1,0,0,0,2a,,1107809,
242,,9,,,,Rubiaceae,Schizocalyx,obovatus,,143,1300,a,1,12,4,0,0,,,,143,1300,a,1,12,4,0,0,,,,1107839,146,1300,a,1,19000,1,0,0,0,3b,,1107833,
243,,9,,,,Moraceae,Brosimum,rubescens,,309,1300,a,1,18,4,0,0,,,,310,1300,a,1,20,4,0,0,,,,1107840,325,1300,a,1,20000,1,0,0,1,4,,1107820,
244,,10,,,,Elaeocarpaceae,Sloanea,sinemariensis,,111,1300,a,1,9,4,0,0,,,,111,1300,a,1,9,4,0,0,,,,1107841,122,1300,a,1,10000,1,0,0,0,1,,1107864,
245,,10,,,,Chrysobalanaceae,Parinari,occidentalis,,156,1300,a,1,9,4,0,0,,,,157,1300,a,1,10,4,0,0,,,,1107842,168,1300,a,1,12000,1,0,0,0,2a,,1107870,
246,,10,,,,Indet,Indet,indet,,299,1300,a,1,16,4,0,0,,,,300,1300,a,1,17,4,0,0,,,,1107843,311,1300,a,1,25000,1,0,0,0,5,,1107848,
247,,10,,,,Elaeocarpaceae,Sloanea,guianensis,,126,1300,a,1,10,4,0,0,,,,130,1300,a,1,13,4,0,0,,,,1107844,140,1300,a,1,12000,1,0,0,0,4,,1107865,
248,,10,,,,Siparunaceae,Siparuna,tomentosa,,111,1300,a,1,12,4,0,0,,,,112,1300,a,1,13,4,0,0,,,,1107845,116,1300,a,1,19000,1,0,0,1,2c,,1107846,
249,,10,,,,Annonaceae,Unonopsis,spectabilis,,133,1300,a,1,11,4,0,0,,,,132,1300,a,1,15,4,0,0,,,,1107846,133,1300,a,1,15000,1,0,0,1,1,,1107872,
250,,10,,,,Vochysiaceae,Qualea,paraensis,,132,1300,a,1,15,4,0,0,,,,134,1300,a,1,16,4,0,0,,,,1107847,138,1300,a,1,20000,1,0,0,0,4,,1107852,
251,,10,,,,Rubiaceae,Faramea,torquata,,154,1300,a,1,12,4,0,0,,,,157,1300,a,1,11,4,0,0,,,,1107848,158,1300,a,1,14000,1,0,0,0,2a,,1107850,
252,,10,,,,Indet,Indet,indet,,229,1300,a,1,14,4,0,0,,,,229,1300,a,1,16,4,0,0,,,,1107849,230,1300,a,1,17000,1,0,0,0,3a,,1107866,
253,,10,,,,Euphorbiaceae,Hevea,guianensis,,231,1300,a,1,12,4,0,0,,,,233,1300,a,1,15,4,0,0,,,,1107850,238,1300,a,1,16000,1,0,0,0,3b,,1107861,
254,,10,,,,Chrysobalanaceae,Couepia,indet,,179,1900,a,1,20,4,0,0,,,,280,1900,a,1,21,4,0,0,,,,1107851,291,1900,a,1,23000,1,0,0,0,5,,1107854,
255,,10,,,,Melastomataceae,Miconia,tetragona,,160,1300,a,1,12,4,0,0,,,,168,1300,a,1,13,4,0,0,,,,1107852,175,1300,a,1,15000,1,0,0,0,4,,1107858,
256,,10,,,,Elaeocarpaceae,Sloanea,obtusifolia,,146,1300,a,1,14,4,0,0,,,,146,1300,a,1,13,4,0,0,,,,1107853,151,1300,a,1,11000,1,0,0,0,1,,1107869,
257,,10,,,,Lecythidaceae,Eschweilera,albiflora,,181,1300,a,1,14,4,0,0,,,,182,1300,a,1,15,4,0,0,,,,1107854,186,1300,a,1,16000,1,0,0,0,2c,,1107862,
258,,10,,,,Elaeocarpaceae,Sloanea,guianensis,,219,1300,a,1,15,4,0,0,,,,219,1300,a,1,16,4,0,0,,,,1107855,219,1300,a,1,16000,1,0,0,0,3b,,1107860,
259,,10,,,,Calophyllaceae,Marila,indet,,201,1300,a,1,14,4,0,0,,,,216,1300,a,1,16,4,0,0,,,,1107856,235,1300,a,1,22000,1,0,0,0,3b,,1107842,
260,,10,,,,Elaeocarpaceae,Sloanea,guianensis,,179,1700,a,1,13,4,0,0,,,,179,1700,a,1,13,4,0,0,,,,1107857,182,1700,a,1,18000,1,0,0,0,3b,,1107851,
261,,10,,,,Burseraceae,Trattinnickia,burserifolia,,275,1300,a,1,14,4,0,0,,,,276,1300,a,1,18,4,0,0,,,,1107858,277,1300,a,1,18000,1,0,0,0,3b,,1107859,
262,,10,,,,Chrysobalanaceae,Couepia,bernardii,,160,1300,a,1,15,4,0,0,,,,163,1300,a,1,17,4,0,0,,,,1107859,164,1300,a,1,17000,1,0,0,0,2b,,1107868,
263,,10,,,,Burseraceae,Protium,spruceanum,,107,1300,a,1,13,4,0,0,,,,108,1300,a,1,12,4,0,0,,,,1107860,109,1300,m,1,12000,1,0,0,2,2a,,1107863,
264,,10,,,,Nyctaginaceae,Neea,floribunda,,188,1300,a,1,11,4,0,0,,,,190,1300,a,1,12,4,0,0,,,,1107861,193,1300,a,1,18000,1,0,0,0,3a,,1107857,
265,,10,,,,Sapotaceae,Chrysophyllum,sanguinolentum,,124,1300,a,1,13,4,0,0,,,,125,1300,a,1,13,4,0,0,,,,1107862,125,1300,a,1,19000,1,0,0,0,2c,,1107853,
266,,10,,,,Chrysobalanaceae,Licania,octandra,,187,1300,a,1,12,4,0,0,,,,191,1300,a,1,13,4,0,0,,,,1107863,194,1300,m,1,21000,1,0,0,2,4,,1107855,
267,,10,,,,Fabaceae,Hymenaea,oblongifolia,,412,1800,a,1,17,4,0,0,,,,41,1800,a,1,19,4,0,0,,,,1107864,415,1800,a,1,23000,1,0,0,0,5,,1107871,
268,,10,,,,Rubiaceae,Faramea,torquata,,182,1300,a,1,9,4,0,0,,,,117,1300,a,1,9,4,0,0,,,,1107865,130,1300,a,1,10000,1,0,0,1,2b,,1107841,
269,,10,,,,Euphorbiaceae,Hevea,guianensis,,292,2100,a,1,15,4,0,0,,,,292,2100,a,1,16,4,0,0,,,,1107866,293,2100,a,1,21000,1,0,0,0,4,,1107844,
270,,10,,,,Rubiaceae,Schizocalyx,obovatus,,144,2000,a,1,12,4,0,0,,,,144,2000,a,1,9,4,0,0,,,,1107867,157,2000,a,1,9000,1,0,0,0,1,,1107845,
271,,10,,,,Chrysobalanaceae,Couepia,bernardii,,178,1300,a,1,12,4,0,0,,,,178,1300,a,1,16,4,0,0,,,,1107868,191,1300,a,1,24000,1,0,0,0,5,,1107847,
272,,10,,,,Meliaceae,Guarea,macrophylla,,100,1200,a,1,6,4,0,0,,,,100,1200,a,1,7,4,0,0,,,,1107869,110,1200,b,1,6000,1,0,0,0,1,b=1500,1107867,
