Tag No,Old No,T1,T2,X,Y,family,genus,species,Old Tree Notes,"D 
2013.2","POM 
2013.2",F1,F2,"Height 
2013.2",F5,F3,F4,"LI 
2013.2","CI 
2013.2",Tree ID,"D 
2015.1","POM 
2015.1",F1,F2,"Height 
2015.1",F5,F3,F4,"LI 
2015.1","CI 
2015.1",Census Notes,Tree ID,New Tag No
899,,17,,,,Bignoniaceae,Jacaranda,glabra,,160,1300,a,1,16,4,0,0,0,1,1106714,0,1300,0,apu,0,,0,0,,,,1106714,
900,,17,,,,Bignoniaceae,Jacaranda,glabra,,202,1300,a,1,19,4,0,0,0,1,1106715,210,1300,m,1,21000,1,0,0,2,4,,1106715,
903,,17,,,,Anacardiaceae,Tapirira,guianensis,,490,1300,a,1,23,4,0,0,0,1,1106718,510,2000,m,1,20000,1,0,0,2,4,,1106718,
902,,17,,,,Fabaceae,Piptadenia,boliviana,,136,1300,a,1,15,4,0,0,0,1,1106717,150,1300,a,1,12000,1,0,0,0,4,,1106717,
897,,17,,,,Fabaceae,Tachigali,setifera,,216,1300,a,1,17,4,0,0,0,1,1106712,220,1300,a,1,14000,1,0,0,0,1,,1106712,
910,,17,,,,Fabaceae,Tachigali,setifera,,108,1300,a,1,14,4,0,0,0,1,1106727,110,1300,a,1,12000,1,0,0,0,2a,,1106727,
904,,17,,,,Rubiaceae,Ladenbergia,oblongifolia,,230,1300,a,1,16,4,0,0,0,1,1106719,230,2000,a,1,19000,1,0,0,3,2c,,1106719,
927,,18,,,,Fabaceae,Inga,thibaudiana,,0,1300,a,1,0,4,0,0,0,1,1106745,0,1300,0,mr,0,,0,0,,,,1106745,
928,,18,,,,Fabaceae,Inga,alba,,182,1300,a,1,18,4,0,0,0,1,1106746,191,1300,c,1,19000,1,0,0,3,3b,,1106746,
924,,18,,,,Malvaceae,Matisia,malacocalyx,,123,1300,a,1,5,4,0,0,0,1,1106741,123,1300,a,1,11000,1,0,0,0,3a,,1106741,
913,,18,,,,Anacardiaceae,Tapirira,guianensis,,429,1300,a,1,20,4,0,0,0,1,1106730,454,1800,a,1,19000,1,0,0,0,4,previamente 466@1300 (tallo irregular),1106730,
928.2.A,,18,,,,Salicaceae,Casearia,ulmifolia,,111,1300,a,1,13,4,0,0,0,1,1106747,125,1300,a,1,15000,1,0,0,0,3a,,1106747,
926,,18,,,,Salicaceae,Casearia,ulmifolia,,192,1300,a,1,17,4,0,0,0,1,1106743,206,1300,ah,1,18000,1,0,0,0,4,,1106743,
926.2.A,,18,,,,Salicaceae,Casearia,ulmifolia,,115,1300,a,1,15,4,0,0,0,1,1106744,134,1300,ch,1,15000,1,0,0,0,3b,,1106744,
919,,18,,,,Phyllanthaceae,Richeria,indet,,130,1300,a,1,9,4,0,0,0,1,1106736,132,1300,a,1,12000,1,0,0,1,2b,,1106736,
912,,18,,,,Euphorbiaceae,Senefeldera,inclinata,,157,1300,a,1,8,4,0,0,0,1,1106729,157,50,bqs,1,8000,1,0,0,0,1,partido por la mitad,1106729,
931,,18,,,,Myrtaceae,Myrcia,splendens,,242,1300,a,1,17,4,0,0,0,1,1106750,244,1300,a,1,20000,1,0,0,0,5,,1106750,
922,,18,,,,Urticaceae,Pourouma,minor,,0,1300,a,1,0,4,0,0,0,1,1106739,0,1300,0,mr,0,,0,0,,,,1106739,
929,,18,,,,Urticaceae,Coussapoa,manuensis,,245,1300,a,1,18,4,0,0,0,1,1106748,270,1300,a,1,20000,1,0,0,1,4,,1106748,
916,,18,,,,Urticaceae,Coussapoa,manuensis,,397,1300,a,1,17,4,0,0,0,1,1106733,435,2000,a,1,24000,1,0,0,0,4,,1106733,
921,,18,,,,Meliaceae,Cedrela,odorata,,0,1300,a,1,0,4,0,0,0,1,1106738,0,1300,0,mr,0,,0,0,,,,1106738,
923,,18,,,,Lauraceae,Persea,indet,,169,1300,a,1,8,4,0,0,0,1,1106740,171,1300,zi,1,14000,1,0,0,0,4,,1106740,
918,,18,,,,Meliaceae,Cabralea,canjerana,,134,1300,a,1,18,4,0,0,0,1,1106735,136,1300,c,1,18000,1,0,0,1,3a,,1106735,
925,,18,,,,Meliaceae,Cabralea,canjerana,,109,1300,a,1,16,4,0,0,0,1,1106742,110,1300,a,1,9000,1,0,0,0,3a,,1106742,
915,,18,,,,Moraceae,Ficus,indet,,346,1300,a,1,18,4,0,0,0,1,1106732,348,1300,m,1,20000,1,0,0,2,3b,,1106732,
917,,18,,,,Moraceae,Ficus,indet,,454,1300,a,1,20,4,0,0,0,1,1106734,472,1800,m,1,22000,1,0,0,2,4,,1106734,
920,,18,,,,Monimiaceae,Mollinedia,killipii,,175,1300,a,1,9,4,0,0,0,1,1106737,178,1300,ec,1,10000,1,0,0,0,3a,,1106737,
914,,18,,,,Moraceae,Pseudolmedia,rigida,,176,1300,a,1,13,4,0,0,0,1,1106731,176,1300,m,1,18000,1,0,0,2,2b,,1106731,
911,,18,,,,Elaeocarpaceae,Sloanea,spathulata,,201,1300,a,1,16,4,0,0,0,1,1106728,206,1800,a,1,15000,1,0,0,0,2a,previamente 191@1300 (tallo da–ado),1106728,
931.A,,18,,,,Elaeocarpaceae,Sloanea,obtusifolia,,112,1300,a,1,6,4,0,0,0,1,1106751,124,1300,bce,1,4500,1,0,0,0,1,b=4500,1106751,
930,,18,,,,Indet,Indet,indet,,0,1300,a,1,0,4,0,0,0,1,1106749,0,1300,0,mr,0,,0,0,,,,1106749,
944,,19,,,,Indet,Indet,indet,,450,1300,a,1,22,4,0,0,0,1,1106767,465,2000,m,1,26000,1,0,0,2,5,,1106767,
942,,19,,,,Indet,Indet,indet,,0,1300,a,1,0,4,0,0,0,1,1106765,0,1300,0,mr,0,,0,0,,,,1106765,
932.2.A,,19,,,,Burseraceae,Protium,amazonicum,,104,1300,a,1,10,4,0,0,0,1,1106753,116,1300,a,1,10000,1,0,0,0,2a,,1106753,
936,,19,,,,Elaeocarpaceae,Sloanea,laurifolia,,114,1300,a,1,12,4,0,0,0,1,1106758,120,1300,a,1,12000,1,0,0,1,4,,1106758,
940,,19,,,,Elaeocarpaceae,Sloanea,robusta,,312,1300,a,1,19,4,0,0,0,1,1106762,322,3000,mh,1,23000,1,0,0,3,4,,1106762,
934,,19,,,,Elaeocarpaceae,Sloanea,rufa,,251,1300,a,1,19,4,0,0,0,1,1106755,268,1800,c,1,15000,1,0,0,0,4,"previamente 275@1300 (tallo irregular), poner placa nueva",1106755,
934.2.A,,19,,,,Elaeocarpaceae,Sloanea,meianthera,,104,1300,a,1,7,4,0,0,0,1,1106756,106,1300,bd,1,7000,1,0,0,0,1,b=7000,1106756,
948,,19,,,,Moraceae,Pseudolmedia,rigida,,0,1300,a,1,0,4,0,0,0,1,1106771,0,1300,0,mr,0,,0,0,,,,1106771,
951,,19,,,,Violaceae,Leonia,glycycarpa,,124,1300,a,1,13,4,0,0,0,1,1106774,123,1300,a,1,15000,1,0,0,0,3b,,1106774,
933,,19,,,,Nyctaginaceae,Neea,divaricata,,149,1300,a,1,10,4,0,0,0,1,1106754,167,1300,a,1,12000,1,0,0,0,2c,,1106754,
945,,19,,,,Sapotaceae,Micropholis,guyanensis,,221,1300,a,1,19,4,0,0,0,1,1106768,223,1300,a,1,20000,1,0,0,0,4,,1106768,
937,,19,,,,Sapotaceae,Pouteria,torta,,128,1300,a,1,13,4,0,0,0,1,1106759,131,1300,a,1,12000,1,0,0,1,4,,1106759,
947,,19,,,,Urticaceae,Coussapoa,manuensis,,0,1300,a,1,0,4,0,0,0,1,1106770,0,1300,0,mr,0,,0,0,,,,1106770,
949,,19,,,,Melastomataceae,Bellucia,pentamera,,0,1300,a,1,0,4,0,0,0,1,1106772,0,1300,0,mr,0,,0,0,,,,1106772,
941,,19,,,,Euphorbiaceae,Senefeldera,inclinata,,235,1300,a,1,15,4,0,0,0,1,1106764,0,1300,0,cbs,0,,0,0,,,,1106764,
938,,19,,,,Euphorbiaceae,Senefeldera,inclinata,,0,1300,a,1,0,4,0,0,0,1,1106760,0,1300,0,mr,0,,0,0,,,,1106760,
939,,19,,,,Euphorbiaceae,Senefeldera,inclinata,,0,1300,a,1,0,4,0,0,0,1,1106761,0,1300,0,mr,0,,0,0,,,,1106761,
950,,19,,,,Euphorbiaceae,Senefeldera,inclinata,,199,1300,a,1,15,4,0,0,0,1,1106773,201,1300,cmz,1,14000,1,0,0,3,2a,,1106773,
943,,19,,,,Euphorbiaceae,Senefeldera,inclinata,,173,1300,a,1,14,4,0,0,0,1,1106766,173,1300,m,1,15000,1,0,0,1,3b,,1106766,
946,,19,,,,Euphorbiaceae,Senefeldera,inclinata,,0,1300,a,1,0,4,0,0,0,1,1106769,,,,,,,,,,,,1106769,
935,,19,,,,Annonaceae,Guatteria,guentheri,,0,1300,a,1,0,4,0,0,0,1,1106757,,,,,,,,,,,,1106757,
932,,19,,,,Fabaceae,Cedrelinga,cateniformis,,241,1300,a,1,20,4,0,0,0,1,1106752,319,1300,a,1,21000,1,0,0,0,5,,1106752,
952,,19,,,,Fabaceae,Inga,thibaudiana,,0,1300,a,1,0,4,0,0,0,1,1106775,0,1300,0,mr,0,,0,0,,,,1106775,
940.2.A,,19,,,,Rubiaceae,Warszewiczia,coccinea,,108,1300,a,1,10,4,0,0,0,1,1106763,115,1300,m,1,15000,1,0,0,3,2b,,1106763,
966,,20,,,,Fabaceae,Tachigali,setifera,,156,1300,a,1,12,4,0,0,0,1,1106789,166,1300,c,1,15000,1,0,0,0,3a,,1106789,
829PL,,20,,,,Fabaceae,Bauhinia,indet,,0,1300,a,1,0,4,0,0,0,1,1106926,0,1300,0,mr,0,,0,0,,,,1106926,
960,,20,,,,Euphorbiaceae,Aparisthmium,cordatum,,0,1300,a,1,0,4,0,0,0,1,1106783,0,1300,0,mr,0,,0,0,,,,1106783,
965,,20,,,,Euphorbiaceae,Hevea,brasiliensis,,264,1300,a,1,19,4,0,0,0,1,1106788,265,1500,a,1,23000,1,0,0,0,4,,1106788,
972,,20,,,,Bignoniaceae,Jacaranda,glabra,,384,1300,a,1,20,4,0,0,0,1,1106797,0,1300,0,aps,0,,0,0,,,,1106797,
974,,20,,,,Bignoniaceae,Jacaranda,glabra,,354,1300,a,1,30,4,0,0,0,1,1106800,354,1300,a,1,23000,1,0,0,0,5,,1106800,
977,,20,,,,Bignoniaceae,Jacaranda,glabra,,0,1300,a,1,0,4,0,0,0,1,1106803,0,1300,0,mr,0,,0,0,,,,1106803,
971.2.A,,20,,,,Salicaceae,Casearia,ulmifolia,,106,1300,a,1,16,4,0,0,0,1,1106796,108,1300,a,1,12000,1,0,0,0,4,,1106796,
971,,20,,,,Anacardiaceae,Tapirira,guianensis,,165,1300,a,1,17,4,0,0,0,1,1106795,172,1300,c,1,16000,1,0,0,0,4,,1106795,
969.2.A,,20,,,,Urticaceae,Coussapoa,manuensis,,108,1300,a,1,12,4,0,0,0,1,1106793,116,1300,m,1,14000,1,0,0,1,3a,,1106793,
963,,20,,,,Urticaceae,Coussapoa,manuensis,,132,1300,a,1,10,4,0,0,0,1,1106786,141,1300,c,1,16000,1,0,0,0,2c,,1106786,
967,,20,,,,Urticaceae,Coussapoa,manuensis,,125,1300,a,1,13,4,0,0,0,1,1106790,132,1300,a,1,18000,1,0,0,0,3a,,1106790,
968,,20,,,,Urticaceae,Pourouma,bicolor,,158,1300,a,1,17,4,0,0,0,1,1106791,189,1300,c,1,23000,1,0,0,0,3b,,1106791,
969,,20,,,,Urticaceae,Pourouma,mollis,,304,1300,a,1,21,4,0,0,0,1,1106792,329,1800,a,1,22000,1,0,0,0,4,,1106792,
961,,20,,,,Urticaceae,Pourouma,mollis,,258,1300,a,1,19,4,0,0,0,1,1106784,283,1300,a,1,20000,1,0,0,0,4,,1106784,
962,,20,,,,Urticaceae,Pourouma,mollis,,306,1300,a,1,19,4,0,0,0,1,1106785,319,1300,a,1,25000,1,0,0,0,4,,1106785,
953,,20,,,,Urticaceae,Pourouma,mollis,,292,1300,a,1,20,4,0,0,0,1,1106776,298,1700,m,1,24000,1,0,0,1,5,,1106776,
954,,20,,,,Urticaceae,Pourouma,mollis,,325,1300,a,1,18,4,0,0,0,1,1106777,343,1300,c,1,23000,1,0,0,0,4,,1106777,
975,,20,,,,Urticaceae,Pourouma,mollis,,297,1300,a,1,22,4,0,0,0,1,1106801,279,1700,a,1,18000,1,0,0,0,4,previamente 292@1300 (tallo irregular),1106801,
973,,20,,,,Urticaceae,Pourouma,minor,,280,1300,a,1,20,4,0,0,0,1,1106798,280,1300,a,1,21000,1,0,0,0,4,,1106798,
956,,20,,,,Sapotaceae,Pouteria,torta,,207,1300,a,1,15,4,0,0,0,1,1106779,217,1500,a,1,20000,1,0,0,0,4,,1106779,
970,,20,,,,Urticaceae,Cecropia,sciadophylla,,0,1300,a,1,0,4,0,0,0,1,1106794,0,1300,0,mr,0,,0,0,,,,1106794,
959,,20,,,,Elaeocarpaceae,Sloanea,meianthera,,0,1300,a,1,0,4,0,0,0,1,1106782,0,1300,0,mr,0,,0,0,,,,1106782,
976,,20,,,,Elaeocarpaceae,Sloanea,pubescens,,288,1300,a,1,18,4,0,0,0,1,1106802,306,3000,a,1,22000,1,0,0,1,5,,1106802,
964,,20,,,,Siparunaceae,Siparuna,decipiens,,128,1300,a,1,10,4,0,0,0,1,1106787,129,1300,c,1,9000,1,0,0,1,3b,,1106787,
958,,20,,,,Olacaceae,Minquartia,guianensis,,187,1300,a,1,12,4,0,0,0,1,1106781,223,2000,sm,1,18000,1,0,0,3,3b,,1106781,
957,,20,,,,Indet,Indet,indet,,0,1300,a,1,0,4,0,0,0,1,1106780,0,1300,0,mr,0,,0,0,,,,1106780,
973.A,,20,,,,Indet,Indet,indet,,0,1300,a,1,0,4,0,0,0,1,1106799,0,1300,0,mr,0,,0,0,,,,1106799,
955,,20,,,,Calophyllaceae,Marila,laxiflora,,189,1300,a,1,15,4,0,0,0,1,1106778,125,1300,a,1,18000,1,0,0,0,4,,1106778,
981,,21,,,,Calophyllaceae,Marila,laxiflora,,209,1300,a,1,16,4,0,0,0,1,1106807,249,1300,a,1,24000,1,0,0,0,4,,1106807,
989,,21,,,,Calophyllaceae,Marila,laxiflora,,181,1300,a,1,17,4,0,0,0,1,1106815,209,1300,a,1,20000,1,0,0,0,4,,1106815,
980,,21,,,,Indet,Indet,indet,,0,1300,a,1,0,4,0,0,0,1,1106806,0,1300,0,mr,0,,0,0,,,,1106806,
994,,21,,,,Elaeocarpaceae,Sloanea,robusta,,222,1300,a,1,16,4,0,0,0,1,1106820,0,1300,0,lr,0,,0,0,,,,1106820,
978,,21,,,,Chrysobalanaceae,Hirtella,triandra,,158,1300,a,1,14,4,0,0,0,1,1106804,168,1700,a,1,17000,1,0,0,1,2c,,1106804,
988,,21,,,,Olacaceae,Minquartia,guianensis,,283,1300,a,1,19,4,0,0,0,1,1106814,284,1300,a,1,20000,1,0,0,0,4,,1106814,
990,,21,,,,Burseraceae,Protium,spruceanum,,118,1300,a,1,12,4,0,0,0,1,1106816,123,1300,a,1,14000,1,0,0,0,2c,,1106816,
983,,21,,,,Urticaceae,Pourouma,bicolor,,0,1300,a,1,0,4,0,0,0,1,1106809,0,1300,0,mr,0,,0,0,,,,1106809,
985,,21,,,,Anacardiaceae,Tapirira,guianensis,,349,1300,a,1,23,4,0,0,0,1,1106811,0,1300,0,bqs,0,,0,0,,,,1106811,
995,,21,,,,Anacardiaceae,Tapirira,guianensis,,426,1300,a,1,25,4,0,0,0,1,1106821,425,1300,a,1,18000,1,0,0,1,4,,1106821,
992,,21,,,,Anacardiaceae,Tapirira,guianensis,,666,1300,a,1,26,4,0,0,0,1,1106818,689,3000,m,1,23000,1,0,0,1,5,,1106818,
1000,,21,,,,Annonaceae,Unonopsis,spectabilis,,136,1300,a,1,17,4,0,0,0,1,1106826,139,1600,ce,1,15000,1,0,0,0,2b,,1106826,
993,,21,,,,Euphorbiaceae,Glycydendron,amazonicum,,238,1300,a,1,20,4,0,0,0,1,1106819,247,1700,a,1,20000,1,0,0,0,3a,,1106819,
996,,21,,,,Euphorbiaceae,Senefeldera,inclinata,,151,1300,a,1,13,4,0,0,0,1,1106822,157,1300,a,1,16000,1,0,0,0,3b,,1106822,
997,,21,,,,Euphorbiaceae,Senefeldera,inclinata,,243,1300,a,1,16,4,0,0,0,1,1106823,246,1300,a,1,16000,1,0,0,0,1,,1106823,
998,,21,,,,Euphorbiaceae,Senefeldera,inclinata,,202,1300,a,1,15,4,0,0,0,1,1106824,284,1300,a,1,25000,1,0,0,0,5,,1106824,
986,,21,,,,Euphorbiaceae,Senefeldera,inclinata,,250,1300,a,1,17,4,0,0,0,1,1106812,254,1300,a,1,16000,1,0,0,0,4,,1106812,
987,,21,,,,Euphorbiaceae,Senefeldera,inclinata,,186,1300,a,1,15,4,0,0,0,1,1106813,190,1300,m,1,22000,1,0,0,3,4,,1106813,
991,,21,,,,Malvaceae,Matisia,malacocalyx,,158,1300,a,1,16,4,0,0,0,1,1106817,158,1300,a,1,150000,1,0,0,0,3a,,1106817,
999,,21,,,,Fabaceae,Inga,thibaudiana,,252,1300,a,1,18,4,0,0,0,1,1106825,0,1300,0,bps,0,,0,0,,,,1106825,
982,,21,,,,Fabaceae,Inga,thibaudiana,,0,1300,a,1,0,4,0,0,0,1,1106808,,,,,,,,,,,,1106808,
984,,21,,,,Fabaceae,Inga,thibaudiana,,383,1300,a,1,23,4,0,0,0,1,1106810,0,1300,0,cqs,0,,0,0,,,,1106810,
979,,21,,,,Fabaceae,Inga,capitata,,254,1300,a,1,15,4,0,0,0,1,1106805,256,1300,c,1,18000,1,0,0,0,3b,,1106805,
18,,22,,,,Indet,Indet,indet,,0,1300,a,1,0,4,0,0,0,1,1106851,0,1300,0,mr,0,,0,0,,,,1106851,
16,,22,,,,Indet,Indet,indet,,0,1300,a,1,0,4,0,0,0,1,1106849,0,1300,0,mr,0,,0,0,,,,1106849,
10,,22,,,,Euphorbiaceae,Senefeldera,inclinata,,194,1300,a,1,12,4,0,0,0,1,1106840,196,1300,a,1,16000,1,0,0,0,1,,1106840,
8,,22,,,,Euphorbiaceae,Senefeldera,inclinata,,0,1300,a,1,14,4,0,0,0,1,1106836,0,1300,0,mr,0,,0,0,,,,1106836,
11,,22,,,,Euphorbiaceae,Alchornea,glandulosa,,117,1300,a,1,15,4,0,0,0,1,1106841,125,1300,a,1,16000,1,0,0,0,2a,,1106841,
9,,22,,,,Melastomataceae,Miconia,indet,,280,1300,a,1,18,4,0,0,0,1,1106837,281,2000,a,1,19000,1,0,0,1,3b,,1106837,
,,22,,,,Melastomataceae,Miconia,modica,,111,1300,a,1,9,4,0,0,0,1,1106842,,,0,lrs,,,,,,,,1106842,
6,,22,,,,Anacardiaceae,Tapirira,guianensis,,264,1300,a,1,22,4,0,0,0,1,1106833,265,1300,a,1,25000,1,0,0,1,4,,1106833,
7,,22,,,,Anacardiaceae,Tapirira,guianensis,,480,1300,a,1,23,4,0,0,0,1,1106834,479,2100,m,1,27000,1,0,0,2,4,,1106834,
14,,22,,,,Anacardiaceae,Tapirira,guianensis,,373,1300,a,1,21,4,0,0,0,1,1106846,375,1800,cm,1,24000,1,0,0,0,4,,1106846,
4,,22,,,,Salicaceae,Casearia,ulmifolia,,139,1300,a,1,16,4,0,0,0,1,1106831,152,1300,a,1,17000,1,0,0,1,2c,,1106831,
17,,22,,,,Bignoniaceae,Jacaranda,glabra,,344,1300,a,1,30,4,0,0,0,1,1106850,348,1300,a,1,25000,1,0,0,0,5,,1106850,
15,,22,,,,Annonaceae,Unonopsis,spectabilis,,187,1300,a,1,12,4,0,0,0,1,1106848,188,1300,a,1,17000,1,0,0,0,2a,,1106848,
13,,22,,,,Urticaceae,Coussapoa,manuensis,,160,1300,a,1,14,4,0,0,0,1,1106845,170,1300,a,1,20000,1,0,0,0,2b,,1106845,
12,,22,,,,Urticaceae,Pourouma,mollis,,254,1300,a,1,20,4,0,0,0,1,1106844,293,1300,c,1,22000,1,0,0,0,4,,1106844,
1.2.A,,22,,,,Urticaceae,Pourouma,mollis,,109,1300,a,1,9,4,0,0,0,1,1106828,129,1400,a,1,12000,1,0,0,0,2a,,1106828,
5,,22,,,,Urticaceae,Pourouma,mollis,,342,1300,a,1,20,4,0,0,0,1,1106832,355,1300,a,1,23000,1,0,0,1,4,,1106832,
7.A,,22,,,,Sapotaceae,Micropholis,guyanensis,,123,1300,a,1,10,4,0,0,0,1,1106835,135,1300,c,1,18000,1,0,0,1,3b,,1106835,
3,,22,,,,Sapotaceae,Pouteria,macrophylla,,242,1300,a,1,15,4,0,0,0,1,1106830,244,1300,m,1,15000,1,0,0,2,3b,,1106830,
9.2.B,,22,,,,Lauraceae,Ocotea,obovata,,115,1300,a,1,9,4,0,0,0,1,1106839,125,1300,a,1,9000,1,0,0,0,1,,1106839,
14.2.A,,22,,,,Sapotaceae,Chrysophyllum,amazonicum,,101,1300,a,1,9,4,0,0,0,1,1106847,102,1300,a,1,15000,1,0,0,0,2a,,1106847,
2,,22,,,,Burseraceae,Protium,amazonicum,,157,1300,a,1,14,4,0,0,0,1,1106829,0,1300,0,cqs,0,,0,0,,,,1106829,
9.2.A,,22,,,,Burseraceae,Protium,plagiocarpium,,108,1300,a,1,9,4,0,0,0,1,1106838,117,1300,a,1,12000,1,0,0,0,1,,1106838,
1,,22,,,,Calophyllaceae,Marila,laxiflora,,840,1300,a,1,27,4,0,0,0,1,1106827,877,1300,m,1,26000,1,0,0,3,5,,1106827,
11.2B,,22,,,,Calophyllaceae,Marila,laxiflora,,107,1300,a,1,9,4,0,0,0,1,1106843,113,1300,c,1,12000,1,0,0,0,2c,,1106843,
29,,23,,,,Burseraceae,Protium,indet,,136,1300,a,1,11,4,0,0,0,1,1106864,147,1300,c,1,15000,1,0,0,0,1,,1106864,
19,,23,,,,Violaceae,Leonia,glycycarpa,,261,1300,a,1,16,4,0,0,0,1,1106852,272,1300,a,1,23000,1,0,0,0,3a,,1106852,
28,,23,,,,Moraceae,Ficus,indet,,377,1300,a,1,21,4,0,0,0,1,1106863,377,1300,a,1,22000,1,0,0,0,4,,1106863,
25,,23,,,,Moraceae,Pseudolmedia,rigida,,177,1300,a,1,14,4,0,0,0,1,1106859,185,1300,a,1,20000,1,0,0,1,4,,1106859,
33,,23,,,,Olacaceae,Minquartia,guianensis,,0,1300,a,1,0,4,0,0,0,1,1106869,0,1300,0,mr,0,,0,0,,,,1106869,
27,,23,,,,Elaeocarpaceae,Sloanea,guianensis,,308,1300,a,1,18,4,0,0,0,1,1106862,310,3200,em,1,14000,1,0,0,3,2c,,1106862,
26,,23,,,,Vochysiaceae,Qualea,paraensis,,395,1300,a,1,23,4,0,0,0,1,1106860,379,1800,l,1,22000,1,0,0,2,5,previamente 405@1300 (tallo irregular),1106860,
24,,23,,,,Meliaceae,Cabralea,canjerana,,207,1300,a,1,18,4,0,0,0,1,1106858,208,1300,a,1,20000,1,0,0,1,3b,,1106858,
32,,23,,,,Salicaceae,Casearia,ulmifolia,,0,1300,a,1,17,4,0,0,0,1,1106867,0,1300,0,mr,0,,0,0,,,,1106867,
32.2.A,,23,,,,Melastomataceae,Miconia,indet,,112,1300,a,1,13,4,0,0,0,1,1106868,140,1300,a,1,15000,1,0,0,0,4,,1106868,
30,,23,,,,Melastomataceae,Bellucia,pentamera,,0,1300,a,1,0,4,0,0,0,1,1106865,0,1300,0,mr,0,,0,0,,,,1106865,
22.2.A,,23,,,,Euphorbiaceae,Hevea,brasiliensis,,127,1300,a,1,8,4,0,0,0,1,1106856,145,1300,a,1,15000,1,0,0,0,3b,,1106856,
34,,23,,,,Lamiaceae,Vitex,triflora,,137,1300,a,1,7,4,0,0,0,1,1106870,144,1300,c,1,10000,1,0,0,0,3a,,1106870,
22,,23,,,,Fabaceae,Cedrelinga,cateniformis,,232,1300,a,1,15,4,0,0,0,1,1106855,262,1300,a,1,18000,1,0,0,1,4,,1106855,
26.2.A,,23,,,,Indet,Indet,indet,,107,1300,a,1,23,4,0,0,0,1,1106861,107,1300,a,1,18000,1,0,0,1,4,,1106861,
23,,23,,,,Indet,Indet,indet,,0,1300,a,1,0,4,0,0,0,1,1106857,0,1300,0,mr,0,,0,0,,,,1106857,
31,,23,,,,Fabaceae,Tachigali,setifera,,195,1300,a,1,14,4,0,0,0,1,1106866,201,1300,c,1,20000,1,0,0,0,3b,,1106866,
20,,23,,,,Fabaceae,Inga,indet,,353,1300,a,1,20,4,0,0,0,1,1106853,347,1800,zi,1,19000,1,0,0,0,5,,1106853,
21,,23,,,,Fabaceae,Inga,oerstediana,,0,1300,a,1,15,4,0,0,0,1,1106854,0,1300,0,mr,0,,0,0,,,,1106854,
52,,24,,,,Fabaceae,Inga,thibaudiana,,551,1300,a,1,18,4,0,0,0,1,1106889,559,1600,m,1,24000,1,0,0,2,4,,1106889,
53,,24,,,,Fabaceae,Inga,thibaudiana,,0,1300,a,1,0,4,0,0,0,1,1106890,0,1300,0,mr,0,,0,0,,,,1106890,
50.A,,24,,,,Rubiaceae,Bathysa,australis,,157,1300,a,1,9,4,0,0,0,1,1106887,159,1300,a,1,13000,1,0,0,0,2a,,1106887,
49,,24,,,,Fabaceae,Inga,thibaudiana,,538,1300,a,1,21,4,0,0,0,1,1106885,559,2000,c,1,24000,1,0,0,0,4,,1106885,
37,,24,,,,Indet,Indet,indet,,159,1300,a,1,14,4,0,0,0,1,1106873,159,1300,a,1,15000,1,0,0,0,2a,,1106873,
35,,24,,,,Indet,Indet,indet,,0,1300,a,1,0,4,0,0,0,1,1106871,0,1300,0,mr,0,,0,0,,,,1106871,
42,,24,,,,Apocynaceae,Aspidosperma,indet,,116,1300,a,1,14,4,0,0,0,1,1106878,118,1300,a,1,12000,1,0,0,1,1,,1106878,
50,,24,,,,Melastomataceae,Bellucia,pentamera,,153,1300,a,1,13,4,0,0,0,1,1106886,168,1300,c,1,14000,1,0,0,0,2c,,1106886,
55,,24,,,,Euphorbiaceae,Senefeldera,inclinata,,215,1300,a,1,15,4,0,0,0,1,1106892,221,1300,m,1,18000,1,0,0,2,3a,,1106892,
51,,24,,,,Euphorbiaceae,Senefeldera,inclinata,,149,1300,a,1,14,4,0,0,0,1,1106888,154,1300,a,1,15000,1,0,0,1,2a,,1106888,
36,,24,,,,Bignoniaceae,Jacaranda,glabra,,0,1300,a,1,0,4,0,0,0,1,1106872,0,1300,0,mr,0,,0,0,,,,1106872,
48,,24,,,,Bignoniaceae,Jacaranda,glabra,,402,1300,a,1,33,4,0,0,0,1,1106884,410,1300,a,1,26000,1,0,0,0,5,,1106884,
56,,24,,,,Phyllanthaceae,Hieronyma,indet,,270,1300,a,1,20,4,0,0,0,1,1106893,284,1300,m,1,25000,1,0,0,2,3b,,1106893,
43,,24,,,,Anacardiaceae,Tapirira,guianensis,,0,1300,a,1,0,4,0,0,0,1,1106879,0,1300,0,mr,0,,0,0,,,,1106879,
45,,24,,,,Anacardiaceae,Tapirira,guianensis,,387,1300,a,1,25,4,0,0,0,1,1106881,41,2000,m,1,25000,1,0,0,1,4,,1106881,
46,,24,,,,Salicaceae,Casearia,ulmifolia,,175,1300,a,1,17,4,0,0,0,1,1106882,190,1300,a,1,20000,1,0,0,0,4,,1106882,
44,,24,,,,Salicaceae,Casearia,ulmifolia,,161,1300,a,1,13,4,0,0,0,1,1106880,182,1300,a,1,18000,1,0,0,0,4,,1106880,
38,,24,,,,Elaeocarpaceae,Sloanea,spathulata,,341,1300,a,1,8,4,0,0,0,1,1106874,0,1300,0,kr,0,,0,0,,,,1106874,
39,,24,,,,Olacaceae,Minquartia,guianensis,,0,1300,a,1,0,4,0,0,0,1,1106875,0,1300,0,mr,0,,0,0,,,,1106875,
