plot_code,sub_plot,tree_tag,family,genus,specie,year,month,day,wood_density_g_cm3,tree_height_m,pom_height_m,dbh_northsouth_cm,dbh_westeast_cm,rainfor_flag1,rainfor_flag2,rainfor_flag3,quality_code,comments
ACJ,15,298,Melastomataceae ,,,2013,2,14,NaN,4,1.3,7.17,7.9,dh,,,,
ACJ,15,299,Melastomataceae ,,,2013,2,14,NaN,3.5,1.3,3.96,3.12,dh,,,,
ACJ,15,300,Melastomataceae ,,,2013,2,14,NaN,4,1.3,2.24,2.47,ch,,,,
ACJ,15,301,Melastomataceae ,,,2013,2,14,NaN,3.5,1.3,3.92,4.16,dh,,,,
ACJ,15,302,Melastomataceae ,,,2013,2,14,NaN,4,1.3,4.3,5.8,ch,,,,
ACJ,15,303,Melastomataceae ,,,2013,2,14,NaN,5,1.3,2.3,2.21,ch,,,,
ACJ,15,304,Lauraceae,,,2013,2,14,NaN,3.5,1.3,2.4,2.37,c,,,,
ACJ,23,305,Solanaceae,Sessea,dependens,2013,2,14,NaN,4.5,1.3,3.7,3.88,a,,,,
ACJ,23,306,Indeterminado,,,2013,2,14,NaN,2.5,1.3,2.39,2.2,c,,,,
ACJ,23,310,Indeterminado,,,2013,2,14,NaN,5.5,1.3,8.15,10.26,a,,,,
ACJ,23,311,Indeterminado,,,2013,2,14,NaN,3,1.3,7.95,6.64,dk,,,,
ACJ,23,314,Solanaceae,Sessea,dependens,2013,2,14,NaN,4,1.3,2.5,2.25,c,,,,
ACJ,23,315,Melastomataceae ,,,2013,2,14,NaN,2,1.3,2.42,2.23,ch,,,,
ACJ,23,316,Melastomataceae ,,,2013,2,14,NaN,5,1.3,5.49,5.7,ch,,,,
ACJ,23,317,Melastomataceae ,,,2013,2,14,NaN,5,1.3,5.83,5.27,c,,,,
ACJ,23,318,Indeterminado,,,2013,2,14,NaN,4,1.3,9.26,8.11,c,,,,
ACJ,23,319,Melastomataceae ,,,2013,2,14,NaN,6,1.3,8.06,9.18,c,,,,
ACJ,23,320,Melastomataceae ,,,2013,2,14,NaN,4,1.3,4.4,4.63,c,,,,
ACJ,23,321,Lauraceae,,,2013,2,14,NaN,4.5,1.3,2.74,2.75,ck,,,,ojo
ACJ,23,322,Melastomataceae ,,,2013,2,14,NaN,4,1.3,5.7,7.66,ck,,,,
ACJ,23,323,Melastomataceae ,,,2013,2,14,NaN,3.5,1.3,2.46,2.41,c,,,,
ACJ,23,324,Indeterminado,,,2013,2,14,NaN,7,1.3,6.25,5.95,a,,,,
ACJ,23,325,Melastomataceae ,,,2013,2,14,NaN,3,1.3,3.34,2.5,dk,,,,
ACJ,23,326,Melastomataceae ,,,2013,2,14,NaN,3,1.3,2.25,2.17,a,,,,
ACJ,23,327,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,3.5,1.3,2.4,2.65,c,,,,
ACJ,23,328,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,4,1.3,6.46,5.71,a,,,,
ACJ,23,330,Melastomataceae ,,,2013,2,14,NaN,4,1.3,2.55,2.63,a,,,,
ACJ,23,331,Symplocaceae,Symplocos,sp,2013,2,14,NaN,4,1.3,2.45,3.88,a,,,,
ACJ,23,332,Melastomataceae ,,,2013,2,14,NaN,3.5,1.3,2.78,2.62,c,,,,
ACJ,23,333,Melastomataceae ,,,2013,2,14,NaN,3,1.3,2.49,2.31,ch,,,,
ACJ,23,334,Melastomataceae ,,,2013,2,14,NaN,4,1.3,3,2.76,ch,,,,
ACJ,23,335,Melastomataceae ,,,2013,2,14,NaN,3,1.3,2.17,2.06,a,,,,
ACJ,23,336,Solanaceae,Sessea,dependens,2013,2,14,NaN,5,1.3,5.2,3.92,a,,,,
ACJ,23,337,Solanaceae,Sessea,dependens,2013,2,14,NaN,4.5,1.3,5,4.8,c,,,,
ACJ,23,338,Solanaceae,Sessea,dependens,2013,2,14,NaN,4,1.3,3.12,2.95,c,,,,
ACJ,23,340,Melastomataceae ,,,2013,2,14,NaN,4,1.3,7.6,9.11,c,,,,borde izq de SP
ACJ,23,341,Indeterminado,,,2013,2,14,NaN,3.4,1.3,2.55,2.51,ch,,,,borde izq de SP
ACJ,23,342,Indeterminado,,,2013,2,14,NaN,3,1.3,2.42,3.39,dh,,,,borde izq. inf
ACJ,23,343,Indeterminado,,,2013,2,14,NaN,4,1.3,5.9,7.05,d,,,,borde izq. inf
ACJ,23,344,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,4,1.3,3.99,4.12,ah,,,,
ACJ,23,345,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,3,1.3,2.25,2.1,ch,,,,
ACJ,23,347,Melastomataceae ,,,2013,2,14,NaN,4,1.3,3.55,3.44,a,,,,
ACJ,23,348,Indeterminado,,,2013,2,14,NaN,5,1.3,4.84,4.53,a,,,,
ACJ,23,349,Melastomataceae ,,,2013,2,14,NaN,3.5,1.3,2.05,2,c,,,,
ACJ,23,350,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,4,1.3,2.35,2.05,ch,,,,
ACJ,23,351,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,3.5,1.3,3.1,3.4,ch,,,,
ACJ,23,352,Melastomataceae ,,,2013,2,14,NaN,4,1.3,4.7,6.16,a,,,,
ACJ,23,353,Melastomataceae ,,,2013,2,14,NaN,3.5,1.3,2.42,2.7,d,,,,
ACJ,23,354,Melastomataceae ,,,2013,2,14,NaN,3.5,1.3,4.66,5,c,,,,
ACJ,23,355,Symplocaceae,Symplocos,sp,2013,2,14,NaN,6,1.3,2.44,2.33,a,,,,
ACJ,23,357,Melastomataceae ,,,2013,2,14,NaN,5,1.3,4.86,4.67,c,,,,
ACJ,23,358,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,5,1.3,7.42,8.61,c,,,,
ACJ,23,360,Indeterminado,,,2013,2,14,NaN,7,1.3,6,5.36,a,,,,
ACJ,23,361,Indeterminado,,,2013,2,14,NaN,3,1.3,2.01,2.16,c,,,,sin hojas
ACJ,23,362,Melastomataceae ,,,2013,2,14,NaN,5,1.3,5.18,5.36,c,,,,
ACJ,23,363,Melastomataceae ,,,2013,2,14,NaN,5,1.3,4.3,3.58,ch,,,,
ACJ,23,364,Melastomataceae ,,,2013,2,14,NaN,3.5,1.3,3.33,3.09,ah,,,,
ACJ,23,365,Melastomataceae ,,,2013,2,14,NaN,5,1.3,2.28,2.34,ch,,,,
ACJ,23,366,Melastomataceae ,,,2013,2,14,NaN,3,1.3,2.39,2.45,ch,,,,
ACJ,23,367,indeterminado,,,2013,2,14,NaN,4,1.3,2.74,2.79,ah,,,,
ACJ,23,368,Indeterminado,,,2013,2,14,NaN,4,1.3,2.51,3.05,ah,,,,
ACJ,23,369,Melastomataceae ,,,2013,2,14,NaN,4,1.3,2.69,2.79,c,,,,
ACJ,23,371,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,3,1.3,2.86,2.86,ah,,,,
ACJ,23,372,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,1.7,1.3,3.5,3.63,ch,,,,
ACJ,23,373,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,4,1.3,3.55,3.69,a,,,,
ACJ,23,374,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,3,1.3,3.74,3.73,ch,,,,
ACJ,23,375,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,3,1.3,2.92,3.01,ch,,,,
ACJ,23,376,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,3,1.3,4.17,4.27,ch,,,,
ACJ,23,377,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,2.25,1.3,3.07,3.01,dh,,,,
ACJ,23,378,Indeterminado,,,2013,2,14,NaN,3,1.3,3.08,2.83,ah,,,,
ACJ,23,379,Indeterminado,,,2013,2,14,NaN,3,1.3,2.74,2.54,ch,,,,
ACJ,23,380,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,3,1.3,2.7,2.89,a,,,,
ACJ,23,381,Indeterminado,,,2013,2,14,NaN,10,1.3,8.96,9.23,c,,,,
ACJ,23,382,Araliaceae,,,2013,2,14,NaN,4,1.3,2.76,3,c,,,,
ACJ,23,383,Solanaceae,Sessea,dependens,2013,2,14,NaN,2.3,1.3,3.6,3.34,c,,,,
ACJ,23,384,Indeterminado,,,2013,2,14,NaN,3,1.3,2.5,2.74,c,,,,
ACJ,23,385,Indeterminado,,,2013,2,14,NaN,5,1.3,2.28,2.28,c,,,,
ACJ,23,386,Melastomataceae ,,,2013,2,14,NaN,3,1.3,2.87,2.74,c,,,,
ACJ,23,387,Melastomataceae ,,,2013,2,14,NaN,2,1.3,2.57,2.4,d,,,,
ACJ,23,388,Melastomataceae ,,,2013,2,14,NaN,2.5,1.3,3.2,3.12,c,,,,
ACJ,23,389,Indeterminado,,,2013,2,14,NaN,3,1.3,2.02,1.99,d,,,,
ACJ,23,390,Solanaceae,Sessea,dependens,2013,2,14,NaN,3,1.3,5.85,6.03,a,,,,
ACJ,23,391,Melastomataceae ,,,2013,2,14,NaN,2,1.3,2.58,2.48,d,,,,
ACJ,23,392,Melastomataceae ,,,2013,2,14,NaN,3,1.3,3.45,3.44,d,,,,
ACJ,23,393,Melastomataceae ,,,2013,2,14,NaN,4,1.3,6.56,7.34,c,,,,
ACJ,23,394,Melastomataceae ,,,2013,2,14,NaN,3.5,1.4,6.65,7.42,d,,,,
ACJ,23,403,Melastomataceae ,,,2013,2,14,NaN,3,1.3,3.65,3.31,d,,,,
ACJ,3,1,Melastomataceae ,,,2013,9,26,NaN,4,1.3,5.4,5.6,ah,,,,
ACJ,3,2,Melastomataceae ,,,2013,9,26,NaN,4,1.3,4.01,3.7,chi,,,,
ACJ,3,3,Melastomataceae ,,,2013,9,26,NaN,3,1.3,3.4,3.18,c ,,,,
ACJ,3,4,Melastomataceae ,,,2013,9,26,NaN,4,1.3,4.7,5.4,c,,,,
ACJ,3,5,Symplocaceae,Symplocos,,2013,9,26,NaN,4,1.3,3.05,3.2,c,,,,
ACJ,3,7,Melastomataceae ,,,2013,9,26,NaN,4,1.3,3.87,4.21,d,,,,
ACJ,3,8,Melastomataceae ,,,2013,9,26,NaN,,1.3,,,,e,,,muerto partido
ACJ,3,9,Melastomataceae ,,,2013,9,26,NaN,2.5,1.3,2.5,2.58,di,,,,
ACJ,3,10,Solanaceae,Sessea,,2013,9,26,NaN,4,1.3,2.86,2.78,d,,,,
ACJ,3,11,Solanaceae,Sessea,,2013,9,26,NaN,,1.3,,,,k,,,cerca al barranco
ACJ,3,15,Campanulaceae,,,2013,9,26,NaN,5,1.3,4.05,4.24,c,,,,
ACJ,3,16,Cunoniaceae,,,2013,9,26,NaN,3,1.3,3.39,3.55,a ,,,,
ACJ,3,17,Melastomataceae ,,,2013,9,26,NaN,4,1.3,5.15,5.52,c,,,,
ACJ,3,18,Indeterminado,,,2013,9,26,NaN,6,1.3,6.59,7.57,a,,,,
ACJ,3,19,Melastomataceae ,,,2013,9,26,NaN,3.5,1.3,2.44,2.28,ch,,,,
ACJ,3,20,Melastomataceae ,,,2013,9,26,NaN,3.5,1.3,3.05,3.45,ch,,,,
ACJ,3,21,Melastomataceae ,,,2013,9,26,NaN,3,1.3,4.38,4.51,a,,,,
ACJ,3,22,Melastomataceae ,,,2013,9,26,NaN,3.3,1.3,2.27,2.29,bz,,,,partido muerto
ACJ,3,23,Lauraceae,,,2013,9,26,NaN,5,1.3,5.08,5.07,c,,,,
ACJ,3,24,Lauraceae,,,2013,9,26,NaN,3,1.3,3.11,2.71,c,,,,
ACJ,3,25,Melastomataceae ,,,2013,9,26,NaN,4,1.3,2.88,2.75,d,,,,
ACJ,3,26,Melastomataceae ,,,2013,9,26,NaN,4,1.3,4.17,4.43,c,,,,
ACJ,3,27,Melastomataceae ,,,2013,9,26,NaN,4.5,1.3,3.47,3.6,ch,,,,
ACJ,3,28,Melastomataceae ,,,2013,9,26,NaN,2.5,1.3,2.03,2.19,ch,,,,
ACJ,3,29,Melastomataceae ,,,2013,9,26,NaN,,1.3,,,,k,,,
ACJ,3,30,Symplocaceae,Symplocos,,2013,9,26,NaN,,1.3,,,,k,,,
ACJ,3,31,Melastomataceae ,,,2013,9,26,NaN,,1.3,,,,k,,,
ACJ,3,32,Symplocaceae,Symplocos,sp,2013,9,26,NaN,,1.3,,,,k,,,
ACJ,3,33,Indeterminado,,,2013,9,26,NaN,3,1.3,2.69,2.75,d,,,,"lado del derrumbe, muriendo"
ACJ,3,34,Lauraceae,,,2013,9,26,NaN,3,1.3,2.86,2.95,c,,,,
ACJ,3,35,Melastomataceae ,,,2013,9,26,NaN,,1.3,,,,m,,,"muerto, derrumbe"
ACJ,3,36,Melastomataceae ,,,2013,9,26,NaN,,1.3,,,,k,,,
ACJ,3,37,Melastomataceae ,,,2013,9,26,NaN,,1.3,,,,k,,,
ACJ,3,38,Campanulaceae,,,2013,9,26,NaN,,1.3,,,,k,,,
ACJ,3,39,Campanulaceae,,,2013,9,26,NaN,,1.3,,,,k,,,
ACJ,3,40,Symplocaceae,Symplocos,sp,2013,9,26,NaN,,1.3,,,,k,,,
ACJ,3,41,Solanaceae,Sessea,,2013,9,26,NaN,,1.3,,,,k,,,
ACJ,3,42,Solanaceae,Sessea,,2013,9,26,NaN,,1.3,,,,k,,,
ACJ,3,43,Solanaceae,Sessea,,2013,9,26,NaN,,1.3,,,,k,,,
ACJ,3,44,Symplocaceae,Symplocos,sp,2013,9,26,NaN,,1.3,,,,k,,,
ACJ,3,45,Symplocaceae,Symplocos,sp,2013,9,26,NaN,,1.3,,,,k,,,
ACJ,3,46,Solanaceae,Sessea,,2013,9,26,NaN,,1.3,,,,k,,,
ACJ,3,47,Solanaceae,Sessea,,2013,9,26,NaN,,1.3,,,,k,,,
ACJ,3,48,Solanaceae,Sessea,,2013,9,26,NaN,,1.3,,,,k,,,
ACJ,3,49,Melastomataceae ,,,2013,9,26,NaN,,1.3,,,,k,,,
ACJ,3,50,Melastomataceae ,,,2013,9,26,NaN,3.5,1.3,5.5,4.84,a,,,,
ACJ,3,51,Araliaceae,,,2013,9,26,NaN,,1.3,,,,k,,,derrumbe
ACJ,3,52,Melastomataceae ,,,2013,9,26,NaN,3,1.3,5.49,5.46,c,,,,
ACJ,3,53,Melastomataceae ,,,2013,9,26,NaN,4,1.3,6.7,7.01,a,,,,
ACJ,3,54,Asteraceae,,,2013,9,26,NaN,4.5,1.3,4.15,4.3,c,,,,
ACJ,3,55,Asteraceae,,,2013,9,26,NaN,4,1.3,3.5,3.47,c,,,,
ACJ,3,56,Asteraceae,,,2013,9,26,NaN,4,1.3,2.83,3.09,c,,,,
ACJ,3,57,Symplocaceae,Symplocos,sp,2013,9,26,NaN,6,1.3,6.88,7.66,a,,,,
ACJ,3,58,Indeterminado,,,2013,9,26,NaN,5.5,1.3,11.03,9.03,c,,,,
ACJ,3,61,Indeterminado,,,2013,9,26,NaN,4.5,1.3,2.41,2.19,c,,,,
ACJ,3,62,Chlorantaceae,Hedyosmum,sp,2013,9,26,NaN,4,1.3,10.9,9.7,ch,,,,
ACJ,3,63,Chlorantaceae,Hedyosmum,sp,2013,9,26,NaN,5,1.3,6.53,6.72,ch,,,,
ACJ,3,64,Melastomataceae ,,,2013,9,26,NaN,6,1.4,9.14,9.49,ch,,,,
ACJ,3,65,Symplocaceae,Symplocos,sp,2013,9,26,NaN,,1.3,,,,k,,,probablemente muerto
ACJ,3,66,Indeterminado,,,2013,9,26,NaN,6,1.3,6.74,6.9,ch,,,,
ACJ,3,67,Melastomataceae ,,,2013,9,26,NaN,4.5,1.3,5.25,4.71,ch,,,,
ACJ,3,68,Melastomataceae ,,,2013,9,26,NaN,3.5,1.3,2.58,2.6,ch,,,,
ACJ,3,70,Melastomataceae ,,,2013,9,26,NaN,4,1.3,3.26,3.37,ch,,,,
ACJ,3,71,Solanaceae,Sessea,,2013,9,26,NaN,4,1.3,3.5,3.06,c,,,,
ACJ,3,72,Lauraceae,,,2013,9,26,NaN,5,1.3,6.09,5.75,c,,,,
ACJ,3,73,Lauraceae,,,2013,9,26,NaN,4,1.3,2.3,2.1,c,,,,
ACJ,3,74,Melastomataceae ,,,2013,9,26,NaN,3.5,1.3,2.61,2.7,c,,,,
ACJ,3,75,Melastomataceae ,,,2013,9,26,NaN,3,1.3,2.57,3.01,di,,,,
ACJ,3,76,Solanaceae,Sessea,,2013,9,26,NaN,6,1.3,6.08,4.95,c,,,,
ACJ,3,79,Indeterminado,,,2013,9,26,NaN,4,1.3,2.7,2.72,a,,,,
ACJ,3,80,Indeterminado,,,2013,9,26,NaN,3.5,1.3,2.15,2.11,a,,,,
ACJ,3,81,Cunoniaceae,,,2013,9,26,NaN,6,1.3,9.48,7.48,c,,,,
ACJ,3,83,Indeterminado,,,2013,9,26,NaN,3,1.3,2.93,3.03,a,,,,
ACJ,3,85,Indeterminado,,,2013,9,26,NaN,3.5,1.3,3.41,3.32,c,,,,
ACJ,11,88,Solanaceae,Sessea,,2013,9,26,NaN,5,1.3,4.33,4.95,ah,,,,
ACJ,11,89,Solanaceae,Sessea,,2013,9,26,NaN,4,1.3,2.08,2.03,ah,,,,
ACJ,11,90,Melastomataceae ,,,2013,9,26,NaN,3,1.3,3.12,3.09,ch,,,,
ACJ,11,91,Melastomataceae ,,,2013,9,26,NaN,2,1.3,2.72,2.43,a,,,,
ACJ,11,92,Melastomataceae ,,,2013,9,26,NaN,2,1.3,2.07,2.02,ah,,,,
ACJ,11,93,Melastomataceae ,,,2013,9,26,NaN,3,1.3,2.66,2.69,c,,,,
ACJ,11,94,Melastomataceae ,,,2013,9,26,NaN,3,1.3,5.11,5.24,dh,,,,
ACJ,11,95,Chlorantaceae,Hedyosmum,sp,2013,9,26,NaN,3,1.3,3.53,3.65,ah,,,,
ACJ,11,96,Chlorantaceae,Hedyosmum,sp,2013,9,26,NaN,2,1.3,2.29,2.62,ch,,,,
ACJ,11,97,Chlorantaceae,Hedyosmum,sp,2013,9,26,NaN,2,1.3,2.98,3.06,ch,,,,
ACJ,11,98,Melastomataceae ,,,2013,9,26,NaN,3,1.3,4.05,3.62,ciz,,,,
ACJ,11,99,Cunoniaceae,,,2013,9,26,NaN,3.5,1.3,3.28,3.43,a,,,,
ACJ,11,100,Melastomataceae ,,,2013,9,26,NaN,2,1.3,2.92,2.56,a,,,,
ACJ,11,101,Melastomataceae ,,,2013,9,26,NaN,3,1.3,5.16,5.21,a,,,,
ACJ,11,104,Lauraceae,,,2013,9,26,NaN,2,1.3,1.73,1.79,z,,,,muriendo
ACJ,11,105,Symplocaceae,Symplocos,sp,2013,9,26,NaN,3,1.3,4.53,5.09,ch,,,,
ACJ,11,106,Symplocaceae,Symplocos,sp,2013,9,26,NaN,2.5,1.3,2.53,2.79,c,,,,
ACJ,11,107,Chlorantaceae,Hedyosmum,sp,2013,9,26,NaN,2.2,1.3,2.51,2,c,,,,
ACJ,11,108,Symplocaceae,Symplocos,sp,2013,9,26,NaN,2,1.3,3.59,3.51,ch,,,,
ACJ,11,109,Indeterminado,,,2013,9,26,NaN,3,1.3,3.09,2.91,c,,,,
ACJ,11,110,Solanaceae,Sessea,,2013,9,26,NaN,3,1.3,2.11,2.07,ch,,,,
ACJ,11,111,Solanaceae,Sessea,,2013,9,26,NaN,3.5,1.3,3.01,3.04,cih,,,,
ACJ,11,112,Solanaceae,Sessea,,2013,9,26,NaN,2.5,1.3,2.35,2.12,ahi,,,,
ACJ,11,115,Symplocaceae,Symplocos,sp,2013,9,26,NaN,3,1.3,2.1,2.05,a,,,,
ACJ,11,116,Symplocaceae,Symplocos,sp,2013,9,26,NaN,2.5,1.3,2.12,2.07,a,,,,
ACJ,11,117,Symplocaceae,Symplocos,sp,2013,9,26,NaN,5,1.3,3.79,3.59,a,,,,
ACJ,11,118,Symplocaceae,Symplocos,sp,2013,9,26,NaN,4,1.3,5.18,4.76,c,,,,
ACJ,11,119,Lauraceae,,,2013,9,26,NaN,6,1.3,7.53,8.36,a,,,,
ACJ,11,120,Chlorantaceae,Hedyosmum,sp,2013,9,26,NaN,5,1.3,5.11,4.78,a,,,,
ACJ,11,121,Chlorantaceae,Hedyosmum,sp,2013,9,26,NaN,1.7,1.3,2.18,2.11,ch,,,,partido a 1.45
ACJ,11,122,Indeterminado,,,2013,9,26,NaN,3.5,1.3,2.23,2.33,a,,,,
ACJ,11,124,Symplocaceae,Symplocos,sp,2013,9,26,NaN,2.5,1.3,2,2.3,d,,,,
ACJ,11,125,Symplocaceae,Symplocos,sp,2013,9,26,NaN,3.5,1.3,3.11,2.96,czi,,,,
ACJ,11,126,Indeterminado,,,2013,9,26,NaN,5,1.3,2.79,2.34,c,,,,
ACJ,11,127,Solanaceae,Sessea,,2013,9,26,NaN,5.5,1.3,9.26,9.04,a,,,,
ACJ,11,128,Solanaceae,Sessea,,2013,9,26,NaN,,1.3,,,,k,,,
ACJ,11,129,Melastomataceae ,,,2013,9,26,NaN,3,1.3,3.46,3.42,cbh,,,,partido a 3 m
ACJ,11,130,Melastomataceae ,,,2013,9,26,NaN,3.5,1.3,2.42,2.34,cbh,,,,partido a 3.5 m
ACJ,11,131,Melastomataceae ,,,2013,9,26,NaN,10,1.3,5.73,5.48,a,,,,
ACJ,11,132,Melastomataceae ,,,2013,9,26,NaN,7,1.3,9.62,8.26,a,,,,
ACJ,11,133,Melastomataceae ,,,2013,9,26,NaN,6,1.3,6.02,6.7,a,,,,
ACJ,11,134,Melastomataceae ,,,2013,9,26,NaN,2,1.3,2.21,2.24,ai,,,,
ACJ,11,135,Melastomataceae ,,,2013,9,26,NaN,3,1.8,6.06,6.36,d,,,,
ACJ,11,136,Chlorantaceae,Hedyosmum,sp,2013,9,26,NaN,4,1.3,6.64,6.74,b ,,,,partido a 4m
ACJ,11,137,Solanaceae,Sessea,,2013,9,26,NaN,5,1.3,4.74,3.77,ch,,,,
ACJ,11,138,Solanaceae,Sessea,,2013,9,26,NaN,4,1.3,4.75,4.75,dh,,,,
ACJ,11,139,Solanaceae,Sessea,,2013,9,26,NaN,4,1.3,3.4,3.36,c,,,,
ACJ,11,140,Solanaceae,Sessea,,2013,9,26,NaN,3,1.3,2.07,1.9,d,,,,
ACJ,11,141,Melastomataceae ,,,2013,9,26,NaN,2.3,1.8,4.37,3.74,db,,,,partido a 2.5
ACJ,11,142,Melastomataceae ,,,2013,9,26,NaN,4,1.3,3.77,3.68,c,,,,
ACJ,11,143,Melastomataceae ,,,2013,9,26,NaN,6,1.3,6.02,8.34,cb,,,,partido a 6m
ACJ,11,144,Indeterminado,,,2013,9,26,NaN,10,1.3,9.34,9.93,a,,,,
ACJ,11,145,Indeterminado,,,2013,9,26,NaN,5,1.3,4.55,4.51,cb,,,,partido a 5m
ACJ,11,146,Melastomataceae ,,,2013,9,26,NaN,6,1.3,4.94,5.05,a,,,,
ACJ,11,147,Symplocaceae,Symplocos,sp,2013,9,26,NaN,6,1.3,5.35,5.61,a,,,,
ACJ,11,148,Symplocaceae,Symplocos,sp,2013,9,26,NaN,4,1.3,2.03,2.38,a,,,,
ACJ,11,149,Symplocaceae,Symplocos,sp,2013,9,26,NaN,5,1.3,4,4.96,a,,,,
ACJ,11,151,Chlorantaceae,Hedyosmum,sp,2013,9,26,NaN,3.5,1.3,5.6,5.71,ah,,,,
ACJ,11,152,Chlorantaceae,Hedyosmum,sp,2013,9,26,NaN,3,1.3,3.79,4.14,ch,,,,
ACJ,11,153,Indeterminado,,,2013,9,26,NaN,5,1.3,4.45,4.41,ch,,,,
ACJ,11,154,Indeterminado,,,2013,9,26,NaN,3,1.3,2.43,2.37,c,,,,
ACJ,11,155,Solanaceae,Sessea,,2013,9,26,NaN,4,1.3,2.55,2.54,ch,,,,
ACJ,11,156,Solanaceae,Sessea,,2013,9,26,NaN,3.5,1.3,2.94,3.19,ch,,,,
ACJ,11,157,Solanaceae,Sessea,,2013,9,26,NaN,4.5,1.3,5.02,4.67,ah,,,,
ACJ,11,158,Indeterminado,,,2013,9,26,NaN,3.5,1.3,3.63,3.44,ch,,,,
ACJ,11,159,,,,2013,9,26,NaN,6.5,1.3,7.7,7.52,ah,,,,rama de la 383
ACJ,11,160,Indeterminado,,,2013,9,26,NaN,4,1.3,4,4.03,a,,,,
ACJ,11,161,Chlorantaceae,Hedyosmum,sp,2013,9,26,NaN,5,1.3,3.61,3.73,a,,,,
ACJ,11,162,Indeterminado,,,2013,9,26,NaN,3.5,1.3,3.09,2.98,ah,,,,
ACJ,11,163,Indeterminado,,,2013,9,26,NaN,4,1.3,2.24,2.21,ah,,,,
ACJ,11,164,Indeterminado,,,2013,9,26,NaN,5,1.3,7.01,7,ch,,,,
ACJ,11,165,Solanaceae,Sessea,,2013,9,26,NaN,3,1.3,2.34,2.65,c ,,,,
ACJ,11,166,Solanaceae,Sessea,,2013,9,26,NaN,2.5,1.3,2.17,2.51,a,,,,
ACJ,11,167,Indeterminado,,,2013,9,26,NaN,3,1.3,2.02,2.15,ah,,,,
ACJ,11,168,Indeterminado,,,2013,9,26,NaN,3,1.3,2.3,2.36,ah,,,,
ACJ,11,169,Indeterminado,,,2013,9,26,NaN,2,1.3,2.06,2.01,ch,,,,
ACJ,11,170,Araliaceae,,,2013,9,26,NaN,3,1.3,4.04,3.5,ah,,,,
ACJ,11,171,Araliaceae,,,2013,9,26,NaN,4,1.3,6.51,4.98,ch,,,,
ACJ,11,172,Indeterminado,,,2013,9,26,NaN,3,1.3,4.68,4.45,a,,,,
ACJ,11,173,Araliaceae,,,2013,9,26,NaN,3,1.3,2.17,2.05,ch,,,,
ACJ,11,174,Indeterminado,,,2013,9,26,NaN,5,1.3,7.98,7.81,a,,,,
ACJ,11,175,Indeterminado,,,2013,9,26,NaN,3,1.3,2.05,2.2,a,,,,
ACJ,11,176,Indeterminado,,,2013,9,26,NaN,3,1.3,3.83,3.91,c,,,,
ACJ,11,177,Araliaceae,,,2013,9,26,NaN,5,1.79,2.2,2.16,b ,,,,
ACJ,11,178,Araliaceae,,,2013,9,26,NaN,3,1.3,2.15,2.41,c ,,,,aplastado
ACJ,11,179,Araliaceae,,,2013,9,26,NaN,5,1.3,2.89,3.05,a,,,,
ACJ,11,180,Araliaceae,,,2013,9,26,NaN,5,1.3,2.83,2.71,a,,,,
ACJ,11,181,Araliaceae,,,2013,9,26,NaN,4,1.3,3.19,3.14,d,,,,
ACJ,11,182,Chlorantaceae,Hedyosmum,sp,2013,9,26,NaN,2.5,1.3,2.31,2.35,a,,,,
ACJ,11,183,Araliaceae,,,2013,9,26,NaN,3,1.3,2.69,2.48,b ,,,,
ACJ,11,184,Melastomataceae ,,,2013,9,26,NaN,3,1.3,2.82,3.07,a,,,,
ACJ,11,185,Araliaceae,,,2013,9,26,NaN,2.5,1.3,2.24,2.61,a,,,,
ACJ,11,186,Araliaceae,,,2013,9,26,NaN,2.5,1.3,2.75,2.96,d,,,,
ACJ,11,187,Araliaceae,,,2013,9,26,NaN,3.5,1.3,2.71,2.69,c,,,,
ACJ,11,188,Chlorantaceae,Hedyosmum,sp,2013,9,26,NaN,6,1.3,6.7,8.15,a,,,,
ACJ,11,189,Chlorantaceae,Hedyosmum,sp,2013,9,26,NaN,4,1.3,5.72,5.71,a,,,,
ACJ,11,190,Araliaceae,,,2013,9,26,NaN,3,1.3,2.01,2.27,d,,,,
ACJ,11,191,Araliaceae,,,2013,9,26,NaN,2.5,1.3,2.14,2.18,ah,,,,
ACJ,11,192,Araliaceae,,,2013,9,26,NaN,2.5,1.3,2.13,2.19,ah,,,,
ACJ,11,193,Indeterminado,,,2013,9,26,NaN,3,1.3,3.36,3.5,a,,,,
ACJ,11,194,Indeterminado,,,2013,9,26,NaN,3,1.3,6.94,7.78,d,,,,
