plot_code,sub_plot,tree_tag,family,genus,specie,year,month,day,wood_density_g_cm3,tree_height_m,pom_height_m,dbh_northsouth_cm,dbh_westeast_cm,rainfor_flag1,rainfor_flag2,rainfor_flag3,quality_code,comments
ACJ,11,119,Lauraceae,,,2013,2,14,NaN,6,1.3,7.38,8.37,a,,,,
ACJ,11,120,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,5,1.3,5.2,4.64,a,,,,
ACJ,11,121,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,2,1.4,2.27,2.03,ab,,,,
ACJ,11,122,Indeterminado,,,2013,2,14,NaN,3,1.3,2.3,2.29,a,,,,
ACJ,11,124,Symplocaceae,Symplocos,sp,2013,2,14,NaN,2.5,1.3,2.13,2.19,dh,,,,
ACJ,11,125,Symplocaceae,Symplocos,sp,2013,2,14,NaN,3.5,1.3,3,2.84,dh,,,,
ACJ,11,126,Indeterminado,,,2013,2,14,NaN,7,1.3,9.34,8.27,a,,,,
ACJ,11,127,Solanaceae,Sessea,,2013,2,14,NaN,5,1.3,2.35,2.37,d,,,,
ACJ,11,128,Solanaceae,Sessea,,2013,2,14,NaN,7,1.3,2,2.03,a,,,,
ACJ,11,129,Melastomataceae ,,,2013,2,14,NaN,3,1.3,3.29,3.53,ch,,,,
ACJ,11,130,Melastomataceae ,,,2013,2,14,NaN,3,1.3,2.3,2.37,ch,,,,
ACJ,11,131,Melastomataceae ,,,2013,2,14,NaN,5,1.3,5.53,5.49,c,,,,
ACJ,11,132,Melastomataceae ,,,2013,2,14,NaN,3,1.3,2.23,2.25,a,,,,
ACJ,11,133,Melastomataceae ,,,2013,2,14,NaN,5,1.3,8.97,9.22,a,,,,
ACJ,11,134,Melastomataceae ,,,2013,2,14,NaN,6,1.3,6.05,7.2,a,,,,
ACJ,11,135,Melastomataceae ,,,2013,2,14,NaN,4,1.8,6.07,6.33,g,,,,
ACJ,11,136,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,8,1.3,7.43,7.05,d,,,,
ACJ,11,137,Solanaceae,Sessea,,2013,2,14,NaN,6,1.3,4.43,4.35,ch,,,,
ACJ,11,138,Solanaceae,Sessea,,2013,2,14,NaN,4,1.3,4.69,4.82,dh,,,,
ACJ,11,139,Solanaceae,Sessea,,2013,2,14,NaN,5,1.3,3.3,3.69,ch,,,,
ACJ,11,140,Solanaceae,Sessea,,2013,2,14,NaN,4,1.3,2.11,2.2,dh,,,,
ACJ,11,141,Melastomataceae ,,,2013,2,14,NaN,3,1.8,3.94,4.55,d,,,,
ACJ,11,142,Melastomataceae ,,,2013,2,14,NaN,3,1.3,3.48,3.7,ch,,,,
ACJ,11,143,Melastomataceae ,,,2013,2,14,NaN,7,1.3,8.08,6.18,c,,,,
ACJ,11,144,Indeterminado,,,2013,2,14,NaN,9,1.3,8.32,9.74,c,,,,
ACJ,11,145,Indeterminado,,,2013,2,14,NaN,5,1.3,4.37,4.96,c,,,,
ACJ,11,146,Melastomataceae ,,,2013,2,14,NaN,5,1.3,4.9,5.08,c,,,,
ACJ,11,147,Symplocaceae,Symplocos,sp,2013,2,14,NaN,5,1.3,5.37,5.54,a,,,,
ACJ,11,148,Symplocaceae,Symplocos,sp,2013,2,14,NaN,4,1.3,2.29,2.3,a,,,,
ACJ,11,149,Symplocaceae,Symplocos,sp,2013,2,14,NaN,5,1.3,3.83,4.34,a,,,,
ACJ,11,151,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,3,1.3,5.21,5.12,ah,,,,
ACJ,11,152,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,3,1.3,3.92,3.96,ah,,,,
ACJ,11,153,Indeterminado,,,2013,2,14,NaN,6,1.3,4.4,4.48,ch,,,,
ACJ,11,154,Indeterminado,,,2013,2,14,NaN,3,1.3,2.31,2.3,c,,,,
ACJ,11,155,Solanaceae,Sessea,,2013,2,14,NaN,4,1.3,2.6,2.58,ch,,,,
ACJ,11,156,Solanaceae,Sessea,,2013,2,14,NaN,4,1.3,3.53,3.09,dh,,,,
ACJ,11,157,Solanaceae,Sessea,,2013,2,14,NaN,7,1.3,4.61,4.61,ah,,,,
ACJ,11,158,Indeterminado,,,2013,2,14,NaN,6,1.3,3.65,3.44,ch,,,,
ACJ,11,159,,,,2013,2,14,NaN,8,1.3,7.45,7.76,a,,,,rama arbol 383
ACJ,11,160,Indeterminado,,,2013,2,14,NaN,6,1.3,3.89,3.88,a,,,,
ACJ,11,161,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,6,1.3,3.35,4,c,,,,
ACJ,11,162,Indeterminado,,,2013,2,14,NaN,5,1.3,2.72,2.75,ah,,,,
ACJ,11,163,Indeterminado,,,2013,2,14,NaN,5,1.3,2.18,2.15,ah,,,,
ACJ,11,164,Indeterminado,,,2013,2,14,NaN,6,1.3,6.82,7.26,ch,,,,
ACJ,11,165,Solanaceae,Sessea,,2013,2,14,NaN,5,1.3,2.43,2.61,c,,,,
ACJ,11,166,Solanaceae,Sessea,,2013,2,14,NaN,4,1.3,2.15,2.57,a,,,,
ACJ,11,167,Indeterminado,,,2013,2,14,NaN,4,1.3,2.05,2.05,ah,,,,
ACJ,11,168,Indeterminado,,,2013,2,14,NaN,4,1.3,2.33,2.31,ah,,,,
ACJ,11,169,Indeterminado,,,2013,2,14,NaN,5,1.3,1.92,2.05,ch,,,,
ACJ,11,170,Araliaceae,,,2013,2,14,NaN,3.5,1.3,3.41,3.9,ch,,,,
ACJ,11,171,Araliaceae,,,2013,2,14,NaN,4,1.3,5.4,6.25,ah,,,,
ACJ,11,172,Indeterminado,,,2013,2,14,NaN,5.5,1.3,4.46,4.73,a,,,,
ACJ,11,173,Araliaceae,,,2013,2,14,NaN,3,1.3,2.18,1.98,c,,,,
ACJ,11,174,Indeterminado,,,2013,2,14,NaN,6,1.3,7.73,7.89,a,,,,
ACJ,11,175,Indeterminado,,,2013,2,14,NaN,2.5,1.3,1.99,2.1,ah,,,,
ACJ,11,176,Indeterminado,,,2013,2,14,NaN,4,1.3,3.38,3.63,ch,,,,
ACJ,11,177,Araliaceae,,,2013,2,14,NaN,5,1.7,2.16,2.06,p,,,,
ACJ,11,178,Araliaceae,,,2013,2,14,NaN,2,1.3,2.14,2.32,c,,,,
ACJ,11,179,Araliaceae,,,2013,2,14,NaN,7,1.3,2.71,3,a,,,,
ACJ,11,180,Araliaceae,,,2013,2,14,NaN,7,1.3,2.7,2.8,a,,,,
ACJ,11,181,Araliaceae,,,2013,2,14,NaN,3,1.3,3.03,3.16,a,,,,
ACJ,11,182,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,2.5,1.3,2.22,2.11,a,,,,
ACJ,11,183,Araliaceae,,,2013,2,14,NaN,3,1.3,2.38,2.48,a,,,,
ACJ,11,184,Melastomataceae ,,,2013,2,14,NaN,3,1.3,2.74,2.67,a,,,,
ACJ,11,185,Araliaceae,,,2013,2,14,NaN,3,1.3,2.49,2.53,a,,,,
ACJ,11,186,Araliaceae,,,2013,2,14,NaN,4.5,1.3,2.77,2.66,a,,,,
ACJ,11,187,Araliaceae,,,2013,2,14,NaN,4,1.3,2.65,2.67,ch,,,,
ACJ,11,188,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,8,1.3,6.63,7.87,c,,,,
ACJ,11,189,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,6,1.3,4.94,6,c,,,,
ACJ,11,190,Araliaceae,,,2013,2,14,NaN,4.5,1.3,2.28,2.15,a,,,,
ACJ,11,191,Araliaceae,,,2013,2,14,NaN,3,1.3,2.02,2.12,ah,,,,
ACJ,11,192,Araliaceae,,,2013,2,14,NaN,2.5,1.3,1.87,2.11,ah,,,,
ACJ,11,193,Indeterminado,,,2013,2,14,NaN,4,1.3,3.12,3.5,a,,,,
ACJ,11,194,Indeterminado,,,2013,2,14,NaN,5,1.3,6.75,7.37,c,,,,
ACJ,11,195,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,4,1.3,3.84,3.86,a,,,,
ACJ,13,196,Solanaceae,Sessea,,2013,2,14,NaN,3,1.3,3.13,3.02,a,,,,
ACJ,13,197,Solanaceae,Sessea,,2013,2,14,NaN,2.5,1.3,2.37,2.14,d,,,,
ACJ,13,198,Solanaceae,Sessea,,2013,2,14,NaN,3,1.3,2.26,2.25,a,,,,
ACJ,13,199,Solanaceae,Sessea,,2013,2,14,NaN,3.5,1.3,3.1,2.72,c,,,,
ACJ,13,200,Solanaceae,Sessea,,2013,2,14,NaN,3,1.3,2.86,2.78,ch,,,,
ACJ,13,201,Solanaceae,Sessea,,2013,2,14,NaN,3,1.3,2.8,2.85,ch,,,,
ACJ,13,202,Solanaceae,Sessea,,2013,2,14,NaN,2.5,1.3,2.2,2.27,ch,,,,
ACJ,13,203,Solanaceae,Sessea,,2013,2,14,NaN,3.5,1.3,3.9,4.3,ah,,,,
ACJ,13,204,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,3.5,1.3,3.65,3.59,ah,,,,
ACJ,13,205,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,3,1.3,2.05,2.03,ah,,,,
ACJ,13,206,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,2,1.3,2.07,2.2,ah,,,,
ACJ,13,207,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,2,1.3,2,1.95,ch,,,,
ACJ,13,208,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,3,1.3,4.38,3.9,ah,,,,
ACJ,13,209,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,2,1.3,2.14,2.18,ah,,,,
ACJ,13,210,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,3,1.3,2.54,2.66,ch,,,,
ACJ,13,211,Solanaceae,Sessea,,2013,2,14,NaN,5,1.3,4.9,5.45,c,,,,
ACJ,13,212,Solanaceae,Sessea,dependens,2013,2,14,NaN,4,1.3,3.88,3.92,ch,,,,
ACJ,13,213,Solanaceae,Sessea,dependens,2013,2,14,NaN,4,1.3,3.77,3.85,ch,,,,
ACJ,13,214,Solanaceae,Sessea,dependens,2013,2,14,NaN,3,1.3,2.15,2.15,ch,,,,
ACJ,13,215,Solanaceae,Sessea,dependens,2013,2,14,NaN,3,1.3,2.58,2.55,c,,,,
ACJ,13,216,Solanaceae,Sessea,dependens,2013,2,14,NaN,3,1.3,2.3,2.29,a,,,,
ACJ,13,217,Solanaceae,Sessea,dependens,2013,2,14,NaN,3,1.3,2.46,2.61,c,,,,
ACJ,13,218,Melastomataceae ,,,2013,2,14,NaN,5,1.3,4.18,4.14,a,,,,
ACJ,13,219,Melastomataceae ,,,2013,2,14,NaN,6,1.3,5.16,4.72,a,,,,
ACJ,13,220,Solanaceae,Sessea,dependens,2013,2,14,NaN,7,1.3,4.54,4.6,ch,,,,
ACJ,13,221,Solanaceae,Sessea,dependens,2013,2,14,NaN,6,1.3,4.04,4.03,ch,,,,
ACJ,13,222,Melastomataceae ,,,2013,2,14,NaN,5,1.3,2.77,2.74,c,,,,
ACJ,13,223,Indeterminado,,,2013,2,14,NaN,6,1.3,3.65,3.56,ah,,,,
ACJ,13,224,Indeterminado,,,2013,2,14,NaN,4,1.3,2.11,2.07,ah,,,,
ACJ,13,226,Solanaceae,Sessea,dependens,2013,2,14,NaN,3,1.3,2.33,2.31,a,,,,
ACJ,13,234,Solanaceae,Sessea,dependens,2013,2,14,NaN,3,1.3,2.73,2.69,c,,,,
ACJ,13,235,Solanaceae,Sessea,dependens,2013,2,14,NaN,3,1.3,2.9,2.78,d,,,,
ACJ,13,237,Indeterminado,,,2013,2,14,NaN,2.5,1.3,2.58,2.6,c,,,,
ACJ,13,238,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,1.8,1.3,2.07,2.3,a,,,,
ACJ,13,239,Melastomataceae ,,,2013,2,14,NaN,4,1.3,2.75,2.57,c,,,,
ACJ,13,240,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,3,1.3,2.53,2.38,a,,,,
ACJ,13,241,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,2.5,1.3,3.22,3.4,a,,,,
ACJ,13,242,Melastomataceae ,,,2013,2,14,NaN,3,1.3,1.95,2.16,a,,,,
ACJ,13,243,Melastomataceae ,,,2013,2,14,NaN,2.5,1.3,2.46,2.54,a,,,,
ACJ,13,244,Melastomataceae ,,,2013,2,14,NaN,3.5,1.3,4.04,5.03,a,,,,
ACJ,13,246,Solanaceae,Sessea,dependens,2013,2,14,NaN,5,1.3,4.57,4.44,c,,,,
ACJ,13,247,Melastomataceae ,,,2013,2,14,NaN,4.5,1.3,3.86,3.89,ah,,,,Rama arbol 455
ACJ,13,248,Melastomataceae ,,,2013,2,14,NaN,4,1.3,3.24,3.16,ah,,,,Rama arbol 455
ACJ,13,249,Melastomataceae ,,,2013,2,14,NaN,4,1.3,2.13,2.2,ch,,,,
ACJ,13,250,Melastomataceae ,,,2013,2,14,NaN,3,1.3,4.14,4.13,ch,,,,
ACJ,13,251,Melastomataceae ,,,2013,2,14,NaN,4,1.3,2.17,2.19,ah,,,,
ACJ,13,253,Melastomataceae ,,,2013,2,14,NaN,3,1.3,2.36,2.62,a,,,,
ACJ,15,254,Solanaceae,Sessea,dependens,2013,2,14,NaN,4,1.3,2.5,2.43,ci,,,,
ACJ,15,256,Indeterminado,,,2013,2,14,NaN,10,1.3,8.22,9.42,a,,,,
ACJ,15,258,Melastomataceae ,,,2013,2,14,NaN,4.5,1.3,6.18,4.96,a,,,,
ACJ,15,259,Melastomataceae ,,,2013,2,14,NaN,3,1.3,2.05,2.22,a,,,,
ACJ,15,260,Indeterminado,,,2013,2,14,NaN,3.5,1.3,3.62,3.62,a,,,,
ACJ,15,262,Solanaceae,Sessea,dependens,2013,2,14,NaN,5,1.3,2.98,2.52,a,,,,
ACJ,15,265,Indeterminado,,,2013,2,14,NaN,4,1.3,2.36,2.3,a,,,,
ACJ,15,268,Melastomataceae ,,,2013,2,14,NaN,5,1.3,8.5,9.75,c,,,,
ACJ,15,269,Melastomataceae ,,,2013,2,14,NaN,3.8,1.3,5.3,5.24,a,,,,
ACJ,15,270,Symplocaceae,Symplocos,sp,2013,2,14,NaN,3.5,1.3,7,7.5,b,,,,
ACJ,15,272,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,4,1.3,5.2,4.9,ah,,,,
ACJ,15,273,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,3.5,1.3,2.55,2.56,ah,,,,
ACJ,15,274,Symplocaceae,Symplocos,sp,2013,2,14,NaN,3.5,1.3,3.38,3.36,d,,,,
ACJ,15,275,Solanaceae,Sessea,dependens,2013,2,14,NaN,3,1.3,2.26,2.26,a,,,,
ACJ,15,276,Indeterminado,,,2013,2,14,NaN,3,1.3,3.23,2.89,a,,,,
ACJ,15,277,Chlorantaceae,Hedyosmum,sp,2013,2,14,NaN,5,1.3,6.05,6.47,a,,,,
ACJ,15,278,Indeterminado,,,2013,2,14,NaN,3.5,1.3,2.82,2.86,ch,,,,
ACJ,15,279,Indeterminado,,,2013,2,14,NaN,5,1.3,4.48,4.39,dh,,,,
ACJ,15,280,Indeterminado,,,2013,2,14,NaN,9,1.3,7.37,8.29,a,,,,
ACJ,15,281,Indeterminado,,,2013,2,14,NaN,8,1.3,5.57,5.53,c,,,,
ACJ,15,283,Melastomataceae ,,,2013,2,14,NaN,6,1.3,4.16,3.95,aih,,,,
ACJ,15,284,Melastomataceae ,,,2013,2,14,NaN,6,1.3,8.69,7.92,ch,,,,
ACJ,15,285,Melastomataceae ,,,2013,2,14,NaN,7,1.3,4.73,5.21,ah,,,,
ACJ,15,286,Melastomataceae ,,,2013,2,14,NaN,7,1.3,8.16,8.09,ch,,,,
ACJ,15,287,Melastomataceae ,,,2013,2,14,NaN,3.5,1.3,6.94,7.31,ch,,,,
ACJ,15,288,Melastomataceae ,,,2013,2,14,NaN,5,1.3,5.22,5.08,ch,,,,
ACJ,15,289,Melastomataceae ,,,2013,2,14,NaN,7,1.3,7.8,8.4,c,,,,
ACJ,15,290,Indeterminado,,,2013,2,14,NaN,7,1.3,7.13,7.9,a,,,,
ACJ,15,291,Indeterminado,,,2013,2,14,NaN,6,1.3,2.41,2.49,c,,,,
ACJ,15,292,Cunoniaceae,,,2013,2,14,NaN,6,1.3,7.59,8.71,c,,,,
ACJ,15,295,Melastomataceae ,,,2013,2,14,NaN,5,1.3,4.7,5.29,c,,,,
ACJ,15,297,Melastomataceae ,,,2013,2,14,NaN,4,1.3,5.15,4.74,ch,,,,
