"","Tag.No","Old.No","T1","T2","X","Y","Family","genus","species","Old.Tree.Notes","D..2013.1","POM..2013.1","F1..2013.1","F2..2013.1","Height..2013.1","F5..2013.1","F3..2013.1","F4..2013.1","LI..2013.1","CI..2013.1","Census.Notes..2013.1","D..2014.2","POM..2014.2","F1","F2","Height..2014.2","F5","F3","F4","LI..2014.2","CI..2014.2","Tree.ID","D..2015.1","POM..2015.1","F1.1","F2.1","Height..2015.1","F5.1","F3.1","F4.1","LI..2015.1","CI..2015.1","Census.Notes","Tree.ID.1","New.Tag.No","wdensity","height","density","tag","plot","DBH.1","DBH.2","DBH.3","dbh_growth_yr","recruits","srink","missing","overgrown","value_replaced"
"63",61.1,NA,2,NA,NA,NA,"Indet","Indet","indet","Recluta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,1300,"an","1",NA,NA,0,0,NA,NA,1128752,0,1300,"0","k",0,NA,0,0,NA,NA,NA,1128752,NA,0.593842984333333,0,0.593842984333333,"61.1","ACJ-01",NA,NA,NA,NA,"recruit","ok","ok","ok",NA
"64",62,NA,2,NA,NA,NA,"Melastomataceae","Miconia","indet",NA,170,1300,"a",1,6,4,0,0,0,1,NA,175,1300,"a","1",NA,NA,0,0,NA,NA,1105444,180,1300,"m","1",6000,NA,0,0,3,"2a",NA,1105444,NA,0.599808019773585,6,0.599808019773585,"62","ACJ-01",17,17.5,18,0.437649880095923,"ok","ok","ok","ok",NA
"65",63,NA,2,61,NA,NA,"Melastomataceae","Miconia","setulosa",NA,190,1300,"a",1,6,4,0,0,0,1,NA,199,1300,"c","1",NA,NA,0,0,NA,NA,1105445,203,1300,"ch","1",7000,NA,0,0,0,"1",NA,1105445,NA,0.599808019773585,6.5,0.599808019773585,"63","ACJ-01",19,19.9,20.3,0.787769784172661,"ok","ok","ok","ok",NA
"66",64,NA,2,61,NA,NA,"Melastomataceae","Miconia","setulosa",NA,125,1300,"a",1,7,4,0,0,0,1,NA,127,1300,"c","1",NA,NA,0,0,NA,NA,1105446,127,1300,"ch","1",7000,NA,0,0,0,"1",NA,1105446,NA,0.599808019773585,7,0.599808019773585,"64","ACJ-01",12.5,12.7,12.7,0.175059952038369,"ok","ok","ok","ok",NA
"67",65,NA,2,61,NA,NA,"Melastomataceae","Miconia","setulosa",NA,114,1300,"a",1,7,4,0,0,0,1,NA,114,1300,"c","1",NA,NA,0,0,NA,NA,1105447,115,1300,"cm","1",4,NA,0,0,2,"1",NA,1105447,NA,0.599808019773585,3.502,0.599808019773585,"65","ACJ-01",11.4,11.4,11.5,0,"ok","ok","ok","ok",NA
"68",66,NA,2,NA,NA,NA,"Clethraceae","Clethra","indet",NA,105,1300,"a",1,5,4,0,0,0,1,NA,108,1300,"c","1",NA,NA,0,0,NA,NA,1105448,110,1300,"bc","1",4500,NA,0,0,1,"3a","b=3500",1105448,NA,0.540014577613546,4.75,0.540014577613546,"66","ACJ-01",10.5,10.8,11,0.262589928057555,"ok","ok","ok","ok",NA
"69",67,NA,2,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,330,1300,"a",1,12,4,0,0,0,1,NA,331,1300,"a","1",NA,NA,0,0,NA,NA,1105449,335,1300,"a","1",13000,NA,0,0,0,"4",NA,1105449,NA,0.639235706846016,12.5,0.639235706846016,"67","ACJ-01",33,33.1,33.5,0.0875299760191859,"ok","ok","ok","ok",NA
"70",68,NA,2,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,334,1300,"a",1,12,4,0,0,0,1,NA,338,1300,"a","1",NA,NA,0,0,NA,NA,1105450,340,1300,"a","1",12000,NA,0,0,0,"4",NA,1105450,NA,0.639235706846016,12,0.639235706846016,"68","ACJ-01",33.4,33.8,34,0.350119904076737,"ok","ok","ok","ok",NA
"71",69,NA,2,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,242,1300,"a",1,10,4,0,0,0,1,NA,242,1300,"c","1",NA,NA,0,0,NA,NA,1105451,245,1300,"c","1",12000,NA,0,0,0,"4",NA,1105451,NA,0.639235706846016,11,0.639235706846016,"69","ACJ-01",24.2,24.2,24.5,0,"ok","ok","ok","ok",NA
"72",70,NA,2,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,192,1300,"a",1,9,4,0,0,0,1,NA,196,1300,"a","1",NA,NA,0,0,NA,NA,1105452,200,1300,"c","1",7000,NA,0,0,1,"2c",NA,1105452,NA,0.599808019773585,8,0.599808019773585,"70","ACJ-01",19.2,19.6,20,0.35011990407674,"ok","ok","ok","ok",NA
"73",71,NA,2,NA,NA,NA,"Lauraceae","Persea","ruizii",NA,135,1300,"a",1,6,4,0,0,0,1,NA,139,1300,"c","1",NA,NA,0,0,NA,NA,1105453,141,1300,"clm","1",7000,NA,0,0,3,"3a",NA,1105453,NA,0.532941852631206,6.5,0.532941852631206,"71","ACJ-01",13.5,13.9,14.1,0.350119904076739,"ok","ok","ok","ok",NA
"74",72,NA,2,NA,NA,NA,"Symplocaceae","Symplocos","baehnii",NA,112,1300,"a",1,6,4,0,0,0,1,NA,111,1300,"c","1",NA,NA,0,0,NA,NA,1105454,113,1300,"cm","1",7000,NA,0,0,2,"3b",NA,1105454,NA,0.574563977,6.5,0.574563977,"72","ACJ-01",11.2,11.1,11.3,-0.0875299760191843,"ok","ok","ok","ok",NA
"75",73,NA,2,NA,NA,NA,"Clethraceae","Clethra","indet",NA,103,1300,"a",1,5,4,0,0,0,1,NA,105,1300,"c","1",NA,NA,0,0,NA,NA,1105455,106,1300,"cm","1",5000,NA,0,0,3,"3a",NA,1105455,NA,0.540014577613546,5,0.540014577613546,"73","ACJ-01",10.3,10.5,10.6,0.175059952038369,"ok","ok","ok","ok",NA
"76",74,NA,2,NA,NA,NA,"Symplocaceae","Symplocos","baehnii",NA,198,1300,"a",1,11,4,0,0,0,1,NA,200,1300,"a","1",NA,NA,0,0,NA,NA,1105456,200,1300,"m","1",9000,NA,0,0,2,"3b",NA,1105456,NA,0.574563977,10,0.574563977,"74","ACJ-01",19.8,20,20,0.175059952038369,"ok","ok","ok","ok",NA
"77",75,NA,2,NA,NA,NA,"Symplocaceae","Symplocos","baehnii",NA,219,1300,"a",1,12,4,0,0,0,1,NA,223,1300,"a","1",NA,NA,0,0,NA,NA,1105457,224,1300,"m","1",9000,NA,0,0,2,"3b",NA,1105457,NA,0.574563977,10.5,0.574563977,"75","ACJ-01",21.9,22.3,22.4,0.35011990407674,"ok","ok","ok","ok",NA
"78",76,NA,2,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,477,1300,"a",1,11,4,0,0,0,1,NA,490,1300,"c","1",NA,NA,0,0,NA,NA,1105458,492,1300,"c","1",12000,NA,0,0,1,"4",NA,1105458,NA,0.540014577613546,11.5,0.540014577613546,"76","ACJ-01",47.7,49,49.2,1.1378896882494,"ok","ok","ok","ok",NA
"79",77,NA,2,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,275,1300,"a",1,9,4,0,0,0,1,NA,280,1300,"a","1",NA,NA,0,0,NA,NA,1105459,281,1300,"a","1",12000,NA,0,0,1,"3b",NA,1105459,NA,0.639235706846016,10.5,0.639235706846016,"77","ACJ-01",27.5,28,28.1,0.437649880095923,"ok","ok","ok","ok",NA
"80",78,NA,2,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,134,1300,"a",1,9,4,0,0,0,1,NA,133,1300,"c","1",NA,NA,0,0,NA,NA,1105460,134,1300,"dh","1",7000,NA,0,0,1,"3a",NA,1105460,NA,0.599808019773585,8,0.599808019773585,"78","ACJ-01",13.4,13.3,13.4,-0.0875299760191843,"ok","ok","ok","ok",NA
"81",79,NA,2,78,NA,NA,"Melastomataceae","Miconia","setulosa",NA,135,1300,"a",1,9,4,0,0,0,1,NA,135,1300,"c","1",NA,NA,0,0,NA,NA,1105461,136,1300,"bh","1",8000,NA,0,0,1,"3a","b=8000",1105461,NA,0.599808019773585,8.5,0.599808019773585,"79","ACJ-01",13.5,13.5,13.6,0,"ok","ok","ok","ok",NA
"82",80,NA,2,78,NA,NA,"Melastomataceae","Miconia","setulosa",NA,158,1300,"a",1,10,4,0,0,0,1,NA,160,1300,"d","1",NA,NA,0,0,NA,NA,1105462,170,1300,"d","1",10000,NA,0,0,1,"2c",NA,1105462,NA,0.599808019773585,10,0.599808019773585,"80","ACJ-01",15.8,16,17,0.175059952038369,"ok","ok","ok","ok",NA
"83",81,NA,2,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,180,1300,"a",1,11,4,0,0,0,1,NA,183,1300,"c","1",NA,NA,0,0,NA,NA,1105463,184,1300,"cm","1",8000,NA,0,0,3,"3b",NA,1105463,NA,0.639235706846016,9.5,0.639235706846016,"81","ACJ-01",18,18.3,18.4,0.262589928057555,"ok","ok","ok","ok",NA
"84",82,NA,3,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,478,1300,"a",1,14,4,0,0,0,1,NA,483,1300,"ah","1",NA,NA,0,0,NA,NA,1105464,483,1300,"ah","1",10000,NA,0,0,2,"3b",NA,1105464,NA,0.639235706846016,12,0.639235706846016,"82","ACJ-01",47.8,48.3,48.3,0.437649880095923,"ok","ok","ok","ok",NA
"85",83,NA,3,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,297,1300,"a",1,9,4,0,0,0,1,NA,300,1300,"c","1",NA,NA,0,0,NA,NA,1105465,297,1300,"ch","1",10000,NA,0,0,0,"2c",NA,1105465,NA,0.639235706846016,9.5,0.639235706846016,"83","ACJ-01",29.7,30,29.7,0.262589928057555,"ok","ok","ok","ok",NA
"86",84,NA,3,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,199,1300,"a",1,11,4,0,0,0,1,NA,206,1300,"a","1",NA,NA,0,0,NA,NA,1105466,206,1300,"a","1",11000,NA,0,0,0,"2b",NA,1105466,NA,0.540014577613546,11,0.540014577613546,"84","ACJ-01",19.9,20.6,20.6,0.612709832134295,"ok","ok","ok","ok",NA
"87",85,NA,3,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,119,1300,"a",1,6,4,0,0,0,1,NA,123,1300,"c","1",NA,NA,0,0,NA,NA,1105467,128,1300,"c","1",8000,NA,0,0,1,"3a",NA,1105467,NA,0.599808019773585,7,0.599808019773585,"85","ACJ-01",11.9,12.3,12.8,0.350119904076739,"ok","ok","ok","ok",NA
"88",86,NA,3,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,270,1300,"a",1,9,4,0,0,0,1,NA,212,1300,"c","1",NA,NA,0,0,NA,NA,1105468,214,1300,"c","1",9000,NA,0,0,0,"2c",NA,1105468,NA,0.540014577613546,9,0.540014577613546,"86","ACJ-01",27,27,27,-5.07673860911271,"ok","shrunk.dbh.3","ok","ok",NA
"89",87,NA,3,NA,NA,NA,"Rosaceae","Prunus","huantensis",NA,222,1300,"a",1,10,4,0,0,0,1,NA,228,1300,"c","1",NA,NA,0,0,NA,NA,1105469,230,1300,"a","1",10000,NA,0,0,1,"2c",NA,1105469,NA,0.65187395457529,10,0.65187395457529,"87","ACJ-01",22.2,22.8,23,0.525179856115109,"ok","ok","ok","ok",NA
"90",88,NA,3,NA,NA,NA,"Melastomataceae","Miconia","indet",NA,127,1300,"a",1,5,4,0,0,0,1,NA,133,1300,"c","1",NA,NA,0,0,NA,NA,1105470,140,1300,"d","1",5000,NA,0,0,0,"2c",NA,1105470,NA,0.599808019773585,5,0.599808019773585,"88","ACJ-01",12.7,13.3,14,0.525179856115109,"ok","ok","ok","ok",NA
"91",89,NA,3,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,231,1300,"a",1,12,4,0,0,0,1,NA,230,1300,"c","1",NA,NA,0,0,NA,NA,1105471,230,1300,"cm","1",4000,NA,0,0,3,"1",NA,1105471,NA,0.639235706846016,8,0.639235706846016,"89","ACJ-01",23.1,23,23,-0.0875299760191859,"ok","ok","ok","ok",NA
"92",90,NA,3,NA,NA,NA,"Rosaceae","Prunus","huantensis",NA,271,1300,"a",1,10,4,0,0,0,1,NA,275,1300,"a","1",NA,NA,0,0,NA,NA,1105472,272,1300,"a","1",9000,NA,0,0,0,"4",NA,1105472,NA,0.65187395457529,9.5,0.65187395457529,"90","ACJ-01",27.1,27.5,27.2,0.350119904076737,"ok","ok","ok","ok",NA
"93",91,NA,3,NA,NA,NA,"Rosaceae","Prunus","huantensis",NA,108,1300,"a",1,10,4,0,0,0,1,NA,112,1300,"a","1",NA,NA,0,0,NA,NA,1105473,114,1300,"a","1",8000,NA,0,0,0,"3b",NA,1105473,NA,0.65187395457529,9,0.65187395457529,"91","ACJ-01",10.8,11.2,11.4,0.350119904076737,"ok","ok","ok","ok",NA
"94",92,NA,3,NA,NA,NA,"Araliaceae","Oreopanax","indet",NA,118,1300,"a",1,6,4,0,0,0,1,NA,0,1300,"0","kqu",NA,NA,0,0,NA,NA,1105474,0,1300,"0","kru",0,NA,0,0,NA,NA,NA,1105474,NA,0.474589200622222,3,0.474589200622222,"92","ACJ-01",11.8,11.8,11.8,-10.3285371702638,"ok","shrunk.dbh.3","ok","ok",NA
"95",93,NA,3,NA,NA,NA,"Araliaceae","Oreopanax","indet",NA,150,1300,"a",1,7,4,0,0,0,1,NA,0,1300,"0","kqu",NA,NA,0,0,NA,NA,1105475,0,1300,"0","kru",0,NA,0,0,NA,NA,NA,1105475,NA,0.474589200622222,3.5,0.474589200622222,"93","ACJ-01",15,15,15,-13.1294964028777,"ok","shrunk.dbh.3","ok","ok",NA
"96",94,NA,3,NA,NA,NA,"Melastomataceae","Miconia","alpina",NA,111,1300,"a",1,7,4,0,0,0,1,NA,0,1300,"0","kqu",NA,NA,0,0,NA,NA,1105476,0,1300,"0","kru",0,NA,0,0,NA,NA,NA,1105476,NA,0.599808019773585,3.5,0.599808019773585,"94","ACJ-01",11.1,11.1,11.1,-9.7158273381295,"ok","shrunk.dbh.3","ok","ok",NA
"97",95,NA,3,NA,NA,NA,"Rosaceae","Prunus","huantensis",NA,267,1300,"a",1,9,4,0,0,0,1,NA,274,1300,"a","1",NA,NA,0,0,NA,NA,1105477,267,1300,"a","1",9000,NA,0,0,2,"3b",NA,1105477,NA,0.65187395457529,9,0.65187395457529,"95","ACJ-01",26.7,27.4,26.7,0.612709832134292,"ok","ok","ok","ok",NA
"98",96,NA,3,95,NA,NA,"Rosaceae","Prunus","huantensis",NA,102,1300,"a",1,6,4,0,0,0,1,NA,0,1300,"0","kru",NA,NA,0,0,NA,NA,1105478,0,1300,"0","kru",0,NA,0,0,NA,NA,NA,1105478,NA,0.65187395457529,3,0.65187395457529,"96","ACJ-01",10.2,10.2,10.2,-8.92805755395683,"ok","shrunk.dbh.3","ok","ok",NA
"99",97,NA,3,NA,NA,NA,"Melastomataceae","Miconia","indet",NA,211,1300,"a",1,6,4,0,0,0,1,NA,214,1300,"c","1",NA,NA,0,0,NA,NA,1105479,0,1300,"0","bps",NA,NA,0,0,NA,NA,NA,1105479,NA,0.599808019773585,6,0.599808019773585,"97","ACJ-01",21.1,21.4,21.4,0.262589928057551,"ok","shrunk.dbh.3","ok","ok",NA
"100",98,NA,3,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,295,1300,"a",1,12,4,0,0,0,1,NA,318,1300,"c","1",NA,NA,0,0,NA,NA,1105480,411,1300,"c","1",11000,NA,0,0,0,"4",NA,1105480,NA,0.639235706846016,11.5,0.639235706846016,"98","ACJ-01",29.5,31.8,36.813698630137,2.01318944844125,"ok","ok","ok",">2cm growth per yr dbh.3",41.1
"101",99,NA,3,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,143,1300,"a",1,12,4,0,0,0,1,NA,0,1300,"0","kru",NA,NA,0,0,NA,NA,1105481,0,1300,"0","kru",0,NA,0,0,NA,NA,NA,1105481,NA,0.639235706846016,6,0.639235706846016,"99","ACJ-01",14.3,14.3,14.3,-12.5167865707434,"ok","shrunk.dbh.3","ok","ok",NA
"102",100,NA,3,NA,NA,NA,"Melastomataceae","Miconia","alpina",NA,145,1300,"a",1,6,4,0,0,0,1,NA,142,1300,"a","1",NA,NA,0,0,NA,NA,1105482,144,1300,"a","1",7000,NA,0,0,1,"3a",NA,1105482,NA,0.599808019773585,6.5,0.599808019773585,"100","ACJ-01",14.5,14.2,14.4,-0.262589928057555,"ok","ok","ok","ok",NA
"103",101,NA,3,NA,NA,NA,"Melastomataceae","Miconia","alpina",NA,201,1300,"a",1,6,4,0,0,0,1,NA,0,1300,"0","kru",NA,NA,0,0,NA,NA,1105483,0,1300,"0","kru",0,NA,0,0,NA,NA,NA,1105483,NA,0.599808019773585,3,0.599808019773585,"101","ACJ-01",20.1,20.1,20.1,-17.5935251798561,"ok","shrunk.dbh.3","ok","ok",NA
"104",102,NA,3,NA,NA,NA,"Melastomataceae","Miconia","alpina",NA,234,1300,"a",1,6,4,0,0,0,1,NA,0,1300,"0","kru",NA,NA,0,0,NA,NA,1105484,0,1300,"0","kru",0,NA,0,0,NA,NA,NA,1105484,NA,0.599808019773585,3,0.599808019773585,"102","ACJ-01",23.4,23.4,23.4,-20.4820143884892,"ok","shrunk.dbh.3","ok","ok",NA
"105",103,NA,3,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,284,1300,"a",1,7,4,0,0,0,1,NA,288,1300,"a","1",NA,NA,0,0,NA,NA,1105485,291,1300,"a","1",11000,NA,0,0,1,"4",NA,1105485,NA,0.540014577613546,9,0.540014577613546,"103","ACJ-01",28.4,28.8,29.1,0.35011990407674,"ok","ok","ok","ok",NA
"106",104,NA,4,NA,NA,NA,"Symplocaceae","Symplocos","baehnii",NA,255,1300,"a",1,8,4,0,0,0,1,NA,264,1300,"a","1",NA,NA,0,0,NA,NA,1105486,264,1300,"a","1",11000,NA,0,0,2,"4",NA,1105486,NA,0.574563977,9.5,0.574563977,"104","ACJ-01",25.5,26.4,26.4,0.787769784172661,"ok","ok","ok","ok",NA
"107",105,NA,4,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,213,1300,"a",1,8,4,0,0,0,1,NA,218,1300,"ch","1",NA,NA,0,0,NA,NA,1105487,220,1300,"ch","1",12000,NA,0,0,1,"3a",NA,1105487,NA,0.599808019773585,10,0.599808019773585,"105","ACJ-01",21.3,21.8,22,0.437649880095923,"ok","ok","ok","ok",NA
"108",106,NA,4,105,NA,NA,"Melastomataceae","Miconia","setulosa",NA,215,1300,"a",1,8,4,0,0,0,1,NA,215,1300,"ch","1",NA,NA,0,0,NA,NA,1105488,218,1300,"ch","1",11000,NA,0,0,2,"3a",NA,1105488,NA,0.599808019773585,9.5,0.599808019773585,"106","ACJ-01",21.5,21.5,21.8,0,"ok","ok","ok","ok",NA
"109",107,NA,4,NA,NA,NA,"Symplocaceae","Symplocos","psiloclada",NA,127,1300,"a",1,6,4,0,0,0,1,NA,128,1300,"ch","1",NA,NA,0,0,NA,NA,1105489,129,1300,"ch","1",10000,NA,0,0,2,"1",NA,1105489,NA,0.574563977,8,0.574563977,"107","ACJ-01",12.7,12.8,12.9,0.0875299760191859,"ok","ok","ok","ok",NA
"110",108,NA,4,NA,NA,NA,"Symplocaceae","Symplocos","psiloclada",NA,152,1300,"a",1,6.5,4,0,0,0,1,NA,153,1300,"c","1",NA,NA,0,0,NA,NA,1105490,154,1300,"c","1",8000,NA,0,0,0,"1",NA,1105490,NA,0.574563977,7.25,0.574563977,"108","ACJ-01",15.2,15.3,15.4,0.0875299760191859,"ok","ok","ok","ok",NA
"111",109,NA,4,NA,NA,NA,"Symplocaceae","Symplocos","quitensis",NA,158,1300,"a",1,5.5,4,0,0,0,1,NA,0,1300,"0","mru",NA,NA,0,0,NA,NA,1105491,0,1300,"0","mru",0,NA,0,0,NA,NA,NA,1105491,NA,0.574563977,2.75,0.574563977,"109","ACJ-01",15.8,15.8,15.8,-13.8297362110312,"ok","shrunk.dbh.3","ok","ok",NA
"112",110,NA,4,NA,NA,NA,"Asteraceae","Pentacalia","indet",NA,110,1300,"a",1,13,4,0,0,0,1,NA,130,1300,"d","1",NA,NA,0,0,NA,NA,1105492,0,1300,"0","aps",0,NA,0,0,NA,NA,NA,1105492,NA,0.622639616,6.5,0.622639616,"110","ACJ-01",11,13,13,1.75059952038369,"ok","shrunk.dbh.3","ok","ok",NA
"113",111,NA,4,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,407,1300,"a",1,11,4,0,0,0,1,NA,407,1300,"a","1",NA,NA,0,0,NA,NA,1105493,411,1300,"a","1",12000,NA,0,0,0,"4",NA,1105493,NA,0.540014577613546,11.5,0.540014577613546,"111","ACJ-01",40.7,40.7,41.1,0,"ok","ok","ok","ok",NA
"114",112,NA,4,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,462,1300,"a",1,13,4,0,0,0,1,NA,0,1300,"0","mqu",NA,NA,0,0,NA,NA,1105494,0,1300,"0","mqu",0,NA,0,0,NA,NA,NA,1105494,NA,0.540014577613546,6.5,0.540014577613546,"112","ACJ-01",46.2,46.2,46.2,-40.4388489208633,"ok","shrunk.dbh.3","ok","ok",NA
"115",113,NA,4,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,144,1300,"a",1,9,4,0,0,0,1,NA,0,1300,"0","mqu",NA,NA,0,0,NA,NA,1105495,0,1300,"0","mqu",0,NA,0,0,NA,NA,NA,1105495,NA,0.639235706846016,4.5,0.639235706846016,"113","ACJ-01",14.4,14.4,14.4,-12.6043165467626,"ok","shrunk.dbh.3","ok","ok",NA
"116",114,NA,4,NA,NA,NA,"Melastomataceae","Miconia","indet",NA,91,1300,"a",1,8,4,0,0,0,1,NA,92,1300,"ch","1",NA,NA,0,0,NA,NA,1105496,101,1300,"chi","1",65000,NA,0,0,0,"2b",NA,1105496,NA,0.599808019773585,36.5,0.599808019773585,"114","ACJ-01",9.1,9.2,10.1,0.0875299760191843,"ok","ok","ok","ok",NA
"117",115,NA,4,NA,NA,NA,"Melastomataceae","Miconia","indet",NA,90,1300,"a",1,7,4,0,0,0,1,NA,90,1300,"ch","1",NA,NA,0,0,NA,NA,1105497,99,1300,"ch","1",7000,NA,0,0,0,"2a",NA,1105497,NA,0.599808019773585,7,0.599808019773585,"115","ACJ-01",9,9,9.9,0,"ok","ok","ok","ok",NA
"118",116,NA,4,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,321,1300,"a",1,9,4,0,0,0,1,NA,314,1300,"a","1",NA,NA,0,0,NA,NA,1105498,332,1300,"c","1",8000,NA,0,0,1,"3b",NA,1105498,NA,0.599808019773585,8.5,0.599808019773585,"116","ACJ-01",32.1,31.4,33.2,-0.612709832134295,"ok","ok","ok","ok",NA
"119",117,NA,4,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,314,1300,"a",1,9,4,0,0,0,1,NA,320,1300,"c","1",NA,NA,0,0,NA,NA,1105499,325,1300,"c","1",9000,NA,0,0,1,"3a",NA,1105499,NA,0.599808019773585,9,0.599808019773585,"117","ACJ-01",31.4,32,32.5,0.525179856115109,"ok","ok","ok","ok",NA
"120",118,NA,4,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,128,1300,"a",1,8,4,0,0,0,1,NA,128,1300,"c","1",NA,NA,0,0,NA,NA,1105500,130,1300,"c","1",10000,NA,0,0,1,"3a",NA,1105500,NA,0.599808019773585,9,0.599808019773585,"118","ACJ-01",12.8,12.8,13,0,"ok","ok","ok","ok",NA
"121",119,NA,4,118,NA,NA,"Melastomataceae","Miconia","setulosa",NA,183,1300,"a",1,9,4,0,0,0,1,NA,193,1300,"c","1",NA,NA,0,0,NA,NA,1105501,190,1300,"c","1",9000,NA,0,0,0,"3a",NA,1105501,NA,0.599808019773585,9,0.599808019773585,"119","ACJ-01",18.3,19.3,19,0.875299760191846,"ok","ok","ok","ok",NA
"122",120,NA,4,NA,NA,NA,"Symplocaceae","Symplocos","psiloclada",NA,156,1300,"a",1,10,4,0,0,0,1,NA,154,1300,"c","1",NA,NA,0,0,NA,NA,1105502,154,1300,"c","1",9000,NA,0,0,1,"3b",NA,1105502,NA,0.574563977,9.5,0.574563977,"120","ACJ-01",15.6,15.4,15.4,-0.175059952038369,"ok","ok","ok","ok",NA
"123",121,NA,4,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,445,1300,"a",1,13,4,0,0,0,1,NA,453,1300,"c","1",NA,NA,0,0,NA,NA,1105503,468,1300,"c","1",10000,NA,0,0,2,"3b",NA,1105503,NA,0.540014577613546,11.5,0.540014577613546,"121","ACJ-01",44.5,45.3,46.8,0.700239808153475,"ok","ok","ok","ok",NA
"124",122,NA,4,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,193,1300,"a",1,10,4,0,0,0,1,NA,194,1300,"c","1",NA,NA,0,0,NA,NA,1105504,199,1300,"c","1",10000,NA,0,0,1,"3a",NA,1105504,NA,0.540014577613546,10,0.540014577613546,"122","ACJ-01",19.3,19.4,19.9,0.0875299760191828,"ok","ok","ok","ok",NA
"125",123,NA,4,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,125,1300,"a",1,7,4,0,0,0,1,NA,126,1300,"a","1",NA,NA,0,0,NA,NA,1105505,131,1300,"a","1",6000,NA,0,0,0,"2c",NA,1105505,NA,0.639235706846016,6.5,0.639235706846016,"123","ACJ-01",12.5,12.6,13.1,0.0875299760191843,"ok","ok","ok","ok",NA
"126",124,NA,4,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,117,1300,"a",1,7,4,0,0,0,1,NA,117,1300,"a","1",NA,NA,0,0,NA,NA,1105506,119,1300,"a","1",9000,NA,0,0,0,"3a",NA,1105506,NA,0.639235706846016,8,0.639235706846016,"124","ACJ-01",11.7,11.7,11.9,0,"ok","ok","ok","ok",NA
"127",125,NA,4,NA,NA,NA,"Symplocaceae","Symplocos","quitensis",NA,133,1300,"a",1,10,4,0,0,0,1,NA,133,1300,"a","1",NA,NA,0,0,NA,NA,1105507,133,1300,"a","1",6000,NA,0,0,0,"3b",NA,1105507,NA,0.574563977,8,0.574563977,"125","ACJ-01",13.3,13.3,13.3,0,"ok","ok","ok","ok",NA
"128",126,NA,4,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,428,1300,"a",1,10,4,0,0,0,1,NA,428,1300,"c","1",NA,NA,0,0,NA,NA,1105508,443,1300,"c","1",10000,NA,0,0,0,"4",NA,1105508,NA,0.540014577613546,10,0.540014577613546,"126","ACJ-01",42.8,42.8,44.3,0,"ok","ok","ok","ok",NA
"129",127,NA,4,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,331,1300,"a",1,9,4,0,0,0,1,NA,432,1300,"c","1",NA,NA,0,0,NA,NA,1105509,529,1300,"c","1",12000,NA,0,0,0,"4",NA,1105509,NA,0.639235706846016,10.5,0.639235706846016,"127","ACJ-01",33.1,38.8123287671233,43.8260273972603,8.84052757793765,"ok","ok","ok",">2cm growth per yr dbh.3",52.9
"130",128,NA,4,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,315,1300,"a",1,9,4,0,0,0,1,NA,315,1300,"a","1",NA,NA,0,0,NA,NA,1105510,319,1300,"c","1",10000,NA,0,0,1,"3a",NA,1105510,NA,0.639235706846016,9.5,0.639235706846016,"128","ACJ-01",31.5,31.5,31.9,0,"ok","ok","ok","ok",NA
"131",129,NA,4,NA,NA,NA,"Symplocaceae","Symplocos","psiloclada",NA,216,1300,"a",1,11,4,0,0,0,1,NA,220,1300,"c","1",NA,NA,0,0,NA,NA,1105511,224,1300,"c","1",10000,NA,0,0,0,"3a",NA,1105511,NA,0.574563977,10.5,0.574563977,"129","ACJ-01",21.6,22,22.4,0.350119904076737,"ok","ok","ok","ok",NA
