Time ,Day,Month,Year,Light,Windspeed,Windvane,Rainfall,Temp,RH,
21:00:00,1,6,2013,NA,0.46,0,0,NA,NA,
21:30:00,1,6,2013,NA,0,0,0,NA,NA,
22:00:00,1,6,2013,NA,0,0,0,NA,NA,
22:30:00,1,6,2013,NA,0,0,0,NA,NA,
23:00:00,1,6,2013,NA,0,0,0,NA,NA,
23:30:00,1,6,2013,NA,0,0,0,NA,NA,
0:00:00,2,6,2013,NA,0,0,0,NA,NA,
0:30:00,2,6,2013,NA,0,0,0,NA,NA,
1:00:00,2,6,2013,NA,0,0,0,NA,NA,
1:30:00,2,6,2013,NA,0,0,0,NA,NA,
2:00:00,2,6,2013,NA,0,0,0,NA,NA,
2:30:00,2,6,2013,NA,0,0,0,NA,NA,
3:00:00,2,6,2013,NA,0,0,0,NA,NA,
3:30:00,2,6,2013,NA,0,0,0,NA,NA,
4:00:00,2,6,2013,NA,0,0,0,NA,NA,
4:30:00,2,6,2013,NA,0,0,0,NA,NA,
5:00:00,2,6,2013,NA,0,0,0,NA,NA,
5:30:00,2,6,2013,NA,0,0,0,NA,NA,
6:00:00,2,6,2013,NA,0,0,0,NA,NA,
6:30:00,2,6,2013,NA,0,0,0,NA,NA,
7:00:00,2,6,2013,NA,0,0,0,NA,NA,
7:30:00,2,6,2013,NA,0,0,0,NA,NA,
8:00:00,2,6,2013,NA,0,0,0,NA,NA,
8:30:00,2,6,2013,NA,0,0,0,NA,NA,
9:00:00,2,6,2013,NA,0,0,0,NA,NA,
9:30:00,2,6,2013,NA,0,0,0,NA,NA,
10:00:00,2,6,2013,NA,0,0,0,NA,NA,
10:30:00,2,6,2013,NA,0,0,0,NA,NA,
11:00:00,2,6,2013,NA,0,0,0,NA,NA,
11:30:00,2,6,2013,NA,0,0,0,NA,NA,
12:00:00,2,6,2013,NA,1.925,310,0,NA,NA,
12:30:00,2,6,2013,NA,0,310,0,NA,NA,
13:00:00,2,6,2013,NA,0,330,0,NA,NA,
13:30:00,2,6,2013,NA,0,320,0,NA,NA,
14:00:00,2,6,2013,NA,0,320,0,NA,NA,
14:30:00,2,6,2013,NA,0,75,0,NA,NA,
15:00:00,2,6,2013,NA,0,215,0,NA,NA,
15:30:00,2,6,2013,NA,0,215,0,NA,NA,
16:00:00,2,6,2013,NA,0,305,0,NA,NA,
16:30:00,2,6,2013,NA,0,335,0,NA,NA,
17:00:00,2,6,2013,NA,0,325,0,NA,NA,
17:30:00,2,6,2013,NA,0,330,0,NA,NA,
18:00:00,2,6,2013,NA,0,0,0,NA,NA,
18:30:00,2,6,2013,NA,0,5,0,NA,NA,
19:00:00,2,6,2013,NA,0,315,0,NA,NA,
19:30:00,2,6,2013,NA,0,310,0,NA,NA,
20:00:00,2,6,2013,NA,0,305,0,NA,NA,
20:30:00,2,6,2013,NA,5.525,275,0,NA,NA,
21:00:00,2,6,2013,NA,0,275,0,NA,NA,
21:30:00,2,6,2013,NA,0,20,0,NA,NA,
22:00:00,2,6,2013,NA,0,180,0,NA,NA,
22:30:00,2,6,2013,NA,0,180,0,NA,NA,
23:00:00,2,6,2013,NA,0,195,0,NA,NA,
23:30:00,2,6,2013,NA,0,190,0,NA,NA,
0:00:00,3,6,2013,0,15.529,195,0,20.38,99.389,
0:30:00,3,6,2013,0,0,195,0,20.33,99.378,
1:00:00,3,6,2013,-0.23,0,190,0,20.32,99.273,
1:30:00,3,6,2013,0,0,210,0,20.32,98.736,
2:00:00,3,6,2013,0,19.799,200,0,20.35,98.336,
2:30:00,3,6,2013,-0.23,0,205,0,20.38,98.2,
3:00:00,3,6,2013,0,0,210,0,20.33,98.094,
3:30:00,3,6,2013,0,0,210,0,20.33,98.484,
4:00:00,3,6,2013,0,0,75,0,20.37,98.936,
4:30:00,3,6,2013,0,0,75,0,20.32,99.157,
5:00:00,3,6,2013,0,15.864,250,0,20.33,99.336,
5:30:00,3,6,2013,0,0,250,0,20.18,99.2,
6:00:00,3,6,2013,0,0,170,0,20.14,98.905,
6:30:00,3,6,2013,3.27,0,170,0,20.02,99.084,
7:00:00,3,6,2013,14.97,0,125,0,20.11,99.2,
7:30:00,3,6,2013,33.69,0,130,0,20.53,99.357,
8:00:00,3,6,2013,53.57,0,130,0,20.95,99.378,
8:30:00,3,6,2013,127.28,0,130,0,21.09,98.8,
9:00:00,3,6,2013,112.54,0,210,0,21.79,98.294,
9:30:00,3,6,2013,115.81,0,175,0,22.6,98.147,
10:00:00,3,6,2013,139.91,0,165,0,23.03,96.894,
10:30:00,3,6,2013,102.24,0,200,0,22.78,96.252,
11:00:00,3,6,2013,230.22,0,210,0,23.06,97.094,
11:30:00,3,6,2013,518.71,0,220,0,25.41,93.526,
12:00:00,3,6,2013,454.14,0,295,0,27.51,84.442,
12:30:00,3,6,2013,702.62,2.302,335,0,27.77,83.673,
13:00:00,3,6,2013,446.88,0,95,0,27.77,81.821,
13:30:00,3,6,2013,370.37,0,230,0,26.67,83.715,
14:00:00,3,6,2013,569.72,0,260,0,26.09,86.536,
14:30:00,3,6,2013,229.05,0,265,0,25.87,85.61,
15:00:00,3,6,2013,260.64,0,295,0,24.46,91.389,
15:30:00,3,6,2013,131.02,0,305,0,23.72,93.936,
16:00:00,3,6,2013,127.74,0,300,0,23.16,94.557,
16:30:00,3,6,2013,73.23,0,335,0,22.71,95.494,
17:00:00,3,6,2013,51.24,0,345,0,22.26,96.305,
17:30:00,3,6,2013,8.89,0,20,0,21.87,97.136,
18:00:00,3,6,2013,0,0.879,105,0,21.56,97.915,
18:30:00,3,6,2013,0,0,130,0,21.53,98.231,
19:00:00,3,6,2013,0,0,160,0,21.46,98.705,
19:30:00,3,6,2013,0,0,165,0,21.39,99,
20:00:00,3,6,2013,0,0,175,0,21.38,98.989,
20:30:00,3,6,2013,-0.23,0,170,0,21.35,99.147,
21:00:00,3,6,2013,0,0,175,0,21.26,99.189,
21:30:00,3,6,2013,0,0,195,0,21.14,99.189,
22:00:00,3,6,2013,0,0,195,0,21.06,99.178,
22:30:00,3,6,2013,-0.23,0,190,0,20.94,99.126,
23:00:00,3,6,2013,0,0,295,0,20.85,99.094,
23:30:00,3,6,2013,0,0,80,0,20.88,98.852,
0:00:00,4,6,2013,0,0,80,0,20.98,99.336,
0:30:00,4,6,2013,-0.23,0,105,0,21.01,99.4,
1:00:00,4,6,2013,0,0,105,0,21.06,99.378,
1:30:00,4,6,2013,-0.23,0,105,0,20.91,99.084,
2:00:00,4,6,2013,0,0,265,0,20.66,98.452,
2:30:00,4,6,2013,0,21.222,180,0,20.51,98.81,
3:00:00,4,6,2013,0,0,330,0,20.46,98.147,
3:30:00,4,6,2013,-0.23,0,315,0,20.32,98.305,
4:00:00,4,6,2013,0,0,210,0,20.26,97.873,
4:30:00,4,6,2013,0,0,195,0,20.44,97.4,
5:00:00,4,6,2013,0,0,165,0,20.39,98.747,
5:30:00,4,6,2013,0,0,165,0,20.32,99.273,
6:00:00,4,6,2013,0,0,165,0,20.23,98.947,
6:30:00,4,6,2013,7.48,0,330,0,20.17,97.884,
7:00:00,4,6,2013,64.34,0,95,0,21,97.557,
7:30:00,4,6,2013,62.47,0,90,0,21.94,97.168,
8:00:00,4,6,2013,43.51,0,90,0,21.83,97.515,
8:30:00,4,6,2013,65.51,0,95,0,21.47,98.189,
9:00:00,4,6,2013,129.85,0,85,0,21.76,97.936,
9:30:00,4,6,2013,95.46,0,90,0,22.02,96.042,
10:00:00,4,6,2013,140.38,0,285,0,22,95.915,
10:30:00,4,6,2013,139.91,2.302,275,0,21.8,97.536,
11:00:00,4,6,2013,54.74,0,285,0,21.17,98.126,
11:30:00,4,6,2013,42.34,0,300,0,20.23,98.589,
12:00:00,4,6,2013,94.99,0,300,0,20.15,96.515,
12:30:00,4,6,2013,201.21,28.38,320,0,20.18,98.263,
13:00:00,4,6,2013,502.57,0,315,0,20.13,98.378,
13:30:00,4,6,2013,526.2,30.891,320,0,20.8,96.473,
14:00:00,4,6,2013,399.39,0,325,0,21.32,91.8,
14:30:00,4,6,2013,393.07,0.167,260,0,22.79,94.473,
15:00:00,4,6,2013,439.16,0,260,0,24,91.778,
15:30:00,4,6,2013,229.52,0,275,0,23.93,91.852,
16:00:00,4,6,2013,57.32,0,275,0,23.32,93.663,
16:30:00,4,6,2013,21.99,0,185,0,21.31,96.884,
17:00:00,4,6,2013,14.5,0,190,0,20.77,98.263,
17:30:00,4,6,2013,6.78,27.668,195,0,20.71,96.61,
18:00:00,4,6,2013,0,0,195,0,21.04,93.694,
18:30:00,4,6,2013,0,7.66,190,0,21.03,94.568,
19:00:00,4,6,2013,0,0,200,0,21.23,93.136,
19:30:00,4,6,2013,0,1.59,215,0,20.95,95.326,
20:00:00,4,6,2013,0,0,255,0,21,95.115,
20:30:00,4,6,2013,-0.23,0,5,0,20.58,96.821,
21:00:00,4,6,2013,0,10.171,20,0,20.77,93.41,
21:30:00,4,6,2013,-0.23,0,110,0,21.05,93.178,
22:00:00,4,6,2013,0,0,145,0,20.96,93.757,
22:30:00,4,6,2013,0,0,165,0,20.3,96.4,
23:00:00,4,6,2013,0,0,215,0,20.02,97.189,
23:30:00,4,6,2013,-0.23,0,50,0,20.09,97.589,
0:00:00,5,6,2013,0,0,355,0,20.58,97.389,
0:30:00,5,6,2013,-0.23,0.167,250,0,20.77,97.263,
1:00:00,5,6,2013,0,0,350,0,20.22,98.294,
1:30:00,5,6,2013,0,0,315,0,19.62,99.294,
2:00:00,5,6,2013,0,0,335,0,19.35,99.326,
2:30:00,5,6,2013,0,0,315,0,19.15,99.147,
3:00:00,5,6,2013,0,0,320,0,18.95,99.347,
3:30:00,5,6,2013,0,0,10,0,18.68,98.547,
4:00:00,5,6,2013,0,0,150,0,18.59,98.915,
4:30:00,5,6,2013,0,0,175,0,18.59,98.673,
5:00:00,5,6,2013,0,11.218,180,0,18.6,98.873,
5:30:00,5,6,2013,0,0,180,0,18.59,99.147,
6:00:00,5,6,2013,0,0,195,0,18.66,98.852,
6:30:00,5,6,2013,3.74,7.66,200,0,18.78,98.01,
7:00:00,5,6,2013,14.5,0,210,0,18.78,97.957,
7:30:00,5,6,2013,29.24,0,210,0,19.1,95.978,
8:00:00,5,6,2013,92.88,2.302,220,0,19.57,93.915,
8:30:00,5,6,2013,271.17,0,230,0,20.28,91.347,
9:00:00,5,6,2013,186.94,0,235,0,20.51,90.842,
9:30:00,5,6,2013,271.17,5.525,260,0,20.94,89.326,
10:00:00,5,6,2013,246.37,0,305,0,21.44,86.263,
10:30:00,5,6,2013,347.68,0,45,0,22.01,85.915,
11:00:00,5,6,2013,374.12,0,165,0,23.06,82.757,
11:30:00,5,6,2013,579.55,0,135,0,23.57,83.042,
12:00:00,5,6,2013,834.58,0,100,0,25.58,79.831,
12:30:00,5,6,2013,141.31,0,275,0,25.2,77.294,
13:00:00,5,6,2013,171.26,0,300,0,22.84,86.884,
13:30:00,5,6,2013,142.25,0,55,0,22.61,84.042,
14:00:00,5,6,2013,197.94,0,335,0,22.78,90.621,
14:30:00,5,6,2013,365.93,0,335,0,23.52,90.989,
15:00:00,5,6,2013,354.7,0,355,0,23.95,88.473,
15:30:00,5,6,2013,178.05,0,355,0,23.67,90.094,
16:00:00,5,6,2013,93.82,0,0,0,23.63,89.621,
16:30:00,5,6,2013,35.09,0,25,0,22.46,93.189,
17:00:00,5,6,2013,15.91,0,25,0,21.54,94.094,
17:30:00,5,6,2013,6.78,0,25,0,20.64,94.915,
18:00:00,5,6,2013,-0.23,0,0,0,20.05,96.884,
18:30:00,5,6,2013,0,0,295,0,19.5,97.642,
19:00:00,5,6,2013,0,0,295,0,19.27,98.631,
19:30:00,5,6,2013,0,0,295,0,19.44,98.978,
20:00:00,5,6,2013,-0.23,0,320,0,19.7,98.368,
20:30:00,5,6,2013,0,0,320,0,19.7,98.515,
21:00:00,5,6,2013,-0.23,0.167,240,0,19.62,98.831,
21:30:00,5,6,2013,-0.23,0,240,0,19.46,99.273,
22:00:00,5,6,2013,0,0,240,0,19.6,98.957,
22:30:00,5,6,2013,0,0,240,0,19.76,98.494,
23:00:00,5,6,2013,0,0,240,0,19.7,98.947,
23:30:00,5,6,2013,0,0,240,0,19.64,98.568,
0:00:00,6,6,2013,-0.23,0,240,0,19.6,98.115,
0:30:00,6,6,2013,0,0,350,0,19.6,98.073,
1:00:00,6,6,2013,0,0,350,0,19.43,98.547,
1:30:00,6,6,2013,0,0,350,0,19.43,99.231,
2:00:00,6,6,2013,0,0,350,0,19.65,98.494,
2:30:00,6,6,2013,0,0,350,0,19.78,98.031,
3:00:00,6,6,2013,-0.23,0,340,0,19.68,98.873,
3:30:00,6,6,2013,0,0,345,0,19.8,97.631,
4:00:00,6,6,2013,0,0,310,0,19.95,97.221,
4:30:00,6,6,2013,0,0,260,0,19.93,98.252,
5:00:00,6,6,2013,-0.23,16.952,0,0,19.6,98.926,
5:30:00,6,6,2013,0,0,225,0,19.3,98.968,
6:00:00,6,6,2013,0,0,350,0,19.27,98.652,
6:30:00,6,6,2013,8.89,0,25,0,19.16,98.789,
7:00:00,6,6,2013,36.73,4.813,70,0,19,99.726,
7:30:00,6,6,2013,51.24,0,80,0,19.18,99,
8:00:00,6,6,2013,85.86,0,75,0,19.5,97.726,
8:30:00,6,6,2013,201.45,7.283,70,0,19.52,97.621,
9:00:00,6,6,2013,157.93,0,150,0,20.03,96.063,
9:30:00,6,6,2013,178.75,0,170,0,20.37,94.652,
10:00:00,6,6,2013,254.32,0,325,0,21.3,97.378,
10:30:00,6,6,2013,175.24,0,325,0,22.56,95.842,
11:00:00,6,6,2013,160.97,0,325,0,22.89,95.336,
11:30:00,6,6,2013,133.36,0,30,0,22.36,92.221,
12:00:00,6,6,2013,154.65,0,315,0,21.6,93.536,
12:30:00,6,6,2013,160.27,0,315,0,21.25,93.536,
13:00:00,6,6,2013,172.43,0,340,0,21.24,95.052,
13:30:00,6,6,2013,192.79,0,345,0,21.81,94.663,
14:00:00,6,6,2013,184.83,4.437,330,0,21.59,90.663,
14:30:00,6,6,2013,192.09,0,335,0,21.92,94.978,
15:00:00,6,6,2013,314.22,0,335,0,22.59,92.673,
15:30:00,6,6,2013,122.36,0,330,0,22.96,87.526,
16:00:00,6,6,2013,79.55,0,330,0,22.33,87.136,
16:30:00,6,6,2013,42.11,0,190,0,21.41,93.947,
17:00:00,6,6,2013,35.56,0,190,0,20.67,92.494,
17:30:00,6,6,2013,9.35,0,225,0,20.79,88.305,
18:00:00,6,6,2013,0,32.649,215,0,20.56,93.684,
18:30:00,6,6,2013,-0.23,0,225,0,20.51,95.21,
19:00:00,6,6,2013,0,0,250,0,20.55,94.41,
19:30:00,6,6,2013,0,1.925,255,0,20.62,93.652,
20:00:00,6,6,2013,0,0,240,0,20.66,93.031,
20:30:00,6,6,2013,-0.23,16.241,255,0,20.57,93.126,
21:00:00,6,6,2013,0,0,260,0,20.58,91.852,
21:30:00,6,6,2013,-0.23,0,250,0,20.58,92.568,
22:00:00,6,6,2013,0,0,250,0,20.08,95.873,
22:30:00,6,6,2013,0,0,250,0,19.72,97.505,
23:00:00,6,6,2013,0,7.283,265,0,20.19,93.326,
23:30:00,6,6,2013,0,0,280,0,20.44,93.81,
0:00:00,7,6,2013,0,0,310,0,20.27,94.936,
0:30:00,7,6,2013,0,24.822,355,0,20.12,95.157,
1:00:00,7,6,2013,0,0,180,0,20.09,95.168,
1:30:00,7,6,2013,0,19.799,190,0,20.18,92.905,
2:00:00,7,6,2013,0,0,205,0,20.05,92.642,
2:30:00,7,6,2013,0,5.148,225,0,19.96,91.557,
3:00:00,7,6,2013,0,0,235,0,19.99,92.147,
3:30:00,7,6,2013,0,0,265,0,19.89,91.242,
4:00:00,7,6,2013,0,1.213,280,0,20.06,89.547,
4:30:00,7,6,2013,0,0,280,0,20.05,89.705,
5:00:00,7,6,2013,0,31.226,265,0,20.14,88.652,
5:30:00,7,6,2013,0,0,300,0,19.96,90.821,
6:00:00,7,6,2013,0,1.213,350,0,19.78,91.863,
6:30:00,7,6,2013,7.01,0,75,0,19.74,91.947,
7:00:00,7,6,2013,28.31,10.883,190,0,20.13,88.61,
7:30:00,7,6,2013,62,0,255,0,19.83,93.231,
8:00:00,7,6,2013,130.79,22.645,290,0,19.95,93.357,
8:30:00,7,6,2013,203.79,0,0,0,20.46,90.484,
9:00:00,7,6,2013,265.79,21.222,170,0,20.94,87.568,
9:30:00,7,6,2013,233.73,0,20,0,21.41,85.726,
10:00:00,7,6,2013,179.92,0,270,0,21.53,84.926,
10:30:00,7,6,2013,124.23,0,280,0,21.4,87.663,
11:00:00,7,6,2013,109.73,0,305,0,21.24,91.936,
11:30:00,7,6,2013,247.3,0,130,0,21.11,94.252,
12:00:00,7,6,2013,202.15,0,45,0,20.77,94.505,
12:30:00,7,6,2013,151.84,0,45,0,21.43,97.768,
13:00:00,7,6,2013,144.82,0,45,0,22,96.821,
13:30:00,7,6,2013,229.99,0,225,0,21.58,93.494,
14:00:00,7,6,2013,295.97,0,245,0,21.32,89.536,
14:30:00,7,6,2013,211.27,0.167,280,0,21.06,91.505,
15:00:00,7,6,2013,191.38,0,325,0,21.06,88.968,
15:30:00,7,6,2013,152.08,0,70,0,21.18,90.684,
16:00:00,7,6,2013,122.13,0,90,0,21.58,93.157,
16:30:00,7,6,2013,27.37,0,225,0,21.7,95.221,
17:00:00,7,6,2013,12.63,0,225,0,20.95,96.884,
17:30:00,7,6,2013,3.04,0,325,0,20.27,97.852,
18:00:00,7,6,2013,0,0,325,0,20,98.684,
18:30:00,7,6,2013,-0.23,0,65,0,19.6,98.915,
19:00:00,7,6,2013,0,1.59,150,0,19.21,98.652,
19:30:00,7,6,2013,0,0,210,0,18.98,98.147,
20:00:00,7,6,2013,0,0,265,0,18.95,98.926,
20:30:00,7,6,2013,0,26.956,270,0,19.1,98.021,
21:00:00,7,6,2013,0,0,290,0,19.37,95.768,
21:30:00,7,6,2013,0,25.533,305,0,19.35,96.873,
22:00:00,7,6,2013,0,0,340,0,19.24,97.221,
22:30:00,7,6,2013,0,2.302,45,0,19.75,92.926,
23:00:00,7,6,2013,0,0,45,0,18.87,98.694,
23:30:00,7,6,2013,-0.23,0,45,0,18.84,96.147,
0:00:00,8,6,2013,0,16.241,75,0,19.98,91.852,
0:30:00,8,6,2013,0,0,85,0,20.09,91.231,
1:00:00,8,6,2013,-0.23,22.31,185,0,19.83,92.41,
1:30:00,8,6,2013,-0.23,0,200,0,20.03,90.726,
2:00:00,8,6,2013,0,4.437,200,0,20.18,89.368,
2:30:00,8,6,2013,0,0,230,0,19.89,92.915,
3:00:00,8,6,2013,-0.23,13.017,235,0,19.83,92.126,
3:30:00,8,6,2013,0,21.222,270,0,20.04,90.431,
4:00:00,8,6,2013,0,0,295,0,20.4,86.284,
4:30:00,8,6,2013,0,0,45,0,19.81,92.968,
5:00:00,8,6,2013,-0.23,7.283,65,0,19.25,94.957,
5:30:00,8,6,2013,-0.23,0,165,0,20.17,89.978,
6:00:00,8,6,2013,0,0,185,0,19.47,95.968,
6:30:00,8,6,2013,8.42,0,195,0,19.82,90.936,
7:00:00,8,6,2013,53.11,1.925,210,0,20.39,87.821,
7:30:00,8,6,2013,76.27,0,300,0,20.63,87.61,
8:00:00,8,6,2013,143.65,2.302,340,0,20.66,86.968,
8:30:00,8,6,2013,120.96,0,235,0,20.77,87.263,
9:00:00,8,6,2013,121.43,1.925,255,0,20.55,90.073,
9:30:00,8,6,2013,84.23,0,305,0,20.19,89.852,
10:00:00,8,6,2013,129.38,0,280,0,20.21,89.989,
10:30:00,8,6,2013,250.11,10.506,0,0,19.97,93.715,
11:00:00,8,6,2013,353.06,0,200,0,20.93,87.926,
11:30:00,8,6,2013,459.52,0,75,0,22.03,83.4,
12:00:00,8,6,2013,382.31,0,70,0,22.44,82.189,
12:30:00,8,6,2013,543.51,0,15,0,23.75,84.052,
13:00:00,8,6,2013,671.5,0,55,0,25.39,78.694,
13:30:00,8,6,2013,715.02,4.813,180,0,25.16,81.073,
14:00:00,8,6,2013,382.31,0,335,0,25.39,81.557,
14:30:00,8,6,2013,515.44,0,335,0,24.67,82.547,
15:00:00,8,6,2013,328.49,0,20,0,24.31,78.557,
15:30:00,8,6,2013,137.1,0,170,0,23.99,77.852,
16:00:00,8,6,2013,56.15,0,330,0,23.54,81.578,
16:30:00,8,6,2013,39.77,0,240,0,22.43,88.757,
17:00:00,8,6,2013,23.39,0,260,0,21.3,95.273,
17:30:00,8,6,2013,6.78,0,285,0,20.53,97.368,
18:00:00,8,6,2013,0,0,295,0,20.7,96.41,
18:30:00,8,6,2013,0,30.514,325,0,21.06,92.842,
19:00:00,8,6,2013,0,0,10,0,21.21,91.326,
19:30:00,8,6,2013,0,0,10,0,21.2,93.463,
20:00:00,8,6,2013,0,26.956,125,0,20.61,94.442,
20:30:00,8,6,2013,0,0,125,0,19.55,97.305,
21:00:00,8,6,2013,0,0,125,0,19.2,97.642,
21:30:00,8,6,2013,-0.23,0,125,0,19.15,97.115,
22:00:00,8,6,2013,0,0,130,0,19.41,95.894,
22:30:00,8,6,2013,0,8.036,130,0,19.23,97.536,
23:00:00,8,6,2013,0,0,140,0,18.89,99.178,
23:30:00,8,6,2013,0,0,140,0,19.2,97.747,
0:00:00,9,6,2013,0,0,235,0,20.02,95.473,
0:30:00,9,6,2013,0,0,85,0,20.57,95.21,
1:00:00,9,6,2013,0,0,90,0,20.52,95.568,
1:30:00,9,6,2013,0,0,90,0,20.17,96.873,
2:00:00,9,6,2013,0,0,90,0,19.68,98.294,
2:30:00,9,6,2013,0,0.167,90,0,19.3,99.357,
3:00:00,9,6,2013,0,0,95,0,19.64,97.715,
3:30:00,9,6,2013,-0.23,5.148,125,0,19.6,97.652,
4:00:00,9,6,2013,0,0,190,0,19.36,98,
4:30:00,9,6,2013,0,13.729,190,0,19.17,98.263,
5:00:00,9,6,2013,-0.23,6.948,205,0,18.92,98.621,
5:30:00,9,6,2013,-0.23,0,240,0,19.12,97.631,
6:00:00,9,6,2013,0,18.375,240,0,19.37,94.684,
6:30:00,9,6,2013,21.75,16.241,255,0,19.87,91.6,
7:00:00,9,6,2013,38.83,27.291,255,0,20.12,89.821,
7:30:00,9,6,2013,114.64,0,300,0,20.47,88.515,
8:00:00,9,6,2013,141.55,22.645,5,0,20.88,85.715,
8:30:00,9,6,2013,172.2,0,185,0,21.21,83.778,
9:00:00,9,6,2013,200.51,0.502,220,0,21.73,81.726,
9:30:00,9,6,2013,220.4,0,245,0,22.53,87.789,
10:00:00,9,6,2013,282.63,0,15,0,23.27,78.557,
10:30:00,9,6,2013,677.81,0,265,0,24.13,71.294,
11:00:00,9,6,2013,583.06,0,175,0,25.71,65.263,
11:30:00,9,6,2013,480.11,0,345,0,25.51,74.715,
12:00:00,9,6,2013,93.35,0,345,0,24.77,71.357,
12:30:00,9,6,2013,104.81,1.213,5,0,22.72,81.136,
13:00:00,9,6,2013,620.72,0,5,0,23.67,69.557,
13:30:00,9,6,2013,691.15,0,50,0,25.72,61.663,
14:00:00,9,6,2013,668.69,0,0,0,26.54,66.326,
14:30:00,9,6,2013,582.82,0,65,0,26.5,68.768,
15:00:00,9,6,2013,395.41,0,70,0,25.64,69.694,
15:30:00,9,6,2013,132.19,0,220,0,24.95,72.41,
16:00:00,9,6,2013,46.79,0,280,0,24.31,73.926,
16:30:00,9,6,2013,31.58,0,210,0,23.72,79.105,
17:00:00,9,6,2013,18.48,0,270,0,22.46,88.863,
17:30:00,9,6,2013,6.31,0,205,0,21.38,93.6,
18:00:00,9,6,2013,0,0,265,0,20.83,95,
18:30:00,9,6,2013,0,16.952,355,0,21.02,91.768,
19:00:00,9,6,2013,0,0,195,0,22.01,82.284,
19:30:00,9,6,2013,0,0,5,0,22.09,82.21,
20:00:00,9,6,2013,-0.23,0,210,0,22.02,82.557,
20:30:00,9,6,2013,0,25.156,230,0,22.04,82.684,
21:00:00,9,6,2013,-0.23,0,155,0,21.65,87.505,
21:30:00,9,6,2013,0,0,155,0,20.44,94.115,
22:00:00,9,6,2013,0,0,195,0,19.9,96.178,
22:30:00,9,6,2013,0,0,185,0,19.93,96.178,
23:00:00,9,6,2013,-0.23,0,185,0,20.16,94.663,
23:30:00,9,6,2013,0,0,295,0,20.26,94.6,
0:00:00,10,6,2013,0,0,305,0,20.29,93.894,
0:30:00,10,6,2013,-0.23,15.529,315,0,21.05,89.378,
1:00:00,10,6,2013,-0.23,0,65,0,21.03,89.863,
1:30:00,10,6,2013,0,0,240,0,20.47,93.189,
2:00:00,10,6,2013,0,0,240,0,19.83,94.894,
2:30:00,10,6,2013,0,0,240,0,19.6,95.936,
3:00:00,10,6,2013,-0.23,16.952,245,0,20.33,93.568,
3:30:00,10,6,2013,-0.23,0,255,0,20.61,91.747,
4:00:00,10,6,2013,-0.23,24.445,265,0,20.73,90.621,
4:30:00,10,6,2013,0,0,310,0,20.83,89.336,
5:00:00,10,6,2013,0,0,0,0,20.91,89.442,
5:30:00,10,6,2013,0,21.222,40,0,21.07,89.073,
6:00:00,10,6,2013,0,0,165,0,21.06,89.273,
6:30:00,10,6,2013,5.61,0,65,0,20.98,89.884,
7:00:00,10,6,2013,27.84,0,65,0,20.44,94,
7:30:00,10,6,2013,55.91,1.59,65,0,20.45,94.831,
8:00:00,10,6,2013,78.84,0,65,0,20.99,91.821,
8:30:00,10,6,2013,86.1,0,125,0,21.39,88.105,
9:00:00,10,6,2013,127.51,0,125,0,21.64,90.221,
9:30:00,10,6,2013,332.47,0,125,0,22.54,83.642,
10:00:00,10,6,2013,320.07,0,270,0,22.92,81.852,
10:30:00,10,6,2013,296.44,0,50,0,23.21,83.684,
11:00:00,10,6,2013,474.02,0,125,0,23.67,76.473,
11:30:00,10,6,2013,428.87,9.794,10,0,23.73,76.21,
12:00:00,10,6,2013,577.67,0,250,0,23.65,77.368,
12:30:00,10,6,2013,674.54,0,50,0,25.45,71.147,
13:00:00,10,6,2013,513.33,0,50,0,27.01,75.115,
13:30:00,10,6,2013,687.64,0,50,0,28.09,73.336,
14:00:00,10,6,2013,413.43,0,50,0,27.49,74.178,
14:30:00,10,6,2013,625.17,0,70,0,26.81,75.884,
15:00:00,10,6,2013,430.97,0,70,0,26.43,76.621,
15:30:00,10,6,2013,133.83,0,75,0,25.92,77.673,
16:00:00,10,6,2013,78.38,0,125,0,24.81,83.157,
16:30:00,10,6,2013,67.85,0,130,0,23.89,87.568,
17:00:00,10,6,2013,20.58,0,145,0,23.06,90.694,
17:30:00,10,6,2013,6.78,0,180,0,21.96,94.378,
18:00:00,10,6,2013,0,0,205,0,21.37,95.126,
18:30:00,10,6,2013,-0.23,0,265,0,21.22,96.126,
19:00:00,10,6,2013,0,0,45,0,21.54,94.631,
19:30:00,10,6,2013,-0.23,2.302,190,0,21.69,94.41,
20:00:00,10,6,2013,0,0,215,0,21.32,95.768,
20:30:00,10,6,2013,0,0,220,0,21.12,96.557,
21:00:00,10,6,2013,0,0,220,0,20.98,97.042,
21:30:00,10,6,2013,0,0,220,0,20.66,96.968,
22:00:00,10,6,2013,0,0,220,0,20.27,98.778,
22:30:00,10,6,2013,0,0,225,0,20.41,98.852,
23:00:00,10,6,2013,0,0,220,0,20.27,98.231,
23:30:00,10,6,2013,0,0,265,0,20.34,99,
0:00:00,11,6,2013,0,0,265,0,20.51,97.884,
0:30:00,11,6,2013,0,0,215,0,20.27,98.61,
1:00:00,11,6,2013,0,0,215,0,20.13,98.789,
1:30:00,11,6,2013,0,0,215,0,20.08,99.336,
2:00:00,11,6,2013,0,0,220,0,20.08,99.052,
2:30:00,11,6,2013,0,0,220,0,19.85,99.357,
3:00:00,11,6,2013,-0.23,0,225,0,19.94,99.168,
3:30:00,11,6,2013,0,0,225,0,19.77,99.221,
