Time,Day,Month,Year,Light,Windspeed,WindDir,Rainfall,Temperature,RH
12:00,2,7,2009,371.34,,,0,23.1,69.452
12:30,2,7,2009,362.51,,,0,21.85,75.357
13:00,2,7,2009,266.13,,,0.2,21.86,76.505
13:30,2,7,2009,258.96,,,0,21.55,76.957
14:00,2,7,2009,215.37,,,0,21.4,78.947
14:30,2,7,2009,162.03,,,0,20.87,84.568
15:00,2,7,2009,63.63,,,0,20.23,88.431
15:30,2,7,2009,48.55,,,0,19.65,91.21
16:00,2,7,2009,56.83,,,0,19.42,92.915
16:30,2,7,2009,45.42,,,0,19.4,92.41
17:00,2,7,2009,25.93,,,0,19.29,92.189
17:30,2,7,2009,2.94,,,0,18.89,93.431
18:00,2,7,2009,0,,,0,18.29,94.147
18:30,2,7,2009,0,,,0,17.68,96.042
19:00,2,7,2009,0,,,0,17.44,97.168
19:30,2,7,2009,0,,,0,17.32,97.442
20:00,2,7,2009,0,,,0,17.25,97.863
20:30,2,7,2009,0,,,0,17.22,98.063
21:00,2,7,2009,0,,,0,17.16,98.273
21:30,2,7,2009,0,,,0,17.11,98.294
22:00,2,7,2009,0,,,0,17.01,98.336
22:30,2,7,2009,0,,,0,16.9,98.421
23:00,2,7,2009,0,,,0,16.92,98.515
23:30,2,7,2009,0,,,0,16.86,98.61
0:00,3,7,2009,0,,,0,16.71,98.61
0:30,3,7,2009,0,,,0,16.53,98.61
1:00,3,7,2009,0,,,0,16.27,98.8
1:30,3,7,2009,0,,,0,15.78,98.894
2:00,3,7,2009,0,,,0,16,98.978
2:30,3,7,2009,0,,,0,16.17,98.978
3:00,3,7,2009,0,,,0,16.23,98.778
3:30,3,7,2009,0,,,0,16.19,98.778
4:00,3,7,2009,0,,,0,16.26,98.873
4:30,3,7,2009,0,,,0,16.27,98.778
5:00,3,7,2009,0,,,0,15.81,98.842
5:30,3,7,2009,0,,,0,15.27,98.989
6:00,3,7,2009,0,,,0,15.34,99.094
6:30,3,7,2009,8.46,,,0,15.32,99.252
7:00,3,7,2009,24.82,,,0,15.02,98.8
7:30,3,7,2009,181.71,,,0,15.54,97.515
8:00,3,7,2009,353.13,,,0,18.24,80.473
8:30,3,7,2009,477.1,,,0,19.98,77.147
9:00,3,7,2009,677.94,,,0,21.92,68.873
9:30,3,7,2009,383.48,,,0,21.94,76.01
10:00,3,7,2009,588,,,0,23.14,74.684
10:30,3,7,2009,247.01,,,0,20.91,83.231
11:00,3,7,2009,315.06,,,0,21.28,81.873
11:30,3,7,2009,315.61,,,0,21.46,82.326
12:00,3,7,2009,421.73,,,0,21.06,84
12:30,3,7,2009,322.97,,,0,22,78.957
13:00,3,7,2009,390.65,,,0,22.14,81.378
13:30,3,7,2009,268.53,,,0,21.62,81.347
14:00,3,7,2009,182.45,,,0,20.99,84.673
14:30,3,7,2009,178.03,,,0,20.34,88.389
15:00,3,7,2009,153.39,,,0,20.18,89.189
15:30,3,7,2009,38.62,,,0,19.55,90.715
16:00,3,7,2009,16,,,0,19.02,94.61
16:30,3,7,2009,5.51,,,0.6,18.62,95.294
17:00,3,7,2009,13.42,,,8.68,18,97.042
17:30,3,7,2009,4.04,,,20.4,17.68,98.063
18:00,3,7,2009,0,,,1.41,17.52,98.294
18:30,3,7,2009,0,,,0,17.44,98.494
19:00,3,7,2009,0,,,0,17.07,98.168
19:30,3,7,2009,0,,,0,16.31,97.863
20:00,3,7,2009,0,,,0,16,98.947
20:30,3,7,2009,0,,,0.2,16.14,98.778
21:00,3,7,2009,0,,,0,16.18,99
21:30,3,7,2009,0,,,0,16.24,99.031
22:00,3,7,2009,0,,,0,16.22,99.031
22:30,3,7,2009,0,,,0,15.77,99.021
23:00,3,7,2009,0,,,0,15.77,99.2
23:30,3,7,2009,0,,,0,15.96,99.252
0:00,4,7,2009,0,,,1.61,16,99.252
0:30,4,7,2009,0,,,0.2,15.89,99.157
1:00,4,7,2009,0,,,0.2,15.84,99.157
1:30,4,7,2009,0,,,0,15.93,99.336
2:00,4,7,2009,0,,,0,16.04,99.157
2:30,4,7,2009,0,,,0.6,15.96,99.326
3:00,4,7,2009,0,,,0.2,15.93,99.147
3:30,4,7,2009,0,,,0.2,15.86,99.326
4:00,4,7,2009,0,,,0,15.62,99.378
4:30,4,7,2009,0,,,0,15.32,99.452
5:00,4,7,2009,0,,,0,14.93,99.6
5:30,4,7,2009,0,,,0,14.48,99.568
6:00,4,7,2009,0,,,0,14.16,99.821
6:30,4,7,2009,12.87,,,0,13.82,99.884
7:00,4,7,2009,61.98,,,0,14.34,99.768
7:30,4,7,2009,73.56,,,0,15.2,99.6
8:00,4,7,2009,103.36,,,0,15.92,99.147
8:30,4,7,2009,157.8,,,0,16.89,98.768
9:00,4,7,2009,181.71,,,0,17.99,96.631
9:30,4,7,2009,169.39,,,0,18.72,94.042
10:00,4,7,2009,389,,,0,20.28,82.326
10:30,4,7,2009,293.54,,,0,22.36,78.842
11:00,4,7,2009,737.72,,,0,22.77,73.073
11:30,4,7,2009,197.53,,,0,21.51,80.715
12:00,4,7,2009,220.89,,,0,21.89,79.157
12:30,4,7,2009,161.85,,,0,20.44,90.305
13:00,4,7,2009,201.94,,,0,20.58,90.231
13:30,4,7,2009,117.52,,,0,20.59,85.957
14:00,4,7,2009,189.99,,,0,20.83,86.252
14:30,4,7,2009,190.91,,,0,21.3,84.915
15:00,4,7,2009,128.01,,,0,20.63,87.61
15:30,4,7,2009,69.33,,,0,19.45,92.515
16:00,4,7,2009,62.9,,,0,19.17,93.442
16:30,4,7,2009,36.6,,,0,18.68,94.442
17:00,4,7,2009,8.46,,,0,18.28,95.4
17:30,4,7,2009,0,,,0,18.03,96.221
18:00,4,7,2009,0,,,0,17.8,97.2
18:30,4,7,2009,0,,,0.4,17.62,97.789
19:00,4,7,2009,0,,,0.4,17.52,98.2
19:30,4,7,2009,0,,,1.21,17.48,98.368
20:00,4,7,2009,0,,,1.61,17.38,98.589
20:30,4,7,2009,0,,,0,17.32,98.789
21:00,4,7,2009,0,,,0.2,17.29,98.81
21:30,4,7,2009,0,,,0.2,17.25,98.936
22:00,4,7,2009,0,,,0.4,17.2,98.989
22:30,4,7,2009,0.18,,,0.2,17.15,98.757
23:00,4,7,2009,0,,,0,17.08,98.789
23:30,4,7,2009,0,,,0,17.12,99.115
0:00,5,7,2009,0,,,0,17,98.936
0:30,5,7,2009,0,,,0,16.95,99.157
1:00,5,7,2009,0,,,0,17,99.336
1:30,5,7,2009,0,,,0,16.96,99.336
2:00,5,7,2009,0,,,0,16.81,99.031
2:30,5,7,2009,0,,,0,16.75,99.231
3:00,5,7,2009,0,,,0,16.75,99.084
3:30,5,7,2009,0,,,0,16.47,99.252
4:00,5,7,2009,0,,,0,16.36,99.231
4:30,5,7,2009,0,,,0,15.98,99.178
5:00,5,7,2009,0,,,0,15.85,99.168
5:30,5,7,2009,0,,,0,15.89,99.231
6:00,5,7,2009,0,,,0,15.69,99.147
6:30,5,7,2009,17.65,,,0,15.34,99.347
7:00,5,7,2009,82.95,,,0,15.34,99.452
7:30,5,7,2009,217.95,,,0,16.5,98.347
8:00,5,7,2009,301.82,,,0,18.22,90.557
8:30,5,7,2009,424.49,,,0,19.64,86.484
9:00,5,7,2009,132.42,,,0,19.8,86.873
9:30,5,7,2009,230.82,,,0,19.86,87.705
10:00,5,7,2009,201.94,,,0,20.98,84.915
10:30,5,7,2009,221.44,,,0,20.16,90.347
11:00,5,7,2009,841.45,,,0,21.62,84.642
11:30,5,7,2009,510.94,,,0,22.72,71.294
12:00,5,7,2009,1026.66,,,0,23.95,72
12:30,5,7,2009,1014.16,,,0,22.24,78.842
13:00,5,7,2009,422.29,,,0,22.22,81.126
13:30,5,7,2009,210.04,,,0,21.65,83.242
14:00,5,7,2009,205.99,,,0,20.78,87.536
14:30,5,7,2009,156.33,,,0,20.92,86.273
15:00,5,7,2009,151.55,,,0,20.56,90.621
15:30,5,7,2009,117.52,,,0,20.26,89.821
16:00,5,7,2009,68.42,,,0,19.95,93.315
16:30,5,7,2009,38.62,,,0,19.54,94.547
17:00,5,7,2009,14.89,,,0,19.19,94.136
17:30,5,7,2009,0,,,0,18.85,94.894
18:00,5,7,2009,0,,,0,18.62,96.2
18:30,5,7,2009,0,,,0.8,18.49,96.747
19:00,5,7,2009,0,,,8.08,18.24,97.326
19:30,5,7,2009,0,,,1.61,18.1,98.031
20:00,5,7,2009,0,,,0.2,18.02,98.336
20:30,5,7,2009,0,,,1.41,18,98.326
21:00,5,7,2009,0,,,3.43,17.92,98.684
21:30,5,7,2009,0,,,6.86,17.86,98.768
22:00,5,7,2009,0,,,15.15,17.8,98.768
22:30,5,7,2009,0,,,6.46,17.74,98.789
23:00,5,7,2009,0,,,2.02,17.7,98.915
23:30,5,7,2009,0,,,1.61,17.66,99.01
0:00,6,7,2009,0,,,5.85,17.53,98.757
0:30,6,7,2009,0,,,3.63,17.4,98.957
1:00,6,7,2009,0,,,2.82,17.26,98.968
1:30,6,7,2009,0,,,2.22,16.99,98.831
2:00,6,7,2009,0,,,3.23,16.78,98.957
2:30,6,7,2009,0,,,1.41,16.64,99.157
3:00,6,7,2009,0,,,0.8,16.5,99.084
3:30,6,7,2009,0,,,0,16.2,99.073
4:00,6,7,2009,0,,,0,15.9,99.157
4:30,6,7,2009,0,,,0,15.78,99.326
5:00,6,7,2009,0,,,0.2,15.77,99.505
5:30,6,7,2009,0,,,0.8,15.73,99.347
6:00,6,7,2009,0,,,0,15.61,99.368
6:30,6,7,2009,3.86,,,0,15.68,99.61
7:00,6,7,2009,11.03,,,0.2,15.84,99.61
7:30,6,7,2009,30.89,,,0,16.05,99.41
8:00,6,7,2009,63.27,,,0,16.38,99.231
8:30,6,7,2009,93.06,,,0,16.83,99.136
9:00,6,7,2009,131.69,,,0,17.44,98.768
9:30,6,7,2009,192.56,,,0,18.17,96.821
10:00,6,7,2009,715.65,,,0,19.7,87.157
10:30,6,7,2009,870.51,,,0,21.78,81.21
11:00,6,7,2009,457.42,,,0,23.16,74.515
11:30,6,7,2009,375.02,,,0,21.55,79.157
12:00,6,7,2009,690.63,,,0,21.78,84.463
12:30,6,7,2009,1020.04,,,0,21.68,78.831
13:00,6,7,2009,424.68,,,0,21.41,81.021
13:30,6,7,2009,351.66,,,0,20.99,85.347
14:00,6,7,2009,198.45,,,0,20.81,83
14:30,6,7,2009,170.86,,,0,19.8,90
15:00,6,7,2009,75.4,,,0,19.36,91.242
15:30,6,7,2009,94.72,,,0,19.05,92.021
16:00,6,7,2009,61.61,,,0,18.68,93.905
16:30,6,7,2009,75.96,,,0,18.76,94.189
17:00,6,7,2009,29.79,,,0,18.6,93.926
17:30,6,7,2009,2.39,,,0,17.96,94.884
18:00,6,7,2009,0,,,0,17.31,96.936
18:30,6,7,2009,0,,,0,16.81,97.589
19:00,6,7,2009,0,,,0,16.61,98.589
19:30,6,7,2009,0,,,0,16.67,98.926
20:00,6,7,2009,0,,,0,16.68,98.905
20:30,6,7,2009,0,,,0.6,16.77,98.957
21:00,6,7,2009,0,,,3.23,16.76,98.957
21:30,6,7,2009,0,,,3.83,16.7,99.157
22:00,6,7,2009,0,,,4.44,16.65,99.031
22:30,6,7,2009,0,,,0.4,16.57,99.084
23:00,6,7,2009,0,,,0.2,16.48,99.073
23:30,6,7,2009,0,,,0.2,16.37,99.252
0:00,7,7,2009,0,,,0.2,16.39,99.157
0:30,7,7,2009,0,,,0,16.36,99.336
1:00,7,7,2009,0,,,0,16.39,99.231
1:30,7,7,2009,0,,,0.6,16.42,99.231
2:00,7,7,2009,0,,,0.8,16.4,99.231
2:30,7,7,2009,0,,,1.01,16.43,99.242
3:00,7,7,2009,0,,,0,16.21,99.536
3:30,7,7,2009,0,,,0,16,99.41
4:00,7,7,2009,0,,,0,15.89,99.6
4:30,7,7,2009,0,,,0,15.79,99.61
5:00,7,7,2009,0,,,0,15.65,99.694
5:30,7,7,2009,0,,,0,15.67,99.631
6:00,7,7,2009,0,,,0,15.51,99.642
6:30,7,7,2009,9.74,,,0,15.59,99.631
7:00,7,7,2009,25.93,,,0,15.69,99.705
7:30,7,7,2009,142.9,,,0.2,16.36,99.042
8:00,7,7,2009,74.12,,,0,16.92,99.178
8:30,7,7,2009,110.53,,,0,17.63,98.8
9:00,7,7,2009,174.72,,,0,18.49,95.252
9:30,7,7,2009,162.95,,,0,19.25,93.936
10:00,7,7,2009,188.89,,,0,19.26,92.242
10:30,7,7,2009,340.99,,,0,19.92,86.852
11:00,7,7,2009,473.97,,,0,20.6,83.747
11:30,7,7,2009,338.42,,,0,22.07,75.136
12:00,7,7,2009,143.64,,,0,20.59,87.557
12:30,7,7,2009,115.32,,,1.01,19.25,94.157
13:00,7,7,2009,224.38,,,2.42,19.21,96.084
13:30,7,7,2009,240.2,,,0.2,19.45,93.368
14:00,7,7,2009,257.67,,,0,19.65,87.873
14:30,7,7,2009,190.91,,,0,20.17,91.4
15:00,7,7,2009,133.71,,,0,20.17,88.968
15:30,7,7,2009,114.4,,,0,19.5,94.652
16:00,7,7,2009,61.61,,,0,19.03,95.705
16:30,7,7,2009,34.94,,,0,18.61,95.768
17:00,7,7,2009,33.47,,,0,18.45,97.031
17:30,7,7,2009,3.86,,,0,18.12,97.494
18:00,7,7,2009,0,,,0,17.76,98.2
18:30,7,7,2009,0,,,0,17.51,98.421
19:00,7,7,2009,0,,,0,17.4,98.736
19:30,7,7,2009,0,,,0,17.31,98.789
20:00,7,7,2009,0,,,0,17.19,98.884
20:30,7,7,2009,0,,,0,17.05,98.884
21:00,7,7,2009,0,,,0.2,16.9,98.905
21:30,7,7,2009,0,,,0,16.71,98.957
22:00,7,7,2009,0,,,0,16.67,99.105
22:30,7,7,2009,0,,,0,16.34,99.031
23:00,7,7,2009,0,,,0,15.88,99.073
23:30,7,7,2009,0,,,0,15.33,99.189
0:00,8,7,2009,0,,,0,15.37,99.578
0:30,8,7,2009,0,,,0,15.76,99.705
1:00,8,7,2009,0,,,0,16.01,99.705
1:30,8,7,2009,0,,,0,16.1,99.557
2:00,8,7,2009,0,,,0,16.02,99.61
2:30,8,7,2009,0,,,0,15.93,99.61
3:00,8,7,2009,0,,,0,15.96,99.631
3:30,8,7,2009,0.18,,,0,15.73,99.631
4:00,8,7,2009,0,,,0,15.79,99.705
4:30,8,7,2009,0,,,0,15.69,99.757
5:00,8,7,2009,0,,,0,15.41,99.726
5:30,8,7,2009,0,,,0,14.78,100.021
6:00,8,7,2009,0,,,0,15.11,100.021
6:30,8,7,2009,8.27,,,0,15.26,100.021
7:00,8,7,2009,37.15,,,0,15.41,99.831
7:30,8,7,2009,71.54,,,0,15.82,99.631
8:00,8,7,2009,179.87,,,0,17.08,98.105
8:30,8,7,2009,160.01,,,0,17.88,94.663
9:00,8,7,2009,540.73,,,0,20.11,84.8
9:30,8,7,2009,778.18,,,0,22.01,76.568
10:00,8,7,2009,606.21,,,0,22.73,75.821
10:30,8,7,2009,287.84,,,0,21.78,77.273
11:00,8,7,2009,283.98,,,0,20.79,83.684
11:30,8,7,2009,260.98,,,0,20.4,86.947
12:00,8,7,2009,251.05,,,0,20.04,90.621
12:30,8,7,2009,170.68,,,0.4,19.8,92.61
13:00,8,7,2009,268.71,,,0.4,19.53,94.389
13:30,8,7,2009,171.96,,,0.8,19.47,94.589
14:00,8,7,2009,106.49,,,0,18.86,96.126
14:30,8,7,2009,80,,,0.4,18.6,96.221
15:00,8,7,2009,136.1,,,0.8,18.53,96.694
15:30,8,7,2009,45.42,,,0.6,18.47,96.642
16:00,8,7,2009,66.76,,,1.01,18.48,96.821
16:30,8,7,2009,50.57,,,0,18.45,96.294
17:00,8,7,2009,7.72,,,0,18.21,96.642
17:30,8,7,2009,0,,,0,17.76,97.768
18:00,8,7,2009,0,,,0,17.58,98.421
18:30,8,7,2009,0,,,0,17.49,98.736
19:00,8,7,2009,0,,,0,17.1,98.61
19:30,8,7,2009,0,,,0,16.78,98.8
20:00,8,7,2009,0,,,0,16.57,98.957
20:30,8,7,2009,0,,,0,16.71,99.231
21:00,8,7,2009,0,,,0,16.67,99.168
21:30,8,7,2009,0,,,0,16.6,99.2
22:00,8,7,2009,0,,,0,16.53,99.326
22:30,8,7,2009,0,,,0,16.44,99.526
23:00,8,7,2009,0,,,0,16.37,99.536
23:30,8,7,2009,0,,,0,16.23,99.378
0:00,9,7,2009,0,,,0,16.12,99.61
0:30,9,7,2009,0,,,0,16.08,99.526
1:00,9,7,2009,0,,,0,15.62,99.61
1:30,9,7,2009,0,,,0,15.41,99.726
2:00,9,7,2009,0,,,0,15.46,99.926
2:30,9,7,2009,0,,,0,15.53,99.726
3:00,9,7,2009,0,,,0,15.79,99.726
3:30,9,7,2009,0,,,0,15.62,99.894
4:00,9,7,2009,0,,,0,15.51,99.778
4:30,9,7,2009,0,,,0,15.72,99.905
5:00,9,7,2009,0,,,0,15.8,99.757
5:30,9,7,2009,0,,,0,15.67,99.989
6:00,9,7,2009,0,,,0,15.62,100.073
6:30,9,7,2009,2.94,,,0,15.55,99.978
7:00,9,7,2009,10.11,,,0,15.71,100.031
7:30,9,7,2009,42.48,,,0,16.02,99.831
8:00,9,7,2009,75.04,,,0,16.31,99.705
8:30,9,7,2009,93.24,,,0,16.71,99.242
9:00,9,7,2009,425.23,,,0,17.61,97.789
9:30,9,7,2009,176.2,,,0,19.79,92.873
10:00,9,7,2009,471.21,,,0,19.35,92.8
10:30,9,7,2009,322.78,,,0,20.64,82.421
11:00,9,7,2009,297.4,,,0,20.45,82.421
11:30,9,7,2009,236.71,,,0,20.58,89.189
12:00,9,7,2009,208.38,,,0.4,19.77,93.947
12:30,9,7,2009,599.22,,,0.2,20.28,86.936
13:00,9,7,2009,205.44,,,0,20.26,87.557
13:30,9,7,2009,162.22,,,0,20.03,92.294
14:00,9,7,2009,225.85,,,0,20.06,88.284
14:30,9,7,2009,89.38,,,0,19.84,85.621
15:00,9,7,2009,93.61,,,0,19.5,93.463
15:30,9,7,2009,98.39,,,0.2,18.92,94.031
16:00,9,7,2009,88.83,,,0,18.85,95.094
16:30,9,7,2009,23.35,,,0,18.66,95.168
17:00,9,7,2009,13.61,,,0,18.21,96.242
17:30,9,7,2009,2.2,,,0,17.68,97.4
18:00,9,7,2009,0,,,0,17.39,98.073
18:30,9,7,2009,0,,,0,17.08,98.263
19:00,9,7,2009,0,,,0,16.74,98.589
19:30,9,7,2009,0,,,0,16.48,98.905
20:00,9,7,2009,0,,,0,16.34,99.031
20:30,9,7,2009,0,,,0,16.34,99.21
21:00,9,7,2009,0,,,0,16.37,99.231
21:30,9,7,2009,0,,,0.2,16.24,99.2
22:00,9,7,2009,0,,,0,15.74,99.347
22:30,9,7,2009,0,,,0,15.72,99.6
23:00,9,7,2009,0,,,0,15.96,99.705
23:30,9,7,2009,0,,,0,15.99,99.705
0:00,10,7,2009,0,,,0,15.61,99.694
0:30,10,7,2009,0,,,0,15.17,99.789
1:00,10,7,2009,0,,,0,15.38,99.926
1:30,10,7,2009,0,,,0,15.34,100.073
2:00,10,7,2009,0,,,0,15.37,99.757
2:30,10,7,2009,0,,,0,15.33,99.821
3:00,10,7,2009,0,,,0,15.21,99.747
3:30,10,7,2009,0,,,0,14.71,99.894
4:00,10,7,2009,0,,,0,14.4,99.989
4:30,10,7,2009,0,,,0,14.46,100.189
5:00,10,7,2009,0,,,0,14.4,100.189
5:30,10,7,2009,0,,,0,14.27,100.242
6:00,10,7,2009,0,,,0,14.19,100.263
6:30,10,7,2009,14.34,,,0,14.28,100.136
7:00,10,7,2009,27.95,,,0,14.46,100.168
7:30,10,7,2009,160.56,,,0,15.17,99.094
8:00,10,7,2009,285.26,,,0,17.24,96.347
8:30,10,7,2009,466.06,,,0,19.11,87.294
9:00,10,7,2009,467.53,,,0,20.41,78.705
9:30,10,7,2009,559.13,,,0,22.2,74.736
10:00,10,7,2009,664.7,,,0,22.87,74.41
10:30,10,7,2009,601.25,,,0,22.27,78.957
11:00,10,7,2009,411.07,,,0,22.21,76.021
11:30,10,7,2009,366.74,,,0,22.92,75.547
12:00,10,7,2009,296.85,,,0,21.89,79.168
12:30,10,7,2009,300.9,,,0,21.2,82.978
13:00,10,7,2009,247.93,,,0,21.09,82.368
13:30,10,7,2009,181.16,,,0,20.86,84.547
14:00,10,7,2009,214.27,,,0,20.78,83.505
14:30,10,7,2009,144.38,,,0,20.45,88.347
15:00,10,7,2009,121.75,,,0,20.51,85.894
15:30,10,7,2009,117.89,,,0,20.52,85.968
16:00,10,7,2009,58.3,,,0,20.38,89.052
16:30,10,7,2009,36.6,,,0,19.91,92.2
17:00,10,7,2009,21.33,,,0,19.47,94.557
17:30,10,7,2009,2.75,,,0,19.02,94.915
18:00,10,7,2009,0,,,0,18.54,95.294
18:30,10,7,2009,0,,,0,18.17,95.01
19:00,10,7,2009,0,,,0,17.92,96.031
19:30,10,7,2009,0,,,0,17.64,97.2
20:00,10,7,2009,0,,,0,17.46,97.789
20:30,10,7,2009,0,,,0,16.9,97.357
21:00,10,7,2009,0,,,0,16.24,98.505
21:30,10,7,2009,0,,,0,15.75,98.947
22:00,10,7,2009,0,,,0,15.53,99.221
22:30,10,7,2009,0,,,0,15.43,99.621
23:00,10,7,2009,0,,,0,15.91,99.705
23:30,10,7,2009,0,,,0,16.17,99.4
0:00,11,7,2009,0,,,0,16.34,99.326
0:30,11,7,2009,0,,,0,16.28,99.126
1:00,11,7,2009,0,,,0,16.14,99.252
1:30,11,7,2009,0,,,0,16.07,99.231
2:00,11,7,2009,0,,,0,15.7,99.168
2:30,11,7,2009,0,,,0,15.21,99.252
3:00,11,7,2009,0,,,0,15.39,99.452
3:30,11,7,2009,0,,,0,15.18,99.168
4:00,11,7,2009,0,,,0,14.86,99.547
4:30,11,7,2009,0,,,0,14.67,99.894
5:00,11,7,2009,0,,,0,14.62,99.905
5:30,11,7,2009,0,,,0,14.5,99.715
6:00,11,7,2009,0,,,0,14.42,99.989
6:30,11,7,2009,15.44,,,0,14.5,99.821
7:00,11,7,2009,57.75,,,0,14.71,99.421
7:30,11,7,2009,237.81,,,0,15.82,96.631
8:00,11,7,2009,148.05,,,0,17.37,93.01
8:30,11,7,2009,452.82,,,0,19.04,85.126
9:00,11,7,2009,596.83,,,0,20.84,77.442
9:30,11,7,2009,469.74,,,0,22.05,74.957
10:00,11,7,2009,469,,,0,21.98,75.61
10:30,11,7,2009,302.92,,,0,22.87,72.484
11:00,11,7,2009,585.43,,,0,21.95,76.284
11:30,11,7,2009,499.35,,,0,22.38,77.136
12:00,11,7,2009,235.6,,,0,21.66,79.463
12:30,11,7,2009,420.45,,,0,21.59,80.147
13:00,11,7,2009,906.75,,,0,23.54,74.4
13:30,11,7,2009,803.75,,,0,22.4,79.168
14:00,11,7,2009,123.04,,,0,21.93,79.821
14:30,11,7,2009,457.78,,,0,21.23,84.494
15:00,11,7,2009,120.83,,,0,21.42,81.789
15:30,11,7,2009,129.29,,,0,20.99,87.778
16:00,11,7,2009,107.04,,,0,20.4,86.473
16:30,11,7,2009,82.58,,,0,20.02,90.336
17:00,11,7,2009,11.77,,,0,19.52,91.105
17:30,11,7,2009,0,,,0,18.98,94.578
18:00,11,7,2009,0,,,0,18.56,95.842
18:30,11,7,2009,0,,,0,18.22,97.178
19:00,11,7,2009,0,,,0,17.82,97.315
19:30,11,7,2009,0,,,0,17.43,97.957
20:00,11,7,2009,0,,,0,16.96,98.757
20:30,11,7,2009,0,,,0,17.11,99.105
21:00,11,7,2009,0,,,0,17.16,99.157
21:30,11,7,2009,0,,,0,16.97,98.757
22:00,11,7,2009,0,,,0,16.79,99.21
22:30,11,7,2009,0,,,0,16.87,98.884
23:00,11,7,2009,0,,,0,16.92,98.905
23:30,11,7,2009,0,,,0.8,16.92,98.957
0:00,12,7,2009,0,,,19.19,16.88,99.21
0:30,12,7,2009,0,,,11.91,16.27,98.515
1:00,12,7,2009,0,,,14.14,15.31,99.031
1:30,12,7,2009,0,,,4.04,15.16,99.631
2:00,12,7,2009,0,,,4.24,14.93,99.621
2:30,12,7,2009,0,,,5.25,14.76,99.894
3:00,12,7,2009,0,,,3.83,14.66,99.968
3:30,12,7,2009,0,,,1.41,14.54,99.936
4:00,12,7,2009,0,,,0.2,13.97,99.568
4:30,12,7,2009,0,,,0.6,13.11,99.831
5:00,12,7,2009,0,,,0.2,12.81,100.273
5:30,12,7,2009,0,,,0,12.7,100.263
6:00,12,7,2009,0,,,0,12.59,100.252
6:30,12,7,2009,15.26,,,0,12.43,100.263
7:00,12,7,2009,84.6,,,0,12.52,100.252
7:30,12,7,2009,130.03,,,0,13.43,99.021
8:00,12,7,2009,53.52,,,0,13.76,98.526
8:30,12,7,2009,279.74,,,0,14.56,97.81
9:00,12,7,2009,529.33,,,0,16.99,87.61
9:30,12,7,2009,286,,,0,16.96,92.136
10:00,12,7,2009,364.53,,,0,16.67,91.442
10:30,12,7,2009,435.16,,,0,16.25,94.284
11:00,12,7,2009,417.5,,,0,16.46,90.568
11:30,12,7,2009,439.39,,,0,16.87,91.221
12:00,12,7,2009,345.04,,,0,16,93.136
12:30,12,7,2009,214.27,,,0,15.36,96.347
13:00,12,7,2009,226.77,,,0,15,96.084
13:30,12,7,2009,280.66,,,0,15.55,94.684
14:00,12,7,2009,382.37,,,0,16.31,91.884
14:30,12,7,2009,238.91,,,0,16.3,93.305
15:00,12,7,2009,197.9,,,0,15.53,95
15:30,12,7,2009,160.56,,,0,15.54,95.589
16:00,12,7,2009,103.73,,,0,14.77,97.642
16:30,12,7,2009,65.1,,,0,14.38,97.8
17:00,12,7,2009,18.39,,,0,13.84,99.073
17:30,12,7,2009,0,,,0,13.47,99.736
18:00,12,7,2009,0,,,0,13.32,99.842
18:30,12,7,2009,0,,,0,13.38,100.115
19:00,12,7,2009,0,,,0,13.35,100.263
19:30,12,7,2009,0,,,0,13.2,100.263
20:00,12,7,2009,0,,,0,13.19,100.273
20:30,12,7,2009,0,,,0,13.21,100.263
21:00,12,7,2009,0,,,0.2,13.39,100.263
21:30,12,7,2009,0,,,0,13.33,100.263
22:00,12,7,2009,0,,,0,13.21,100.252
22:30,12,7,2009,0,,,0,13.32,100.273
23:00,12,7,2009,0,,,0,13.51,100.263
23:30,12,7,2009,0,,,0,13.73,100.263
0:00,13,7,2009,0,,,0,13.83,100.263
0:30,13,7,2009,0,,,0,13.84,100.263
1:00,13,7,2009,0,,,0,13.73,100.263
1:30,13,7,2009,0,,,0,13.45,100.263
2:00,13,7,2009,0,,,0,13.84,100.263
2:30,13,7,2009,0,,,0,14.02,100.263
3:00,13,7,2009,0,,,0,13.92,100.263
3:30,13,7,2009,0,,,0,13.51,100.252
4:00,13,7,2009,0,,,0,13.2,100.252
4:30,13,7,2009,0,,,0,13.47,100.252
5:00,13,7,2009,0,,,0,13.32,100.252
5:30,13,7,2009,0,,,0,13.47,100.252
6:00,13,7,2009,0,,,0,13.31,100.252
6:30,13,7,2009,12.87,,,0,13.36,100.252
7:00,13,7,2009,52.41,,,0,13.38,100.252
7:30,13,7,2009,235.42,,,0,14.4,99.452
8:00,13,7,2009,336.58,,,0,16.59,94.052
8:30,13,7,2009,487.95,,,0,18.59,86.189
9:00,13,7,2009,315.79,,,0,18.59,87.821
9:30,13,7,2009,307.15,,,0,19.01,83.41
10:00,13,7,2009,279.01,,,0,19.16,85.515
10:30,13,7,2009,238.73,,,0,18.88,88.831
11:00,13,7,2009,276.43,,,0,18.9,88.431
11:30,13,7,2009,277.17,,,0,19.25,86.473
12:00,13,7,2009,336.21,,,0,18.99,88.652
12:30,13,7,2009,291.52,,,0,19.54,80.61
13:00,13,7,2009,282.87,,,0,19.73,83.094
13:30,13,7,2009,283.61,,,0,19.92,80.484
14:00,13,7,2009,335.29,,,0,20.21,80.957
