Time ,Day,Month,Year,Light,WindSpeed,WindDir,Rainfall,Pressure,Temperature,RH
11:30,28,8,2013,146.1402,0,135,0.199,744.8722,10.07143,29.16842
12:00,28,8,2013,150.7003,0,115,0,744.5766,10.21429,29.01053
12:30,28,8,2013,128.7684,0,100,0,743.9854,10.48571,28.5579
13:00,28,8,2013,99.23635,0,95,0,743.6899,10.77143,28.13684
13:30,28,8,2013,115.9567,0,65,0,743.3943,10.87857,27.9579
14:00,28,8,2013,127.2484,0,115,0,742.8031,11.19708,28.44211
14:30,28,8,2013,79.04165,0,285,0,742.5075,11.26277,27.09474
15:00,28,8,2013,66.22995,0,35,0,742.8031,11.06569,27.3579
15:30,28,8,2013,66.66425,0,35,0,742.8031,10.8,27.22105
16:00,28,8,2013,39.30368,0,50,0,743.0987,10.71429,26.53684
16:30,28,8,2013,30.40063,0,110,0,743.0987,10.48571,25.86316
17:00,28,8,2013,16.9375,0,115,0,743.3943,10.24286,25.96842
17:30,28,8,2013,6.73157,0,115,0,743.3943,10.05,25.31579
18:00,28,8,2013,0,0,115,0,743.6899,9.90071,25.05263
18:30,28,8,2013,0,0,105,0,743.9854,9.53901,25.13684
19:00,28,8,2013,0,0,35,0,744.281,8.8662,25.35789
19:30,28,8,2013,-0.21715,0,30,0,744.5766,8.24648,25.14737
20:00,28,8,2013,-0.65144,0,30,0,745.1678,8.26761,24.71579
20:30,28,8,2013,0,0,340,0,744.8722,8.21831,25.27369
21:00,28,8,2013,0,0,340,0,744.8722,7.66667,24.83158
21:30,28,8,2013,-0.21715,0,265,0,745.1678,7.52778,25
22:00,28,8,2013,0,0,265,0,745.4634,7.35417,24.61053
22:30,28,8,2013,-0.21715,0,265,0,745.1678,7.3125,25.7579
23:00,28,8,2013,0,0,265,0,745.1678,7.40972,24.29474
23:30,28,8,2013,-0.21715,0,265,0,745.1678,7.49306,24.28421
0:00,29,8,2013,0,0,265,0,744.8722,7.52778,24.23158
0:30,29,8,2013,0,0,265,0,744.5766,7.5,24.28421
1:00,29,8,2013,-0.21715,0,265,0,744.281,7.50694,24.22105
1:30,29,8,2013,0,0,265,0,744.281,7.54167,23.93684
2:00,29,8,2013,-0.21715,0,265,0,743.9854,7.5625,24.12632
2:30,29,8,2013,0,0,265,0,743.9854,7.41667,25.29474
3:00,29,8,2013,0,0,265,0,743.9854,7.36806,25.42105
3:30,29,8,2013,-0.21715,0,285,0,743.9854,7.27083,24.81053
4:00,29,8,2013,0,0,285,0,743.9854,7.30556,25.13684
4:30,29,8,2013,-0.21715,0,285,0,744.5766,7.36111,25.56842
5:00,29,8,2013,0,0,285,0,743.9854,7.34722,25.50526
5:30,29,8,2013,0,0,305,0,744.281,7.23611,24.67369
6:00,29,8,2013,0.65144,0,305,0,744.8722,7.20833,24.6
6:30,29,8,2013,19.76041,0,305,0,745.1678,7.27778,25.18947
7:00,29,8,2013,24.53765,0,305,0,745.4634,7.5625,25.53684
7:30,29,8,2013,31.48637,0,305,0,745.7589,7.76389,25.72632
8:00,29,8,2013,31.70352,0,10,0,745.7589,7.98611,25.57895
8:30,29,8,2013,233.2163,0,70,0,745.7589,8.64789,28.82105
9:00,29,8,2013,743.7298,0.02667,60,0,744.281,10.67857,34.88421
9:30,29,8,2013,866.6352,0.13333,115,0,743.6899,13.30597,31.90526
10:00,29,8,2013,874.0182,0.08,120,0,743.3943,14.76515,25.32632
10:30,29,8,2013,1023.416,0.58667,30,0,743.0987,15.33333,31.23158
11:00,29,8,2013,1056.856,0.66667,50,0,742.8031,16.54688,28.47369
11:30,29,8,2013,965.6544,0.05333,300,0,743.3943,17.384,26.90526
12:00,29,8,2013,379.1393,0.10667,320,0,744.5766,16.67969,25.72632
12:30,29,8,2013,584.9951,0.02667,285,0,743.6899,16.20313,30.23158
13:00,29,8,2013,166.7692,0.08,100,0,743.3943,14.62121,27.36842
13:30,29,8,2013,138.7572,0,350,0,743.3943,13.36567,24.85263
14:00,29,8,2013,185.2267,0.02667,235,0,742.8031,12.77941,26.86316
14:30,29,8,2013,52.11537,0.02667,180,0,742.5075,12.43382,23.63158
15:00,29,8,2013,27.36057,0,180,0,742.5075,11.42336,24.81053
15:30,29,8,2013,28.22916,0,235,0.398,742.5075,10.99286,25.09474
16:00,29,8,2013,15.63461,0,235,0.199,742.5075,10.67857,25.12632
16:30,29,8,2013,17.80609,0,155,0,742.5075,10.37143,24.83158
17:00,29,8,2013,7.81731,0,285,0,742.5075,10.26429,25.53684
17:30,29,8,2013,3.04006,0,285,0,742.8031,10.02857,25.24211
18:00,29,8,2013,0,0,345,0,742.5075,9.66667,25.05263
18:30,29,8,2013,0,0,345,0,742.8031,9.07801,24.65263
19:00,29,8,2013,0,0,345,0,743.0987,8.52113,24.71579
19:30,29,8,2013,0,0,345,0,743.3943,8.1831,24.76842
20:00,29,8,2013,-0.21715,0,345,0,743.6899,8.03521,24.16842
20:30,29,8,2013,0,0,345,0,743.6899,8.09859,24.07368
21:00,29,8,2013,-0.21715,0,345,0,743.6899,8.16197,24.37895
21:30,29,8,2013,-0.21715,0,345,0,743.6899,8,24.43158
22:00,29,8,2013,0,0,345,0,743.9854,7.95139,24.48421
22:30,29,8,2013,0,0,330,0,743.9854,7.84722,25.08421
