Plot	Date.value	DataType	Core	Combined.code	Combined.code.2	Search.time.cum	CoarseRoot.cum	FineRoot.cum	TotRoot.cum	Search.Int	DaysBetween
Tower	41036	NPP	16	41036.Tower.16	Tower.41036.16	15	0.06	0.13	0.19	3	78
Tower	41036	NPP	16	41036.Tower.16	Tower.41036.16	20	0.06	0.19	0.25	4	78
BSouth	41037	NPP	1	41037.BSouth.01	BSouth.41037.1	5	0	0.01	0.01	1	81
BSouth	41037	NPP	1	41037.BSouth.01	BSouth.41037.1	10	0	0.02	0.02	2	81
BSouth	41037	NPP	1	41037.BSouth.01	BSouth.41037.1	15	0	0.04	0.04	3	81
BSouth	41037	NPP	1	41037.BSouth.01	BSouth.41037.1	20	0	0.05	0.05	4	81
BSouth	41037	NPP	2	41037.BSouth.02	BSouth.41037.2	5	0.2	0.12	0.32	1	81
BSouth	41037	NPP	2	41037.BSouth.02	BSouth.41037.2	10	0.2	0.21	0.41	2	81
BSouth	41037	NPP	2	41037.BSouth.02	BSouth.41037.2	15	0.2	0.31	0.51	3	81
BSouth	41037	NPP	2	41037.BSouth.02	BSouth.41037.2	20	0.2	0.35	0.55	4	81
BSouth	41056	NPP	3	41056.BSouth.03	BSouth.41056.3	5	0	0.1	0.1	1	100
BSouth	41056	NPP	3	41056.BSouth.03	BSouth.41056.3	10	0	0.17	0.17	2	100
BSouth	41056	NPP	3	41056.BSouth.03	BSouth.41056.3	15	0	0.23	0.23	3	100
BSouth	41056	NPP	3	41056.BSouth.03	BSouth.41056.3	20	0	0.27	0.27	4	100
BSouth	41056	NPP	4	41056.BSouth.04	BSouth.41056.4	5	0	0.11	0.11	1	100
BSouth	41056	NPP	4	41056.BSouth.04	BSouth.41056.4	10	0.22	0.32	0.54	2	100
BSouth	41056	NPP	4	41056.BSouth.04	BSouth.41056.4	15	0.22	0.41	0.63	3	100
BSouth	41056	NPP	4	41056.BSouth.04	BSouth.41056.4	20	0.22	0.5	0.72	4	100
BSouth	41056	NPP	5	41056.BSouth.05	BSouth.41056.5	5	0	0.09	0.09	1	100
BSouth	41056	NPP	5	41056.BSouth.05	BSouth.41056.5	10	0	0.11	0.11	2	100
BSouth	41056	NPP	5	41056.BSouth.05	BSouth.41056.5	15	0	0.15	0.15	3	100
BSouth	41056	NPP	5	41056.BSouth.05	BSouth.41056.5	20	0	0.54	0.54	4	100
BSouth	41056	NPP	6	41056.BSouth.06	BSouth.41056.6	5	0	0.11	0.11	1	100
BSouth	41056	NPP	6	41056.BSouth.06	BSouth.41056.6	10	0	0.13	0.13	2	100
BSouth	41056	NPP	6	41056.BSouth.06	BSouth.41056.6	15	0	0.14	0.14	3	100
BSouth	41056	NPP	6	41056.BSouth.06	BSouth.41056.6	20	0	0.15	0.15	4	100
BSouth	41037	NPP	7	41037.BSouth.07	BSouth.41037.7	5	0	0.01	0.01	1	81
BSouth	41037	NPP	7	41037.BSouth.07	BSouth.41037.7	10	0	0.02	0.02	2	81
BSouth	41037	NPP	7	41037.BSouth.07	BSouth.41037.7	15	0	0.025	0.025	3	81
BSouth	41037	NPP	7	41037.BSouth.07	BSouth.41037.7	20	0	0.03	0.03	4	81
BSouth	41037	NPP	8	41037.BSouth.08	BSouth.41037.8	5	0	0.16	0.16	1	81
BSouth	41037	NPP	8	41037.BSouth.08	BSouth.41037.8	10	0	0.24	0.24	2	81
BSouth	41037	NPP	8	41037.BSouth.08	BSouth.41037.8	15	0	0.28	0.28	3	81
BSouth	41037	NPP	8	41037.BSouth.08	BSouth.41037.8	20	0	0.3	0.3	4	81
BSouth	41037	NPP	9	41037.BSouth.09	BSouth.41037.9	5	0	0.04	0.04	1	81
BSouth	41037	NPP	9	41037.BSouth.09	BSouth.41037.9	10	0	0.07	0.07	2	81
BSouth	41037	NPP	9	41037.BSouth.09	BSouth.41037.9	15	0	0.08	0.08	3	81
BSouth	41037	NPP	9	41037.BSouth.09	BSouth.41037.9	20	0	0.1	0.1	4	81
BSouth	41037	NPP	10	41037.BSouth.10	BSouth.41037.10	5	0	0.06	0.06	1	81
BSouth	41037	NPP	10	41037.BSouth.10	BSouth.41037.10	10	0	0.11	0.11	2	81
BSouth	41037	NPP	10	41037.BSouth.10	BSouth.41037.10	15	0.05	0.17	0.22	3	81
BSouth	41037	NPP	10	41037.BSouth.10	BSouth.41037.10	20	0.05	0.19	0.24	4	81
BSouth	41056	NPP	11	41056.BSouth.11	BSouth.41056.11	5	0	0.05	0.05	1	100
BSouth	41056	NPP	11	41056.BSouth.11	BSouth.41056.11	10	0	0.07	0.07	2	100
BSouth	41056	NPP	11	41056.BSouth.11	BSouth.41056.11	15	0	0.09	0.09	3	100
BSouth	41056	NPP	11	41056.BSouth.11	BSouth.41056.11	20	0	0.13	0.13	4	100
BSouth	41056	NPP	12	41056.BSouth.12	BSouth.41056.12	5	0	0.12	0.12	1	100
BSouth	41056	NPP	12	41056.BSouth.12	BSouth.41056.12	10	0.12	0.27	0.39	2	100
BSouth	41056	NPP	12	41056.BSouth.12	BSouth.41056.12	15	0.12	0.37	0.49	3	100
BSouth	41056	NPP	12	41056.BSouth.12	BSouth.41056.12	20	0.12	0.39	0.51	4	100
BSouth	41056	NPP	13	41056.BSouth.13	BSouth.41056.13	5	0	0.18	0.18	1	100
BSouth	41056	NPP	13	41056.BSouth.13	BSouth.41056.13	10	0	0.2	0.2	2	100
BSouth	41056	NPP	13	41056.BSouth.13	BSouth.41056.13	15	0	0.7	0.7	3	100
BSouth	41056	NPP	13	41056.BSouth.13	BSouth.41056.13	20	0	0.73	0.73	4	100
BSouth	41056	NPP	14	41056.BSouth.14	BSouth.41056.14	5	0	0.04	0.04	1	100
BSouth	41056	NPP	14	41056.BSouth.14	BSouth.41056.14	10	0.01	0.06	0.07	2	100
BSouth	41056	NPP	14	41056.BSouth.14	BSouth.41056.14	15	0.01	0.07	0.08	3	100
BSouth	41056	NPP	14	41056.BSouth.14	BSouth.41056.14	20	0.01	0.08	0.09	4	100
BSouth	41037	NPP	15	41037.BSouth.15	BSouth.41037.15	5	0	0.28	0.28	1	81
BSouth	41037	NPP	15	41037.BSouth.15	BSouth.41037.15	10	0	0.33	0.33	2	81
BSouth	41037	NPP	15	41037.BSouth.15	BSouth.41037.15	15	0	0.73	0.73	3	81
BSouth	41037	NPP	15	41037.BSouth.15	BSouth.41037.15	20	0	0.77	0.77	4	81
BSouth	41037	NPP	16	41037.BSouth.16	BSouth.41037.16	5	0.06	0.25	0.31	1	81
BSouth	41037	NPP	16	41037.BSouth.16	BSouth.41037.16	10	0.06	0.74	0.8	2	81
BSouth	41037	NPP	16	41037.BSouth.16	BSouth.41037.16	15	0.06	0.84	0.9	3	81
BSouth	41037	NPP	16	41037.BSouth.16	BSouth.41037.16	20	0.06	1.04	1.1	4	81
Belian	41044	NPP	1	41044.Belian.01	Belian.41044.1	5	0	0.14	0.14	1	107
Belian	41044	NPP	1	41044.Belian.01	Belian.41044.1	10	0	0.25	0.25	2	107
Belian	41044	NPP	1	41044.Belian.01	Belian.41044.1	15	0	0.33	0.33	3	107
Belian	41044	NPP	1	41044.Belian.01	Belian.41044.1	20	0	0.34	0.34	4	107
Belian	41044	NPP	2	41044.Belian.02	Belian.41044.2	5	0	0.03	0.03	1	107
Belian	41044	NPP	2	41044.Belian.02	Belian.41044.2	10	0	0.03	0.03	2	107
Belian	41044	NPP	2	41044.Belian.02	Belian.41044.2	15	0	0.03	0.03	3	107
Belian	41044	NPP	2	41044.Belian.02	Belian.41044.2	20	0	0.03	0.03	4	107
Belian	41044	NPP	3	41044.Belian.03	Belian.41044.3	5	0.04	0.09	0.13	1	107
Belian	41044	NPP	3	41044.Belian.03	Belian.41044.3	10	0.04	0.12	0.16	2	107
Belian	41044	NPP	3	41044.Belian.03	Belian.41044.3	15	0.04	0.13	0.17	3	107
Belian	41044	NPP	3	41044.Belian.03	Belian.41044.3	20	0.04	0.135	0.175	4	107
Belian	41044	NPP	4	41044.Belian.04	Belian.41044.4	5	0	0.12	0.12	1	107
Belian	41044	NPP	4	41044.Belian.04	Belian.41044.4	10	0	0.15	0.15	2	107
Belian	41044	NPP	4	41044.Belian.04	Belian.41044.4	15	0	0.18	0.18	3	107
Belian	41044	NPP	4	41044.Belian.04	Belian.41044.4	20	0	0.2	0.2	4	107
Belian	41044	NPP	5	41044.Belian.05	Belian.41044.5	5	0.54	0.5	1.04	1	107
Belian	41044	NPP	5	41044.Belian.05	Belian.41044.5	10	0.54	0.86	1.4	2	107
Belian	41044	NPP	5	41044.Belian.05	Belian.41044.5	15	0.54	1.07	1.61	3	107
Belian	41044	NPP	5	41044.Belian.05	Belian.41044.5	20	0.54	1.12	1.66	4	107
Belian	41044	NPP	6	41044.Belian.06	Belian.41044.6	5	0	0.05	0.05	1	107
Belian	41044	NPP	6	41044.Belian.06	Belian.41044.6	10	0	0.07	0.07	2	107
Belian	41044	NPP	6	41044.Belian.06	Belian.41044.6	15	0	0.08	0.08	3	107
Belian	41044	NPP	6	41044.Belian.06	Belian.41044.6	20	0	0.09	0.09	4	107
Belian	41044	NPP	7	41044.Belian.07	Belian.41044.7	5	0	0.12	0.12	1	107
Belian	41044	NPP	7	41044.Belian.07	Belian.41044.7	10	0	0.19	0.19	2	107
Belian	41044	NPP	7	41044.Belian.07	Belian.41044.7	15	0	0.23	0.23	3	107
Belian	41044	NPP	7	41044.Belian.07	Belian.41044.7	20	0	0.24	0.24	4	107
Belian	41044	NPP	8	41044.Belian.08	Belian.41044.8	5	0.12	0.07	0.19	1	107
Belian	41044	NPP	8	41044.Belian.08	Belian.41044.8	10	0.12	0.15	0.27	2	107
Belian	41044	NPP	8	41044.Belian.08	Belian.41044.8	15	0.12	0.18	0.3	3	107
Belian	41044	NPP	8	41044.Belian.08	Belian.41044.8	20	0.12	0.21	0.33	4	107
Belian	41044	NPP	9	41044.Belian.09	Belian.41044.9	5	0	0.01	0.01	1	107
Belian	41044	NPP	9	41044.Belian.09	Belian.41044.9	10	0	0.02	0.02	2	107
Belian	41044	NPP	9	41044.Belian.09	Belian.41044.9	15	0	0.03	0.03	3	107
Belian	41044	NPP	9	41044.Belian.09	Belian.41044.9	20	0	0.035	0.035	4	107
Belian	41044	NPP	10	41044.Belian.10	Belian.41044.10	5	0.16	0.08	0.24	1	107
Belian	41044	NPP	10	41044.Belian.10	Belian.41044.10	10	0.16	0.15	0.31	2	107
Belian	41044	NPP	10	41044.Belian.10	Belian.41044.10	15	0.16	0.21	0.37	3	107
Belian	41044	NPP	10	41044.Belian.10	Belian.41044.10	20	0.16	0.25	0.41	4	107
Belian	41044	NPP	11	41044.Belian.11	Belian.41044.11	5	0	0.34	0.34	1	107
Belian	41044	NPP	11	41044.Belian.11	Belian.41044.11	10	0	0.75	0.75	2	107
Belian	41044	NPP	11	41044.Belian.11	Belian.41044.11	15	0	1.03	1.03	3	107
Belian	41044	NPP	11	41044.Belian.11	Belian.41044.11	20	0	1.16	1.16	4	107
Belian	41044	NPP	12	41044.Belian.12	Belian.41044.12	5	0	0.03	0.03	1	107
Belian	41044	NPP	12	41044.Belian.12	Belian.41044.12	10	0	0.08	0.08	2	107
Belian	41044	NPP	12	41044.Belian.12	Belian.41044.12	15	0	0.1	0.1	3	107
Belian	41044	NPP	12	41044.Belian.12	Belian.41044.12	20	0	0.13	0.13	4	107
Belian	41044	NPP	13	41044.Belian.13	Belian.41044.13	5	0	0.17	0.17	1	107
Belian	41044	NPP	13	41044.Belian.13	Belian.41044.13	10	0	0.22	0.22	2	107
Belian	41044	NPP	13	41044.Belian.13	Belian.41044.13	15	0	0.25	0.25	3	107
Belian	41044	NPP	13	41044.Belian.13	Belian.41044.13	20	0	0.28	0.28	4	107
Belian	41044	NPP	14	41044.Belian.14	Belian.41044.14	5	0.04	0.17	0.21	1	107
Belian	41044	NPP	14	41044.Belian.14	Belian.41044.14	10	0.04	0.26	0.3	2	107
Belian	41044	NPP	14	41044.Belian.14	Belian.41044.14	15	0.04	0.31	0.35	3	107
Belian	41044	NPP	14	41044.Belian.14	Belian.41044.14	20	0.04	0.45	0.49	4	107
Belian	41044	NPP	15	41044.Belian.15	Belian.41044.15	5	0	0.05	0.05	1	107
Belian	41044	NPP	15	41044.Belian.15	Belian.41044.15	10	0	0.06	0.06	2	107
Belian	41044	NPP	15	41044.Belian.15	Belian.41044.15	15	0	0.162	0.162	3	107
Belian	41044	NPP	15	41044.Belian.15	Belian.41044.15	20	0	0.172	0.172	4	107
Belian	41044	NPP	16	41044.Belian.16	Belian.41044.16	5	0.71	0.16	0.87	1	107
Belian	41044	NPP	16	41044.Belian.16	Belian.41044.16	10	0.71	0.32	1.03	2	107
Belian	41044	NPP	16	41044.Belian.16	Belian.41044.16	15	0.71	0.53	1.24	3	107
Belian	41044	NPP	16	41044.Belian.16	Belian.41044.16	20	0.71	0.77	1.48	4	107
Seraya	41139	NPP	1	41139.Seraya.01	Seraya.41139.1	5	0	0.1	0.1	1	96
Seraya	41139	NPP	1	41139.Seraya.01	Seraya.41139.1	10	0	0.11	0.11	2	96
Seraya	41139	NPP	1	41139.Seraya.01	Seraya.41139.1	15	0	0.11	0.11	3	96
Seraya	41139	NPP	1	41139.Seraya.01	Seraya.41139.1	20	0	0.11	0.11	4	96
Seraya	41139	NPP	2	41139.Seraya.02	Seraya.41139.2	5	0	0.01	0.01	1	96
Seraya	41139	NPP	2	41139.Seraya.02	Seraya.41139.2	10	0	0.01	0.01	2	96
Seraya	41139	NPP	2	41139.Seraya.02	Seraya.41139.2	15	0	0.01	0.01	3	96
Seraya	41139	NPP	2	41139.Seraya.02	Seraya.41139.2	20	0	0.01	0.01	4	96
Seraya	41139	NPP	3	41139.Seraya.03	Seraya.41139.3	5	0	0.13	0.13	1	96
Seraya	41139	NPP	3	41139.Seraya.03	Seraya.41139.3	10	0	0.14	0.14	2	96
Seraya	41139	NPP	3	41139.Seraya.03	Seraya.41139.3	15	0	0.14	0.14	3	96
Seraya	41139	NPP	3	41139.Seraya.03	Seraya.41139.3	20	0	0.14	0.14	4	96
Seraya	41139	NPP	4	41139.Seraya.04	Seraya.41139.4	5	0	0.06	0.06	1	96
Seraya	41139	NPP	4	41139.Seraya.04	Seraya.41139.4	10	0	0.07	0.07	2	96
Seraya	41139	NPP	4	41139.Seraya.04	Seraya.41139.4	15	0	0.07	0.07	3	96
Seraya	41139	NPP	4	41139.Seraya.04	Seraya.41139.4	20	0	0.07	0.07	4	96
Seraya	41139	NPP	5	41139.Seraya.05	Seraya.41139.5	5	0	0.2	0.2	1	96
Seraya	41139	NPP	5	41139.Seraya.05	Seraya.41139.5	10	0	0.25	0.25	2	96
Seraya	41139	NPP	5	41139.Seraya.05	Seraya.41139.5	15	0	0.25	0.25	3	96
Seraya	41139	NPP	5	41139.Seraya.05	Seraya.41139.5	20	0	0.25	0.25	4	96
Seraya	41139	NPP	6	41139.Seraya.06	Seraya.41139.6	5	0	0.13	0.13	1	96
Seraya	41139	NPP	6	41139.Seraya.06	Seraya.41139.6	10	0	0.18	0.18	2	96
Seraya	41139	NPP	6	41139.Seraya.06	Seraya.41139.6	15	0	0.18	0.18	3	96
Seraya	41139	NPP	6	41139.Seraya.06	Seraya.41139.6	20	0	0.18	0.18	4	96
Seraya	41139	NPP	7	41139.Seraya.07	Seraya.41139.7	5	0	0.28	0.28	1	96
Seraya	41139	NPP	7	41139.Seraya.07	Seraya.41139.7	10	0	0.28	0.28	2	96
Seraya	41139	NPP	7	41139.Seraya.07	Seraya.41139.7	15	0	0.28	0.28	3	96
Seraya	41139	NPP	7	41139.Seraya.07	Seraya.41139.7	20	0	0.28	0.28	4	96
Seraya	41139	NPP	8	41139.Seraya.08	Seraya.41139.8	5	0	0.06	0.06	1	96
Seraya	41139	NPP	8	41139.Seraya.08	Seraya.41139.8	10	0	0.06	0.06	2	96
Seraya	41139	NPP	8	41139.Seraya.08	Seraya.41139.8	15	0	0.06	0.06	3	96
Seraya	41139	NPP	8	41139.Seraya.08	Seraya.41139.8	20	0	0.06	0.06	4	96
Seraya	41139	NPP	9	41139.Seraya.09	Seraya.41139.9	5	0	0.94	0.94	1	96
Seraya	41139	NPP	9	41139.Seraya.09	Seraya.41139.9	10	0	1.04	1.04	2	96
Seraya	41139	NPP	9	41139.Seraya.09	Seraya.41139.9	15	0	1.1	1.1	3	96
Seraya	41139	NPP	9	41139.Seraya.09	Seraya.41139.9	20	0	1.12	1.12	4	96
Seraya	41139	NPP	10	41139.Seraya.10	Seraya.41139.10	5	0	0.05	0.05	1	96
Seraya	41139	NPP	10	41139.Seraya.10	Seraya.41139.10	10	0	0.11	0.11	2	96
Seraya	41139	NPP	10	41139.Seraya.10	Seraya.41139.10	15	0	0.11	0.11	3	96
Seraya	41139	NPP	10	41139.Seraya.10	Seraya.41139.10	20	0	0.11	0.11	4	96
Seraya	41139	NPP	11	41139.Seraya.11	Seraya.41139.11	5	0	0.12	0.12	1	96
Seraya	41139	NPP	11	41139.Seraya.11	Seraya.41139.11	10	0	0.23	0.23	2	96
Seraya	41139	NPP	11	41139.Seraya.11	Seraya.41139.11	15	0	0.24	0.24	3	96
Seraya	41139	NPP	11	41139.Seraya.11	Seraya.41139.11	20	0	0.245	0.245	4	96
Seraya	41139	NPP	12	41139.Seraya.12	Seraya.41139.12	5	0	0.75	0.75	1	96
Seraya	41139	NPP	12	41139.Seraya.12	Seraya.41139.12	10	0	1.4	1.4	2	96
Seraya	41139	NPP	12	41139.Seraya.12	Seraya.41139.12	15	0	1.75	1.75	3	96
Seraya	41139	NPP	12	41139.Seraya.12	Seraya.41139.12	20	0	1.8	1.8	4	96
Seraya	41139	NPP	13	41139.Seraya.13	Seraya.41139.13	5	0	0.05	0.05	1	96
Seraya	41139	NPP	13	41139.Seraya.13	Seraya.41139.13	10	0	0.06	0.06	2	96
Seraya	41139	NPP	13	41139.Seraya.13	Seraya.41139.13	15	0	0.06	0.06	3	96
Seraya	41139	NPP	13	41139.Seraya.13	Seraya.41139.13	20	0	0.06	0.06	4	96
Seraya	41139	NPP	14	41139.Seraya.14	Seraya.41139.14	5	0	0.38	0.38	1	96
Seraya	41139	NPP	14	41139.Seraya.14	Seraya.41139.14	10	0	0.49	0.49	2	96
Seraya	41139	NPP	14	41139.Seraya.14	Seraya.41139.14	15	0	0.59	0.59	3	96
Seraya	41139	NPP	14	41139.Seraya.14	Seraya.41139.14	20	0	0.64	0.64	4	96
Seraya	41139	NPP	15	41139.Seraya.15	Seraya.41139.15	5	0	0.05	0.05	1	96
Seraya	41139	NPP	15	41139.Seraya.15	Seraya.41139.15	10	0	0.06	0.06	2	96
Seraya	41139	NPP	15	41139.Seraya.15	Seraya.41139.15	15	0	0.06	0.06	3	96
Seraya	41139	NPP	15	41139.Seraya.15	Seraya.41139.15	20	0	0.06	0.06	4	96
Seraya	41139	NPP	16	41139.Seraya.16	Seraya.41139.16	5	0	0.13	0.13	1	96
Seraya	41139	NPP	16	41139.Seraya.16	Seraya.41139.16	10	0	0.14	0.14	2	96
Seraya	41139	NPP	16	41139.Seraya.16	Seraya.41139.16	15	0	0.21	0.21	3	96
Seraya	41139	NPP	16	41139.Seraya.16	Seraya.41139.16	20	0	0.21	0.21	4	96
Tower	41131	NPP	1	41131.Tower.01	Tower.41131.1	5	0	0.005	0.005	1	95
Tower	41131	NPP	1	41131.Tower.01	Tower.41131.1	10	0	0.01	0.01	2	95
Tower	41131	NPP	1	41131.Tower.01	Tower.41131.1	15	0	0.015	0.015	3	95
Tower	41131	NPP	1	41131.Tower.01	Tower.41131.1	20	0	0.015	0.015	4	95
Tower	41129	NPP	2	41129.Tower.02	Tower.41129.2	5	0.25	0.5	0.75	1	93
Tower	41129	NPP	2	41129.Tower.02	Tower.41129.2	10	0.25	0.505	0.755	2	93
Tower	41129	NPP	2	41129.Tower.02	Tower.41129.2	15	0.25	0.51	0.76	3	93
Tower	41129	NPP	2	41129.Tower.02	Tower.41129.2	20	0.25	0.511	0.761	4	93
Tower	41131	NPP	3	41131.Tower.03	Tower.41131.3	5	0.3	0.26	0.56	1	95
Tower	41131	NPP	3	41131.Tower.03	Tower.41131.3	10	0.3	0.37	0.67	2	95
Tower	41131	NPP	3	41131.Tower.03	Tower.41131.3	15	0.3	0.49	0.79	3	95
Tower	41131	NPP	3	41131.Tower.03	Tower.41131.3	20	0.3	0.56	0.86	4	95
Tower	41129	NPP	4	41129.Tower.04	Tower.41129.4	5	0	0.005	0.005	1	93
Tower	41129	NPP	4	41129.Tower.04	Tower.41129.4	10	0	0.005	0.005	2	93
Tower	41129	NPP	4	41129.Tower.04	Tower.41129.4	15	0	0.005	0.005	3	93
Tower	41129	NPP	4	41129.Tower.04	Tower.41129.4	20	0	0.005	0.005	4	93
Tower	41129	NPP	5	41129.Tower.05	Tower.41129.5	5	0	0	0	1	93
Tower	41129	NPP	5	41129.Tower.05	Tower.41129.5	10	0	0	0	2	93
Tower	41129	NPP	5	41129.Tower.05	Tower.41129.5	15	0	0.2	0.2	3	93
Tower	41129	NPP	5	41129.Tower.05	Tower.41129.5	20	0	0.29	0.29	4	93
Tower	41131	NPP	6	41131.Tower.06	Tower.41131.6	5	0	0.005	0.005	1	95
Tower	41131	NPP	6	41131.Tower.06	Tower.41131.6	10	0	0.01	0.01	2	95
Tower	41131	NPP	6	41131.Tower.06	Tower.41131.6	15	0	0.015	0.015	3	95
Tower	41131	NPP	6	41131.Tower.06	Tower.41131.6	20	0.28	0.016	0.296	4	95
Tower	41129	NPP	7	41129.Tower.07	Tower.41129.7	5	0	0.35	0.35	1	93
Tower	41129	NPP	7	41129.Tower.07	Tower.41129.7	10	0	0.51	0.51	2	93
Tower	41129	NPP	7	41129.Tower.07	Tower.41129.7	15	0	0.64	0.64	3	93
Tower	41129	NPP	7	41129.Tower.07	Tower.41129.7	20	0	0.7	0.7	4	93
Tower	41131	NPP	8	41131.Tower.08	Tower.41131.8	5	0	0.25	0.25	1	95
Tower	41131	NPP	8	41131.Tower.08	Tower.41131.8	10	0	0.255	0.255	2	95
Tower	41131	NPP	8	41131.Tower.08	Tower.41131.8	15	0	0.26	0.26	3	95
Tower	41131	NPP	8	41131.Tower.08	Tower.41131.8	20	0	0.265	0.265	4	95
Tower	41131	NPP	9	41131.Tower.09	Tower.41131.9	0	0	NA	NA	1	1
Tower	41131	NPP	9	41131.Tower.09	Tower.41131.9	0	0	NA	NA	2	1
Tower	41131	NPP	9	41131.Tower.09	Tower.41131.9	0	0	NA	NA	3	1
Tower	41131	NPP	9	41131.Tower.09	Tower.41131.9	0	0	NA	NA	4	1
Tower	41129	NPP	10	41129.Tower.10	Tower.41129.10	5	0.03	0.07	0.1	1	93
Tower	41129	NPP	10	41129.Tower.10	Tower.41129.10	10	0.03	0.075	0.105	2	93
Tower	41129	NPP	10	41129.Tower.10	Tower.41129.10	15	0.03	0.08	0.11	3	93
Tower	41129	NPP	10	41129.Tower.10	Tower.41129.10	20	0.03	0.08	0.11	4	93
Tower	41129	NPP	11	41129.Tower.11	Tower.41129.11	5	0	0.01	0.01	1	93
Tower	41129	NPP	11	41129.Tower.11	Tower.41129.11	10	0	0.015	0.015	2	93
Tower	41129	NPP	11	41129.Tower.11	Tower.41129.11	15	0	0.015	0.015	3	93
Tower	41129	NPP	11	41129.Tower.11	Tower.41129.11	20	0	0.015	0.015	4	93
Tower	41129	NPP	12	41129.Tower.12	Tower.41129.12	5	0.06	0.24	0.3	1	93
Tower	41129	NPP	12	41129.Tower.12	Tower.41129.12	10	0.06	0.245	0.305	2	93
Tower	41129	NPP	12	41129.Tower.12	Tower.41129.12	15	0.06	0.245	0.305	3	93
Tower	41129	NPP	12	41129.Tower.12	Tower.41129.12	20	0.06	0.245	0.305	4	93
Tower	41129	NPP	13	41129.Tower.13	Tower.41129.13	5	0.07	0.1	0.17	1	93
Tower	41129	NPP	13	41129.Tower.13	Tower.41129.13	10	0.07	0.19	0.26	2	93
Tower	41129	NPP	13	41129.Tower.13	Tower.41129.13	15	0.07	0.19	0.26	3	93
Tower	41129	NPP	13	41129.Tower.13	Tower.41129.13	20	0.07	0.19	0.26	4	93
Tower	41129	NPP	14	41129.Tower.14	Tower.41129.14	5	0	0.09	0.09	1	93
Tower	41129	NPP	14	41129.Tower.14	Tower.41129.14	10	0	0.16	0.16	2	93
Tower	41129	NPP	14	41129.Tower.14	Tower.41129.14	15	0	0.165	0.165	3	93
Tower	41129	NPP	14	41129.Tower.14	Tower.41129.14	20	0	0.17	0.17	4	93
Tower	41129	NPP	15	41129.Tower.15	Tower.41129.15	5	0	0.08	0.08	1	93
Tower	41129	NPP	15	41129.Tower.15	Tower.41129.15	10	0	0.081	0.081	2	93
Tower	41129	NPP	15	41129.Tower.15	Tower.41129.15	15	0	0.091	0.091	3	93
Tower	41129	NPP	15	41129.Tower.15	Tower.41129.15	20	0	0.096	0.096	4	93
Tower	41129	NPP	16	41129.Tower.16	Tower.41129.16	5	0	0.2	0.2	1	93
Tower	41129	NPP	16	41129.Tower.16	Tower.41129.16	10	0	0.29	0.29	2	93
Tower	41129	NPP	16	41129.Tower.16	Tower.41129.16	15	0	0.94	0.94	3	93
Tower	41129	NPP	16	41129.Tower.16	Tower.41129.16	20	0	0.945	0.945	4	93
BSouth	41131	NPP	1	41131.BSouth.01	BSouth.41131.1	5	0	0.005	0.005	1	94
BSouth	41131	NPP	1	41131.BSouth.01	BSouth.41131.1	10	0	0.505	0.505	2	94
BSouth	41131	NPP	1	41131.BSouth.01	BSouth.41131.1	15	0	1.005	1.005	3	94
BSouth	41131	NPP	1	41131.BSouth.01	BSouth.41131.1	20	0	1.01	1.01	4	94
BSouth	41131	NPP	2	41131.BSouth.02	BSouth.41131.2	5	0	0.28	0.28	1	94
BSouth	41131	NPP	2	41131.BSouth.02	BSouth.41131.2	10	0	0.54	0.54	2	94
BSouth	41131	NPP	2	41131.BSouth.02	BSouth.41131.2	15	0	0.65	0.65	3	94
BSouth	41131	NPP	2	41131.BSouth.02	BSouth.41131.2	20	0	0.76	0.76	4	94
BSouth	41131	NPP	3	41131.BSouth.03	BSouth.41131.3	5	0	0.09	0.09	1	75
BSouth	41131	NPP	3	41131.BSouth.03	BSouth.41131.3	10	0	0.14	0.14	2	75
BSouth	41131	NPP	3	41131.BSouth.03	BSouth.41131.3	15	0	0.19	0.19	3	75
BSouth	41131	NPP	3	41131.BSouth.03	BSouth.41131.3	20	0	0.195	0.195	4	75
BSouth	41131	NPP	4	41131.BSouth.04	BSouth.41131.4	5	0	0.1	0.1	1	75
BSouth	41131	NPP	4	41131.BSouth.04	BSouth.41131.4	10	0	0.14	0.14	2	75
BSouth	41131	NPP	4	41131.BSouth.04	BSouth.41131.4	15	0	0.18	0.18	3	75
BSouth	41131	NPP	4	41131.BSouth.04	BSouth.41131.4	20	0	0.19	0.19	4	75
BSouth	41131	NPP	5	41131.BSouth.05	BSouth.41131.5	5	0	0.13	0.13	1	75
BSouth	41131	NPP	5	41131.BSouth.05	BSouth.41131.5	10	0	0.14	0.14	2	75
BSouth	41131	NPP	5	41131.BSouth.05	BSouth.41131.5	15	0	0.14	0.14	3	75
BSouth	41131	NPP	5	41131.BSouth.05	BSouth.41131.5	20	0	0.14	0.14	4	75
BSouth	41131	NPP	6	41131.BSouth.06	BSouth.41131.6	5	0	0.09	0.09	1	75
BSouth	41131	NPP	6	41131.BSouth.06	BSouth.41131.6	10	0	0.18	0.18	2	75
BSouth	41131	NPP	6	41131.BSouth.06	BSouth.41131.6	15	0	0.18	0.18	3	75
BSouth	41131	NPP	6	41131.BSouth.06	BSouth.41131.6	20	0	0.18	0.18	4	75
BSouth	41131	NPP	7	41131.BSouth.07	BSouth.41131.7	5	0	0.01	0.01	1	94
