Plot	Date.value	DataType	Core	Combined.code	Combined.code.2	Search.time.cum	CoarseRoot.cum	FineRoot.cum	TotRoot.cum	Search.Int	DaysBetween
Seraya	40928	NPP	11	40928.Seraya.11	Seraya.40928.11	10	0	0.14	0.14	1	96
Seraya	40928	NPP	11	40928.Seraya.11	Seraya.40928.11	20	0	0.24	0.24	2	96
Seraya	40928	NPP	11	40928.Seraya.11	Seraya.40928.11	30	0	0.27	0.27	3	96
Seraya	40928	NPP	11	40928.Seraya.11	Seraya.40928.11	40	0	0.31	0.31	4	96
Seraya	40928	NPP	12	40928.Seraya.12	Seraya.40928.12	10	0.36	0.17	0.53	1	96
Seraya	40928	NPP	12	40928.Seraya.12	Seraya.40928.12	20	0.36	0.38	0.74	2	96
Seraya	40928	NPP	12	40928.Seraya.12	Seraya.40928.12	30	0.36	0.47	0.83	3	96
Seraya	40928	NPP	12	40928.Seraya.12	Seraya.40928.12	40	0.36	0.51	0.87	4	96
Seraya	40928	NPP	13	40928.Seraya.13	Seraya.40928.13	10	0.15	0.15	0.3	1	96
Seraya	40928	NPP	13	40928.Seraya.13	Seraya.40928.13	20	0.15	0.18	0.33	2	96
Seraya	40928	NPP	13	40928.Seraya.13	Seraya.40928.13	30	0.15	0.21	0.36	3	96
Seraya	40928	NPP	13	40928.Seraya.13	Seraya.40928.13	40	0.15	0.23	0.38	4	96
Seraya	40928	NPP	14	40928.Seraya.14	Seraya.40928.14	10	0	0.52	0.52	1	96
Seraya	40928	NPP	14	40928.Seraya.14	Seraya.40928.14	20	0	0.78	0.78	2	96
Seraya	40928	NPP	14	40928.Seraya.14	Seraya.40928.14	30	0	0.85	0.85	3	96
Seraya	40928	NPP	14	40928.Seraya.14	Seraya.40928.14	40	0	0.9	0.9	4	96
Seraya	40928	NPP	15	40928.Seraya.15	Seraya.40928.15	10	1.77	0.21	1.98	1	96
Seraya	40928	NPP	15	40928.Seraya.15	Seraya.40928.15	20	1.77	0.39	2.16	2	96
Seraya	40928	NPP	15	40928.Seraya.15	Seraya.40928.15	30	1.77	0.68	2.45	3	96
Seraya	40928	NPP	15	40928.Seraya.15	Seraya.40928.15	40	1.77	0.84	2.61	4	96
Seraya	40928	NPP	16	40928.Seraya.16	Seraya.40928.16	10	0	0.28	0.28	1	96
Seraya	40928	NPP	16	40928.Seraya.16	Seraya.40928.16	20	0	0.39	0.39	2	96
Seraya	40928	NPP	16	40928.Seraya.16	Seraya.40928.16	30	0	0.48	0.48	3	96
Seraya	40928	NPP	16	40928.Seraya.16	Seraya.40928.16	40	0	0.58	0.58	4	96
LF	40951	NPP	1	40951.LF.01	LF.40951.1	5	0.02	0.11	0.13	1	100
LF	40951	NPP	1	40951.LF.01	LF.40951.1	10	0.02	0.21	0.23	2	100
LF	40951	NPP	1	40951.LF.01	LF.40951.1	15	0.02	0.28	0.3	3	100
LF	40951	NPP	1	40951.LF.01	LF.40951.1	20	0.02	0.33	0.35	4	100
LF	40951	NPP	2	40951.LF.02	LF.40951.2	5	0.1	0.15	0.25	1	100
LF	40951	NPP	2	40951.LF.02	LF.40951.2	10	0.1	0.2	0.3	2	100
LF	40951	NPP	2	40951.LF.02	LF.40951.2	15	0.1	0.28	0.38	3	100
LF	40951	NPP	2	40951.LF.02	LF.40951.2	20	0.1	0.34	0.44	4	100
LF	40951	NPP	3	40951.LF.03	LF.40951.3	5	0	0.15	0.15	1	100
LF	40951	NPP	3	40951.LF.03	LF.40951.3	10	0	0.22	0.22	2	100
LF	40951	NPP	3	40951.LF.03	LF.40951.3	15	0.03	0.3	0.33	3	100
LF	40951	NPP	3	40951.LF.03	LF.40951.3	20	0.03	0.33	0.36	4	100
LF	40951	NPP	4	40951.LF.04	LF.40951.4	5	0.22	0.13	0.35	1	100
LF	40951	NPP	4	40951.LF.04	LF.40951.4	10	0.27	0.16	0.43	2	100
LF	40951	NPP	4	40951.LF.04	LF.40951.4	15	0.27	0.26	0.53	3	100
LF	40951	NPP	4	40951.LF.04	LF.40951.4	20	0.27	0.28	0.55	4	100
LF	40951	NPP	5	40951.LF.05	LF.40951.5	5	0	0.17	0.17	1	100
LF	40951	NPP	5	40951.LF.05	LF.40951.5	10	0	0.38	0.38	2	100
LF	40951	NPP	5	40951.LF.05	LF.40951.5	15	0	0.47	0.47	3	100
LF	40951	NPP	5	40951.LF.05	LF.40951.5	20	0	0.62	0.62	4	100
LF	40951	NPP	6	40951.LF.06	LF.40951.6	5	0.08	0.05	0.13	1	100
LF	40951	NPP	6	40951.LF.06	LF.40951.6	10	0.19	0.18	0.37	2	100
LF	40951	NPP	6	40951.LF.06	LF.40951.6	15	0.19	0.24	0.43	3	100
LF	40951	NPP	6	40951.LF.06	LF.40951.6	20	0.19	0.33	0.52	4	100
LF	40951	NPP	7	40951.LF.07	LF.40951.7	5	0.35	0.19	0.54	1	100
LF	40951	NPP	7	40951.LF.07	LF.40951.7	10	0.5	0.3	0.8	2	100
LF	40951	NPP	7	40951.LF.07	LF.40951.7	15	0.53	0.53	1.06	3	100
LF	40951	NPP	7	40951.LF.07	LF.40951.7	20	0.67	1.09	1.76	4	100
LF	40951	NPP	8	40951.LF.08	LF.40951.8	5	0.02	0.07	0.09	1	100
LF	40951	NPP	8	40951.LF.08	LF.40951.8	10	0.02	0.13	0.15	2	100
LF	40951	NPP	8	40951.LF.08	LF.40951.8	15	0.02	0.21	0.23	3	100
LF	40951	NPP	8	40951.LF.08	LF.40951.8	20	0.02	0.25	0.27	4	100
LF	40951	NPP	9	40951.LF.09	LF.40951.9	5	0.24	0.29	0.53	1	100
LF	40951	NPP	9	40951.LF.09	LF.40951.9	10	0.24	0.5	0.74	2	100
LF	40951	NPP	9	40951.LF.09	LF.40951.9	15	0.24	0.82	1.06	3	100
LF	40951	NPP	9	40951.LF.09	LF.40951.9	20	0.24	1.02	1.26	4	100
LF	40951	NPP	10	40951.LF.10	LF.40951.10	5	0.28	0.17	0.45	1	100
LF	40951	NPP	10	40951.LF.10	LF.40951.10	10	0.28	0.4	0.68	2	100
LF	40951	NPP	10	40951.LF.10	LF.40951.10	15	0.41	0.51	0.92	3	100
LF	40951	NPP	10	40951.LF.10	LF.40951.10	20	0.45	0.61	1.06	4	100
LF	40951	NPP	11	40951.LF.11	LF.40951.11	5	0.3	0.19	0.49	1	100
LF	40951	NPP	11	40951.LF.11	LF.40951.11	10	0.37	0.37	0.74	2	100
LF	40951	NPP	11	40951.LF.11	LF.40951.11	15	0.48	0.56	1.04	3	100
LF	40951	NPP	11	40951.LF.11	LF.40951.11	20	0.48	0.68	1.16	4	100
LF	40951	NPP	12	40951.LF.12	LF.40951.12	5	0.19	0.3	0.49	1	100
LF	40951	NPP	12	40951.LF.12	LF.40951.12	10	0.55	0.34	0.89	2	100
LF	40951	NPP	12	40951.LF.12	LF.40951.12	15	0.55	0.7	1.25	3	100
LF	40951	NPP	12	40951.LF.12	LF.40951.12	20	0.55	1.16	1.71	4	100
LF	40951	NPP	13	40951.LF.13	LF.40951.13	5	0.05	0.03	0.08	1	100
LF	40951	NPP	13	40951.LF.13	LF.40951.13	10	0.05	0.16	0.21	2	100
LF	40951	NPP	13	40951.LF.13	LF.40951.13	15	0.05	0.24	0.29	3	100
LF	40951	NPP	13	40951.LF.13	LF.40951.13	20	0.05	0.27	0.32	4	100
LF	40951	NPP	14	40951.LF.14	LF.40951.14	5	0	0.33	0.33	1	100
LF	40951	NPP	14	40951.LF.14	LF.40951.14	10	0.13	0.52	0.65	2	100
LF	40951	NPP	14	40951.LF.14	LF.40951.14	15	0.13	0.64	0.77	3	100
LF	40951	NPP	14	40951.LF.14	LF.40951.14	20	0.13	0.73	0.86	4	100
LF	40951	NPP	15	40951.LF.15	LF.40951.15	5	0	0.12	0.12	1	100
LF	40951	NPP	15	40951.LF.15	LF.40951.15	10	0	0.14	0.14	2	100
LF	40951	NPP	15	40951.LF.15	LF.40951.15	15	0	0.18	0.18	3	100
LF	40951	NPP	15	40951.LF.15	LF.40951.15	20	0	0.25	0.25	4	100
LF	40951	NPP	16	40951.LF.16	LF.40951.16	5	0.05	0.27	0.32	1	100
LF	40951	NPP	16	40951.LF.16	LF.40951.16	10	0.05	0.32	0.37	2	100
LF	40951	NPP	16	40951.LF.16	LF.40951.16	15	0.05	0.36	0.41	3	100
LF	40951	NPP	16	40951.LF.16	LF.40951.16	20	0.05	0.42	0.47	4	100
BSouth	40956	NPP	1	40956.BSouth.01	BSouth.40956.1	5	0	0.26	0.26	1	151
BSouth	40956	NPP	1	40956.BSouth.01	BSouth.40956.1	10	0	0.39	0.39	2	151
BSouth	40956	NPP	1	40956.BSouth.01	BSouth.40956.1	15	0	0.46	0.46	3	151
BSouth	40956	NPP	1	40956.BSouth.01	BSouth.40956.1	20	0	0.51	0.51	4	151
BSouth	40956	NPP	2	40956.BSouth.02	BSouth.40956.2	5	0.14	0.44	0.58	1	151
BSouth	40956	NPP	2	40956.BSouth.02	BSouth.40956.2	10	0.14	0.7	0.84	2	151
BSouth	40956	NPP	2	40956.BSouth.02	BSouth.40956.2	15	0.14	0.83	0.97	3	151
BSouth	40956	NPP	2	40956.BSouth.02	BSouth.40956.2	20	0.14	0.88	1.02	4	151
BSouth	40956	NPP	3	40956.BSouth.03	BSouth.40956.3	5	0.24	0.57	0.81	1	151
BSouth	40956	NPP	3	40956.BSouth.03	BSouth.40956.3	10	0.24	0.9	1.14	2	151
BSouth	40956	NPP	3	40956.BSouth.03	BSouth.40956.3	15	0.24	1.18	1.42	3	151
BSouth	40956	NPP	3	40956.BSouth.03	BSouth.40956.3	20	0.24	1.35	1.59	4	151
BSouth	40956	NPP	4	40956.BSouth.04	BSouth.40956.4	5	0	0.15	0.15	1	151
BSouth	40956	NPP	4	40956.BSouth.04	BSouth.40956.4	10	0	0.27	0.27	2	151
BSouth	40956	NPP	4	40956.BSouth.04	BSouth.40956.4	15	0	0.33	0.33	3	151
BSouth	40956	NPP	4	40956.BSouth.04	BSouth.40956.4	20	0	0.37	0.37	4	151
BSouth	40956	NPP	5	40956.BSouth.05	BSouth.40956.5	5	0.35	0.83	1.18	1	151
BSouth	40956	NPP	5	40956.BSouth.05	BSouth.40956.5	10	0.35	1.43	1.78	2	151
BSouth	40956	NPP	5	40956.BSouth.05	BSouth.40956.5	15	0.35	1.89	2.24	3	151
BSouth	40956	NPP	5	40956.BSouth.05	BSouth.40956.5	20	0.39	2.25	2.64	4	151
BSouth	40956	NPP	6	40956.BSouth.06	BSouth.40956.6	5	0.16	0	0.16	1	151
BSouth	40956	NPP	6	40956.BSouth.06	BSouth.40956.6	10	0.16	0.04	0.2	2	151
BSouth	40956	NPP	6	40956.BSouth.06	BSouth.40956.6	15	0.16	0.06	0.22	3	151
BSouth	40956	NPP	6	40956.BSouth.06	BSouth.40956.6	20	0.16	0.1	0.26	4	151
BSouth	40956	NPP	7	40956.BSouth.07	BSouth.40956.7	5	0	0.15	0.15	1	151
BSouth	40956	NPP	7	40956.BSouth.07	BSouth.40956.7	10	0	0.22	0.22	2	151
BSouth	40956	NPP	7	40956.BSouth.07	BSouth.40956.7	15	0	0.26	0.26	3	151
BSouth	40956	NPP	7	40956.BSouth.07	BSouth.40956.7	20	0	0.31	0.31	4	151
BSouth	40956	NPP	8	40956.BSouth.08	BSouth.40956.8	5	0.01	0.09	0.1	1	151
BSouth	40956	NPP	8	40956.BSouth.08	BSouth.40956.8	10	0.01	0.16	0.17	2	151
BSouth	40956	NPP	8	40956.BSouth.08	BSouth.40956.8	15	0.01	0.2	0.21	3	151
BSouth	40956	NPP	8	40956.BSouth.08	BSouth.40956.8	20	0.01	0.22	0.23	4	151
BSouth	40956	NPP	9	40956.BSouth.09	BSouth.40956.9	5	0.09	0.52	0.61	1	151
BSouth	40956	NPP	9	40956.BSouth.09	BSouth.40956.9	10	0.16	0.77	0.93	2	151
BSouth	40956	NPP	9	40956.BSouth.09	BSouth.40956.9	15	0.16	0.99	1.15	3	151
BSouth	40956	NPP	9	40956.BSouth.09	BSouth.40956.9	20	0.16	1.1	1.26	4	151
BSouth	40956	NPP	10	40956.BSouth.10	BSouth.40956.10	5	0	0.09	0.09	1	151
BSouth	40956	NPP	10	40956.BSouth.10	BSouth.40956.10	10	0	0.16	0.16	2	151
BSouth	40956	NPP	10	40956.BSouth.10	BSouth.40956.10	15	0	0.2	0.2	3	151
BSouth	40956	NPP	10	40956.BSouth.10	BSouth.40956.10	20	0	0.23	0.23	4	151
BSouth	40956	NPP	11	40956.BSouth.11	BSouth.40956.11	5	0	0.24	0.24	1	151
BSouth	40956	NPP	11	40956.BSouth.11	BSouth.40956.11	10	0	0.34	0.34	2	151
BSouth	40956	NPP	11	40956.BSouth.11	BSouth.40956.11	15	0	0.39	0.39	3	151
BSouth	40956	NPP	11	40956.BSouth.11	BSouth.40956.11	20	0	0.43	0.43	4	151
BSouth	40956	NPP	12	40956.BSouth.12	BSouth.40956.12	5	0	0.22	0.22	1	151
BSouth	40956	NPP	12	40956.BSouth.12	BSouth.40956.12	10	0	0.27	0.27	2	151
BSouth	40956	NPP	12	40956.BSouth.12	BSouth.40956.12	15	0	0.28	0.28	3	151
BSouth	40956	NPP	12	40956.BSouth.12	BSouth.40956.12	20	0	0.3	0.3	4	151
BSouth	40956	NPP	13	40956.BSouth.13	BSouth.40956.13	5	0.07	0.16	0.23	1	151
BSouth	40956	NPP	13	40956.BSouth.13	BSouth.40956.13	10	0.07	0.27	0.34	2	151
BSouth	40956	NPP	13	40956.BSouth.13	BSouth.40956.13	15	0.07	0.29	0.36	3	151
BSouth	40956	NPP	13	40956.BSouth.13	BSouth.40956.13	20	0.07	0.3	0.37	4	151
BSouth	40956	NPP	14	40956.BSouth.14	BSouth.40956.14	5	0	0.09	0.09	1	151
BSouth	40956	NPP	14	40956.BSouth.14	BSouth.40956.14	10	0	0.26	0.26	2	151
BSouth	40956	NPP	14	40956.BSouth.14	BSouth.40956.14	15	0	0.35	0.35	3	151
BSouth	40956	NPP	14	40956.BSouth.14	BSouth.40956.14	20	0	0.45	0.45	4	151
BSouth	40956	NPP	15	40956.BSouth.15	BSouth.40956.15	5	0	0.23	0.23	1	151
BSouth	40956	NPP	15	40956.BSouth.15	BSouth.40956.15	10	0	0.57	0.57	2	151
BSouth	40956	NPP	15	40956.BSouth.15	BSouth.40956.15	15	0	0.69	0.69	3	151
BSouth	40956	NPP	15	40956.BSouth.15	BSouth.40956.15	20	0	0.91	0.91	4	151
BSouth	40956	NPP	16	40956.BSouth.16	BSouth.40956.16	5	0	0.35	0.35	1	151
BSouth	40956	NPP	16	40956.BSouth.16	BSouth.40956.16	10	0.04	0.59	0.63	2	151
BSouth	40956	NPP	16	40956.BSouth.16	BSouth.40956.16	15	0.04	0.67	0.71	3	151
BSouth	40956	NPP	16	40956.BSouth.16	BSouth.40956.16	20	0.04	0.8	0.84	4	151
BNorth	40959	NPP	1	40959.BNorth.01	BNorth.40959.1	5	0.21	0.09	0.3	1	132
BNorth	40959	NPP	1	40959.BNorth.01	BNorth.40959.1	10	0.21	0.21	0.42	2	132
BNorth	40959	NPP	1	40959.BNorth.01	BNorth.40959.1	15	0.21	0.3	0.51	3	132
BNorth	40959	NPP	1	40959.BNorth.01	BNorth.40959.1	20	0.21	0.35	0.56	4	132
BNorth	40959	NPP	2	40959.BNorth.02	BNorth.40959.2	5	0	0.04	0.04	1	132
BNorth	40959	NPP	2	40959.BNorth.02	BNorth.40959.2	10	0	0.12	0.12	2	132
BNorth	40959	NPP	2	40959.BNorth.02	BNorth.40959.2	15	0	0.13	0.13	3	132
BNorth	40959	NPP	2	40959.BNorth.02	BNorth.40959.2	20	0	0.14	0.14	4	132
BNorth	40959	NPP	3	40959.BNorth.03	BNorth.40959.3	5	0	0.13	0.13	1	132
BNorth	40959	NPP	3	40959.BNorth.03	BNorth.40959.3	10	0	0.22	0.22	2	132
BNorth	40959	NPP	3	40959.BNorth.03	BNorth.40959.3	15	0	0.3	0.3	3	132
BNorth	40959	NPP	3	40959.BNorth.03	BNorth.40959.3	20	0	0.35	0.35	4	132
BNorth	40959	NPP	4	40959.BNorth.04	BNorth.40959.4	5	0.02	0.05	0.07	1	132
BNorth	40959	NPP	4	40959.BNorth.04	BNorth.40959.4	10	0.03	0.05	0.08	2	132
BNorth	40959	NPP	4	40959.BNorth.04	BNorth.40959.4	15	0.03	0.1	0.13	3	132
BNorth	40959	NPP	4	40959.BNorth.04	BNorth.40959.4	20	0.03	0.15	0.18	4	132
BNorth	40959	NPP	5	40959.BNorth.05	BNorth.40959.5	5	0.62	0.28	0.9	1	132
BNorth	40959	NPP	5	40959.BNorth.05	BNorth.40959.5	10	0.62	0.51	1.13	2	132
BNorth	40959	NPP	5	40959.BNorth.05	BNorth.40959.5	15	0.62	0.66	1.28	3	132
BNorth	40959	NPP	5	40959.BNorth.05	BNorth.40959.5	20	0.62	0.73	1.35	4	132
BNorth	40959	NPP	6	40959.BNorth.06	BNorth.40959.6	5	0.1	0.45	0.55	1	132
BNorth	40959	NPP	6	40959.BNorth.06	BNorth.40959.6	10	0.1	0.86	0.96	2	132
BNorth	40959	NPP	6	40959.BNorth.06	BNorth.40959.6	15	0.1	1.01	1.11	3	132
BNorth	40959	NPP	6	40959.BNorth.06	BNorth.40959.6	20	0.1	1.11	1.21	4	132
BNorth	40959	NPP	7	40959.BNorth.07	BNorth.40959.7	5	0	0.08	0.08	1	132
BNorth	40959	NPP	7	40959.BNorth.07	BNorth.40959.7	10	0	0.18	0.18	2	132
BNorth	40959	NPP	7	40959.BNorth.07	BNorth.40959.7	15	0	0.21	0.21	3	132
BNorth	40959	NPP	7	40959.BNorth.07	BNorth.40959.7	20	0	0.23	0.23	4	132
BNorth	40959	NPP	8	40959.BNorth.08	BNorth.40959.8	5	0.02	0.07	0.09	1	132
BNorth	40959	NPP	8	40959.BNorth.08	BNorth.40959.8	10	0.02	0.13	0.15	2	132
BNorth	40959	NPP	8	40959.BNorth.08	BNorth.40959.8	15	0.02	0.16	0.18	3	132
BNorth	40959	NPP	8	40959.BNorth.08	BNorth.40959.8	20	0.02	0.22	0.24	4	132
BNorth	40959	NPP	9	40959.BNorth.09	BNorth.40959.9	5	0	0.29	0.29	1	132
BNorth	40959	NPP	9	40959.BNorth.09	BNorth.40959.9	10	0	0.46	0.46	2	132
BNorth	40959	NPP	9	40959.BNorth.09	BNorth.40959.9	15	0	0.63	0.63	3	132
BNorth	40959	NPP	9	40959.BNorth.09	BNorth.40959.9	20	0	0.69	0.69	4	132
BNorth	40959	NPP	10	40959.BNorth.10	BNorth.40959.10	5	0	0.75	0.75	1	132
BNorth	40959	NPP	10	40959.BNorth.10	BNorth.40959.10	10	0.08	0.96	1.04	2	132
BNorth	40959	NPP	10	40959.BNorth.10	BNorth.40959.10	15	0.24	1.22	1.46	3	132
BNorth	40959	NPP	10	40959.BNorth.10	BNorth.40959.10	20	0.3	1.35	1.65	4	132
BNorth	40959	NPP	11	40959.BNorth.11	BNorth.40959.11	5	0	0.78	0.78	1	132
BNorth	40959	NPP	11	40959.BNorth.11	BNorth.40959.11	10	0.05	1.18	1.23	2	132
BNorth	40959	NPP	11	40959.BNorth.11	BNorth.40959.11	15	0.08	1.52	1.6	3	132
BNorth	40959	NPP	11	40959.BNorth.11	BNorth.40959.11	20	0.08	1.69	1.77	4	132
BNorth	40959	NPP	12	40959.BNorth.12	BNorth.40959.12	5	0	0.18	0.18	1	132
BNorth	40959	NPP	12	40959.BNorth.12	BNorth.40959.12	10	0	0.21	0.21	2	132
BNorth	40959	NPP	12	40959.BNorth.12	BNorth.40959.12	15	0	0.24	0.24	3	132
BNorth	40959	NPP	12	40959.BNorth.12	BNorth.40959.12	20	0	0.27	0.27	4	132
BNorth	40959	NPP	13	40959.BNorth.13	BNorth.40959.13	5	0.07	0.32	0.39	1	132
BNorth	40959	NPP	13	40959.BNorth.13	BNorth.40959.13	10	0.1	0.35	0.45	2	132
BNorth	40959	NPP	13	40959.BNorth.13	BNorth.40959.13	15	0.1	0.39	0.49	3	132
BNorth	40959	NPP	13	40959.BNorth.13	BNorth.40959.13	20	0.1	0.41	0.51	4	132
BNorth	40959	NPP	14	40959.BNorth.14	BNorth.40959.14	5	0	0.36	0.36	1	132
BNorth	40959	NPP	14	40959.BNorth.14	BNorth.40959.14	10	0	0.43	0.43	2	132
BNorth	40959	NPP	14	40959.BNorth.14	BNorth.40959.14	15	0	0.46	0.46	3	132
BNorth	40959	NPP	14	40959.BNorth.14	BNorth.40959.14	20	0	0.47	0.47	4	132
BNorth	40959	NPP	15	40959.BNorth.15	BNorth.40959.15	5	0.25	0.22	0.47	1	132
BNorth	40959	NPP	15	40959.BNorth.15	BNorth.40959.15	10	0.25	0.26	0.51	2	132
BNorth	40959	NPP	15	40959.BNorth.15	BNorth.40959.15	15	0.25	0.28	0.53	3	132
BNorth	40959	NPP	15	40959.BNorth.15	BNorth.40959.15	20	0.25	0.3	0.55	4	132
BNorth	40959	NPP	16	40959.BNorth.16	BNorth.40959.16	5	0.02	0.06	0.08	1	132
BNorth	40959	NPP	16	40959.BNorth.16	BNorth.40959.16	10	0.02	0.1	0.12	2	132
BNorth	40959	NPP	16	40959.BNorth.16	BNorth.40959.16	15	0.02	0.13	0.15	3	132
BNorth	40959	NPP	16	40959.BNorth.16	BNorth.40959.16	20	0.02	0.14	0.16	4	132
Tower	40958	NPP	1	40958.Tower.01	Tower.40958.1	5	0	0.63	0.63	1	114
Tower	40958	NPP	1	40958.Tower.01	Tower.40958.1	10	0.02	0.69	0.71	2	114
Tower	40958	NPP	1	40958.Tower.01	Tower.40958.1	15	0.02	0.7	0.72	3	114
Tower	40958	NPP	1	40958.Tower.01	Tower.40958.1	20	0.02	0.73	0.75	4	114
Tower	40958	NPP	2	40958.Tower.02	Tower.40958.2	5	0	0.29	0.29	1	114
Tower	40958	NPP	2	40958.Tower.02	Tower.40958.2	10	0	0.32	0.32	2	114
Tower	40958	NPP	2	40958.Tower.02	Tower.40958.2	15	0	0.36	0.36	3	114
Tower	40958	NPP	2	40958.Tower.02	Tower.40958.2	20	0	0.37	0.37	4	114
Tower	40958	NPP	3	40958.Tower.03	Tower.40958.3	5	0	0.23	0.23	1	114
Tower	40958	NPP	3	40958.Tower.03	Tower.40958.3	10	0.03	0.35	0.38	2	114
Tower	40958	NPP	3	40958.Tower.03	Tower.40958.3	15	0.06	0.39	0.45	3	114
Tower	40958	NPP	3	40958.Tower.03	Tower.40958.3	20	0.06	0.44	0.5	4	114
Tower	40958	NPP	4	40958.Tower.04	Tower.40958.4	5	0.07	0.14	0.21	1	114
Tower	40958	NPP	4	40958.Tower.04	Tower.40958.4	10	0.07	0.27	0.34	2	114
Tower	40958	NPP	4	40958.Tower.04	Tower.40958.4	15	0.07	0.46	0.53	3	114
Tower	40958	NPP	4	40958.Tower.04	Tower.40958.4	20	0.1	0.57	0.67	4	114
Tower	40958	NPP	5	40958.Tower.05	Tower.40958.5	5	0.09	0.16	0.25	1	114
Tower	40958	NPP	5	40958.Tower.05	Tower.40958.5	10	0.09	0.2	0.29	2	114
Tower	40958	NPP	5	40958.Tower.05	Tower.40958.5	15	0.18	0.27	0.45	3	114
Tower	40958	NPP	5	40958.Tower.05	Tower.40958.5	20	0.2	0.28	0.48	4	114
Tower	40958	NPP	6	40958.Tower.06	Tower.40958.6	5	0	0.42	0.42	1	114
Tower	40958	NPP	6	40958.Tower.06	Tower.40958.6	10	0	0.48	0.48	2	114
Tower	40958	NPP	6	40958.Tower.06	Tower.40958.6	15	0	0.49	0.49	3	114
Tower	40958	NPP	6	40958.Tower.06	Tower.40958.6	20	0	0.5	0.5	4	114
Tower	40958	NPP	7	40958.Tower.07	Tower.40958.7	5	0.15	0.03	0.18	1	114
Tower	40958	NPP	7	40958.Tower.07	Tower.40958.7	10	0.15	0.09	0.24	2	114
Tower	40958	NPP	7	40958.Tower.07	Tower.40958.7	15	0.15	0.11	0.26	3	114
Tower	40958	NPP	7	40958.Tower.07	Tower.40958.7	20	0.15	0.12	0.27	4	114
Tower	40958	NPP	8	40958.Tower.08	Tower.40958.8	5	0.11	0.18	0.29	1	114
Tower	40958	NPP	8	40958.Tower.08	Tower.40958.8	10	0.11	0.32	0.43	2	114
Tower	40958	NPP	8	40958.Tower.08	Tower.40958.8	15	0.11	0.38	0.49	3	114
Tower	40958	NPP	8	40958.Tower.08	Tower.40958.8	20	0.11	0.45	0.56	4	114
Tower	40958	NPP	9	40958.Tower.09	Tower.40958.9	0	0	NA	NA	1	114
Tower	40958	NPP	9	40958.Tower.09	Tower.40958.9	0	0	NA	NA	2	114
Tower	40958	NPP	9	40958.Tower.09	Tower.40958.9	0	0	NA	NA	3	114
Tower	40958	NPP	9	40958.Tower.09	Tower.40958.9	0	0	NA	NA	4	114
Tower	40958	NPP	10	40958.Tower.10	Tower.40958.10	5	0.3	0.33	0.63	1	114
Tower	40958	NPP	10	40958.Tower.10	Tower.40958.10	10	0.3	0.36	0.66	2	114
Tower	40958	NPP	10	40958.Tower.10	Tower.40958.10	15	0.3	0.43	0.73	3	114
Tower	40958	NPP	10	40958.Tower.10	Tower.40958.10	20	0.3	0.45	0.75	4	114
Tower	40958	NPP	11	40958.Tower.11	Tower.40958.11	5	0	0.08	0.08	1	114
Tower	40958	NPP	11	40958.Tower.11	Tower.40958.11	10	0	0.15	0.15	2	114
Tower	40958	NPP	11	40958.Tower.11	Tower.40958.11	15	0	0.17	0.17	3	114
Tower	40958	NPP	11	40958.Tower.11	Tower.40958.11	20	0	0.19	0.19	4	114
Tower	40958	NPP	12	40958.Tower.12	Tower.40958.12	5	0	0.37	0.37	1	114
Tower	40958	NPP	12	40958.Tower.12	Tower.40958.12	10	0	0.44	0.44	2	114
Tower	40958	NPP	12	40958.Tower.12	Tower.40958.12	15	0.04	0.49	0.53	3	114
Tower	40958	NPP	12	40958.Tower.12	Tower.40958.12	20	0.04	0.51	0.55	4	114
Tower	40958	NPP	13	40958.Tower.13	Tower.40958.13	5	0	0.11	0.11	1	114
Tower	40958	NPP	13	40958.Tower.13	Tower.40958.13	10	0	0.16	0.16	2	114
Tower	40958	NPP	13	40958.Tower.13	Tower.40958.13	15	0	0.18	0.18	3	114
Tower	40958	NPP	13	40958.Tower.13	Tower.40958.13	20	0	0.21	0.21	4	114
Tower	40958	NPP	14	40958.Tower.14	Tower.40958.14	5	0.06	0.19	0.25	1	114
Tower	40958	NPP	14	40958.Tower.14	Tower.40958.14	10	0.08	0.26	0.34	2	114
Tower	40958	NPP	14	40958.Tower.14	Tower.40958.14	15	0.08	0.3	0.38	3	114
Tower	40958	NPP	14	40958.Tower.14	Tower.40958.14	20	0.08	0.39	0.47	4	114
Tower	40958	NPP	15	40958.Tower.15	Tower.40958.15	5	0	0.06	0.06	1	114
Tower	40958	NPP	15	40958.Tower.15	Tower.40958.15	10	0	0.07	0.07	2	114
Tower	40958	NPP	15	40958.Tower.15	Tower.40958.15	15	0	0.075	0.075	3	114
Tower	40958	NPP	15	40958.Tower.15	Tower.40958.15	20	0	0.095	0.095	4	114
Tower	40958	NPP	16	40958.Tower.16	Tower.40958.16	5	0	0.04	0.04	1	114
Tower	40958	NPP	16	40958.Tower.16	Tower.40958.16	10	0.06	0.1	0.16	2	114
Tower	40958	NPP	16	40958.Tower.16	Tower.40958.16	15	0.06	0.13	0.19	3	114
Tower	40958	NPP	16	40958.Tower.16	Tower.40958.16	20	0.06	0.16	0.22	4	114
Belian	40937	NPP	1	40937.Belian.01	Belian.40937.1	10	0	0.03	0.03	1	68
Belian	40937	NPP	1	40937.Belian.01	Belian.40937.1	20	0	0.08	0.08	2	68
Belian	40937	NPP	1	40937.Belian.01	Belian.40937.1	30	0.06	0.11	0.17	3	68
