Plot,TypeMeas,Tipo,Subplot,Meas,DD,MM,YY,Id,Subplot,Tubo,Meas,;Plot,RecNo,Day,Month,Hour,Min,CO2 Ref,mb Ref,mbR Temp,Input A,Input B,Input C,Input D,Input E,Input F,Input G,Input H,ATMP,Probe Type,a
SPI,COMP,MNH,25,1,30,10,11,SPI_COMP_MNH_25_1_301011,25,4,1,4,10,30,10,13,2,428,0,0,0,0,0,7,43,0.14,0,0,854,8,
SPI,COMP,MNH,25,1,30,10,11,SPI_COMP_MNH_25_1_301011,25,4,1,4,11,30,10,13,2,430,0,0,0,0,0,8,48,0.14,0,0,854,8,
SPI,COMP,MNH,25,1,30,10,11,SPI_COMP_MNH_25_1_301011,25,4,1,4,12,30,10,13,2,431,0,0,0,0,0,9,52,0.15,0,0,854,8,
SPI,COMP,MNH,25,1,30,10,11,SPI_COMP_MNH_25_1_301011,25,4,1,4,13,30,10,13,2,432,0,0,0,0,0,10,57,0.15,0,0,854,8,
SPI,COMP,MNH,25,1,30,10,11,SPI_COMP_MNH_25_1_301011,25,4,1,4,14,30,10,13,2,433,0,0,0,0,0,11,62,0.15,0,0,854,8,
SPI,COMP,MNH,25,1,30,10,11,SPI_COMP_MNH_25_1_301011,25,4,1,4,15,30,10,13,2,434,0,0,0,0,0,12,67,0.15,0,0,854,8,
SPI,COMP,MNH,25,1,30,10,11,SPI_COMP_MNH_25_1_301011,25,4,1,4,16,30,10,13,2,434,0,0,0,0,0,13,72,0.15,0,0,854,8,
SPI,COMP,MNH,25,1,30,10,11,SPI_COMP_MNH_25_1_301011,25,4,1,4,17,30,10,13,2,435,0,0,0,0,0,14,76,0.15,0,0,854,8,
SPI,COMP,MNH,25,1,30,10,11,SPI_COMP_MNH_25_1_301011,25,4,1,4,18,30,10,13,2,436,0,0,0,0,0,15,81,0.15,0,0,854,8,
SPI,COMP,MNH,25,1,30,10,11,SPI_COMP_MNH_25_1_301011,25,4,1,4,19,30,10,13,2,437,0,0,0,0,0,16,86,0.15,0,0,854,8,
SPI,COMP,MNH,25,1,30,10,11,SPI_COMP_MNH_25_1_301011,25,4,1,4,20,30,10,13,2,438,0,0,0,0,0,17,91,0.15,0,0,854,8,
SPI,COMP,MNH,25,1,30,10,11,SPI_COMP_MNH_25_1_301011,25,4,1,4,21,30,10,13,2,439,0,0,0,0,0,18,96,0.15,0,0,854,8,
SPI,COMP,MNH,25,1,30,10,11,SPI_COMP_MNH_25_1_301011,25,4,1,4,22,30,10,13,3,440,0,0,0,0,0,19,100,0.15,0,0,854,8,
SPI,COMP,MNH,25,1,30,10,11,SPI_COMP_MNH_25_1_301011,25,4,1,4,23,30,10,13,3,442,0,0,0,0,0,20,105,0.15,0,0,854,8,
SPI,COMP,MNH,25,1,30,10,11,SPI_COMP_MNH_25_1_301011,25,4,1,4,24,30,10,13,3,442,0,0,0,0,0,21,110,0.15,0,0,854,8,
SPI,COMP,MNH,25,1,30,10,11,SPI_COMP_MNH_25_1_301011,25,4,1,4,25,30,10,13,3,443,0,0,0,0,0,22,115,0.15,0,0,854,8,
SPI,COMP,MNH,25,1,30,10,11,SPI_COMP_MNH_25_1_301011,25,4,1,4,26,30,10,13,3,444,0,0,0,0,0,23,120,0.15,0,0,854,8,
SPI,COMP,MNH,25,1,30,10,11,SPI_COMP_MNH_25_1_301011,25,4,1,4,27,30,10,13,3,445,0,0,0,0,0,24,124,0.15,0,0,854,8,a
SPI,COMP,MSH,25,1,30,10,11,SPI_COMP_MSH_25_1_301011,25,5,1,5,1,30,10,13,4,413,0,0,0,0,0,0,0,0,0,0,854,8,
SPI,COMP,MSH,25,1,30,10,11,SPI_COMP_MSH_25_1_301011,25,5,1,5,2,30,10,13,4,414,0,0,0,0,0,0,4,0,0,0,854,8,
SPI,COMP,MSH,25,1,30,10,11,SPI_COMP_MSH_25_1_301011,25,5,1,5,3,30,10,13,4,415,0,0,0,0,0,0,9,0,0,0,854,8,
SPI,COMP,MSH,25,1,30,10,11,SPI_COMP_MSH_25_1_301011,25,5,1,5,4,30,10,13,4,415,0,0,0,0,0,2,14,0.12,0,0,854,8,
SPI,COMP,MSH,25,1,30,10,11,SPI_COMP_MSH_25_1_301011,25,5,1,5,5,30,10,13,4,416,0,0,0,0,0,3,19,0.13,0,0,854,8,
SPI,COMP,MSH,25,1,30,10,11,SPI_COMP_MSH_25_1_301011,25,5,1,5,6,30,10,13,4,417,0,0,0,0,0,3,24,0.12,0,0,854,8,
SPI,COMP,MSH,25,1,30,10,11,SPI_COMP_MSH_25_1_301011,25,5,1,5,7,30,10,13,4,418,0,0,0,0,0,4,28,0.13,0,0,854,8,
SPI,COMP,MSH,25,1,30,10,11,SPI_COMP_MSH_25_1_301011,25,5,1,5,8,30,10,13,4,418,0,0,0,0,0,5,33,0.12,0,0,854,8,
SPI,COMP,MSH,25,1,30,10,11,SPI_COMP_MSH_25_1_301011,25,5,1,5,9,30,10,13,4,420,0,0,0,0,0,6,38,0.13,0,0,854,8,
SPI,COMP,MSH,25,1,30,10,11,SPI_COMP_MSH_25_1_301011,25,5,1,5,10,30,10,13,5,420,0,0,0,0,0,7,43,0.13,0,0,854,8,
SPI,COMP,MSH,25,1,30,10,11,SPI_COMP_MSH_25_1_301011,25,5,1,5,11,30,10,13,5,421,0,0,0,0,0,7,48,0.13,0,0,854,8,
SPI,COMP,MSH,25,1,30,10,11,SPI_COMP_MSH_25_1_301011,25,5,1,5,12,30,10,13,5,422,0,0,0,0,0,8,52,0.13,0,0,854,8,
SPI,COMP,MSH,25,1,30,10,11,SPI_COMP_MSH_25_1_301011,25,5,1,5,13,30,10,13,5,423,0,0,0,0,0,10,57,0.14,0,0,854,8,
SPI,COMP,MSH,25,1,30,10,11,SPI_COMP_MSH_25_1_301011,25,5,1,5,14,30,10,13,5,424,0,0,0,0,0,11,62,0.14,0,0,854,8,
SPI,COMP,MSH,25,1,30,10,11,SPI_COMP_MSH_25_1_301011,25,5,1,5,15,30,10,13,5,425,0,0,0,0,0,12,67,0.14,0,0,854,8,
SPI,COMP,MSH,25,1,30,10,11,SPI_COMP_MSH_25_1_301011,25,5,1,5,16,30,10,13,5,426,0,0,0,0,0,13,72,0.14,0,0,854,8,
SPI,COMP,MSH,25,1,30,10,11,SPI_COMP_MSH_25_1_301011,25,5,1,5,17,30,10,13,5,427,0,0,0,0,0,14,76,0.14,0,0,854,8,
SPI,COMP,MSH,25,1,30,10,11,SPI_COMP_MSH_25_1_301011,25,5,1,5,18,30,10,13,5,428,0,0,0,0,0,15,81,0.15,0,0,854,8,
SPI,COMP,MSH,25,1,30,10,11,SPI_COMP_MSH_25_1_301011,25,5,1,5,19,30,10,13,5,429,0,0,0,0,0,16,86,0.15,0,0,854,8,
SPI,COMP,MSH,25,1,30,10,11,SPI_COMP_MSH_25_1_301011,25,5,1,5,20,30,10,13,5,430,0,0,0,0,0,17,91,0.15,0,0,854,8,
SPI,COMP,MSH,25,1,30,10,11,SPI_COMP_MSH_25_1_301011,25,5,1,5,21,30,10,13,5,431,0,0,0,0,0,18,96,0.15,0,0,854,8,
SPI,COMP,MSH,25,1,30,10,11,SPI_COMP_MSH_25_1_301011,25,5,1,5,22,30,10,13,6,433,0,0,0,0,0,19,100,0.15,0,0,854,8,
SPI,COMP,MSH,25,1,30,10,11,SPI_COMP_MSH_25_1_301011,25,5,1,5,23,30,10,13,6,434,0,0,0,0,0,20,105,0.16,0,0,854,8,
SPI,COMP,MSH,25,1,30,10,11,SPI_COMP_MSH_25_1_301011,25,5,1,5,24,30,10,13,6,436,0,0,0,0,0,22,110,0.16,0,0,854,8,
SPI,COMP,MSH,25,1,30,10,11,SPI_COMP_MSH_25_1_301011,25,5,1,5,25,30,10,13,6,436,0,0,0,0,0,23,115,0.16,0,0,854,8,
SPI,COMP,MSH,25,1,30,10,11,SPI_COMP_MSH_25_1_301011,25,5,1,5,26,30,10,13,6,438,0,0,0,0,0,24,120,0.16,0,0,854,8,
SPI,COMP,MSH,25,1,30,10,11,SPI_COMP_MSH_25_1_301011,25,5,1,5,27,30,10,13,6,439,0,0,0,0,0,25,124,0.16,0,0,854,8,a
SPI,COMP,M2H,25,1,30,10,11,SPI_COMP_M2H_25_1_301011,25,6,1,6,10,30,10,13,9,435,0,0,0,0,0,0,0,0,0,0,854,8,
SPI,COMP,M2H,25,1,30,10,11,SPI_COMP_M2H_25_1_301011,25,6,1,6,11,30,10,13,9,440,0,0,0,0,0,0,4,0,0,0,854,8,
SPI,COMP,M2H,25,1,30,10,11,SPI_COMP_M2H_25_1_301011,25,6,1,6,12,30,10,13,9,443,0,0,0,0,0,0,9,0,0,0,854,8,
SPI,COMP,M2H,25,1,30,10,11,SPI_COMP_M2H_25_1_301011,25,6,1,6,13,30,10,13,9,445,0,0,0,0,0,9,14,0.55,0,0,854,8,
SPI,COMP,M2H,25,1,30,10,11,SPI_COMP_M2H_25_1_301011,25,6,1,6,14,30,10,13,9,448,0,0,0,0,0,11,19,0.5,0,0,854,8,
SPI,COMP,M2H,25,1,30,10,11,SPI_COMP_M2H_25_1_301011,25,6,1,6,15,30,10,13,9,450,0,0,0,0,0,14,24,0.47,0,0,854,8,
SPI,COMP,M2H,25,1,30,10,11,SPI_COMP_M2H_25_1_301011,25,6,1,6,16,30,10,13,9,453,0,0,0,0,0,16,28,0.46,0,0,854,8,
SPI,COMP,M2H,25,1,30,10,11,SPI_COMP_M2H_25_1_301011,25,6,1,6,17,30,10,13,9,456,0,0,0,0,0,19,33,0.46,0,0,854,8,
SPI,COMP,M2H,25,1,30,10,11,SPI_COMP_M2H_25_1_301011,25,6,1,6,18,30,10,13,9,459,0,0,0,0,0,21,38,0.46,0,0,854,8,
SPI,COMP,M2H,25,1,30,10,11,SPI_COMP_M2H_25_1_301011,25,6,1,6,19,30,10,13,9,463,0,0,0,0,0,25,43,0.47,0,0,854,8,
SPI,COMP,M2H,25,1,30,10,11,SPI_COMP_M2H_25_1_301011,25,6,1,6,20,30,10,13,9,466,0,0,0,0,0,28,48,0.48,0,0,854,8,
SPI,COMP,M2H,25,1,30,10,11,SPI_COMP_M2H_25_1_301011,25,6,1,6,21,30,10,13,9,470,0,0,0,0,0,32,52,0.49,0,0,854,8,
SPI,COMP,M2H,25,1,30,10,11,SPI_COMP_M2H_25_1_301011,25,6,1,6,22,30,10,13,10,473,0,0,0,0,0,35,57,0.5,0,0,854,8,
SPI,COMP,M2H,25,1,30,10,11,SPI_COMP_M2H_25_1_301011,25,6,1,6,23,30,10,13,10,477,0,0,0,0,0,39,62,0.51,0,0,854,8,
SPI,COMP,M2H,25,1,30,10,11,SPI_COMP_M2H_25_1_301011,25,6,1,6,24,30,10,13,10,481,0,0,0,0,0,43,67,0.52,0,0,854,8,
SPI,COMP,M2H,25,1,30,10,11,SPI_COMP_M2H_25_1_301011,25,6,1,6,25,30,10,13,10,485,0,0,0,0,0,47,72,0.54,0,0,854,8,
SPI,COMP,M2H,25,1,30,10,11,SPI_COMP_M2H_25_1_301011,25,6,1,6,26,30,10,13,10,489,0,0,0,0,0,51,76,0.55,0,0,854,8,a
SPI,COMP,SNH,25,1,30,10,11,SPI_COMP_SNH_25_1_301011,25,7,1,7,1,30,10,13,11,412,0,0,0,0,0,0,0,0,0,0,854,8,
SPI,COMP,SNH,25,1,30,10,11,SPI_COMP_SNH_25_1_301011,25,7,1,7,2,30,10,13,11,418,0,0,0,0,0,0,4,0,0,0,854,8,
SPI,COMP,SNH,25,1,30,10,11,SPI_COMP_SNH_25_1_301011,25,7,1,7,3,30,10,13,11,421,0,0,0,0,0,0,9,0,0,0,854,8,
SPI,COMP,SNH,25,1,30,10,11,SPI_COMP_SNH_25_1_301011,25,7,1,7,4,30,10,13,11,424,0,0,0,0,0,11,14,0.67,0,0,854,8,
SPI,COMP,SNH,25,1,30,10,11,SPI_COMP_SNH_25_1_301011,25,7,1,7,5,30,10,13,11,427,0,0,0,0,0,14,19,0.62,0,0,854,8,
SPI,COMP,SNH,25,1,30,10,11,SPI_COMP_SNH_25_1_301011,25,7,1,7,6,30,10,13,11,430,0,0,0,0,0,17,24,0.59,0,0,854,8,
SPI,COMP,SNH,25,1,30,10,11,SPI_COMP_SNH_25_1_301011,25,7,1,7,7,30,10,13,11,434,0,0,0,0,0,20,28,0.58,0,0,854,8,
SPI,COMP,SNH,25,1,30,10,11,SPI_COMP_SNH_25_1_301011,25,7,1,7,8,30,10,13,11,437,0,0,0,0,0,24,33,0.58,0,0,854,8,
SPI,COMP,SNH,25,1,30,10,11,SPI_COMP_SNH_25_1_301011,25,7,1,7,9,30,10,13,11,440,0,0,0,0,0,26,38,0.56,0,0,854,8,
SPI,COMP,SNH,25,1,30,10,11,SPI_COMP_SNH_25_1_301011,25,7,1,7,10,30,10,13,12,443,0,0,0,0,0,29,43,0.55,0,0,854,8,
SPI,COMP,SNH,25,1,30,10,11,SPI_COMP_SNH_25_1_301011,25,7,1,7,11,30,10,13,12,445,0,0,0,0,0,32,48,0.54,0,0,854,8,
SPI,COMP,SNH,25,1,30,10,11,SPI_COMP_SNH_25_1_301011,25,7,1,7,12,30,10,13,12,447,0,0,0,0,0,34,52,0.53,0,0,854,8,
SPI,COMP,SNH,25,1,30,10,11,SPI_COMP_SNH_25_1_301011,25,7,1,7,13,30,10,13,12,449,0,0,0,0,0,36,57,0.51,0,0,854,8,
SPI,COMP,SNH,25,1,30,10,11,SPI_COMP_SNH_25_1_301011,25,7,1,7,14,30,10,13,12,452,0,0,0,0,0,38,62,0.5,0,0,854,8,
SPI,COMP,SNH,25,1,30,10,11,SPI_COMP_SNH_25_1_301011,25,7,1,7,15,30,10,13,12,454,0,0,0,0,0,40,67,0.49,0,0,854,8,
SPI,COMP,SNH,25,1,30,10,11,SPI_COMP_SNH_25_1_301011,25,7,1,7,16,30,10,13,12,456,0,0,0,0,0,42,72,0.48,0,0,854,8,
SPI,COMP,SNH,25,1,30,10,11,SPI_COMP_SNH_25_1_301011,25,7,1,7,17,30,10,13,12,459,0,0,0,0,0,44,76,0.47,0,0,854,8,
SPI,COMP,SNH,25,1,30,10,11,SPI_COMP_SNH_25_1_301011,25,7,1,7,18,30,10,13,12,461,0,0,0,0,0,46,81,0.46,0,0,854,8,
SPI,COMP,SNH,25,1,30,10,11,SPI_COMP_SNH_25_1_301011,25,7,1,7,19,30,10,13,12,463,0,0,0,0,0,48,86,0.46,0,0,854,8,
SPI,COMP,SNH,25,1,30,10,11,SPI_COMP_SNH_25_1_301011,25,7,1,7,20,30,10,13,12,466,0,0,0,0,0,51,91,0.45,0,0,854,8,a
SPI,COMP,SSH,25,1,30,10,11,SPI_COMP_SSH_25_1_301011,25,8,1,8,1,30,10,13,13,450,0,0,0,0,0,0,0,0,0,0,854,8,
SPI,COMP,SSH,25,1,30,10,11,SPI_COMP_SSH_25_1_301011,25,8,1,8,2,30,10,13,13,450,0,0,0,0,0,0,4,0,0,0,854,8,
SPI,COMP,SSH,25,1,30,10,11,SPI_COMP_SSH_25_1_301011,25,8,1,8,3,30,10,13,13,450,0,0,0,0,0,0,9,0,0,0,854,8,
SPI,COMP,SSH,25,1,30,10,11,SPI_COMP_SSH_25_1_301011,25,8,1,8,4,30,10,13,13,451,0,0,0,0,0,0,14,0.04,0,0,854,8,
SPI,COMP,SSH,25,1,30,10,11,SPI_COMP_SSH_25_1_301011,25,8,1,8,5,30,10,13,14,452,0,0,0,0,0,1,19,0.07,0,0,854,8,
SPI,COMP,SSH,25,1,30,10,11,SPI_COMP_SSH_25_1_301011,25,8,1,8,6,30,10,13,14,453,0,0,0,0,0,2,24,0.09,0,0,854,8,
SPI,COMP,SSH,25,1,30,10,11,SPI_COMP_SSH_25_1_301011,25,8,1,8,7,30,10,13,14,454,0,0,0,0,0,3,28,0.1,0,0,854,8,
SPI,COMP,SSH,25,1,30,10,11,SPI_COMP_SSH_25_1_301011,25,8,1,8,8,30,10,13,14,455,0,0,0,0,0,4,33,0.11,0,0,854,8,
SPI,COMP,SSH,25,1,30,10,11,SPI_COMP_SSH_25_1_301011,25,8,1,8,9,30,10,13,14,456,0,0,0,0,0,6,38,0.12,0,0,854,8,
SPI,COMP,SSH,25,1,30,10,11,SPI_COMP_SSH_25_1_301011,25,8,1,8,10,30,10,13,14,457,0,0,0,0,0,7,43,0.14,0,0,854,8,
SPI,COMP,SSH,25,1,30,10,11,SPI_COMP_SSH_25_1_301011,25,8,1,8,11,30,10,13,14,459,0,0,0,0,0,8,48,0.15,0,0,854,8,
SPI,COMP,SSH,25,1,30,10,11,SPI_COMP_SSH_25_1_301011,25,8,1,8,12,30,10,13,14,460,0,0,0,0,0,10,52,0.15,0,0,854,8,
SPI,COMP,SSH,25,1,30,10,11,SPI_COMP_SSH_25_1_301011,25,8,1,8,13,30,10,13,14,462,0,0,0,0,0,11,57,0.16,0,0,854,8,
SPI,COMP,SSH,25,1,30,10,11,SPI_COMP_SSH_25_1_301011,25,8,1,8,14,30,10,13,14,463,0,0,0,0,0,13,62,0.17,0,0,854,8,
SPI,COMP,SSH,25,1,30,10,11,SPI_COMP_SSH_25_1_301011,25,8,1,8,15,30,10,13,14,465,0,0,0,0,0,15,67,0.18,0,0,854,8,
SPI,COMP,SSH,25,1,30,10,11,SPI_COMP_SSH_25_1_301011,25,8,1,8,16,30,10,13,14,466,0,0,0,0,0,16,72,0.19,0,0,854,8,
SPI,COMP,SSH,25,1,30,10,11,SPI_COMP_SSH_25_1_301011,25,8,1,8,17,30,10,13,15,468,0,0,0,0,0,18,76,0.19,0,0,854,8,
SPI,COMP,SSH,25,1,30,10,11,SPI_COMP_SSH_25_1_301011,25,8,1,8,18,30,10,13,15,469,0,0,0,0,0,20,81,0.2,0,0,854,8,
SPI,COMP,SSH,25,1,30,10,11,SPI_COMP_SSH_25_1_301011,25,8,1,8,19,30,10,13,15,472,0,0,0,0,0,22,86,0.2,0,0,854,8,
SPI,COMP,SSH,25,1,30,10,11,SPI_COMP_SSH_25_1_301011,25,8,1,8,20,30,10,13,15,474,0,0,0,0,0,24,91,0.21,0,0,854,8,
SPI,COMP,SSH,25,1,30,10,11,SPI_COMP_SSH_25_1_301011,25,8,1,8,21,30,10,13,15,475,0,0,0,0,0,25,96,0.22,0,0,854,8,
SPI,COMP,SSH,25,1,30,10,11,SPI_COMP_SSH_25_1_301011,25,8,1,8,22,30,10,13,15,477,0,0,0,0,0,27,100,0.22,0,0,854,8,
SPI,COMP,SSH,25,1,30,10,11,SPI_COMP_SSH_25_1_301011,25,8,1,8,23,30,10,13,15,478,0,0,0,0,0,29,105,0.23,0,0,854,8,
SPI,COMP,SSH,25,1,30,10,11,SPI_COMP_SSH_25_1_301011,25,8,1,8,24,30,10,13,15,480,0,0,0,0,0,31,110,0.23,0,0,854,8,
SPI,COMP,SSH,25,1,30,10,11,SPI_COMP_SSH_25_1_301011,25,8,1,8,25,30,10,13,15,482,0,0,0,0,0,33,115,0.23,0,0,854,8,
SPI,COMP,SSH,25,1,30,10,11,SPI_COMP_SSH_25_1_301011,25,8,1,8,26,30,10,13,15,484,0,0,0,0,0,35,120,0.24,0,0,854,8,
SPI,COMP,SSH,25,1,30,10,11,SPI_COMP_SSH_25_1_301011,25,8,1,8,27,30,10,13,15,486,0,0,0,0,0,37,124,0.24,0,0,854,8,a
SPI,COMP,S2H,25,1,30,10,11,SPI_COMP_S2H_25_1_301011,25,9,1,9,1,30,10,13,16,425,0,0,0,0,0,0,0,0,0,0,854,8,
SPI,COMP,S2H,25,1,30,10,11,SPI_COMP_S2H_25_1_301011,25,9,1,9,2,30,10,13,16,428,0,0,0,0,0,0,4,0,0,0,854,8,
SPI,COMP,S2H,25,1,30,10,11,SPI_COMP_S2H_25_1_301011,25,9,1,9,3,30,10,13,16,430,0,0,0,0,0,0,9,0,0,0,854,8,
SPI,COMP,S2H,25,1,30,10,11,SPI_COMP_S2H_25_1_301011,25,9,1,9,4,30,10,13,16,432,0,0,0,0,0,7,14,0.41,0,0,854,8,
SPI,COMP,S2H,25,1,30,10,11,SPI_COMP_S2H_25_1_301011,25,9,1,9,5,30,10,13,17,434,0,0,0,0,0,9,19,0.4,0,0,854,8,
SPI,COMP,S2H,25,1,30,10,11,SPI_COMP_S2H_25_1_301011,25,9,1,9,6,30,10,13,17,437,0,0,0,0,0,11,24,0.39,0,0,854,8,
SPI,COMP,S2H,25,1,30,10,11,SPI_COMP_S2H_25_1_301011,25,9,1,9,7,30,10,13,17,440,0,0,0,0,0,14,28,0.4,0,0,854,8,
SPI,COMP,S2H,25,1,30,10,11,SPI_COMP_S2H_25_1_301011,25,9,1,9,8,30,10,13,17,442,0,0,0,0,0,17,33,0.41,0,0,854,8,
SPI,COMP,S2H,25,1,30,10,11,SPI_COMP_S2H_25_1_301011,25,9,1,9,9,30,10,13,17,445,0,0,0,0,0,19,38,0.41,0,0,854,8,
SPI,COMP,S2H,25,1,30,10,11,SPI_COMP_S2H_25_1_301011,25,9,1,9,10,30,10,13,17,448,0,0,0,0,0,22,43,0.43,0,0,854,8,
SPI,COMP,S2H,25,1,30,10,11,SPI_COMP_S2H_25_1_301011,25,9,1,9,11,30,10,13,17,451,0,0,0,0,0,26,48,0.44,0,0,854,8,
SPI,COMP,S2H,25,1,30,10,11,SPI_COMP_S2H_25_1_301011,25,9,1,9,12,30,10,13,17,454,0,0,0,0,0,29,52,0.45,0,0,854,8,
SPI,COMP,S2H,25,1,30,10,11,SPI_COMP_S2H_25_1_301011,25,9,1,9,13,30,10,13,17,457,0,0,0,0,0,32,57,0.45,0,0,854,8,
SPI,COMP,S2H,25,1,30,10,11,SPI_COMP_S2H_25_1_301011,25,9,1,9,14,30,10,13,17,460,0,0,0,0,0,35,62,0.46,0,0,854,8,
SPI,COMP,S2H,25,1,30,10,11,SPI_COMP_S2H_25_1_301011,25,9,1,9,15,30,10,13,17,464,0,0,0,0,0,38,67,0.46,0,0,854,8,
SPI,COMP,S2H,25,1,30,10,11,SPI_COMP_S2H_25_1_301011,25,9,1,9,16,30,10,13,17,467,0,0,0,0,0,42,72,0.47,0,0,854,8,
SPI,COMP,S2H,25,1,30,10,11,SPI_COMP_S2H_25_1_301011,25,9,1,9,17,30,10,13,17,470,0,0,0,0,0,45,76,0.47,0,0,854,8,
SPI,COMP,S2H,25,1,30,10,11,SPI_COMP_S2H_25_1_301011,25,9,1,9,18,30,10,13,18,474,0,0,0,0,0,48,81,0.48,0,0,854,8,
SPI,COMP,S2H,25,1,30,10,11,SPI_COMP_S2H_25_1_301011,25,9,1,9,19,30,10,13,18,476,0,0,0,0,0,52,86,0.49,0,0,854,8,a
SPI,COMP,ML,25,1,30,10,11,SPI_COMP_ML_25_1_301011,25,10,1,10,1,30,10,13,19,448,0,0,0,0,0,0,0,0,0,0,854,8,
SPI,COMP,ML,25,1,30,10,11,SPI_COMP_ML_25_1_301011,25,10,1,10,2,30,10,13,19,449,0,0,0,0,0,0,4,0,0,0,854,8,
SPI,COMP,ML,25,1,30,10,11,SPI_COMP_ML_25_1_301011,25,10,1,10,3,30,10,13,19,451,0,0,0,0,0,0,9,0,0,0,854,8,
SPI,COMP,ML,25,1,30,10,11,SPI_COMP_ML_25_1_301011,25,10,1,10,4,30,10,13,19,452,0,0,0,0,0,4,14,0.23,0,0,854,8,
SPI,COMP,ML,25,1,30,10,11,SPI_COMP_ML_25_1_301011,25,10,1,10,5,30,10,13,19,454,0,0,0,0,0,5,19,0.23,0,0,854,8,
SPI,COMP,ML,25,1,30,10,11,SPI_COMP_ML_25_1_301011,25,10,1,10,6,30,10,13,19,456,0,0,0,0,0,7,24,0.24,0,0,854,8,
SPI,COMP,ML,25,1,30,10,11,SPI_COMP_ML_25_1_301011,25,10,1,10,7,30,10,13,19,457,0,0,0,0,0,8,28,0.24,0,0,854,8,
SPI,COMP,ML,25,1,30,10,11,SPI_COMP_ML_25_1_301011,25,10,1,10,8,30,10,13,19,459,0,0,0,0,0,10,33,0.25,0,0,854,8,
SPI,COMP,ML,25,1,30,10,11,SPI_COMP_ML_25_1_301011,25,10,1,10,9,30,10,13,20,460,0,0,0,0,0,12,38,0.25,0,0,854,8,
SPI,COMP,ML,25,1,30,10,11,SPI_COMP_ML_25_1_301011,25,10,1,10,10,30,10,13,20,462,0,0,0,0,0,14,43,0.26,0,0,854,8,
SPI,COMP,ML,25,1,30,10,11,SPI_COMP_ML_25_1_301011,25,10,1,10,11,30,10,13,20,464,0,0,0,0,0,15,48,0.26,0,0,854,8,
SPI,COMP,ML,25,1,30,10,11,SPI_COMP_ML_25_1_301011,25,10,1,10,12,30,10,13,20,466,0,0,0,0,0,17,52,0.27,0,0,854,8,
SPI,COMP,ML,25,1,30,10,11,SPI_COMP_ML_25_1_301011,25,10,1,10,13,30,10,13,20,467,0,0,0,0,0,19,57,0.27,0,0,854,8,
SPI,COMP,ML,25,1,30,10,11,SPI_COMP_ML_25_1_301011,25,10,1,10,14,30,10,13,20,469,0,0,0,0,0,21,62,0.27,0,0,854,8,
SPI,COMP,ML,25,1,30,10,11,SPI_COMP_ML_25_1_301011,25,10,1,10,15,30,10,13,20,470,0,0,0,0,0,22,67,0.27,0,0,854,8,
SPI,COMP,ML,25,1,30,10,11,SPI_COMP_ML_25_1_301011,25,10,1,10,16,30,10,13,20,472,0,0,0,0,0,24,72,0.27,0,0,854,8,
SPI,COMP,ML,25,1,30,10,11,SPI_COMP_ML_25_1_301011,25,10,1,10,17,30,10,13,20,474,0,0,0,0,0,26,76,0.27,0,0,854,8,
SPI,COMP,ML,25,1,30,10,11,SPI_COMP_ML_25_1_301011,25,10,1,10,18,30,10,13,20,477,0,0,0,0,0,28,81,0.28,0,0,854,8,
SPI,COMP,ML,25,1,30,10,11,SPI_COMP_ML_25_1_301011,25,10,1,10,19,30,10,13,20,477,0,0,0,0,0,29,86,0.28,0,0,854,8,
SPI,COMP,ML,25,1,30,10,11,SPI_COMP_ML_25_1_301011,25,10,1,10,20,30,10,13,20,479,0,0,0,0,0,31,91,0.28,0,0,854,8,
SPI,COMP,ML,25,1,30,10,11,SPI_COMP_ML_25_1_301011,25,10,1,10,21,30,10,13,20,481,0,0,0,0,0,33,96,0.28,0,0,854,8,
SPI,COMP,ML,25,1,30,10,11,SPI_COMP_ML_25_1_301011,25,10,1,10,22,30,10,13,21,483,0,0,0,0,0,35,100,0.28,0,0,854,8,
SPI,COMP,ML,25,1,30,10,11,SPI_COMP_ML_25_1_301011,25,10,1,10,23,30,10,13,21,484,0,0,0,0,0,36,105,0.28,0,0,854,8,
SPI,COMP,ML,25,1,30,10,11,SPI_COMP_ML_25_1_301011,25,10,1,10,24,30,10,13,21,486,0,0,0,0,0,38,110,0.28,0,0,854,8,
SPI,COMP,ML,25,1,30,10,11,SPI_COMP_ML_25_1_301011,25,10,1,10,25,30,10,13,21,488,0,0,0,0,0,40,115,0.28,0,0,854,8,
SPI,COMP,ML,25,1,30,10,11,SPI_COMP_ML_25_1_301011,25,10,1,10,26,30,10,13,21,490,0,0,0,0,0,42,120,0.28,0,0,854,8,
SPI,COMP,ML,25,1,30,10,11,SPI_COMP_ML_25_1_301011,25,10,1,10,27,30,10,13,21,492,0,0,0,0,0,44,124,0.28,0,0,854,8,a
SPII,COMP,CNH,25,1,29,10,11,SPII_COMP_CNH_25_1_291011,25,1,1,1,1,29,10,13,21,421,0,0,0,0,0,0,0,0,0,0,833,8,
SPII,COMP,CNH,25,1,29,10,11,SPII_COMP_CNH_25_1_291011,25,1,1,1,2,29,10,13,21,425,0,0,0,0,0,0,4,0,0,0,833,8,
SPII,COMP,CNH,25,1,29,10,11,SPII_COMP_CNH_25_1_291011,25,1,1,1,3,29,10,13,21,426,0,0,0,0,0,0,9,0,0,0,833,8,
