Plot,TypeMeas,Tipo,Subplot,Tubo,Meas,DD,MM,YY,Id,Tubo,Meas,;Plot,RecNo,Day,Month,Hour,Min,CO2 Ref,mb Ref,mbR Temp,Input A,Input B,Input C,Input D,Input E,Input F,Input G,Input H,ATMP,Probe Type,a
SPI,CTRL,CD,13,6,1,30,10,11,SPI_CTRL_CD_13_6_1_301011,6,1,26,3,30,10,10,49,420,0,0,0,0,0,0,9,0,0,0,856,8,
SPI,CTRL,CD,13,6,1,30,10,11,SPI_CTRL_CD_13_6_1_301011,6,1,26,4,30,10,10,49,421,0,0,0,0,0,5,14,0.3,0,0,856,8,
SPI,CTRL,CD,13,6,1,30,10,11,SPI_CTRL_CD_13_6_1_301011,6,1,26,5,30,10,10,49,422,0,0,0,0,0,5,19,0.25,0,0,856,8,
SPI,CTRL,CD,13,6,1,30,10,11,SPI_CTRL_CD_13_6_1_301011,6,1,26,6,30,10,10,49,423,0,0,0,0,0,6,24,0.21,0,0,856,8,
SPI,CTRL,CD,13,6,1,30,10,11,SPI_CTRL_CD_13_6_1_301011,6,1,26,7,30,10,10,49,423,0,0,0,0,0,6,28,0.18,0,0,856,8,
SPI,CTRL,CD,13,6,1,30,10,11,SPI_CTRL_CD_13_6_1_301011,6,1,26,8,30,10,10,49,424,0,0,0,0,0,7,33,0.17,0,0,856,8,
SPI,CTRL,CD,13,6,1,30,10,11,SPI_CTRL_CD_13_6_1_301011,6,1,26,9,30,10,10,50,424,0,0,0,0,0,7,38,0.15,0,0,856,8,
SPI,CTRL,CD,13,6,1,30,10,11,SPI_CTRL_CD_13_6_1_301011,6,1,26,10,30,10,10,50,424,0,0,0,0,0,7,43,0.14,0,0,856,8,
SPI,CTRL,CD,13,6,1,30,10,11,SPI_CTRL_CD_13_6_1_301011,6,1,26,11,30,10,10,50,425,0,0,0,0,0,7,48,0.13,0,0,856,8,
SPI,CTRL,CD,13,6,1,30,10,11,SPI_CTRL_CD_13_6_1_301011,6,1,26,12,30,10,10,50,426,0,0,0,0,0,8,52,0.12,0,0,856,8,
SPI,CTRL,CD,13,6,1,30,10,11,SPI_CTRL_CD_13_6_1_301011,6,1,26,13,30,10,10,50,427,0,0,0,0,0,8,57,0.12,0,0,856,8,
SPI,CTRL,CD,13,6,1,30,10,11,SPI_CTRL_CD_13_6_1_301011,6,1,26,14,30,10,10,50,427,0,0,0,0,0,9,62,0.12,0,0,856,8,
SPI,CTRL,CD,13,6,1,30,10,11,SPI_CTRL_CD_13_6_1_301011,6,1,26,15,30,10,10,50,427,0,0,0,0,0,9,67,0.11,0,0,856,8,
SPI,CTRL,CD,13,6,1,30,10,11,SPI_CTRL_CD_13_6_1_301011,6,1,26,16,30,10,10,50,428,0,0,0,0,0,10,72,0.11,0,0,856,8,
SPI,CTRL,CD,13,6,1,30,10,11,SPI_CTRL_CD_13_6_1_301011,6,1,26,17,30,10,10,50,429,0,0,0,0,0,10,76,0.11,0,0,856,8,
SPI,CTRL,CD,13,6,1,30,10,11,SPI_CTRL_CD_13_6_1_301011,6,1,26,18,30,10,10,50,430,0,0,0,0,0,11,81,0.11,0,0,856,8,
SPI,CTRL,CD,13,6,1,30,10,11,SPI_CTRL_CD_13_6_1_301011,6,1,26,19,30,10,10,50,431,0,0,0,0,0,11,86,0.11,0,0,856,8,
SPI,CTRL,CD,13,6,1,30,10,11,SPI_CTRL_CD_13_6_1_301011,6,1,26,20,30,10,10,50,431,0,0,0,0,0,12,91,0.11,0,0,856,8,
SPI,CTRL,CD,13,6,1,30,10,11,SPI_CTRL_CD_13_6_1_301011,6,1,26,21,30,10,10,50,431,0,0,0,0,0,13,96,0.11,0,0,856,8,
SPI,CTRL,CD,13,6,1,30,10,11,SPI_CTRL_CD_13_6_1_301011,6,1,26,22,30,10,10,51,432,0,0,0,0,0,13,100,0.11,0,0,856,8,
SPI,CTRL,CD,13,6,1,30,10,11,SPI_CTRL_CD_13_6_1_301011,6,1,26,23,30,10,10,51,434,0,0,0,0,0,14,105,0.11,0,0,856,8,
SPI,CTRL,CD,13,6,1,30,10,11,SPI_CTRL_CD_13_6_1_301011,6,1,26,24,30,10,10,51,434,0,0,0,0,0,15,110,0.11,0,0,856,8,
SPI,CTRL,CD,13,6,1,30,10,11,SPI_CTRL_CD_13_6_1_301011,6,1,26,25,30,10,10,51,435,0,0,0,0,0,16,115,0.11,0,0,856,8,
SPI,CTRL,CD,13,6,1,30,10,11,SPI_CTRL_CD_13_6_1_301011,6,1,26,26,30,10,10,51,435,0,0,0,0,0,16,120,0.11,0,0,857,8,
SPI,CTRL,CD,13,6,1,30,10,11,SPI_CTRL_CD_13_6_1_301011,6,1,26,27,30,10,10,51,437,0,0,0,0,0,17,124,0.11,0,0,856,8,a
SPI,CTRL,CD,13,7,1,30,10,11,SPI_CTRL_CD_13_7_1_301011,7,1,27,1,30,10,10,52,419,0,0,0,0,0,0,0,0,0,0,856,8,
SPI,CTRL,CD,13,7,1,30,10,11,SPI_CTRL_CD_13_7_1_301011,7,1,27,2,30,10,10,52,421,0,0,0,0,0,0,4,0,0,0,857,8,
SPI,CTRL,CD,13,7,1,30,10,11,SPI_CTRL_CD_13_7_1_301011,7,1,27,3,30,10,10,52,423,0,0,0,0,0,0,9,0,0,0,856,8,
SPI,CTRL,CD,13,7,1,30,10,11,SPI_CTRL_CD_13_7_1_301011,7,1,27,4,30,10,10,52,424,0,0,0,0,0,4,14,0.24,0,0,856,8,
SPI,CTRL,CD,13,7,1,30,10,11,SPI_CTRL_CD_13_7_1_301011,7,1,27,5,30,10,10,53,423,0,0,0,0,0,4,19,0.17,0,0,857,8,
SPI,CTRL,CD,13,7,1,30,10,11,SPI_CTRL_CD_13_7_1_301011,7,1,27,6,30,10,10,53,425,0,0,0,0,0,4,24,0.16,0,0,856,8,
SPI,CTRL,CD,13,7,1,30,10,11,SPI_CTRL_CD_13_7_1_301011,7,1,27,7,30,10,10,53,426,0,0,0,0,0,5,28,0.16,0,0,856,8,
SPI,CTRL,CD,13,7,1,30,10,11,SPI_CTRL_CD_13_7_1_301011,7,1,27,8,30,10,10,53,426,0,0,0,0,0,6,33,0.15,0,0,856,8,
SPI,CTRL,CD,13,7,1,30,10,11,SPI_CTRL_CD_13_7_1_301011,7,1,27,9,30,10,10,53,426,0,0,0,0,0,6,38,0.13,0,0,857,8,
SPI,CTRL,CD,13,7,1,30,10,11,SPI_CTRL_CD_13_7_1_301011,7,1,27,10,30,10,10,53,427,0,0,0,0,0,6,43,0.13,0,0,856,8,
SPI,CTRL,CD,13,7,1,30,10,11,SPI_CTRL_CD_13_7_1_301011,7,1,27,11,30,10,10,53,428,0,0,0,0,0,7,48,0.12,0,0,856,8,
SPI,CTRL,CD,13,7,1,30,10,11,SPI_CTRL_CD_13_7_1_301011,7,1,27,12,30,10,10,53,429,0,0,0,0,0,8,52,0.13,0,0,856,8,
SPI,CTRL,CD,13,7,1,30,10,11,SPI_CTRL_CD_13_7_1_301011,7,1,27,13,30,10,10,53,429,0,0,0,0,0,9,57,0.12,0,0,856,8,
SPI,CTRL,CD,13,7,1,30,10,11,SPI_CTRL_CD_13_7_1_301011,7,1,27,14,30,10,10,53,429,0,0,0,0,0,9,62,0.12,0,0,857,8,
SPI,CTRL,CD,13,7,1,30,10,11,SPI_CTRL_CD_13_7_1_301011,7,1,27,15,30,10,10,53,430,0,0,0,0,0,9,67,0.12,0,0,857,8,
SPI,CTRL,CD,13,7,1,30,10,11,SPI_CTRL_CD_13_7_1_301011,7,1,27,16,30,10,10,53,431,0,0,0,0,0,10,72,0.12,0,0,856,8,
SPI,CTRL,CD,13,7,1,30,10,11,SPI_CTRL_CD_13_7_1_301011,7,1,27,17,30,10,10,54,431,0,0,0,0,0,11,76,0.11,0,0,857,8,
SPI,CTRL,CD,13,7,1,30,10,11,SPI_CTRL_CD_13_7_1_301011,7,1,27,18,30,10,10,54,433,0,0,0,0,0,11,81,0.11,0,0,856,8,
SPI,CTRL,CD,13,7,1,30,10,11,SPI_CTRL_CD_13_7_1_301011,7,1,27,19,30,10,10,54,433,0,0,0,0,0,12,86,0.11,0,0,856,8,
SPI,CTRL,CD,13,7,1,30,10,11,SPI_CTRL_CD_13_7_1_301011,7,1,27,20,30,10,10,54,433,0,0,0,0,0,13,91,0.11,0,0,857,8,
SPI,CTRL,CD,13,7,1,30,10,11,SPI_CTRL_CD_13_7_1_301011,7,1,27,21,30,10,10,54,434,0,0,0,0,0,13,96,0.11,0,0,857,8,
SPI,CTRL,CD,13,7,1,30,10,11,SPI_CTRL_CD_13_7_1_301011,7,1,27,22,30,10,10,54,435,0,0,0,0,0,14,100,0.11,0,0,857,8,
SPI,CTRL,CD,13,7,1,30,10,11,SPI_CTRL_CD_13_7_1_301011,7,1,27,23,30,10,10,54,436,0,0,0,0,0,14,105,0.11,0,0,856,8,
SPI,CTRL,CD,13,7,1,30,10,11,SPI_CTRL_CD_13_7_1_301011,7,1,27,24,30,10,10,54,437,0,0,0,0,0,15,110,0.11,0,0,856,8,
SPI,CTRL,CD,13,7,1,30,10,11,SPI_CTRL_CD_13_7_1_301011,7,1,27,25,30,10,10,54,438,0,0,0,0,0,16,115,0.11,0,0,856,8,
SPI,CTRL,CD,13,7,1,30,10,11,SPI_CTRL_CD_13_7_1_301011,7,1,27,26,30,10,10,54,438,0,0,0,0,0,17,120,0.11,0,0,856,8,
SPI,CTRL,CD,13,7,1,30,10,11,SPI_CTRL_CD_13_7_1_301011,7,1,27,27,30,10,10,54,438,0,0,0,0,0,17,124,0.11,0,0,857,8,a
SPI,CTRL,CD,13,8,1,30,10,11,SPI_CTRL_CD_13_8_1_301011,8,1,28,1,30,10,10,56,430,0,0,0,0,0,0,0,0,0,0,856,8,
SPI,CTRL,CD,13,8,1,30,10,11,SPI_CTRL_CD_13_8_1_301011,8,1,28,2,30,10,10,56,432,0,0,0,0,0,0,4,0,0,0,856,8,
SPI,CTRL,CD,13,8,1,30,10,11,SPI_CTRL_CD_13_8_1_301011,8,1,28,3,30,10,10,56,434,0,0,0,0,0,0,9,0,0,0,856,8,
SPI,CTRL,CD,13,8,1,30,10,11,SPI_CTRL_CD_13_8_1_301011,8,1,28,4,30,10,10,56,434,0,0,0,0,0,4,14,0.27,0,0,856,8,
SPI,CTRL,CD,13,8,1,30,10,11,SPI_CTRL_CD_13_8_1_301011,8,1,28,5,30,10,10,56,435,0,0,0,0,0,4,19,0.2,0,0,857,8,
SPI,CTRL,CD,13,8,1,30,10,11,SPI_CTRL_CD_13_8_1_301011,8,1,28,6,30,10,10,56,436,0,0,0,0,0,5,24,0.19,0,0,857,8,
SPI,CTRL,CD,13,8,1,30,10,11,SPI_CTRL_CD_13_8_1_301011,8,1,28,7,30,10,10,56,438,0,0,0,0,0,7,28,0.2,0,0,856,8,
SPI,CTRL,CD,13,8,1,30,10,11,SPI_CTRL_CD_13_8_1_301011,8,1,28,8,30,10,10,56,439,0,0,0,0,0,8,33,0.21,0,0,856,8,
SPI,CTRL,CD,13,8,1,30,10,11,SPI_CTRL_CD_13_8_1_301011,8,1,28,9,30,10,10,57,439,0,0,0,0,0,9,38,0.2,0,0,857,8,
SPI,CTRL,CD,13,8,1,30,10,11,SPI_CTRL_CD_13_8_1_301011,8,1,28,10,30,10,10,57,441,0,0,0,0,0,10,43,0.2,0,0,856,8,
SPI,CTRL,CD,13,8,1,30,10,11,SPI_CTRL_CD_13_8_1_301011,8,1,28,11,30,10,10,57,442,0,0,0,0,0,11,48,0.2,0,0,856,8,
SPI,CTRL,CD,13,8,1,30,10,11,SPI_CTRL_CD_13_8_1_301011,8,1,28,12,30,10,10,57,444,0,0,0,0,0,13,52,0.2,0,0,856,8,
SPI,CTRL,CD,13,8,1,30,10,11,SPI_CTRL_CD_13_8_1_301011,8,1,28,13,30,10,10,57,444,0,0,0,0,0,14,57,0.2,0,0,857,8,
SPI,CTRL,CD,13,8,1,30,10,11,SPI_CTRL_CD_13_8_1_301011,8,1,28,14,30,10,10,57,448,0,0,0,0,0,16,62,0.2,0,0,856,8,
SPI,CTRL,CD,13,8,1,30,10,11,SPI_CTRL_CD_13_8_1_301011,8,1,28,15,30,10,10,57,448,0,0,0,0,0,17,67,0.21,0,0,856,8,
SPI,CTRL,CD,13,8,1,30,10,11,SPI_CTRL_CD_13_8_1_301011,8,1,28,16,30,10,10,57,450,0,0,0,0,0,18,72,0.21,0,0,856,8,
SPI,CTRL,CD,13,8,1,30,10,11,SPI_CTRL_CD_13_8_1_301011,8,1,28,17,30,10,10,57,452,0,0,0,0,0,20,76,0.21,0,0,856,8,
SPI,CTRL,CD,13,8,1,30,10,11,SPI_CTRL_CD_13_8_1_301011,8,1,28,18,30,10,10,57,453,0,0,0,0,0,22,81,0.22,0,0,856,8,
SPI,CTRL,CD,13,8,1,30,10,11,SPI_CTRL_CD_13_8_1_301011,8,1,28,19,30,10,10,57,455,0,0,0,0,0,24,86,0.22,0,0,856,8,
SPI,CTRL,CD,13,8,1,30,10,11,SPI_CTRL_CD_13_8_1_301011,8,1,28,20,30,10,10,57,456,0,0,0,0,0,25,91,0.22,0,0,856,8,
SPI,CTRL,CD,13,8,1,30,10,11,SPI_CTRL_CD_13_8_1_301011,8,1,28,21,30,10,10,57,458,0,0,0,0,0,27,96,0.23,0,0,856,8,
SPI,CTRL,CD,13,8,1,30,10,11,SPI_CTRL_CD_13_8_1_301011,8,1,28,22,30,10,10,58,459,0,0,0,0,0,28,100,0.23,0,0,856,8,
SPI,CTRL,CD,13,8,1,30,10,11,SPI_CTRL_CD_13_8_1_301011,8,1,28,23,30,10,10,58,460,0,0,0,0,0,30,105,0.23,0,0,857,8,
SPI,CTRL,CD,13,8,1,30,10,11,SPI_CTRL_CD_13_8_1_301011,8,1,28,24,30,10,10,58,462,0,0,0,0,0,31,110,0.23,0,0,857,8,
SPI,CTRL,CD,13,8,1,30,10,11,SPI_CTRL_CD_13_8_1_301011,8,1,28,25,30,10,10,58,463,0,0,0,0,0,33,115,0.23,0,0,857,8,
SPI,CTRL,CD,13,8,1,30,10,11,SPI_CTRL_CD_13_8_1_301011,8,1,28,26,30,10,10,58,466,0,0,0,0,0,35,120,0.23,0,0,856,8,
SPI,CTRL,CD,13,8,1,30,10,11,SPI_CTRL_CD_13_8_1_301011,8,1,28,27,30,10,10,58,467,0,0,0,0,0,36,124,0.24,0,0,856,8,a
SPI,CTRL,CD,13,9,1,30,10,11,SPI_CTRL_CD_13_9_1_301011,9,1,29,1,30,10,10,59,418,0,0,0,0,0,0,0,0,0,0,857,8,
SPI,CTRL,CD,13,9,1,30,10,11,SPI_CTRL_CD_13_9_1_301011,9,1,29,2,30,10,10,59,421,0,0,0,0,0,0,4,0,0,0,856,8,
SPI,CTRL,CD,13,9,1,30,10,11,SPI_CTRL_CD_13_9_1_301011,9,1,29,3,30,10,10,59,422,0,0,0,0,0,0,9,0,0,0,856,8,
SPI,CTRL,CD,13,9,1,30,10,11,SPI_CTRL_CD_13_9_1_301011,9,1,29,4,30,10,10,59,423,0,0,0,0,0,4,14,0.26,0,0,857,8,
SPI,CTRL,CD,13,9,1,30,10,11,SPI_CTRL_CD_13_9_1_301011,9,1,29,5,30,10,10,59,425,0,0,0,0,0,6,19,0.27,0,0,856,8,
SPI,CTRL,CD,13,9,1,30,10,11,SPI_CTRL_CD_13_9_1_301011,9,1,29,6,30,10,10,59,427,0,0,0,0,0,8,24,0.27,0,0,856,8,
SPI,CTRL,CD,13,9,1,30,10,11,SPI_CTRL_CD_13_9_1_301011,9,1,29,7,30,10,11,0,428,0,0,0,0,0,9,28,0.26,0,0,857,8,
SPI,CTRL,CD,13,9,1,30,10,11,SPI_CTRL_CD_13_9_1_301011,9,1,29,8,30,10,11,0,430,0,0,0,0,0,11,33,0.27,0,0,856,8,
SPI,CTRL,CD,13,9,1,30,10,11,SPI_CTRL_CD_13_9_1_301011,9,1,29,9,30,10,11,0,431,0,0,0,0,0,12,38,0.27,0,0,857,8,
SPI,CTRL,CD,13,9,1,30,10,11,SPI_CTRL_CD_13_9_1_301011,9,1,29,10,30,10,11,0,434,0,0,0,0,0,14,43,0.27,0,0,857,8,
SPI,CTRL,CD,13,9,1,30,10,11,SPI_CTRL_CD_13_9_1_301011,9,1,29,11,30,10,11,0,435,0,0,0,0,0,16,48,0.27,0,0,857,8,
SPI,CTRL,CD,13,9,1,30,10,11,SPI_CTRL_CD_13_9_1_301011,9,1,29,12,30,10,11,0,438,0,0,0,0,0,18,52,0.28,0,0,856,8,
SPI,CTRL,CD,13,9,1,30,10,11,SPI_CTRL_CD_13_9_1_301011,9,1,29,13,30,10,11,0,439,0,0,0,0,0,20,57,0.28,0,0,856,8,
SPI,CTRL,CD,13,9,1,30,10,11,SPI_CTRL_CD_13_9_1_301011,9,1,29,14,30,10,11,0,441,0,0,0,0,0,22,62,0.29,0,0,856,8,
SPI,CTRL,CD,13,9,1,30,10,11,SPI_CTRL_CD_13_9_1_301011,9,1,29,15,30,10,11,0,444,0,0,0,0,0,24,67,0.29,0,0,856,8,
SPI,CTRL,CD,13,9,1,30,10,11,SPI_CTRL_CD_13_9_1_301011,9,1,29,16,30,10,11,0,445,0,0,0,0,0,26,72,0.3,0,0,856,8,
SPI,CTRL,CD,13,9,1,30,10,11,SPI_CTRL_CD_13_9_1_301011,9,1,29,17,30,10,11,0,448,0,0,0,0,0,28,76,0.3,0,0,856,8,
SPI,CTRL,CD,13,9,1,30,10,11,SPI_CTRL_CD_13_9_1_301011,9,1,29,18,30,10,11,0,449,0,0,0,0,0,30,81,0.3,0,0,856,8,
SPI,CTRL,CD,13,9,1,30,10,11,SPI_CTRL_CD_13_9_1_301011,9,1,29,19,30,10,11,1,451,0,0,0,0,0,32,86,0.3,0,0,856,8,
SPI,CTRL,CD,13,9,1,30,10,11,SPI_CTRL_CD_13_9_1_301011,9,1,29,20,30,10,11,1,453,0,0,0,0,0,34,91,0.31,0,0,856,8,
SPI,CTRL,CD,13,9,1,30,10,11,SPI_CTRL_CD_13_9_1_301011,9,1,29,21,30,10,11,1,454,0,0,0,0,0,36,96,0.31,0,0,857,8,
SPI,CTRL,CD,13,9,1,30,10,11,SPI_CTRL_CD_13_9_1_301011,9,1,29,22,30,10,11,1,456,0,0,0,0,0,38,100,0.31,0,0,857,8,
SPI,CTRL,CD,13,9,1,30,10,11,SPI_CTRL_CD_13_9_1_301011,9,1,29,23,30,10,11,1,459,0,0,0,0,0,40,105,0.31,0,0,856,8,
SPI,CTRL,CD,13,9,1,30,10,11,SPI_CTRL_CD_13_9_1_301011,9,1,29,24,30,10,11,1,461,0,0,0,0,0,42,110,0.31,0,0,856,8,
SPI,CTRL,CD,13,9,1,30,10,11,SPI_CTRL_CD_13_9_1_301011,9,1,29,25,30,10,11,1,462,0,0,0,0,0,44,115,0.31,0,0,857,8,
SPI,CTRL,CD,13,9,1,30,10,11,SPI_CTRL_CD_13_9_1_301011,9,1,29,26,30,10,11,1,464,0,0,0,0,0,46,120,0.31,0,0,856,8,
SPI,CTRL,CD,13,9,1,30,10,11,SPI_CTRL_CD_13_9_1_301011,9,1,29,27,30,10,11,1,465,0,0,0,0,0,47,124,0.31,0,0,857,8,a
SPI,CTRL,CD,13,10,1,30,10,11,SPI_CTRL_CD_13_10_1_301011,10,1,30,1,30,10,11,2,437,0,0,0,0,0,0,0,0,0,0,857,8,
SPI,CTRL,CD,13,10,1,30,10,11,SPI_CTRL_CD_13_10_1_301011,10,1,30,2,30,10,11,2,441,0,0,0,0,0,0,4,0,0,0,857,8,
SPI,CTRL,CD,13,10,1,30,10,11,SPI_CTRL_CD_13_10_1_301011,10,1,30,3,30,10,11,2,444,0,0,0,0,0,0,9,0,0,0,857,8,
SPI,CTRL,CD,13,10,1,30,10,11,SPI_CTRL_CD_13_10_1_301011,10,1,30,4,30,10,11,3,446,0,0,0,0,0,8,14,0.47,0,0,857,8,
SPI,CTRL,CD,13,10,1,30,10,11,SPI_CTRL_CD_13_10_1_301011,10,1,30,5,30,10,11,3,448,0,0,0,0,0,10,19,0.44,0,0,856,8,
SPI,CTRL,CD,13,10,1,30,10,11,SPI_CTRL_CD_13_10_1_301011,10,1,30,6,30,10,11,3,450,0,0,0,0,0,12,24,0.41,0,0,856,8,
SPI,CTRL,CD,13,10,1,30,10,11,SPI_CTRL_CD_13_10_1_301011,10,1,30,7,30,10,11,3,451,0,0,0,0,0,13,28,0.38,0,0,856,8,
SPI,CTRL,CD,13,10,1,30,10,11,SPI_CTRL_CD_13_10_1_301011,10,1,30,8,30,10,11,3,453,0,0,0,0,0,14,33,0.36,0,0,856,8,
SPI,CTRL,CD,13,10,1,30,10,11,SPI_CTRL_CD_13_10_1_301011,10,1,30,9,30,10,11,3,454,0,0,0,0,0,16,38,0.34,0,0,856,8,
SPI,CTRL,CD,13,10,1,30,10,11,SPI_CTRL_CD_13_10_1_301011,10,1,30,10,30,10,11,3,456,0,0,0,0,0,17,43,0.32,0,0,856,8,
SPI,CTRL,CD,13,10,1,30,10,11,SPI_CTRL_CD_13_10_1_301011,10,1,30,11,30,10,11,3,457,0,0,0,0,0,18,48,0.31,0,0,856,8,
SPI,CTRL,CD,13,10,1,30,10,11,SPI_CTRL_CD_13_10_1_301011,10,1,30,12,30,10,11,3,457,0,0,0,0,0,19,52,0.29,0,0,857,8,
SPI,CTRL,CD,13,10,1,30,10,11,SPI_CTRL_CD_13_10_1_301011,10,1,30,13,30,10,11,3,459,0,0,0,0,0,20,57,0.28,0,0,857,8,
SPI,CTRL,CD,13,10,1,30,10,11,SPI_CTRL_CD_13_10_1_301011,10,1,30,14,30,10,11,3,460,0,0,0,0,0,21,62,0.27,0,0,856,8,
SPI,CTRL,CD,13,10,1,30,10,11,SPI_CTRL_CD_13_10_1_301011,10,1,30,15,30,10,11,3,462,0,0,0,0,0,22,67,0.27,0,0,856,8,
SPI,CTRL,CD,13,10,1,30,10,11,SPI_CTRL_CD_13_10_1_301011,10,1,30,16,30,10,11,3,463,0,0,0,0,0,23,72,0.26,0,0,856,8,
SPI,CTRL,CD,13,10,1,30,10,11,SPI_CTRL_CD_13_10_1_301011,10,1,30,17,30,10,11,4,463,0,0,0,0,0,24,76,0.25,0,0,857,8,
SPI,CTRL,CD,13,10,1,30,10,11,SPI_CTRL_CD_13_10_1_301011,10,1,30,18,30,10,11,4,466,0,0,0,0,0,25,81,0.25,0,0,856,8,
SPI,CTRL,CD,13,10,1,30,10,11,SPI_CTRL_CD_13_10_1_301011,10,1,30,19,30,10,11,4,467,0,0,0,0,0,26,86,0.25,0,0,856,8,
SPI,CTRL,CD,13,10,1,30,10,11,SPI_CTRL_CD_13_10_1_301011,10,1,30,20,30,10,11,4,468,0,0,0,0,0,27,91,0.25,0,0,856,8,
SPI,CTRL,CD,13,10,1,30,10,11,SPI_CTRL_CD_13_10_1_301011,10,1,30,21,30,10,11,4,469,0,0,0,0,0,29,96,0.24,0,0,856,8,
SPI,CTRL,CD,13,10,1,30,10,11,SPI_CTRL_CD_13_10_1_301011,10,1,30,22,30,10,11,4,471,0,0,0,0,0,30,100,0.24,0,0,856,8,
SPI,CTRL,CD,13,10,1,30,10,11,SPI_CTRL_CD_13_10_1_301011,10,1,30,23,30,10,11,4,472,0,0,0,0,0,31,105,0.24,0,0,856,8,
SPI,CTRL,CD,13,10,1,30,10,11,SPI_CTRL_CD_13_10_1_301011,10,1,30,24,30,10,11,4,472,0,0,0,0,0,32,110,0.23,0,0,857,8,
SPI,CTRL,CD,13,10,1,30,10,11,SPI_CTRL_CD_13_10_1_301011,10,1,30,25,30,10,11,4,474,0,0,0,0,0,33,115,0.23,0,0,856,8,
SPI,CTRL,CD,13,10,1,30,10,11,SPI_CTRL_CD_13_10_1_301011,10,1,30,26,30,10,11,4,475,0,0,0,0,0,34,120,0.23,0,0,857,8,
SPI,CTRL,CD,13,10,1,30,10,11,SPI_CTRL_CD_13_10_1_301011,10,1,30,27,30,10,11,4,476,0,0,0,0,0,35,124,0.23,0,0,857,8,a
SPII,CTRL,SD,13,1,1,29,10,11,SPII_CTRL_SD_13_1_1_291011,1,1,16,1,29,10,19,8,415,0,0,0,0,0,0,0,0,0,0,829,8,
SPII,CTRL,SD,13,1,1,29,10,11,SPII_CTRL_SD_13_1_1_291011,1,1,16,2,29,10,19,8,418,0,0,0,0,0,0,4,0,0,0,829,8,
SPII,CTRL,SD,13,1,1,29,10,11,SPII_CTRL_SD_13_1_1_291011,1,1,16,3,29,10,19,8,420,0,0,0,0,0,0,9,0,0,0,829,8,
SPII,CTRL,SD,13,1,1,29,10,11,SPII_CTRL_SD_13_1_1_291011,1,1,16,4,29,10,19,8,422,0,0,0,0,0,6,14,0.37,0,0,829,8,
SPII,CTRL,SD,13,1,1,29,10,11,SPII_CTRL_SD_13_1_1_291011,1,1,16,5,29,10,19,8,423,0,0,0,0,0,8,19,0.33,0,0,829,8,
SPII,CTRL,SD,13,1,1,29,10,11,SPII_CTRL_SD_13_1_1_291011,1,1,16,6,29,10,19,8,424,0,0,0,0,0,9,24,0.29,0,0,829,8,
SPII,CTRL,SD,13,1,1,29,10,11,SPII_CTRL_SD_13_1_1_291011,1,1,16,7,29,10,19,8,425,0,0,0,0,0,9,28,0.27,0,0,829,8,
SPII,CTRL,SD,13,1,1,29,10,11,SPII_CTRL_SD_13_1_1_291011,1,1,16,8,29,10,19,8,426,0,0,0,0,0,10,33,0.25,0,0,829,8,
SPII,CTRL,SD,13,1,1,29,10,11,SPII_CTRL_SD_13_1_1_291011,1,1,16,9,29,10,19,8,428,0,0,0,0,0,12,38,0.24,0,0,829,8,
SPII,CTRL,SD,13,1,1,29,10,11,SPII_CTRL_SD_13_1_1_291011,1,1,16,10,29,10,19,8,429,0,0,0,0,0,12,43,0.23,0,0,829,8,
SPII,CTRL,SD,13,1,1,29,10,11,SPII_CTRL_SD_13_1_1_291011,1,1,16,11,29,10,19,8,430,0,0,0,0,0,14,48,0.23,0,0,829,8,
SPII,CTRL,SD,13,1,1,29,10,11,SPII_CTRL_SD_13_1_1_291011,1,1,16,12,29,10,19,8,432,0,0,0,0,0,15,52,0.23,0,0,829,8,
SPII,CTRL,SD,13,1,1,29,10,11,SPII_CTRL_SD_13_1_1_291011,1,1,16,13,29,10,19,9,433,0,0,0,0,0,16,57,0.22,0,0,829,8,
SPII,CTRL,SD,13,1,1,29,10,11,SPII_CTRL_SD_13_1_1_291011,1,1,16,14,29,10,19,9,434,0,0,0,0,0,18,62,0.22,0,0,829,8,
SPII,CTRL,SD,13,1,1,29,10,11,SPII_CTRL_SD_13_1_1_291011,1,1,16,15,29,10,19,9,436,0,0,0,0,0,19,67,0.22,0,0,829,8,
SPII,CTRL,SD,13,1,1,29,10,11,SPII_CTRL_SD_13_1_1_291011,1,1,16,16,29,10,19,9,437,0,0,0,0,0,20,72,0.22,0,0,829,8,
SPII,CTRL,SD,13,1,1,29,10,11,SPII_CTRL_SD_13_1_1_291011,1,1,16,17,29,10,19,9,438,0,0,0,0,0,22,76,0.22,0,0,829,8,
SPII,CTRL,SD,13,1,1,29,10,11,SPII_CTRL_SD_13_1_1_291011,1,1,16,18,29,10,19,9,440,0,0,0,0,0,23,81,0.22,0,0,829,8,
SPII,CTRL,SD,13,1,1,29,10,11,SPII_CTRL_SD_13_1_1_291011,1,1,16,19,29,10,19,9,441,0,0,0,0,0,24,86,0.22,0,0,829,8,
SPII,CTRL,SD,13,1,1,29,10,11,SPII_CTRL_SD_13_1_1_291011,1,1,16,20,29,10,19,9,443,0,0,0,0,0,26,91,0.22,0,0,829,8,
SPII,CTRL,SD,13,1,1,29,10,11,SPII_CTRL_SD_13_1_1_291011,1,1,16,21,29,10,19,9,444,0,0,0,0,0,27,96,0.22,0,0,829,8,
