Plot,TypeMeas,Tipo,Subplot,Tubo,Meas,DD,MM,YY,Id,Tubo,Meas,;Plot,RecNo,Day,Month,Hour,Min,CO2 Ref,mb Ref,mbR Temp,Input A,Input B,Input C,Input D,Input E,Input F,Input G,Input H,ATMP,Probe Type,a
SPII,CTRL,SD,13,1,1,29,10,11,SPII_CTRL_SD_13_1_1_291011,1,1,16,22,29,10,19,9,446,0,0,0,0,0,29,100,0.22,0,0,829,8,
SPII,CTRL,SD,13,1,1,29,10,11,SPII_CTRL_SD_13_1_1_291011,1,1,16,23,29,10,19,9,447,0,0,0,0,0,30,105,0.22,0,0,829,8,
SPII,CTRL,SD,13,1,1,29,10,11,SPII_CTRL_SD_13_1_1_291011,1,1,16,24,29,10,19,9,449,0,0,0,0,0,32,110,0.23,0,0,829,8,
SPII,CTRL,SD,13,1,1,29,10,11,SPII_CTRL_SD_13_1_1_291011,1,1,16,25,29,10,19,9,450,0,0,0,0,0,33,115,0.23,0,0,829,8,
SPII,CTRL,SD,13,1,1,29,10,11,SPII_CTRL_SD_13_1_1_291011,1,1,16,26,29,10,19,10,452,0,0,0,0,0,35,120,0.23,0,0,829,8,
SPII,CTRL,SD,13,1,1,29,10,11,SPII_CTRL_SD_13_1_1_291011,1,1,16,27,29,10,19,10,453,0,0,0,0,0,36,124,0.23,0,0,829,8,a
SPII,CTRL,SD,13,2,1,29,10,11,SPII_CTRL_SD_13_2_1_291011,2,1,15,1,29,10,19,4,417,0,0,0,0,0,0,0,0,0,0,829,8,
SPII,CTRL,SD,13,2,1,29,10,11,SPII_CTRL_SD_13_2_1_291011,2,1,15,2,29,10,19,4,419,0,0,0,0,0,0,4,0,0,0,829,8,
SPII,CTRL,SD,13,2,1,29,10,11,SPII_CTRL_SD_13_2_1_291011,2,1,15,3,29,10,19,4,419,0,0,0,0,0,0,9,0,0,0,829,8,
SPII,CTRL,SD,13,2,1,29,10,11,SPII_CTRL_SD_13_2_1_291011,2,1,15,4,29,10,19,4,421,0,0,0,0,0,3,14,0.18,0,0,829,8,
SPII,CTRL,SD,13,2,1,29,10,11,SPII_CTRL_SD_13_2_1_291011,2,1,15,5,29,10,19,5,422,0,0,0,0,0,4,19,0.19,0,0,829,8,
SPII,CTRL,SD,13,2,1,29,10,11,SPII_CTRL_SD_13_2_1_291011,2,1,15,6,29,10,19,5,423,0,0,0,0,0,5,24,0.19,0,0,829,8,
SPII,CTRL,SD,13,2,1,29,10,11,SPII_CTRL_SD_13_2_1_291011,2,1,15,7,29,10,19,5,425,0,0,0,0,0,7,28,0.2,0,0,829,8,
SPII,CTRL,SD,13,2,1,29,10,11,SPII_CTRL_SD_13_2_1_291011,2,1,15,8,29,10,19,5,427,0,0,0,0,0,9,33,0.21,0,0,829,8,
SPII,CTRL,SD,13,2,1,29,10,11,SPII_CTRL_SD_13_2_1_291011,2,1,15,9,29,10,19,5,428,0,0,0,0,0,10,38,0.22,0,0,829,8,
SPII,CTRL,SD,13,2,1,29,10,11,SPII_CTRL_SD_13_2_1_291011,2,1,15,10,29,10,19,5,430,0,0,0,0,0,12,43,0.22,0,0,829,8,
SPII,CTRL,SD,13,2,1,29,10,11,SPII_CTRL_SD_13_2_1_291011,2,1,15,11,29,10,19,5,431,0,0,0,0,0,14,48,0.23,0,0,829,8,
SPII,CTRL,SD,13,2,1,29,10,11,SPII_CTRL_SD_13_2_1_291011,2,1,15,12,29,10,19,5,433,0,0,0,0,0,15,52,0.23,0,0,829,8,
SPII,CTRL,SD,13,2,1,29,10,11,SPII_CTRL_SD_13_2_1_291011,2,1,15,13,29,10,19,5,435,0,0,0,0,0,17,57,0.24,0,0,829,8,
SPII,CTRL,SD,13,2,1,29,10,11,SPII_CTRL_SD_13_2_1_291011,2,1,15,14,29,10,19,5,437,0,0,0,0,0,19,62,0.24,0,0,829,8,
SPII,CTRL,SD,13,2,1,29,10,11,SPII_CTRL_SD_13_2_1_291011,2,1,15,15,29,10,19,5,438,0,0,0,0,0,21,67,0.25,0,0,829,8,
SPII,CTRL,SD,13,2,1,29,10,11,SPII_CTRL_SD_13_2_1_291011,2,1,15,16,29,10,19,5,441,0,0,0,0,0,23,72,0.25,0,0,829,8,
SPII,CTRL,SD,13,2,1,29,10,11,SPII_CTRL_SD_13_2_1_291011,2,1,15,17,29,10,19,5,443,0,0,0,0,0,25,76,0.26,0,0,829,8,
SPII,CTRL,SD,13,2,1,29,10,11,SPII_CTRL_SD_13_2_1_291011,2,1,15,18,29,10,19,6,445,0,0,0,0,0,27,81,0.27,0,0,829,8,
SPII,CTRL,SD,13,2,1,29,10,11,SPII_CTRL_SD_13_2_1_291011,2,1,15,19,29,10,19,6,447,0,0,0,0,0,30,86,0.27,0,0,829,8,
SPII,CTRL,SD,13,2,1,29,10,11,SPII_CTRL_SD_13_2_1_291011,2,1,15,20,29,10,19,6,449,0,0,0,0,0,32,91,0.27,0,0,829,8,
SPII,CTRL,SD,13,2,1,29,10,11,SPII_CTRL_SD_13_2_1_291011,2,1,15,21,29,10,19,6,451,0,0,0,0,0,34,96,0.28,0,0,829,8,
SPII,CTRL,SD,13,2,1,29,10,11,SPII_CTRL_SD_13_2_1_291011,2,1,15,22,29,10,19,6,453,0,0,0,0,0,36,100,0.28,0,0,829,8,
SPII,CTRL,SD,13,2,1,29,10,11,SPII_CTRL_SD_13_2_1_291011,2,1,15,23,29,10,19,6,454,0,0,0,0,0,38,105,0.28,0,0,829,8,
SPII,CTRL,SD,13,2,1,29,10,11,SPII_CTRL_SD_13_2_1_291011,2,1,15,24,29,10,19,6,456,0,0,0,0,0,40,110,0.28,0,0,829,8,
SPII,CTRL,SD,13,2,1,29,10,11,SPII_CTRL_SD_13_2_1_291011,2,1,15,25,29,10,19,6,459,0,0,0,0,0,42,115,0.29,0,0,829,8,
SPII,CTRL,SD,13,2,1,29,10,11,SPII_CTRL_SD_13_2_1_291011,2,1,15,26,29,10,19,6,460,0,0,0,0,0,44,120,0.29,0,0,829,8,
SPII,CTRL,SD,13,2,1,29,10,11,SPII_CTRL_SD_13_2_1_291011,2,1,15,27,29,10,19,6,462,0,0,0,0,0,46,124,0.29,0,0,829,8,a
SPII,CTRL,SD,13,3,1,29,10,11,SPII_CTRL_SD_13_3_1_291011,3,1,17,1,29,10,19,11,414,0,0,0,0,0,0,0,0,0,0,829,8,
SPII,CTRL,SD,13,3,1,29,10,11,SPII_CTRL_SD_13_3_1_291011,3,1,17,2,29,10,19,11,416,0,0,0,0,0,0,4,0,0,0,829,8,
SPII,CTRL,SD,13,3,1,29,10,11,SPII_CTRL_SD_13_3_1_291011,3,1,17,3,29,10,19,11,419,0,0,0,0,0,0,9,0,0,0,829,8,
SPII,CTRL,SD,13,3,1,29,10,11,SPII_CTRL_SD_13_3_1_291011,3,1,17,4,29,10,19,11,422,0,0,0,0,0,7,14,0.42,0,0,829,8,
SPII,CTRL,SD,13,3,1,29,10,11,SPII_CTRL_SD_13_3_1_291011,3,1,17,5,29,10,19,11,424,0,0,0,0,0,10,19,0.41,0,0,829,8,
SPII,CTRL,SD,13,3,1,29,10,11,SPII_CTRL_SD_13_3_1_291011,3,1,17,6,29,10,19,11,426,0,0,0,0,0,12,24,0.4,0,0,829,8,
SPII,CTRL,SD,13,3,1,29,10,11,SPII_CTRL_SD_13_3_1_291011,3,1,17,7,29,10,19,11,428,0,0,0,0,0,14,28,0.39,0,0,829,8,
SPII,CTRL,SD,13,3,1,29,10,11,SPII_CTRL_SD_13_3_1_291011,3,1,17,8,29,10,19,12,431,0,0,0,0,0,16,33,0.39,0,0,829,8,
SPII,CTRL,SD,13,3,1,29,10,11,SPII_CTRL_SD_13_3_1_291011,3,1,17,9,29,10,19,12,433,0,0,0,0,0,19,38,0.39,0,0,829,8,
SPII,CTRL,SD,13,3,1,29,10,11,SPII_CTRL_SD_13_3_1_291011,3,1,17,10,29,10,19,12,436,0,0,0,0,0,21,43,0.39,0,0,829,8,
SPII,CTRL,SD,13,3,1,29,10,11,SPII_CTRL_SD_13_3_1_291011,3,1,17,11,29,10,19,12,438,0,0,0,0,0,23,48,0.39,0,0,829,8,
SPII,CTRL,SD,13,3,1,29,10,11,SPII_CTRL_SD_13_3_1_291011,3,1,17,12,29,10,19,12,441,0,0,0,0,0,26,52,0.39,0,0,829,8,
SPII,CTRL,SD,13,3,1,29,10,11,SPII_CTRL_SD_13_3_1_291011,3,1,17,13,29,10,19,12,444,0,0,0,0,0,29,57,0.4,0,0,829,8,
SPII,CTRL,SD,13,3,1,29,10,11,SPII_CTRL_SD_13_3_1_291011,3,1,17,14,29,10,19,12,446,0,0,0,0,0,32,62,0.4,0,0,829,8,
SPII,CTRL,SD,13,3,1,29,10,11,SPII_CTRL_SD_13_3_1_291011,3,1,17,15,29,10,19,12,449,0,0,0,0,0,34,67,0.4,0,0,829,8,
SPII,CTRL,SD,13,3,1,29,10,11,SPII_CTRL_SD_13_3_1_291011,3,1,17,16,29,10,19,12,452,0,0,0,0,0,37,72,0.41,0,0,829,8,
SPII,CTRL,SD,13,3,1,29,10,11,SPII_CTRL_SD_13_3_1_291011,3,1,17,17,29,10,19,12,454,0,0,0,0,0,40,76,0.41,0,0,829,8,
SPII,CTRL,SD,13,3,1,29,10,11,SPII_CTRL_SD_13_3_1_291011,3,1,17,18,29,10,19,12,457,0,0,0,0,0,42,81,0.41,0,0,829,8,
SPII,CTRL,SD,13,3,1,29,10,11,SPII_CTRL_SD_13_3_1_291011,3,1,17,19,29,10,19,12,460,0,0,0,0,0,45,86,0.41,0,0,829,8,
SPII,CTRL,SD,13,3,1,29,10,11,SPII_CTRL_SD_13_3_1_291011,3,1,17,20,29,10,19,12,463,0,0,0,0,0,48,91,0.42,0,0,829,8,
SPII,CTRL,SD,13,3,1,29,10,11,SPII_CTRL_SD_13_3_1_291011,3,1,17,21,29,10,19,13,465,0,0,0,0,0,51,96,0.42,0,0,829,8,a
SPII,CTRL,SD,13,4,1,29,10,11,SPII_CTRL_SD_13_4_1_291011,4,1,18,13,29,10,19,16,419,0,0,0,0,0,0,0,0,0,0,829,8,
SPII,CTRL,SD,13,4,1,29,10,11,SPII_CTRL_SD_13_4_1_291011,4,1,18,14,29,10,19,16,427,0,0,0,0,0,0,4,0,0,0,829,8,
SPII,CTRL,SD,13,4,1,29,10,11,SPII_CTRL_SD_13_4_1_291011,4,1,18,15,29,10,19,16,433,0,0,0,0,0,0,9,0,0,0,829,8,
SPII,CTRL,SD,13,4,1,29,10,11,SPII_CTRL_SD_13_4_1_291011,4,1,18,16,29,10,19,16,438,0,0,0,0,0,19,14,1.04,0,0,829,8,
SPII,CTRL,SD,13,4,1,29,10,11,SPII_CTRL_SD_13_4_1_291011,4,1,18,17,29,10,19,16,442,0,0,0,0,0,22,19,0.94,0,0,829,8,
SPII,CTRL,SD,13,4,1,29,10,11,SPII_CTRL_SD_13_4_1_291011,4,1,18,18,29,10,19,16,446,0,0,0,0,0,26,24,0.88,0,0,829,8,
SPII,CTRL,SD,13,4,1,29,10,11,SPII_CTRL_SD_13_4_1_291011,4,1,18,19,29,10,19,16,451,0,0,0,0,0,30,28,0.84,0,0,829,8,
SPII,CTRL,SD,13,4,1,29,10,11,SPII_CTRL_SD_13_4_1_291011,4,1,18,20,29,10,19,16,454,0,0,0,0,0,34,33,0.8,0,0,829,8,
SPII,CTRL,SD,13,4,1,29,10,11,SPII_CTRL_SD_13_4_1_291011,4,1,18,21,29,10,19,16,459,0,0,0,0,0,37,38,0.77,0,0,829,8,
SPII,CTRL,SD,13,4,1,29,10,11,SPII_CTRL_SD_13_4_1_291011,4,1,18,22,29,10,19,16,463,0,0,0,0,0,41,43,0.76,0,0,829,8,
SPII,CTRL,SD,13,4,1,29,10,11,SPII_CTRL_SD_13_4_1_291011,4,1,18,23,29,10,19,17,468,0,0,0,0,0,45,48,0.75,0,0,829,8,
SPII,CTRL,SD,13,4,1,29,10,11,SPII_CTRL_SD_13_4_1_291011,4,1,18,24,29,10,19,17,472,0,0,0,0,0,49,52,0.74,0,0,829,8,
SPII,CTRL,SD,13,4,1,29,10,11,SPII_CTRL_SD_13_4_1_291011,4,1,18,25,29,10,19,17,476,0,0,0,0,0,53,57,0.74,0,0,829,8,a
SPII,CTRL,SD,13,5,1,29,10,11,SPII_CTRL_SD_13_5_1_291011,5,1,19,1,29,10,19,18,426,0,0,0,0,0,0,0,0,0,0,829,8,
SPII,CTRL,SD,13,5,1,29,10,11,SPII_CTRL_SD_13_5_1_291011,5,1,19,2,29,10,19,18,435,0,0,0,0,0,0,4,0,0,0,829,8,
SPII,CTRL,SD,13,5,1,29,10,11,SPII_CTRL_SD_13_5_1_291011,5,1,19,3,29,10,19,18,440,0,0,0,0,0,0,9,0,0,0,829,8,
SPII,CTRL,SD,13,5,1,29,10,11,SPII_CTRL_SD_13_5_1_291011,5,1,19,4,29,10,19,18,443,0,0,0,0,0,16,14,0.9,0,0,829,8,
SPII,CTRL,SD,13,5,1,29,10,11,SPII_CTRL_SD_13_5_1_291011,5,1,19,5,29,10,19,18,444,0,0,0,0,0,17,19,0.73,0,0,829,8,
SPII,CTRL,SD,13,5,1,29,10,11,SPII_CTRL_SD_13_5_1_291011,5,1,19,6,29,10,19,18,447,0,0,0,0,0,19,24,0.63,0,0,829,8,
SPII,CTRL,SD,13,5,1,29,10,11,SPII_CTRL_SD_13_5_1_291011,5,1,19,7,29,10,19,18,449,0,0,0,0,0,20,28,0.57,0,0,829,8,
SPII,CTRL,SD,13,5,1,29,10,11,SPII_CTRL_SD_13_5_1_291011,5,1,19,8,29,10,19,18,451,0,0,0,0,0,22,33,0.51,0,0,829,8,
SPII,CTRL,SD,13,5,1,29,10,11,SPII_CTRL_SD_13_5_1_291011,5,1,19,9,29,10,19,18,452,0,0,0,0,0,23,38,0.48,0,0,829,8,
SPII,CTRL,SD,13,5,1,29,10,11,SPII_CTRL_SD_13_5_1_291011,5,1,19,10,29,10,19,18,454,0,0,0,0,0,24,43,0.45,0,0,829,8,
SPII,CTRL,SD,13,5,1,29,10,11,SPII_CTRL_SD_13_5_1_291011,5,1,19,11,29,10,19,19,456,0,0,0,0,0,26,48,0.42,0,0,829,8,
SPII,CTRL,SD,13,5,1,29,10,11,SPII_CTRL_SD_13_5_1_291011,5,1,19,12,29,10,19,19,458,0,0,0,0,0,27,52,0.41,0,0,829,8,
SPII,CTRL,SD,13,5,1,29,10,11,SPII_CTRL_SD_13_5_1_291011,5,1,19,13,29,10,19,19,460,0,0,0,0,0,29,57,0.4,0,0,829,8,
SPII,CTRL,SD,13,5,1,29,10,11,SPII_CTRL_SD_13_5_1_291011,5,1,19,14,29,10,19,19,462,0,0,0,0,0,30,62,0.39,0,0,829,8,
SPII,CTRL,SD,13,5,1,29,10,11,SPII_CTRL_SD_13_5_1_291011,5,1,19,15,29,10,19,19,464,0,0,0,0,0,32,67,0.38,0,0,829,8,
SPII,CTRL,SD,13,5,1,29,10,11,SPII_CTRL_SD_13_5_1_291011,5,1,19,16,29,10,19,19,466,0,0,0,0,0,34,72,0.37,0,0,829,8,
SPII,CTRL,SD,13,5,1,29,10,11,SPII_CTRL_SD_13_5_1_291011,5,1,19,17,29,10,19,19,468,0,0,0,0,0,35,76,0.36,0,0,829,8,
SPII,CTRL,SD,13,5,1,29,10,11,SPII_CTRL_SD_13_5_1_291011,5,1,19,18,29,10,19,19,470,0,0,0,0,0,37,81,0.36,0,0,829,8,
SPII,CTRL,SD,13,5,1,29,10,11,SPII_CTRL_SD_13_5_1_291011,5,1,19,19,29,10,19,19,473,0,0,0,0,0,39,86,0.36,0,0,829,8,
SPII,CTRL,SD,13,5,1,29,10,11,SPII_CTRL_SD_13_5_1_291011,5,1,19,20,29,10,19,19,475,0,0,0,0,0,41,91,0.35,0,0,829,8,
SPII,CTRL,SD,13,5,1,29,10,11,SPII_CTRL_SD_13_5_1_291011,5,1,19,21,29,10,19,19,477,0,0,0,0,0,43,96,0.35,0,0,829,8,
SPII,CTRL,SD,13,5,1,29,10,11,SPII_CTRL_SD_13_5_1_291011,5,1,19,22,29,10,19,19,478,0,0,0,0,0,45,100,0.35,0,0,829,8,
SPII,CTRL,SD,13,5,1,29,10,11,SPII_CTRL_SD_13_5_1_291011,5,1,19,23,29,10,19,19,480,0,0,0,0,0,46,105,0.35,0,0,829,8,
SPII,CTRL,SD,13,5,1,29,10,11,SPII_CTRL_SD_13_5_1_291011,5,1,19,24,29,10,19,20,482,0,0,0,0,0,48,110,0.34,0,0,829,8,
SPII,CTRL,SD,13,5,1,29,10,11,SPII_CTRL_SD_13_5_1_291011,5,1,19,25,29,10,19,20,484,0,0,0,0,0,50,115,0.34,0,0,829,8,a
SPII,CTRL,CD,13,6,1,29,10,11,SPII_CTRL_CD_13_6_1_291011,6,1,20,11,29,10,19,23,416,0,0,0,0,0,0,0,0,0,0,829,8,
SPII,CTRL,CD,13,6,1,29,10,11,SPII_CTRL_CD_13_6_1_291011,6,1,20,12,29,10,19,23,425,0,0,0,0,0,0,4,0,0,0,829,8,
SPII,CTRL,CD,13,6,1,29,10,11,SPII_CTRL_CD_13_6_1_291011,6,1,20,13,29,10,19,23,429,0,0,0,0,0,0,9,0,0,0,829,8,
SPII,CTRL,CD,13,6,1,29,10,11,SPII_CTRL_CD_13_6_1_291011,6,1,20,14,29,10,19,23,432,0,0,0,0,0,15,14,0.83,0,0,829,8,
SPII,CTRL,CD,13,6,1,29,10,11,SPII_CTRL_CD_13_6_1_291011,6,1,20,15,29,10,19,23,436,0,0,0,0,0,18,19,0.75,0,0,829,8,
SPII,CTRL,CD,13,6,1,29,10,11,SPII_CTRL_CD_13_6_1_291011,6,1,20,16,29,10,19,23,441,0,0,0,0,0,22,24,0.74,0,0,829,8,
SPII,CTRL,CD,13,6,1,29,10,11,SPII_CTRL_CD_13_6_1_291011,6,1,20,17,29,10,19,23,446,0,0,0,0,0,27,28,0.75,0,0,829,8,
SPII,CTRL,CD,13,6,1,29,10,11,SPII_CTRL_CD_13_6_1_291011,6,1,20,18,29,10,19,23,452,0,0,0,0,0,33,33,0.77,0,0,829,8,
SPII,CTRL,CD,13,6,1,29,10,11,SPII_CTRL_CD_13_6_1_291011,6,1,20,19,29,10,19,23,459,0,0,0,0,0,39,38,0.8,0,0,829,8,
SPII,CTRL,CD,13,6,1,29,10,11,SPII_CTRL_CD_13_6_1_291011,6,1,20,20,29,10,19,24,465,0,0,0,0,0,45,43,0.83,0,0,829,8,
SPII,CTRL,CD,13,6,1,29,10,11,SPII_CTRL_CD_13_6_1_291011,6,1,20,21,29,10,19,24,470,0,0,0,0,0,51,48,0.84,0,0,829,8,a
SPII,CTRL,CD,13,7,1,29,10,11,SPII_CTRL_CD_13_7_1_291011,7,1,21,1,29,10,19,25,416,0,0,0,0,0,0,0,0,0,0,829,8,
SPII,CTRL,CD,13,7,1,29,10,11,SPII_CTRL_CD_13_7_1_291011,7,1,21,2,29,10,19,25,425,0,0,0,0,0,0,4,0,0,0,829,8,
SPII,CTRL,CD,13,7,1,29,10,11,SPII_CTRL_CD_13_7_1_291011,7,1,21,3,29,10,19,25,429,0,0,0,0,0,0,9,0,0,0,829,8,
SPII,CTRL,CD,13,7,1,29,10,11,SPII_CTRL_CD_13_7_1_291011,7,1,21,4,29,10,19,25,432,0,0,0,0,0,15,14,0.82,0,0,829,8,
SPII,CTRL,CD,13,7,1,29,10,11,SPII_CTRL_CD_13_7_1_291011,7,1,21,5,29,10,19,25,434,0,0,0,0,0,16,19,0.68,0,0,829,8,
SPII,CTRL,CD,13,7,1,29,10,11,SPII_CTRL_CD_13_7_1_291011,7,1,21,6,29,10,19,25,436,0,0,0,0,0,18,24,0.61,0,0,829,8,
SPII,CTRL,CD,13,7,1,29,10,11,SPII_CTRL_CD_13_7_1_291011,7,1,21,7,29,10,19,25,440,0,0,0,0,0,21,28,0.57,0,0,829,8,
SPII,CTRL,CD,13,7,1,29,10,11,SPII_CTRL_CD_13_7_1_291011,7,1,21,8,29,10,19,25,443,0,0,0,0,0,23,33,0.56,0,0,829,8,
SPII,CTRL,CD,13,7,1,29,10,11,SPII_CTRL_CD_13_7_1_291011,7,1,21,9,29,10,19,25,447,0,0,0,0,0,27,38,0.56,0,0,829,8,
SPII,CTRL,CD,13,7,1,29,10,11,SPII_CTRL_CD_13_7_1_291011,7,1,21,10,29,10,19,25,451,0,0,0,0,0,30,43,0.56,0,0,829,8,
SPII,CTRL,CD,13,7,1,29,10,11,SPII_CTRL_CD_13_7_1_291011,7,1,21,11,29,10,19,25,456,0,0,0,0,0,35,48,0.57,0,0,829,8,
SPII,CTRL,CD,13,7,1,29,10,11,SPII_CTRL_CD_13_7_1_291011,7,1,21,12,29,10,19,25,461,0,0,0,0,0,39,52,0.59,0,0,829,8,
SPII,CTRL,CD,13,7,1,29,10,11,SPII_CTRL_CD_13_7_1_291011,7,1,21,13,29,10,19,25,466,0,0,0,0,0,44,57,0.61,0,0,829,8,
SPII,CTRL,CD,13,7,1,29,10,11,SPII_CTRL_CD_13_7_1_291011,7,1,21,14,29,10,19,26,472,0,0,0,0,0,50,62,0.63,0,0,829,8,a
SPII,CTRL,CD,13,8,1,29,10,11,SPII_CTRL_CD_13_8_1_291011,8,1,22,34,29,10,19,33,419,0,0,0,0,0,0,0,0,0,0,829,8,
SPII,CTRL,CD,13,8,1,29,10,11,SPII_CTRL_CD_13_8_1_291011,8,1,22,35,29,10,19,34,426,0,0,0,0,0,0,4,0,0,0,829,8,
SPII,CTRL,CD,13,8,1,29,10,11,SPII_CTRL_CD_13_8_1_291011,8,1,22,36,29,10,19,34,431,0,0,0,0,0,0,9,0,0,0,829,8,
SPII,CTRL,CD,13,8,1,29,10,11,SPII_CTRL_CD_13_8_1_291011,8,1,22,37,29,10,19,34,435,0,0,0,0,0,16,14,0.91,0,0,829,8,
SPII,CTRL,CD,13,8,1,29,10,11,SPII_CTRL_CD_13_8_1_291011,8,1,22,38,29,10,19,34,440,0,0,0,0,0,20,19,0.85,0,0,829,8,
SPII,CTRL,CD,13,8,1,29,10,11,SPII_CTRL_CD_13_8_1_291011,8,1,22,39,29,10,19,34,443,0,0,0,0,0,24,24,0.79,0,0,829,8,
SPII,CTRL,CD,13,8,1,29,10,11,SPII_CTRL_CD_13_8_1_291011,8,1,22,40,29,10,19,34,447,0,0,0,0,0,27,28,0.75,0,0,829,8,
SPII,CTRL,CD,13,8,1,29,10,11,SPII_CTRL_CD_13_8_1_291011,8,1,22,41,29,10,19,34,451,0,0,0,0,0,31,33,0.73,0,0,829,8,
SPII,CTRL,CD,13,8,1,29,10,11,SPII_CTRL_CD_13_8_1_291011,8,1,22,42,29,10,19,34,455,0,0,0,0,0,34,38,0.71,0,0,829,8,
SPII,CTRL,CD,13,8,1,29,10,11,SPII_CTRL_CD_13_8_1_291011,8,1,22,43,29,10,19,34,459,0,0,0,0,0,38,43,0.7,0,0,829,8,
SPII,CTRL,CD,13,8,1,29,10,11,SPII_CTRL_CD_13_8_1_291011,8,1,22,44,29,10,19,34,463,0,0,0,0,0,42,48,0.7,0,0,829,8,
SPII,CTRL,CD,13,8,1,29,10,11,SPII_CTRL_CD_13_8_1_291011,8,1,22,45,29,10,19,34,467,0,0,0,0,0,46,52,0.69,0,0,829,8,
SPII,CTRL,CD,13,8,1,29,10,11,SPII_CTRL_CD_13_8_1_291011,8,1,22,46,29,10,19,34,472,0,0,0,0,0,50,57,0.69,0,0,829,8,a
SPII,CTRL,CD,13,9,1,29,10,11,SPII_CTRL_CD_13_9_1_291011,9,1,23,1,29,10,19,35,419,0,0,0,0,0,0,0,0,0,0,829,8,
SPII,CTRL,CD,13,9,1,29,10,11,SPII_CTRL_CD_13_9_1_291011,9,1,23,2,29,10,19,36,423,0,0,0,0,0,0,4,0,0,0,829,8,
SPII,CTRL,CD,13,9,1,29,10,11,SPII_CTRL_CD_13_9_1_291011,9,1,23,3,29,10,19,36,426,0,0,0,0,0,0,9,0,0,0,829,8,
SPII,CTRL,CD,13,9,1,29,10,11,SPII_CTRL_CD_13_9_1_291011,9,1,23,4,29,10,19,36,427,0,0,0,0,0,7,14,0.41,0,0,829,8,
SPII,CTRL,CD,13,9,1,29,10,11,SPII_CTRL_CD_13_9_1_291011,9,1,23,5,29,10,19,36,429,0,0,0,0,0,9,19,0.37,0,0,829,8,
SPII,CTRL,CD,13,9,1,29,10,11,SPII_CTRL_CD_13_9_1_291011,9,1,23,6,29,10,19,36,431,0,0,0,0,0,10,24,0.36,0,0,829,8,
SPII,CTRL,CD,13,9,1,29,10,11,SPII_CTRL_CD_13_9_1_291011,9,1,23,7,29,10,19,36,433,0,0,0,0,0,12,28,0.34,0,0,829,8,
SPII,CTRL,CD,13,9,1,29,10,11,SPII_CTRL_CD_13_9_1_291011,9,1,23,8,29,10,19,36,436,0,0,0,0,0,15,33,0.35,0,0,829,8,
SPII,CTRL,CD,13,9,1,29,10,11,SPII_CTRL_CD_13_9_1_291011,9,1,23,9,29,10,19,36,438,0,0,0,0,0,17,38,0.35,0,0,829,8,
SPII,CTRL,CD,13,9,1,29,10,11,SPII_CTRL_CD_13_9_1_291011,9,1,23,10,29,10,19,36,439,0,0,0,0,0,19,43,0.34,0,0,829,8,
SPII,CTRL,CD,13,9,1,29,10,11,SPII_CTRL_CD_13_9_1_291011,9,1,23,11,29,10,19,36,441,0,0,0,0,0,21,48,0.34,0,0,829,8,
SPII,CTRL,CD,13,9,1,29,10,11,SPII_CTRL_CD_13_9_1_291011,9,1,23,12,29,10,19,36,445,0,0,0,0,0,23,52,0.35,0,0,829,8,
SPII,CTRL,CD,13,9,1,29,10,11,SPII_CTRL_CD_13_9_1_291011,9,1,23,13,29,10,19,36,447,0,0,0,0,0,26,57,0.35,0,0,829,8,
SPII,CTRL,CD,13,9,1,29,10,11,SPII_CTRL_CD_13_9_1_291011,9,1,23,14,29,10,19,37,449,0,0,0,0,0,28,62,0.35,0,0,829,8,
SPII,CTRL,CD,13,9,1,29,10,11,SPII_CTRL_CD_13_9_1_291011,9,1,23,15,29,10,19,37,451,0,0,0,0,0,30,67,0.35,0,0,829,8,
SPII,CTRL,CD,13,9,1,29,10,11,SPII_CTRL_CD_13_9_1_291011,9,1,23,16,29,10,19,37,454,0,0,0,0,0,32,72,0.36,0,0,829,8,
SPII,CTRL,CD,13,9,1,29,10,11,SPII_CTRL_CD_13_9_1_291011,9,1,23,17,29,10,19,37,456,0,0,0,0,0,35,76,0.36,0,0,829,8,
SPII,CTRL,CD,13,9,1,29,10,11,SPII_CTRL_CD_13_9_1_291011,9,1,23,18,29,10,19,37,459,0,0,0,0,0,37,81,0.36,0,0,829,8,
SPII,CTRL,CD,13,9,1,29,10,11,SPII_CTRL_CD_13_9_1_291011,9,1,23,19,29,10,19,37,461,0,0,0,0,0,40,86,0.36,0,0,829,8,
SPII,CTRL,CD,13,9,1,29,10,11,SPII_CTRL_CD_13_9_1_291011,9,1,23,20,29,10,19,37,464,0,0,0,0,0,42,91,0.37,0,0,829,8,
SPII,CTRL,CD,13,9,1,29,10,11,SPII_CTRL_CD_13_9_1_291011,9,1,23,21,29,10,19,37,466,0,0,0,0,0,45,96,0.37,0,0,829,8,
SPII,CTRL,CD,13,9,1,29,10,11,SPII_CTRL_CD_13_9_1_291011,9,1,23,22,29,10,19,37,469,0,0,0,0,0,48,100,0.37,0,0,829,8,
SPII,CTRL,CD,13,9,1,29,10,11,SPII_CTRL_CD_13_9_1_291011,9,1,23,23,29,10,19,37,472,0,0,0,0,0,50,105,0.37,0,0,829,8,a
SPII,CTRL,CD,13,10,1,29,10,11,SPII_CTRL_CD_13_10_1_291011,10,1,24,1,29,10,19,38,421,0,0,0,0,0,0,0,0,0,0,829,8,
